"IDRSSD"	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	
1557	0	0	0	0	0	0	0	0	0	0	0	0	39712	59457	0	0	0	0	0	33990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	3222	0	0	0	11045	849	258	73	0	5072	0	0	0	0	0	0	0	0	0	0	2518	31472	0	0	0	0	0	1512	0	0	0	0	-408	34	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	240	0	0	0	279	22559	3367	33516	0	4512	1684	33516	39712	0	3220	3220	5342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669	0	0	0	0	0	0	0	0	0	0	0	1220	110648	244534	0	0	0	0	0	81699	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	0	0	22350	4688	0	0	0	54384	0	19222	1212	7067	41244	0	0	0	0	0	0	0	0	0	0	42940	38759	0	0	0	0	0	12780	821	48	367	0	-585	0	0	0	0	0	30	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29465	104217	42940	69555	0	20843	21470	69555	111868	0	3534	3534	41551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829	0	0	0	0	0	0	0	0	0	0	263	818	238013	402629	0	0	0	0	0	255125	102	1275	1275	0	0	0	0	0	0	0	0	8593	0	0	0	0	0	0	53926	7263	0	0	0	0	0	0	1169	1262	69888	3636	2550	0	0	0	0	0	0	0	167	95468	159490	0	0	0	0	0	20738	8593	6	2969	251	5959	35	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827	0	0	0	827	0	0	0	55194	80287	99355	173096	0	16057	49678	173096	238831	0	0	0	32132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	0	0	0	0	0	0	0	55045	166187	0	0	0	0	0	38142	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	33090	15048	0	0	0	14814	0	0	-350	0	54693	4736	0	0	0	0	0	0	0	0	3745	2044	32353	0	0	0	0	0	4226	98	17	3047	62	-880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33107	91347	6842	33355	0	18269	3421	33355	55045	0	0	0	20388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040	0	0	0	0	0	0	0	0	0	0	0	1262	157116	204562	0	0	0	0	0	142796	0	0	0	668	668	0	0	0	668	0	0	0	0	0	0	0	0	0	541	3179	0	0	0	0	0	0	288	1234	16534	22833	3133	0	0	0	245	0	0	0	1673	26593	114529	0	0	0	0	0	10411	0	0	1447	0	-2934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1775	31241	49671	127294	0	6248	24836	127294	158378	0	8408	8408	20027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	0	0	0	0	0	0	0	62968	126778	0	0	0	0	0	58334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1081	23231	0	0	1	0	0	0	696	0	25874	0	0	0	0	0	0	0	0	0	0	28580	29754	0	0	0	0	0	6529	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	0	0	0	0	0	1318	61975	28580	36283	0	12395	14290	36283	62968	0	12870	12870	13143	0	0	0	2182	218	218	0	0	0	0	0	0	0	0	0	
2376	0	0	0	0	0	0	0	0	0	0	0	1566	1819576	2506353	0	0	0	0	0	1646362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1429	10143	11586	0	0	2077	47230	0	0	-2877	0	691669	0	2000	0	0	0	0	9484	0	0	0	200863	1445499	0	0	0	0	0	133290	-1429	0	26743	0	-28636	305	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12220	777228	200863	1565264	0	155446	100432	1565264	1821142	0	0	0	408469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554	0	0	0	0	0	0	0	0	0	0	0	0	6361	10966	0	0	0	0	0	4978	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	4369	0	0	0	0	673	0	-2	0	500	0	12	0	0	0	0	0	0	0	0	459	4519	0	0	0	0	0	555	289	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4991	1132	4797	0	998	566	4797	6361	0	122	122	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	0	0	0	0	0	0	789	373916	519224	0	0	0	0	0	374115	0	0	0	2612	2612	0	0	0	2612	0	0	1112	0	0	0	0	0	0	43570	16772	0	0	0	0	0	0	1317	0	74258	0	550	0	0	0	0	0	0	0	196	62352	311567	0	0	0	0	0	13282	1112	1724	0	0	-3044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	109	0	0	0	45294	91226	62352	325284	0	18245	31176	325284	374705	0	0	0	72478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750	0	0	0	0	0	0	0	0	0	0	0	154	40473	56379	0	0	0	0	0	34074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692	202	0	0	0	0	0	0	-213	2973	9281	2010	2534	0	0	0	0	0	0	0	1085	2367	30622	0	0	0	0	0	2946	0	177	510	42	-865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	158	0	0	0	3842	14432	4419	35531	0	2886	2210	35531	40627	0	3354	3354	5453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252	0	0	0	0	0	0	0	0	0	0	0	531	78384	148532	0	0	0	0	0	76895	0	0	0	94	94	0	0	0	94	0	0	0	0	0	0	0	0	0	2391	3551	0	0	0	0	100	0	313	24542	35133	2057	533	0	0	0	0	0	0	0	14487	632	61776	0	0	0	0	0	4230	0	112	556	24	-1204	163	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	0	0	0	659	0	0	0	27045	53727	2813	66763	0	10745	1407	66763	78915	0	0	0	18023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458	0	0	0	0	0	0	0	0	0	0	0	0	27860	31886	0	0	0	0	0	13656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9816	0	0	0	0	2827	81	0	6663	0	452	0	0	0	0	0	0	0	0	2724	10932	0	0	0	0	0	1131	0	0	0	0	-226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6700	2724	25158	0	1340	1362	25158	27860	0	37	37	3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720	0	0	0	0	0	0	0	0	0	0	0	97	109786	191972	0	0	0	0	0	113033	0	0	0	255	255	0	0	0	255	0	0	0	0	0	0	0	0	0	14349	7356	0	0	0	2838	1100	0	868	6094	36295	888	0	0	0	0	100	0	0	0	4596	28787	79650	0	0	0	0	0	9539	359	0	8327	853	-244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2232	0	0	0	2232	0	0	0	20443	59412	31728	82137	0	11882	15864	82137	109883	0	0	0	27091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953	0	0	0	0	0	0	0	0	0	0	0	1475	101997	123310	0	0	0	0	0	99304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3904	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9467	0	0	10682	11014	77608	0	0	0	0	0	9039	0	479	496	0	-2768	585	0	0	0	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4383	11187	11014	95728	0	2237	5507	95728	103472	0	0	0	8474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156	0	0	0	0	0	0	0	0	0	0	0	382	134356	183921	0	0	0	0	0	126720	0	0	0	365	365	0	0	0	365	0	0	1783	0	0	0	0	0	0	1410	2688	0	0	0	0	0	0	693	2037	19390	7508	2574	0	0	0	0	0	0	0	3555	37876	85289	0	0	0	0	0	17300	1783	585	2545	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3638	0	0	0	3638	0	0	0	4032	38963	45384	104253	0	7793	22692	104253	134738	0	10785	10785	17460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231	0	0	0	0	0	0	0	0	0	0	0	0	90383	120774	0	0	0	0	0	77431	0	0	0	478	478	0	0	0	478	0	0	0	0	0	0	0	0	0	0	9430	0	0	0	0	0	0	-781	0	22608	14050	0	0	0	0	0	0	0	0	0	14087	63344	0	0	0	0	0	6084	0	0	0	0	-1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32038	28137	69906	0	6408	14069	69906	90383	0	0	0	14533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437	0	0	0	0	0	0	0	0	0	0	0	1154	164384	258034	0	0	0	0	0	150215	0	0	0	3616	3616	0	0	0	3616	0	0	0	0	0	0	0	0	0	17923	2163	0	0	0	630	0	0	843	0	66228	10560	523	0	0	0	0	0	0	0	0	52168	98047	0	0	0	0	0	16253	0	925	1373	118	-2380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4014	0	0	3	4011	0	0	0	18848	70397	62849	120034	0	14079	31425	120034	165538	0	3	3	25098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
