"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	CHG-OFF ON LOANS TO DEPOSITORY INST	RECOV ON LOANS TO DEPOSITORY INST	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHRGE-OFFS ON LNS TO U.S. DEP INST	CHRGE-OFFS ON INS TO FOREIGN BANKS	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOV ON LOANS TO U.S. DEPOSITORY IN	RECOVERIES ON LOANS TO FOREIGN BANKS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
28349	0	0	0	0	0	0	0	0	2	0			0	0	216	2	0	0											0	0	0	0			0	0	0	0	213	0			0	0	0	0	0	0	0	0				0	0	1	2	
28406	0	0	0	0	0	0	0	0	112	0		0	0	3	4	0	0	4		0	0		0	0	0		0	0	0	0	0	0			0	0	109	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28572	0	0	6	0	0	0	0	0	0	0			0	0	67	0	0	0											0	0	0	0			0	0	0	0	57	0	0		0	0	0	0	0	0	0	0				4	0	0	0	
28732	0	0	0	0	0	0	0	0	30	0			0	0	14	7	0	0											0	0	0	0			0	0	0	0	0	0			0	30	0	0	0	0	0	0				7	0	0	0	
29104	0	0	0	0	0	0	0	0	37	35		0	0	2	191	165	0	3		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	23	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
29636	0	0	0	0	0	0	0	0	36	3		0	0	0	135	10	0	5		0	0		0	5	0		0	0	0	0	0	0			9	5	4	0	46	0			0	0	0	0	0	0	0	0	0	0		35	12	30	12	
29953	0	0	0	0	0	0	0	0	17	0			0	0	22	0	0	0						0				0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	22	0				0	14	0	0	
30052	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30258	0	0	0	0	0	0	0	0	40	10		0	0	0	316	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	3	3	70	0			60	0	130	5	0	1	29	0	0	0		0	0	27	18	
30418	0	0	0	0	0	0	0	0	0	0		0	0	0	7	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	7	0	
30502	0	0	0	0	0	0	0	0	120	60		0	0	47	261	83	0	59		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	63	2	0	0		0	4	56	7	
30650	0	0	0	0	0	0	0	0	21	8			0	0	66	2	0	0											0	0	0	0			0	0	0	0	0	51			0	13	0	0	0	0	0	0				1	0	12	0	
30810	0	0	0	0					145116		855	0	0	0	797545		0	0	6944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770801	143792	0	0	0	0	235065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19800	469	
31134	0	0	0	0	0	0	0	0	15	1			0	0	26	0	0	0											0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	0	0	0				17	5	9	1	
31255	0	0	0	0	0	0	0	0	50	46		0	0	3	4	0	0	4		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	0	0	2	0			0	0	65	1	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	49	0	7	0				0	0	8	2	
31826	0	0	0	0	0	0	0	0	28	0			0	0	72	0	0	0											0	0	0	0			0	0	0	0	18	0			0	0	0	19	0	0	0	0				0	0	54	9	
31835	0	0	0	0	0	0	0	0	19	4			0	0	29	25	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	5	4	10	
32234	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
32766	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33147	0	0	0	0	16	0	0	0	12	2		0	0	0	25	4	0	0		0	0		0	0	0		0	0	0	0	0	1			0	0	8	0	0	1			0	0	0	0	0	0	0	0	0	0		4	0	0	1	
33259	0	0	0	0	0	0	0	0	15	12		0	0	0	1468	0	0	55		0	0		0	0	0		0	0	0	0	20	0			0	0	0	0	133	0			0	0	771	3	394	0	95	0	0	0		0	0	0	0	
33268	0	0	0	0	0	0	0	0	1	0			0	1	4	0	0	3						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	1	0	0	0				0	0	0	0	
33727	0	0	0	0	0	0	0	0	15	5		0	0	0	499	33	0	0		0	0		0	0	0		0	0	0	0	55	0			6	2	0	0	0	113			0	0	0	0	0	0	0	0	0	0		0	0	292	8	
33754	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	0	15	0	0	0	0	0	7	2			0	0	17	2	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	5	
34153	0	0	0	0	0	0	0	0	77	71		0	0	0	2812	2045	0	66		0	0		0	0	0		0	0	2045	0	16	1			0	0	0	2	26	102			55	3	0	0	129	0	369	0	0	0		0	0	4	0	
34359	0	0	0	0	0	0	0	0	3	0			0	1	100	100	0	0						0				1	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	2	0	0	
34425	0	0	0	0	0	0	0	0	16	0		0	0	0	88	0	0	0		0	0		0	0	0		0	0	0	0	18	0			14	4	0	0	0	0			0	0	0	0	51	0	0	0	0	0		4	9	1	3	
34434	0	0	0	0	0	0	0	0	1	0			0	0	41	13	0	0											0	0	0	0			0	0	0	0	14	0			0	0	0	0	0	0	0	0				0	0	14	1	
34452	0	0	0	0	0	0	0	0	0	0			0	0	4	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
34537	55	0	205	1	0	0	0	0	505	87		0	0	0	4536	0	0	0		0	0		0	0	0		0	0	0	0	88	7			0	0	68	1	1742	93			0	8	1850	298	101	9	220	1	0	0		4	1	178	24	
34555	0	0	0	0	0	0	0	0	2	0			0	0	3	0	0	0						0				0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	1	3	0	
34742	0	0	0	0	0	0	0	0	4	0		0	0	0	65	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	1	0	53	0			0	0	2	0	0	0	0	0	0	0		0	0	10	3	
34836	0	0	0	0	0	0	0	0	39	0			0	30	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	5	0	4	
35057	0	0	0	0	0	0	0	0	36	20			0	5	134	0	0	0						0				0	0	0	0	0			0	0	3	3	15	0			0	0	0	1	111	0	0	0				8	4	0	0	
35301	0	0	0	0					0		0	0	0	0	19287		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	19287	0	0	0	0	0	0	0	0	0	0	0	0	
35570	0	0	0	0	0	0	0	0	14	10		0	0	0	9054	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	1453	75			3359	3	3684	0	73	0	397	0	0	0		0	0	13	1	
35646	0	0	0	0	0	0	0	0	1	0			0	0	40	40	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
35842	0	0	0	0	0	0	0	0	9	0			0	0	77	0	0	0						0				0	0	0	0	0			0	0	0	0	30	0			0	0	0	0	0	0	0	0				36	8	11	1	
36054	0	0	0	0	0	0	0	0	56	7		0	0	25	715	94	0	41		0	0		0	0	0		0	0	0	0	0	0			91	13	0	1	0	486			0	0	0	0	0	0	0	0	0	0		0	1	3	9	
36344	0	0	0	0	0	0	0	0	9	0		0	0	2	95	0	0	5		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	27	0			0	0	0	0	58	4	0	0	0	0		0	2	5	1	
36456	0	0	0	0	0	0	0	0	5	1			0	1	0	0	0	0						0				1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	0	0	
36858	0	0	0	0	0	0	0	0	2	2			0	0	418	25	0	0											0	0	0	0			0	0	0	0	393	0			0	0	0	0	0	0	0	0				0	0	0	0	
36933	0	0	0	0	0	0	0	0	29	11			0	0	120	17	0	0						0				0	0	0	0	0			0	0	1	0	18	0			0	0	55	0	0	0	0	0				29	15	1	2	
37051	0	1	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
37341	0	0	0	0	0	0	0	0	4	0			0	0	68	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	55	0	0	0				0	0	13	4	
37378	8	0	0	0	0	0	0	0	0	0			0	0	8	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
37435	0	0	0	0	0	0	0	0	90	21		0	0	0	5021	32	0	0		0	0		0	0	0		0	0	0	0	0	13			0	2	11	1	98	33			11	6	4810	9	0	0	0	0	0	0		0	0	37	27	
37640	0	0	0	48	0	0	0	0	129	2		0	0	20	573	1	0	25		0	0		0	0	0		0	0	0	0	55	1			7	0	0	4	18	10			242	0	0	0	34	6	177	39	0	0		4	9	0	0	
37659	0	0	0	0	0	0	0	0	3	1			0	0	12	5	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	2	
37743	0	0	0	0	0	0	0	0	5	4			0	0	11	0	0	0											0	0	0	0			5	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	1	
37949	0	0	0	0	0	0	0	0	1	0			0	0	12	0	0	0						0				0	0	0	0	0			0	0	1	0	12	0			0	0	0	0	0	0	0	0				0	0	0	0	
38535	0	0	0	0	0	0	0	0	2	1		0	0	0	615	473	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	116	0			26	0	0	0	0	0	0	0	0	0		0	0	0	1	
38740	0	0	0	0	0	0	0	0	11	0			0	2	18	0	0	5											0	0	0	0			0	1	0	0	0	0			0	0	0	0	0	0	0	0				0	5	13	3	
39327	0	0	0	0	0	0	0	0	2	0		0	0	1	10	0	0	6		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		4	0	0	1	
39420	0	0	0	0	0	0	0	0	191	31		0	0	0	1111	0	0	0		0	0		0	0	0		0	0	0	0	345	1			0	0	3	1	166	107			0	0	0	0	54	101	175	1	0	0		201	33	63	20	
39475	0	0	0	0	0	0	0	0	806	86		0	0	16	6	0	0	6		0	0		0	0	0		0	12	0	27	0	146			0	4	402	12	0	0			0	81	0	9	0	36	0	0	0	0		0	0	0	14	
39756	0	0	201	0	0	0	0	0	3	1		0	0	0	417	120	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	90	1			0	0	0	0	0	0	0	0	0	0		0	0	5	2	
40033	0	0	0	0	0	0	0	0	12	6			0	5	27	6	0	9						0				0	0	0	0	0			0	0	0	0	11	0			0	0	0	0	0	0	1	1				0	0	0	0	
40350	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
40707	0	0	0	1	0	0	0	0	4	0			0	0	8	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	2	3	
40855	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
41245	0	0	0	0	0	0	0	0	4	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	4	
41553	0	0	0	0	0	0	0	0	7	0			0	0	20	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	20	6	
41629	0	0	0	0	0	0	0	0	71	2			0	3	314	28	0	2											0	0	0	0			1	0	3	0	56	152			0	0	0	0	0	0	0	0				64	63	11	0	
41759	0	0	0	0	0	0	0	0	2	0			0	0	23	7	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				16	0	0	2	
41825	0	0	0	0	0	0	0	0	3	0			0	0	153	0	0	0											0	0	0	0			0	0	0	0	151	0			0	0	0	0	0	0	0	0				0	0	2	3	
41937	0	0	0	0	0	0	0	0	5	5			0	0	126	126	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
41955	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
42037	0	0	0	0	0	0	0	0	31	3			0	25	0	0	0	0											0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
42055	1	0	0	0	0	0	0	0	41	0			0	0	3	0	0	0						0				0	0	0	0	0			0	0	21	0	0	0			0	0	0	0	0	0	0	2				0	15	2	3	
42354	0	0	0	0	0	0	0	0	1	0			0	1	15	0	0	0						0				1	0	0	0	0			0	0	0	0	13	0			0	0	0	0	0	0	0	0				0	0	2	0	
42420	0	0	15	72	0	1	0	0	354	80		0	0	24	8608	828	0	132		0	0		0	0	0		0	0	0	0	387	11			0	0	6	2	604	113			8	0	4991	0	405	4	346	0	0	0		420	76	359	78	
42448	0	0	0	0	0	0	0	0	466	45		0	0	413	393	0	0	153		0	0		0	5	0		0	272	0	0	0	0			15	2	0	0	100	0			0	0	49	0	0	0	0	0	0	0		49	3	27	3	
42457	0	0	0	0	0	0	0	0	9	2			0	0	24	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	16	7	0	0				8	0	0	0	
43052	0	0	0	0	0	0	0	0	381	0			0	0	231	0	0	0											0	0	0	0			2	0	0	0	0	7			0	0	0	0	0	0	217	380				0	0	5	1	
43351	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43454	0	0	0	0	0	0	0	0	0	0			0	0	5	0	0	0											0	0	0	0			0	0	0	0	0	5			0	0	0	0	0	0	0	0				0	0	0	0	
43511	0	0	0	0	299	1	0	0	9	4		0	0	0	572	0	0	0		0	0		0	0	0		0	0	0	0	0	1			0	0	0	0	0	17			0	0	0	0	255	0	0	0	0	0		0	2	1	1	
43744	0	0	0	0	0	0	0	0	224	157			0	0	86	0	0	0											0	0	0	0			8	1	57	4	72	0	0		0	0	5	0	0	1	0	0				0	2	1	2	
43856	0	0	0	0	0	0	0	0	3	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
43959	0	0	0	0	0	0	0	0	11	2			0	0	32	0	0	0											0	0	0	0			0	0	0	0	0	32			0	0	0	8	0	0	0	0				0	1	0	0	
44040	23	0	0	0	0	0	0	0	10	0			0	0	146	9	0	0						0				0	0	0	0	0			0	0	1	1	0	0			0	0	0	0	0	0	56	0				0	0	58	8	
44433	0	0	0	0	0	0	0	0	20	19		0	0	0	473	209	0	0		0	0		0	0	0		0	0	0	0	0	0			2	0	1	0	256	0			0	0	0	0	0	0	0	0	0	0		6	0	0	0	
44741	0	0	115	0	0	0	0	0	49	0		0	0	0	731	228	0	0		0	0		0	0	0		0	0	0	0	5	0			4	4	0	0	17	18			0	0	134	0	0	0	108	11	0	0		44	15	58	19	
44750	0	0	0	0	0	0	0	0	8	0			0	0	1	0	0	0											0	0	0	0			0	0	1	0	1	0			0	0	0	0	0	0	0	0				0	7	0	0	
44929	0	0	0	0	0	0	0	0	22	0			0	0	17	0	0	0											0	0	0	0			0	0	20	0	17	0			0	0	0	0	0	0	0	0				0	0	0	2	
45038	0	0	0	0	0	0	0	0	0	0			0	0	308	23	0	0						0				0	0	0	0	0			0	0	0	0	73	0			146	0	6	0	60	0	0	0				0	0	0	0	
45047	0	0	0	0	0	0	0	0	2	0			0	0	21	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				21	2	0	0	
45056	0	0	0	0	0	0	0	0	1	0			0	0	5	5	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
45430	0	0	0	0	0	0	0	0	2	0			0	0	92	0	0	0											0	0	0	0			0	0	0	0	86	0			0	0	0	0	0	0	0	0				6	0	0	2	
45458	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
45551	0	0	0	0	0	0	0	0	46	24		0	0	2	130	91	0	0		0	0		0	0	0		0	2	0	0	0	0			4	0	2	0	13	0			0	0	0	0	0	0	0	0	0	0		22	18	0	0	
45560	0	0	0	0	0	3	0	0	15	7		0	0	0	97	36	5	0		0	0		0	0	0		0	0	0	0	0	0			0	0	3	0	46	0			0	0	0	0	0	0	0	0	0	0		0	0	10	2	
45775	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
46053	0	0	0	0	0	0	0	0	53	29			0	0	77	2	0	0											0	0	0	0			0	0	0	0	33	0			0	0	0	0	0	1	18	0				0	0	24	23	
46941	0	0	0	0	0	0	0	0	14	0			0	0	19	0	0	0						0				0	0	0	0	0			5	2	0	0	0	0			0	0	0	0	0	0	5	0				9	12	0	0	
47153	0	0	0	0	0	0	0	0	27	26			0	0	29	28	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	1	0	0	
47247	0	0	0	0	0	0	0	0	24	4			0	0	319	0	0	0											0	0	0	4			0	0	0	0	300	2			0	0	0	0	0	2	0	0				0	0	17	14	
47256	0	0	0	0	0	0	0	0	2	0			0	0	2	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	2	1	0	
47452	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
47500	0	0	0	0	0	0	0	0	34	0		0	0	0	57	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	28	0	41	0			0	0	0	0	0	0	0	0	0	0		0	0	16	6	
48057	0	0	0	0	0	0	0	0	1	0			0	0	151	151	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
48150	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
48374	234	28	0	0	0	0	0	0	79	0		0	0	0	302	0	0	9		0	0		0	9	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	22	0	0	0	0	0	0	0		2	0	35	51	
48440	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
49054	0	0	26	0	0	0	0	0	0	0			0	0	785	0	0	0											0	0	0	0			0	0	0	0	123	436			179	0	0	0	0	0	21	0				0	0	0	0	
49148	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
49241	0	0	0	0	0	0	0	0	157	5		0	0	56	322	0	0	1		0	0		0	1	0		0	55	0	0	0	0			2	0	3	2	4	0			0	0	189	0	68	48	0	0	0	0		0	0	58	43	
49344	0	0	0	0	0	0	0	0	62	0			0	0	189	0	0	0											0	0	0	0			0	0	2	0	0	0			0	0	99	60	90	0	0	0				0	0	0	0	
49643	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
49652	0	0	0	0	0	0	0	0	6	4			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	0	
49821	0	0	0	0	0	0	0	0	144	23		0	0	0	2635	61	0	0		0	0		0	0	0		0	0	0	0	0	1			0	0	2	0	131	102			0	14	1861	11	280	81	0	1	0	0		0	0	200	11	
49858	0	0	0	0	0	0	0	0	149	127			0	0	82	0	0	0											0	0	0	0			0	0	1	0	69	0			0	0	0	0	0	15	0	6				0	0	13	0	
49951	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
50144	0	0	0	0	0	0	0	0	7	0			0	1	22	0	0	1											0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				13	4	8	2	
50461	0	0	0	1	0	0	0	0	10	2			0	0	0	0	0	0											0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	3	0	0				0	0	0	0	
50546	0	0	0	0	0	0	0	0	60	34			0	0	64	11	0	0						0				0	0	0	0	0			0	0	12	0	25	0			0	0	0	0	0	0	0	0				27	11	1	3	
50854	0	0	0	0	0	0	0	0	20	0			0	0	36	0	0	1											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				33	5	2	15	
50957	0	0	0	0	0	0	0	0	0	0			0	0	79	79	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
51253	0	0	0	0	0	0	0	0	8	0			0	0	111	0	0	0											0	0	0	0			0	0	0	0	107	0			0	0	0	0	0	0	0	0				3	1	1	7	
51356	0	0	0	0	0	0	0	0	1	0			0	0	17	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	17	1	
51459	0	0	0	0	0	0	0	0	10	5			0	0	60	31	0	14						14				0	0	0	5	0			0	0	0	0	0	0			0	0	0	0	0	0	0	1				2	0	8	4	
51730	0	0	0	0	0	0	0	0	13	0			0	0	21	7	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				9	8	5	5	
51842	0	0	0	0	0	0	0	0	0	0			0	0	363	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	363	0	0	0	0	0				0	0	0	0	
52410	0	0	0	0	0	0	0	0	2	0			0	0	2	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	2	
52719	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
52951	0	0	0	0	0	0	0	0	20	0			0	3	55	0	0	3						0				0	0	0	0	0			0	0	1	0	15	0			0	0	0	0	0	0	0	0				30	4	7	12	
53015	0	0	0	0	0	0	0	0	13	3			0	0	56	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	9	56	1	
53033	0	0	0	11	0	0	0	0	358	282		0	0	10	627	209	0	46		0	0		0	0	0		0	0	0	0	0	0			0	0	38	0	46	0			0	2	0	14	0	1	326	0	0	0		0	0	0	0	
53051	0	0	0	0	0	0	0	0	5	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	5	0	0	
53239	0	0	0	0	0	0	0	0	14	0			0	0	134	0	0	0						0				0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	134	0	0	0				0	0	0	8	
53453	0	0	0	0	0	0	0	0	2	0			0	0	8	0	0	0						0				0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	8	1	
53752	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
54049	0	0	0	0	0	0	0	0	13	0			0	0	9	0	0	0											0	0	0	0			9	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	13	
54058	0	0	0	0	0	0	0	0	7	1			0	0	148	0	0	0						0				0	0	0	0	0			0	0	1	0	130	0			0	0	0	0	0	0	0	0				13	1	5	4	
54375	0	0	37	0	0	0	0	0	97	36		0	0	0	809	580	0	0		0	0		0	0	0		0	0	0	0	99	0			0	0	0	2	27	0			19	2	0	0	0	7	16	0	0	0		31	50	0	0	
