"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	AMT NONINT ACTS GT 250K DODD FRANK A	NBR NONINT ACT GT 250K DODD FRANK AC	PB/PSA FDIC CERTIFICATE NUMBER	
37																0	4828	357	0	0	58794	5155	5998	7	69619	0			0	0	0	0	0	0	0	0	0	266	1		
242																0	1801	135	0	0	23490	2775	1328	3	26619	0			0	0	0	0	0	0	0	0	0	766	2		
279																0	11575	364	403	1	88808	7324	4090	13	104876	0			0	0	0	0	0	0	0	0	0	324	1		
354																0	0	0	0	0	8679	787	985	2	9664	0			0	0	0	0	0	0	0	0	0	430	1		
457																0	1841	115	254	1	24503	2553	3547	10	30145	0			0	0	0	0	0	0	0	0	0	264	1		
505																0	8426	474	274	1	199509	19514	120203	121	328412	0			0	0	0	0	0	0	0	0	1218	15020	28		
1155																0	13974	640	895	3	138757	12465	20535	39	174161	0	177560	0	0	0	0	0	0	0	0	0	0	1921	5		
1351																0	8252	265	901	2	71138	4937	54876	115	135167	0			0	0	0	0	0	0	0	0	0	0	0		
1454																0	21662	1573	1900	6	301521	32153	130575	177	455658	0			0	0	0	0	0	0	0	0	0	49730	71		
1557																0	2000	338	0	0	35780	2577	13655	28	51435	0			0	0	0	0	0	0	0	0	0	3483	7		
1669																0	11912	507	0	0	135649	12396	54145	43	201706	0			0	0	0	0	0	0	0	0	0	17984	14		
1829																0	19912	1706	3814	6	244587	24822	74578	110	342891	0			0	0	0	0	0	0	0	0	2249	18307	31		
1856																0	0	0	0	0	86237	869	3223	4	89460	0			0	0	0	0	0	0	0	0	0	0	0		
2040																0	8498	491	0	0	110900	8483	43298	50	162696	0	162403	0	0	0	0	0	0	0	0	0	7072	1122	3		
2161																0	7190	314	357	1	73045	6769	32100	38	112692	0			0	0	0	0	0	0	0	0	0	12658	10		
2376															98000	0	79227	3952	2105	7	1064394	59873	204436	434	1350162	0	1308461	0	0	0	0	0	0	0	0	0	0	8720	21		
2554																0	121	2	0	0	8801	550	1080	2	10002	0			0	0	0	0	0	0	0	0	0	0	0		
2732																0	14978	584	284	1	233453	10186	193600	202	442315	0			0	0	0	0	0	0	0	0	0	23844	42		
2750																0	2009	121	0	0	33376	2199	11193	24	46578	0			0	0	0	0	0	0	0	0	0	303	1		
3252																0	6172	260	256	1	68540	6419	48526	51	123494	0			0	0	0	0	0	0	0	0	7607	33314	36		
3458																0	635	24	0	0	20333	1760	6248	7	27216	0			0	0	0	0	0	0	0	0	0	0	0		
3720																0	7370	298	633	2	107127	12342	37399	53	152527	0			0	0	0	0	0	0	0	0	0	9092	16		
3953																0	336	18	0	0	91007	6682	16480	31	107823	0			0	0	0	0	0	0	0	0	0	12046	22		
4156																0	6358	290	819	3	125583	9261	20022	40	152782	0			0	0	0	0	0	0	0	0	13140	3065	9		
4231																0	12690	323	7379	20	80684	6832	13208	23	113961	0			0	0	0	0	0	0	0	0	0	3108	8		
4437																0	11509	576	336	1	172976	14963	43804	68	228625	0	224264	0	0	0	0	0	0	0	0	0	5070	7170	10		
4839																0	9315	435	1645	2	195778	36134	50641	87	257481	102			0	0	0	0	0	0	0	0	0	7992	16		
5005																0	22897	1232	528	2	233429	18173	27885	64	284739	0			0	0	0	0	0	0	0	0	0	2037	6		
5069																0	831	25	547	2	252006	2285	102038	169	355422	0			0	0	0	0	0	0	0	0	0	5152	10		
5135																0	14354	928	809	3	169282	12317	75339	91	259784	0			0	0	0	0	0	0	0	0	0	9918	11		
5210																0	59349	7538	1926	7	613862	13684	87752	169	762889	0			0	0	0	0	0	0	0	0	2210	24780	48		
5331																0	8130	757	260	1	186702	11133	28065	79	225499	2342			0	0	0	0	0	0	0	0	9278	7092	11		
5461																0	4660	201	1181	1	203065	12453	195270	228	404176	0			0	0	0	0	0	0	0	0	17023	38483	69		
5751																0	5177	210	0	0	48254	3318	36315	47	89746	0			0	0	0	0	0	0	0	0	0	765	2		
6039																0	7694	568	286	1	52280	4805	14518	22	74778	0			0	0	0	0	0	0	0	0	0	6459	8		
6141																0	1298	50	0	0	27906	2273	20874	26	50078	0			0	0	0	0	0	0	0	0	0	7003	7		
6329																0	13530	633	1657	4	355590	28742	70256	158	441033	0			0	0	0	0	0	0	0	0	0	16358	33		
6972																0	28596	1498	530	2	454691	39269	221814	341	705630	0			0	0	0	0	0	0	0	0	22524	81392	92		
7009																0	939	24	4068	3	141045	4475	411381	425	557433	0			0	0	0	0	0	0	0	0	0	63219	3		
7045																0	5309	399	947	2	70418	9132	46597	44	123271	0			0	0	0	0	0	0	0	0	0	6405	7		
7157																0	3586	112	279	1	32000	3059	10273	13	46138	0			0	0	0	0	0	0	0	0	0	1992	2		
7456																0	2781	388	0	0	38751	3975	9198	19	50730	0			0	0	0	0	0	0	0	0	0	2428	6		
7634																0	4170	173	264	1	49337	2739	9201	13	62972	0			0	0	0	0	0	0	0	0	0	5410	5		
8033																0	5505	176	0	0	100886	4981	26201	35	132592	0			0	0	0	0	0	0	0	0	0	10326	12		
8462																0	4071	168	0	0	53345	5057	59183	67	116599	0			0	0	0	0	0	0	0	0	0	14093	18		
8631																0	2819	112	417	1	42565	3775	5361	11	51162	0			0	0	0	0	0	0	0	0	0	1506	4		
9357																0	732	93	0	0	76339	3899	176576	201	253647	0			0	0	0	0	0	0	0	0	0	40131	62		
9553																0	7018	314	0	0	55889	4471	18196	38	81103	0			1741	2	4	461	0	0	0	0	0	7691	12		
9807															244456	0	68296	3058	3507	10	1137485	51436	506401	497	1715689	0	1813295	0	45998	0	0	0	0	0	0	0	0	79996	100		
9955																0	2041	202	0	0	62605	6362	26410	36	91056	0			0	0	0	0	0	0	0	0	0	4581	9		
10250																0	52099	2485	2890	10	251649	29662	63784	109	370422	0			0	0	0	0	0	0	0	0	8349	9127	12		
10849																0	9538	363	274	1	195354	5285	32478	64	237644	0			0	0	0	0	0	0	0	0	0	8771	13		
10858																0	7229	750	281	1	189152	20554	111866	136	308528	0			0	0	0	0	0	0	0	0	12808	16800	29		
11145																0	6755	380	1649	3	97838	13941	41157	48	147399	0			0	0	0	0	0	0	0	0	0	3725	7		
11640																0	13756	556	2324	7	144957	10172	112646	122	273683	0			0	0	0	0	0	0	0	0	0	26012	26		
11837																0	3881	241	0	0	53215	3684	36413	21	93509	0			0	0	0	0	0	0	0	0	0	0	0		
12030																0	23273	1170	2033	7	214072	18116	52654	87	292032	0			0	0	0	0	0	0	0	0	0	26987	32		
12142																0	7550	304	0	0	109316	10230	38125	73	154991	0			0	0	0	0	0	0	0	0	0	10692	19		
12245																0	7157	339	0	0	79272	9406	11818	20	98247	0			0	0	0	0	0	0	0	0	2937	1067	3		
12311	44912976	3933067	46934500	5649511	12619	0	0	35000	0	64923	145182	1261801	3933067	5649511	9655182	0	1449463	98742	24555	77	25882518	2654117	13623373	12707													634305	3623435	3412		
12647																0	4731	201	258	1	39183	3766	31674	23	75846	0			0	0	0	0	0	0	0	0	0	255	1		
12656																0	702	41	0	0	14052	1198	1330	4	16084	0			0	0	0	0	0	0	0	0	0	387	1		
12937																0	4259	250	2430	4	75164	4420	83415	81	165268	0			0	0	0	0	0	0	0	0	0	18816	27		
12946																0	28666	971	2839	7	353768	26095	218591	220	603864	0			0	0	0	0	0	0	0	0	1471	42371	49		
12955																0	5097	267	0	0	63549	7750	26909	42	95555	0			0	0	0	0	0	0	0	0	0	4065	8		
13037																0	8913	560	0	0	112882	11733	11743	29	133538	0			0	0	0	0	0	0	0	0	0	4164	8		
13103															151574	0	56569	3238	6711	17	559921	47554	345576	392	968777	0	950236	0	0	0	0	0	0	0	0	0	0	46318	70		
13251																0	2176	447	573	1	31911	2629	2012	5	37245	573			0	0	0	0	0	0	0	0	0	0	0		
13457																0	987	59	0	0	11652	1541	2388	6	15027	0			0	0	0	0	0	0	0	0	0	0	0		
14052																0	2622	118	530	2	42716	5795	9946	19	55814	0			0	0	0	0	0	0	0	0	793	4645	6		
14155																0	4602	308	267	1	75260	8979	18030	24	98245	86			0	0	0	0	0	0	0	0	7551	4382	4		
14650																0	1359	61	0	0	18255	2500	4212	2	23826	0			0	0	0	0	0	0	0	0	0	0	0		
14753																0	3956	145	0	0	27528	3294	7075	9	38559	0			0	0	0	0	0	0	0	0	0	1551	4		
14865																0	9883	532	0	0	168545	17360	43255	78	221684	0			0	0	0	0	0	0	0	0	14047	7414	13		
14977																0	2805	60	0	0	28989	487	4696	6	36489	0	37450	0	0	0	0	0	0	0	0	0	0	306	1		
16458																0	9727	656	1593	4	155733	14901	88069	96	255122	0			65	0	0	0	0	0	0	0	0	12083	23		
16551																0	16460	649	3045	10	84382	11008	28429	37	132316	0			0	0	0	0	0	0	0	0	0	2933	4		
16748																0	4677	278	411	1	40065	4369	7677	13	52830	0			0	0	0	0	0	0	0	0	0	3202	7		
16944																0	1211	61	0	0	27184	2949	4729	10	33160	34			0	0	0	0	0	0	0	0	0	2187	3		
16953																0	623	24	0	0	24708	2931	4151	11	29482	0			0	0	0	0	0	0	0	0	0	2388	6		
17110																0	2987	41	1790	3	45585	558	38051	48	88413	0			0	0	0	0	0	0	0	0	0	0	0		
17147															474758	0	148275	9016	8002	25	1473437	223295	1552509	4278	3183258	1034	3251671	1041	0	0	0	0	0	0	0	0	12037	192317	246		
17259																0	23834	301	0	0	29063	3133	0	0	52897	0			0	0	0	0	0	0	0	0	0	0	0		
17464															40279	0	23157	1361	1482	5	795262	61987	356285	536	1176186	0	1265451	0	0	0	0	0	0	0	0	0	0	150415	164		
17950																0	8476	364	919	3	142925	14250	95264	115	247584	0	242840	0	0	0	0	0	0	0	0	0	0	6108	7		
18050																0	10375	643	514	1	215759	32185	70552	107	297210	11			0	0	0	0	0	0	0	0	0	16816	27		
18135																0	3363	256	983	3	127925	6629	46933	87	179204	0			0	0	0	0	0	0	0	0	6045	15075	27		
18377																0	4495	378	762	2	34936	2280	585	2	40779	0			0	0	0	0	0	0	0	0	0	0	0		
18827																0	13465	1557	818	3	202604	21608	148665	125	365552	0			0	0	0	0	0	0	0	0	0	5132	7		
18836																0	13943	567	1205	4	116072	12326	8392	25	139614	0			0	0	0	0	0	0	0	0	3382	1352	4		
18854																0	1831	87	0	0	115555	5020	40847	65	158233	0	129420	0	0	0	0	0	0	0	0	0	13644	23213	26		
18957																0	3190	198	0	0	19378	1753	2767	7	25335	0			0	0	0	0	0	0	0	0	0	0	0		
19356																0	2751	496	0	0	55494	5011	7659	15	65904	0			0	0	0	0	0	0	0	0	0	578	2		
19730															359857	0	63093	3608	1542	5	1374511	90915	550228	663	1989374	0	1975777	0	0	0	0	0	0	0	0	0	23380	130047	177		
19936																0	11048	364	1289	4	134692	11834	68046	91	215075	0			0	0	0	0	0	0	0	0	0	23155	17		
19972																0	0	0	0	0	60055	3132	7233	22	67289	0			0	0	0	0	0	0	0	0	0	0	0		
20053																0	8252	629	0	0	44184	6180	4941	10	57377	0			0	0	0	0	0	0	0	0	0	1429	4		
20370																0	6660	263	0	0	144743	9209	12310	33	163713	0			0	0	0	0	0	0	0	0	0	641	2		
20512																0	5528	424	415	1	67121	8549	13281	21	86344	0			0	0	0	0	0	0	0	0	0	8231	11		
20633																0	18648	779	556	2	214054	12806	57523	87	299834	9053			0	0	0	0	0	0	0	0	0	3031	8		
20857																0	990	82	0	0	37407	2769	131554	37	169951	0			0	0	0	0	0	0	0	0	0	113906	10		
21256																0	2010	58	0	0	5371	505	1335	2	8716	0			0	0	0	0	0	0	0	0	0	353	1		
21359																0	1832	83	431	1	16398	1866	3031	7	21692	0			29	76	78	144	0	0	0	0	0	0	0		
21630																0	2355	96	0	0	44463	4983	23058	37	69876	0			0	0	0	0	0	0	0	0	0	3977	9		
21658																0	12934	1085	937	3	102791	11648	11687	22	128349	0			0	0	0	0	0	0	0	0	0	613	2		
22048																0	5908	317	1033	2	110957	12371	26185	50	144083	0			0	0	0	0	0	0	0	0	1598	3481	8		
22356																0	10266	2292	515	2	172296	17842	87663	106	270740	0			0	0	0	0	0	0	0	0	0	9497	21		
22459																0	4569	630	0	0	70283	7449	10941	20	85793	0			0	0	0	0	0	0	0	0	0	5256	7		
22543																0	3846	184	0	0	47569	6211	16636	18	68051	0			0	0	0	0	0	0	0	0	0	11648	8		
22552																0	1819	125	251	1	41851	3657	7249	16	51170	0			0	0	0	0	0	0	0	0	0	866	2		
22730																0	4216	262	0	0	79557	9938	12149	23	95923	0			0	0	0	0	0	0	0	0	0	3743	8		
22936																0	12941	591	1200	4	196274	14172	37159	92	247574	0			0	0	0	0	0	0	0	0	0	11017	24		
22954																0	2744	180	0	0	52639	4466	10798	23	66181	0			0	0	0	0	0	0	0	0	300	1790	6		
23045																0	1072	52	0	0	15063	1462	15130	11	31265	0			0	0	0	0	0	0	0	0	0	0	0		
23241															8342	0	70467	4410	1706	6	1590617	139667	672123	272	2334913	0	2391046	0	50000	0	0	0	0	0	0	0	0	551868	101		
23456																0	7049	760	689	2	66589	6941	6770	16	81097	0			0	0	31	0	0	0	0	0	0	265	1		
23504																0	8589	608	1875	6	396549	26109	563336	542	970349	0	958366	0	0	0	0	0	0	0	0	0	32326	112835	169		
23540																0	12336	693	1033	3	121665	20334	42091	43	177124	0	177124	0	0	0	0	0	0	0	0	0	0	2037	5		
23643																0	7981	284	298	1	99799	11015	31816	57	139894	0			0	0	0	0	0	0	0	0	0	7463	15		
23755																0	8824	516	536	2	86564	8989	49273	69	145197	0	146614	0	0	0	0	0	0	0	0	0	0	5560	11		
24006																0	56594	3545	1543	5	647324	47050	127578	258	833039	0			0	0	0	0	0	0	0	0	0	11694	22		
24453																0	2267	75	920	3	167961	3925	35761	61	206908	0			0	0	0	0	0	0	0	0	25263	11289	17		
24659																0	2964	147	431	1	27199	2665	2578	9	33172	0			0	0	0	0	0	0	0	0	0	253	1		
24668																0	11190	540	711	2	116670	13913	40066	57	168637	0			0	0	0	0	0	0	0	0	0	7902	16		
24855																0	0	0	0	0	10219	874	1525	3	11744	0			0	0	0	0	0	0	0	0	0	1525	3		
24949																0	40879	2103	592	2	560425	44860	102075	150	703971	0			0	0	0	0	0	0	0	0	39611	31576	34		
25357																0	1692	87	270	1	91756	7081	13808	23	107526	0			0	0	0	0	0	0	0	0	0	1801	5		
25647																0	5496	212	922	2	48716	2385	7913	19	63047	0			0	0	0	0	0	0	0	0	0	414	1		
26149																0	2356	36	438	1	74137	4683	9314	24	86245	0	85943	0	0	0	0	0	0	0	0	0	0	1218	4		
26242																0	17773	825	251	1	231896	23594	73941	86	323862	0			0	0	0	0	0	0	0	0	0	8844	21		
26457																0	622	70	0	0	18019	1531	3502	5	22143	0			0	0	0	0	0	0	0	0	0	0	0		
26765																0	2055	72	0	0	82688	9084	119374	125	204117	0			0	0	0	0	0	0	0	0	0	9675	24		
26859																0	10766	844	0	0	157135	11907	162948	165	330849	0			0	0	0	0	0	0	0	0	0	39328	58		
27548																0	20485	1168	1490	4	319579	33576	138995	161	480549	0			0	0	0	0	0	0	0	0	13004	12272	27		
27614																0	27228	1679	3909	8	178164	27173	58973	67	268274	0			0	0	0	0	0	0	0	0	0	14552	11		
27847																0	26020	1295	4352	13	284428	26392	75256	113	390056	0			0	0	0	0	0	0	0	0	0	8039	15		
28152																0	6379	542	0	0	46484	7098	10313	17	63178	0	61100	0	0	0	0	0	0	0	0	0	0	1535	2		
28255																0	3435	242	466	1	142068	8243	77398	121	223368	0			0	0	0	0	0	0	0	0	0	16066	17		
28349																0	10119	518	700	2	114171	7114	31639	58	156629	0			0	0	0	0	0	0	0	0	0	2967	7		
28406															88899	0	42966	3053	4857	11	594683	39877	88721	227	731227	0			0	0	0	0	0	0	0	0	0	1370	3		
28572																0	4743	164	0	0	33110	2122	2556	7	40409	0			0	0	0	0	0	0	0	0	0	0	0		
28732																0	2561	107	0	0	51822	4383	13104	27	67487	0			0	0	0	0	0	0	0	0	0	3113	7		
29104															281308	0	19737	899	3927	11	533398	33145	395728	455	988707	35917	933936	35370	0	0	0	0	0	0	0	0	117173	78169	103		
29636																0	23837	997	2779	8	368829	37172	152803	161	548248	0			0	0	0	0	0	0	0	0	0	22018	33		
29953																0	3084	158	0	0	44803	3557	11755	23	59642	0			0	0	0	0	0	0	0	0	2916	4014	7		
30052																0	263	11	0	0	11854	2164	2590	8	14707	0			0	0	0	0	0	0	0	0	0	309	1		
30258																0	16431	1094	754	2	301955	29695	75152	95	394293	0			0	0	0	0	0	0	0	0	25	43031	35		
30418																0	1777	159	0	0	347691	17098	1358	2	350826	0			0	0	0	0	0	0	0	0	0	0	0		
30502																0	28830	1876	1348	5	469996	46716	137219	239	637393	0			0	0	0	0	0	0	0	0	0	16518	29		
30650																0	7092	446	0	0	91568	6286	15493	31	114154	0			0	0	0	0	0	0	0	0	0	4710	9		
30810	35305995	0	35166082	0	15507	0	508016	0	0	0	0	1195310	0	0	1240458	0	1612330	52560	89663	318	30602207	14028674	3001795	7086													0	87290	9		
31134																0	5902	363	525	1	61930	7806	22118	19	90510	35			0	0	0	0	0	0	0	0	0	4044	4		
31255																0	11723	364	1385	3	195138	6656	144701	168	352949	0			0	0	0	0	0	0	0	0	5076	19605	33		
31657																0	5516	165	295	1	72194	5174	15974	29	93980	0			0	0	0	0	0	0	0	0	0	2069	5		
31826																0	18067	498	1658	5	152296	14616	31847	56	203868	0			0	0	0	0	0	0	0	0	0	9699	22		
31835																0	2993	134	267	1	52361	5210	36305	44	91926	0			0	0	0	0	0	0	0	0	0	4970	11		
32234																0	3384	135	0	0	48998	4354	19613	23	71995	0			0	0	0	0	0	0	0	0	0	2029	6		
32766																0	1942	111	0	0	37981	2875	8161	16	48084	0			0	0	0	0	0	0	0	0	0	3037	7		
33147																0	17394	834	258	1	217104	16462	91535	199	326291	0			0	0	0	0	0	0	0	0	3000	12185	26		
33259																0	36623	2446	582	2	389074	24659	99179	177	525458	0			0	0	0	0	0	0	0	0	0	18488	29		
33268																0	4607	178	1386	3	72908	6575	33443	53	112344	0	110080	0	0	0	0	0	0	0	0	0	0	5081	10		
33727																0	23283	1364	864	3	216700	22674	55981	109	296828	0			0	0	0	0	0	0	0	0	0	25465	38		
33754																0	929	52	0	0	26008	2481	879	1	27816	0			0	0	0	0	0	0	0	0	0	379	1		
33839																0	1570	146	0	0	24853	1891	2386	6	28809	0			0	0	0	0	0	0	0	0	0	314	1		
33857																0	5809	311	0	0	76769	3965	14886	27	97464	0			0	0	0	0	0	0	0	0	0	1922	5		
34153																0	30753	2003	890	3	339275	20855	55780	57	426698	0			0	0	0	0	0	0	0	0	0	55780	57		
34359																0	2266	101	0	0	19608	1503	2123	6	23997	0			0	0	0	0	0	0	0	0	0	1047	2	N/A	
34425																0	11520	613	299	1	222823	17927	28461	64	263103	0			0	0	0	0	0	0	0	0	0	3727	10		
34434																0	16177	543	3036	6	137435	12957	81308	106	237956	0			0	0	0	0	0	0	0	0	0	13387	18	N/A	
34452																0	4620	184	1314	2	65324	5901	22590	27	93848	0			0	0	0	0	0	0	0	0	0	0	0		
34537															264501	0	53519	3598	1918	5	1262323	108001	389588	565	1707348	0	1675647	0	0	0	0	0	0	0	0	0	6473	93624	132		
34555																0	18351	1051	1863	5	120608	9845	31610	43	172432	0			0	0	0	0	0	0	0	0	5516	4025	8		
34742																0	12231	573	261	1	192052	15039	44073	90	248617	0			0	0	0	0	0	0	0	0	0	6760	8		
34836																0	2159	122	253	1	24698	1031	2251	3	29361	0			0	0	0	0	0	0	0	0	0	2453	4		
35057																0	2511	144	0	0	83095	7356	20212	44	105818	0			0	0	0	0	0	0	0	0	0	1174	2		
35301	115262046	88718035	105603429	84751369	0	0	0	0	0	0	622146	941133	88718035	84751369	2858261	0	0	0	0	0	263426	10057	26280585	3054													0	22660324	3009		
35570															376240	0	524480	26805	24563	73	4653031	259366	1586081	1973	6788155	0	6847031	0	0	0	0	0	0	0	0	0	0	173408	220		
35646																0	1421	148	255	1	29930	3165	6112	11	37718	0			0	0	0	0	0	0	0	0	0	670	1		
35842																0	4821	262	507	2	102275	8333	34500	67	142103	0			0	0	0	0	0	0	0	0	0	3534	7		
36054															229248	0	24022	3175	747	2	537932	25433	528895	399	1091595	0	1094845	0	0	0	0	0	0	0	0	0	0	138278	183		
36344																0	17589	1202	647	2	243682	20667	62776	107	324694	0			0	0	0	0	0	0	0	0	2545	10276	19	0	
36456																0	4787	193	1004	3	61147	4216	20757	33	87695	0			0	0	0	0	0	0	0	0	0	3164	6		
36858																0	5076	319	1035	2	111019	9931	28559	55	145689	0	145989	0	0	0	0	0	0	0	0	0	0	5811	13		
36933																0	6170	259	0	0	58212	7737	15983	23	80365	0			0	0	0	0	0	0	0	0	1120	13728	19		
37051																0	3293	167	346	1	46303	3746	6182	14	56125	0			0	0	0	0	0	0	0	0	0	1221	3		
37341																0	2673	140	0	0	26609	3168	1206	4	30487	0			0	0	0	0	0	0	0	0	0	0	0		
37378																0	1645	86	0	0	111206	6713	30057	61	142908	0			0	0	0	0	0	0	0	0	0	9834	18		
37435															11195	0	93818	4657	5333	16	653725	84175	198645	281	951521	0			0	0	0	0	0	0	0	0	0	27544	45		
37640															396428	0	54206	4099	1260	3	911210	81101	556604	644	1526507	3227	1487733	3923	0	0	0	0	0	0	0	0	0	87185	139		
37659																0	770	126	544	1	30469	2608	3055	7	34838	0			0	0	0	0	0	0	0	0	0	263	1		
37743																0	6420	285	1358	3	46844	4629	23936	33	78558	0			0	0	0	0	0	0	0	0	0	1072	4		
37949																0	6291	259	0	0	124206	7366	44081	58	174578	0			0	0	0	0	0	0	0	0	0	1105	2		
38535																0	25926	1622	849	3	284570	24404	48170	85	359515	0			0	0	0	0	0	0	0	0	0	6739	13		
38740																0	13535	804	0	0	107547	11275	27646	42	148727	0			0	0	0	0	0	0	0	0	0	2604	9		
39327																0	14034	834	0	0	259073	24474	53542	116	326649	0			0	0	0	0	0	0	0	0	0	10026	24		
39420															46648	0	45009	2715	1643	5	801502	68628	157387	209	1005541	0	984443	0	0	0	0	0	0	0	0	2000	77693	24699	35		
39475															71408	0	34545	1683	1562	6	1106913	87113	236256	397	1379276	0	1387406	0	0	0	0	0	0	0	0	0	0	126522	158		
39756																0	9781	386	291	1	242637	13199	147603	230	400313	0			0	0	0	0	0	0	0	0	11985	42348	62		
40033																0	6297	302	593	2	48065	5461	19630	8	74585	0			0	0	0	0	0	0	0	0	0	455	1		
40350																0	3434	235	0	0	28662	2705	2268	7	34364	0			0	0	0	0	0	0	0	0	0	294	1		
40707																0	12818	610	1151	4	184754	20820	39334	80	238057	0			0	0	0	0	0	0	0	0	0	16875	33		
40855																0	2464	127	271	1	46980	2936	11678	26	61393	0			0	0	0	0	0	0	0	0	0	613	2		
41245																0	3321	182	0	0	31721	4538	2144	6	37186	0			0	0	0	0	0	0	0	0	0	0	0		
41553																0	2176	125	0	0	46841	4383	24177	28	73195	0			0	0	0	0	0	0	0	0	0	3010	7		
41629																0	5024	501	510	2	114077	10070	30639	24	150250	0	138689	0	0	0	0	0	0	0	0	0	2378	3349	4		
41759																0	2417	132	0	0	29232	2773	6827	16	38476	0			0	0	0	0	0	0	0	0	0	2211	5		
41825																0	5889	483	0	0	103570	12126	19422	28	128881	0			0	0	0	0	0	0	0	0	0	2981	5		
41937																0	8036	250	253	1	42233	3410	3893	9	54415	0			0	0	0	0	0	0	0	0	0	1297	4		
41955																0	2550	113	0	0	23314	2224	3781	8	29645	0			0	0	0	0	0	0	0	0	0	0	0		
42037																0	0	0	0	0	40729	3951	17288	22	58017	0			0	0	0	0	0	0	0	0	0	3887	9		
42055																0	2557	242	463	1	42678	4625	7274	15	52972	0			0	0	0	0	0	0	0	0	0	702	2		
42354																0	2790	105	0	0	68991	6105	29402	51	101183	0			0	0	0	0	0	0	0	0	0	6440	11		
42420															749156	0	290111	26495	17259	49	3193904	393659	1151140	1390	4652414	0	4632970	0	0	0	0	0	0	0	0	0	7245	195383	253		
42448																0	56452	2106	8242	21	358448	35157	100291	122	523433	0			0	0	0	0	0	0	0	0	0	20047	30		
42457																0	996	64	0	0	16395	1604	5132	10	22523	0			0	0	0	0	0	0	0	0	0	769	2		
43052																0	5125	312	250	1	59208	5616	2566	7	67149	0			0	0	0	0	0	0	0	0	0	451	1		
43351																0	85	12	0	0	9601	720	1955	6	11641	0			0	0	0	0	0	0	0	0	0	0	0		
43454																0	928	105	0	0	14116	1879	3804	10	18851	3			0	0	0	0	0	0	0	0	0	760	2		
43511																0	20726	1875	996	3	315416	31572	58783	101	395921	0			0	0	0	0	0	0	0	6000	8061	17563	26		
43744																0	3980	212	0	0	49147	4540	9381	19	62508	0			0	0	0	0	0	0	0	0	0	895	3		
43856																0	1372	79	265	1	25738	2653	13269	24	40644	0			0	0	0	0	0	0	0	0	0	1874	4		
43959																0	2266	121	0	0	57566	4968	46181	61	106013	0			0	0	0	0	0	0	0	0	0	8417	13		
44040																0	18445	675	970	3	163276	11906	84433	120	267124	0			0	0	0	0	0	0	0	0	0	2876	7		
44433																0	3118	109	287	1	126551	3671	69079	117	199035	0			0	0	0	0	0	0	0	0	0	11907	23		
44741																0	19497	1274	970	3	219791	24942	64262	80	304520	0			0	0	0	0	0	0	0	0	12357	6966	13		
44750																0	11630	838	556	1	98412	6232	52504	37	163102	0			0	0	0	0	0	0	0	0	0	1319	3		
44929																0	8138	483	1268	4	89282	13581	21973	28	120661	0			0	0	0	0	0	0	0	0	0	0	0		
45038																0	14624	607	525	2	80794	6648	11816	24	107759	0			0	0	0	0	0	0	0	0	421	689	1		
