"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	AMT NONINT ACTS GT 250K DODD FRANK A	NBR NONINT ACT GT 250K DODD FRANK AC	PB/PSA FDIC CERTIFICATE NUMBER	
2922674																0	0	0	0	0	0	0	5500	1	5500	0			0	0	0	0	0	0	0	0	0	0	0		
2924128																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0		
2925620																0	1507	38	0	0	48091	2206	54264	81	103863	0			0	0	0	0	0	0	0	0	0	31158	34		
2925666															1772336	0	79649	2359	16128	39	1649712	91732	2175347	1838	3920836	0	3946211	0	0	0	0	0	0	0	15000	0	173204	320726	377		
2925723																0	2018	102	771	3	112574	4613	56018	68	171381	0			0	0	0	0	0	0	0	0	0	9736	20		
2927615																0	22382	601	0	0	258004	8376	46235	123	326621	0			0	0	0	0	0	0	0	0	0	4167	9		
2929075																0	3709	178	0	0	97122	3604	14045	33	114876	0	114604	0	0	0	0	0	0	0	0	0	214	2474	7		
2929392																0	25279	565	7797	23	179936	6950	163082	242	376094	0			0	0	0	0	0	0	0	0	5922	25376	43		
2931603															0	0	762	4	0	0	793564	47276	0	0	794326	0	644374	0	0	0	0	0	0	0	0	0	0	0	0		
2934930																0	4254	74	755	3	106001	3218	42826	65	153949	112	153938	-134	0	0	0	0	0	0	0	0	0	9058	9		
2936840																0	3410	108	0	0	43357	3774	14015	22	60783	0	62170	0	0	0	0	0	0	0	0	0	0	7337	6		
2938143																0	9694	264	0	0	197895	4421	27238	49	234827	0			0	0	0	0	0	0	0	5000	0	16606	24		
2938198															228859	0	49066	1972	2104	7	750734	30636	266605	381	1068509	0	1073634	0	0	0	0	0	0	0	0	0	0	69721	107		
2938769																0	5908	172	258	1	65011	3439	9557	20	80734	0			0	0	0	0	0	0	0	0	1336	4187	6		
2939001																0	2687	79	515	2	41374	1447	12296	18	56872	0	55744	0	0	0	0	0	0	0	0	0	0	3505	6		
2939391																0	3822	172	0	0	71281	3297	23311	22	98414	0			0	0	0	0	0	0	0	0	0	3117	5		
2941068																0	20034	870	1703	5	310424	16910	199457	227	531618	0			0	0	0	0	0	0	0	0	3574	34115	47	N/A	
2941509																0	418	5	536	1	233516	49298	110872	195	345342	0			0	0	0	0	0	0	0	0	7802	38403	60		
2942690															7222907	0	150	1	0	0	2025719	68243	8177199	6150	10203068	0	9849751	0	0	0	0	0	0	0	0	0	0	1909399	1912		
2942823																0	1970	63	908	1	63981	2695	60277	101	127136	0			0	0	0	0	0	0	0	0	0	9856	22		
2943389																0	0	0	0	0	205070	4496	162477	266	367546	0			0	0	0	0	0	0	0	0	0	10128	18		
2943615																0	35155	626	2753	10	204769	8381	29802	70	272479	0			0	0	0	0	0	0	0	0	0	1227	3		
2947556																0	0	0	0	0	76	1892	715	2	791	0			0	0	0	0	0	0	0	0	0	0	0		
2948058																0	190	4	0	0	128394	3106	80688	104	209272	0			0	0	0	0	0	0	0	0	8802	19098	31		
2948423																0	6973	243	257	1	76814	4391	48874	89	132918	0			0	0	0	0	0	0	0	0	0	14711	15		
2948450																0	1922	76	0	0	44117	2005	45879	73	91918	0			0	0	0	0	0	0	0	0	0	12813	21		
2949710															202214	0	37460	3372	2088	7	626752	58717	290080	269	956380	0	975053	0	0	0	0	0	0	0	0	0	0	21760	36		
2950604																0	6057	245	290	1	155413	12303	27550	59	189310	0			0	0	0	0	0	0	0	0	8331	12329	22		
2950677															24632	0	0	0	0	0	4292234	4256240	25632	6	4318016	150	4488617	34	0	5458	0	0	0	0	0	0	0	0	0		
2953418																0	8814	248	0	0	123174	3140	12515	35	144502	0			0	0	0	0	0	0	0	0	0	0	0		
2954059															99472	0	56570	2224	5492	16	680801	41611	170729	291	913592	0			0	0	0	0	0	0	0	0	6431	12267	26		
2954497																0	3736	146	0	0	80357	2917	38523	46	122617	0			0	0	0	0	0	0	0	0	2822	19360	4		
2955458															83585	0	28926	1163	510	2	491032	14847	164751	335	685219	0	784991	0	0	0	0	0	0	0	0	0	0	22751	30		
2957014																0	6439	480	0	0	114699	7842	98858	94	219996	0			0	0	0	0	0	0	0	0	302	20173	25		
2958048																0	1572	70	0	0	50601	3961	24092	47	76265	0			0	0	0	0	0	0	0	0	0	8832	18		
2958972																0	6615	380	306	1	128446	11601	67238	89	202605	0			0	0	0	0	0	0	0	0	3693	11860	21		
2960555																0	1703	117	685	2	44595	3565	14826	34	61809	0			0	0	0	0	0	0	0	0	0	3561	7		
2960788																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0		
2961703																0	1682	75	272	1	104068	3608	33524	50	139546	0			0	0	0	0	0	0	0	0	2233	11617	21		
2961776																0	2701	60	0	0	106280	3910	93232	155	202213	0			0	0	0	0	0	0	0	0	0	6296	12		
2963266																0	2592	120	0	0	73378	2652	7177	23	83147	0	86058	0	0	0	0	0	0	0	0	0	0	1622	5		
2963275																0	2419	95	591	2	57534	3866	20327	42	80871	0			0	0	0	0	0	0	0	0	0	6120	12		
2963547																0	7279	384	0	0	107438	4776	47241	82	161957	0			0	0	0	0	0	0	0	0	17826	11822	21		
2963864																0	7097	191	0	0	63435	5051	16967	32	87498	0			0	0	0	0	0	0	0	0	0	766	2		
2966614																0	15341	411	0	0	169788	9605	47378	82	232508	0			0	0	0	0	0	0	0	0	4122	3109	6		
2967349															573967	0	78984	3378	3145	10	1166711	116749	723821	601	1972661	0	1948388	0	0	0	0	0	0	0	0	0	8950	42067	50		
2967796																0	10119	228	1473	5	65214	5712	18052	38	94858	0			0	0	0	0	0	0	0	0	0	2662	5		
2970657																0	24367	1016	1505	5	512752	11447	26312	21	564936	0			0	0	0	0	4000	0	0	0	0	26312	21		
2973041																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0		
2980209															1091900	0	312448	54183	4812	6	5349571	4614835	1254656	466	6921487	0	6879740	0	0	0	0	2702000	0	0	0	225000	0	501	1		
2981813																0	3221	112	0	0	70875	5148	69675	80	143771	0	145616	0	0	0	0	0	0	0	0	0	0	12869	18		
2981822																0	2836	112	0	0	186235	21532	48686	110	237757	0	240658	0	0	0	0	0	0	0	0	0	38441	4670	11		
2986304																0	8506	277	1721	6	167132	8221	105221	193	282580	0			0	0	0	0	0	0	4000	0	0	13648	31		
2989006																0	9202	299	263	1	114384	4711	72226	106	196075	0			0	0	0	0	0	0	0	0	0	12854	19		
2994493																0	5905	211	1403	4	85753	10696	15232	31	108293	0			0	0	0	142	0	0	0	0	0	3610	8		
2997216																0	2949	114	380	1	86061	6302	44415	94	133805	0			0	0	0	0	0	0	0	0	442	12088	25		
2997748																0	3220	118	0	0	45829	1230	14782	33	63831	0			0	0	0	0	0	0	0	0	0	3397	5		
2997926																0	3300	186	0	0	102680	5088	18435	38	124415	0			26	0	0	0	0	0	0	0	0	2211	5		
2998576																0	0	0	0	0	173427	8858	10134	14	183561	0			0	0	0	0	0	0	0	0	0	0	0		
2998660																0	1074	55	0	0	59726	1609	3835	6	64635	0			0	0	0	0	0	0	0	0	0	1528	2		
2999845																0	23548	1542	507	2	413525	42419	122398	174	559978	0			0	0	0	0	0	0	0	0	51461	20364	30		
3005097																0	1738	113	0	0	30448	2169	12224	19	44410	0			0	0	0	0	0	0	0	0	1948	915	3		
3008306																0	5255	223	0	0	140035	5209	39705	49	184995	0			0	0	0	0	0	0	0	0	0	19153	10		
3009778																0	0	0	0	0	14	541	500	1	514	0			0	0	0	0	0	0	0	0	0	0	0		
3010000																0	4970	143	0	0	164279	4895	75266	133	244515	0			0	0	0	0	0	0	0	0	0	9312	14		
3010318																0	4026	145	0	0	85731	4315	2474	8	92231	0			0	0	0	0	0	0	0	0	0	437	1		
3010363																0	3103	102	312	1	45930	2928	17501	26	67442	595			0	0	0	0	0	0	0	0	0	10859	12		
3013823																0	12900	463	0	0	231904	10368	40103	86	284907	0			0	0	0	0	0	0	0	7700	0	5076	8		
3015939																0	163	1	0	0	62035	1643	116764	163	178962	0	145093	0	0	0	0	0	0	0	0	0	0	6648	8		
3016347																0	7818	252	1664	3	106760	2126	78071	105	194313	0			0	0	0	0	0	0	0	0	5659	7363	7		
3017737																0	1125	66	0	0	23791	904	3398	7	28314	0			0	0	0	0	0	0	0	0	0	0	0		
3019982																0	4338	162	260	1	104070	2380	50010	70	158679	0			0	0	0	0	0	0	0	0	2940	17594	24		
3020193																0	5598	177	791	2	105743	3172	32010	56	144143	0			0	0	0	0	0	0	0	0	0	2955	7		
3020447																0	3625	120	0	0	184284	5124	27059	50	214968	0			0	0	0	0	0	0	0	0	0	3920	10		
3022076																0	24567	768	773	3	463053	13927	62741	113	551134	0			625	0	0	0	0	0	0	0	0	9957	16		
3022610																0	2320	50	0	0	53574	1231	19701	40	75596	0	73698	0	0	0	0	0	0	0	0	0	0	4536	3		
3025134																0	19288	566	270	1	261756	11490	46868	106	328183	0			0	0	0	0	0	0	0	0	0	6186	14		
3025406																0	0	0	0	0	92567	2045	742469	513	835036	0	885642	0	0	0	0	0	0	0	0	0	0	408993	311		
3025929																0	2643	139	261	1	40558	3413	11212	21	54674	0			0	0	0	0	0	0	0	0	0	1418	4		
3027763																0	7838	217	0	0	85343	2719	42595	49	135776	0			0	0	0	0	0	0	0	0	2880	8813	15		
3028902																0	7501	399	256	1	218458	15108	195081	206	421296	0			0	0	0	0	0	0	0	0	24658	58506	91		
3029589																0	1770	67	0	0	178837	8820	161650	204	342257	0			0	0	0	0	0	0	0	0	0	36860	62		
3030697																0	304	20	1149	1	100920	2894	192436	233	294809	0			0	0	0	0	0	0	0	0	0	95866	103		
3032833																0	0	0	0	0	35102	1581	2530	4	37632	0			0	0	0	0	0	0	0	0	1300	1243	3		
3034257																0	17601	569	2131	7	179492	14667	61699	85	260925	0			0	0	0	0	0	0	0	0	0	5165	12		
3034695																0	13901	870	1341	4	143255	11949	38272	67	196769	0			0	0	0	0	0	0	0	0	0	5028	10		
3035759																0	2282	74	0	0	59638	2247	34619	66	96547	8			0	0	0	0	0	0	0	0	0	8436	26		
3037874																0	3635	136	319	1	33922	2910	7332	18	45208	0			0	0	0	0	0	0	0	0	0	1527	5		
3039636																0	2571	82	601	1	90259	4631	99946	128	193377	0			0	0	0	0	0	0	0	0	13056	27847	45		
3041358																0	1315	155	0	0	31056	2181	4532	13	36903	0			0	0	0	0	0	0	0	0	0	923	3		
3041974	25578394	221059	22527824	221022	1500014	3001839	0	0	0	0	0	25000	221059	221022	6073203	0	728485	68599	24276	72	15094993	1713872	9509581	6867													0	2193154	1869		
3042234																0	2117	58	0	0	61591	3093	14888	31	78596	0			0	0	0	0	0	0	0	0	0	4476	3		
3043651																0	616	25	0	0	73000	1879	88155	128	161771	0			0	0	0	0	0	0	0	0	15089	33263	40		
3044500																0	12182	434	507	2	76232	5519	18390	34	107311	0			0	0	0	0	0	0	0	0	0	2279	6		
3045299																0	7798	264	286	1	46395	2040	10646	23	65125	0			0	0	0	0	0	0	0	0	0	3525	5		
3045383																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0		
3047314																0	2919	91	0	0	111950	2889	28425	73	143539	245			0	0	0	0	0	0	0	0	0	9221	18		
3047659																0	2445	119	0	0	77939	5567	17415	36	97800	0			0	0	0	0	0	0	0	2000	5357	4791	7		
3048487																0	3414	161	292	1	92832	6722	26726	50	123264	0			0	0	0	0	0	0	0	0	0	11886	22		
3048861																0	5313	143	525	2	107859	4787	63143	108	176840	0			0	0	0	0	0	0	0	0	0	4090	6		
3048982																0	7213	321	273	1	101122	10044	33781	54	142389	0			0	0	0	0	0	0	0	0	9962	6528	12		
3049514																0	938	99	0	0	79341	4259	42027	77	122306	0			0	0	0	0	0	0	0	0	0	14610	23		
3049635																0	3321	126	773	3	112141	4506	26103	55	142338	0	142317	0	0	0	0	0	0	0	0	0	0	4782	10		
3049699																0	4002	157	0	0	137055	3501	96430	155	237487	0			0	0	0	0	0	0	0	0	8397	42382	62		
3049729															35365	0	0	0	0	0	48879	359	42549	46	91428	0			0	0	0	0	0	0	0	0	0	0	0		
3051021																0	9660	273	0	0	128953	9052	31855	40	170468	0			0	0	0	0	0	0	0	0	0	10668	11		
3051432																0	6949	256	537	2	52341	2819	9840	20	69667	0			0	0	0	0	0	0	0	0	0	4936	8		
3052813																0	0	0	0	0	105240	1944	149598	173	254838	0			0	0	0	0	0	0	0	0	0	30957	52		
3057818																0	100	4	0	0	75621	1851	65867	93	141588	0			0	0	0	0	0	0	0	0	0	14582	25		
3058114																8888	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	COUNTRY CLUB BANK	
3058329																0	20453	585	2070	6	164977	8484	63829	110	251329	0			0	0	0	0	0	0	0	0	377	14156	27		
3058619																0	3387	109	251	1	68209	5458	25585	56	97849	417			0	0	0	0	0	0	0	0	4718	1669	5		
3066025																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0		
3066155																0	0	0	0	0	7816	126	1317	3	9133	0			0	0	0	0	0	0	0	0	0	1317	3		
3067929																0	10121	209	1443	4	86096	3102	48379	83	146039	0			0	0	0	0	0	0	0	0	0	8294	15		
3068579																0	17738	1063	1386	5	291049	15766	117314	233	427487	0			0	0	0	0	0	0	0	0	0	7515	15		
3070545																0	4938	215	325	1	93764	10247	35865	55	134892	0			0	0	0	0	0	0	0	0	0	5799	13		
3071083																0	2133	76	418	1	150756	10627	50440	109	203747	0			0	0	0	0	0	0	0	0	0	3492	6		
3073199																0	1145	28	580	1	116120	2512	351329	247	469174	0			0	0	0	0	0	0	0	0	5007	94198	62		
3075278															0	0	40918	1416	257	1	624301	21478	45522	93	710998	0	720073	0	0	0	0	0	0	0	0	1400	377	15959	23		
3075474																0	24740	899	911	3	378180	19739	78880	154	482711	0			0	0	0	0	0	0	0	0	0	12218	18		
3076190																0	3499	116	0	0	88099	2621	16526	31	108124	0			0	0	0	0	0	0	0	0	159	6804	5		
3076220																0	10878	146	1073	4	206647	3318	242327	267	460925	0			0	0	0	150	0	0	0	0	30085	23481	38		
3076248															45039	0	504365	76763	1420	3	1048205	85792	76028	39	1630018	0	1624386	0	0	0	0	0	0	0	0	0	0	11007	7		
3076284																0	813	30	0	0	148213	4604	42623	78	191650	0			0	0	0	0	0	0	0	0	0	7903	18		
3076453																0	1017	38	0	0	86010	3616	65419	113	152446	0			0	0	0	0	0	0	0	0	842	23654	36		
3076604																0	13657	281	2289	7	267822	7165	171603	245	455371	0			0	0	0	0	0	0	0	0	27322	47215	62		
3077937																0	3626	161	261	1	167973	6144	53725	71	225585	0			0	0	0	0	0	0	0	0	0	16208	20		
3082052																0	7345	206	1905	2	256666	9740	166407	286	432323	0			0	0	0	0	0	0	5000	5000	7877	52506	59		
3085240																0	2634	158	324	1	36612	2350	5171	11	44741	0			0	0	0	0	0	0	0	0	0	0	0		
3086256																0	7141	342	255	1	135052	4283	98042	146	240489	0			0	0	0	0	0	0	0	0	0	10328	16		
3089752																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0		
3090338																0	5060	155	2619	7	145662	6059	101853	165	255194	0			0	0	0	0	0	0	0	0	0	32825	41		
3090833																0	2364	79	0	0	54214	1892	12562	24	69140	0			0	0	0	0	0	0	0	0	0	6136	10		
3093964																0	5050	193	1460	2	116258	2891	164546	162	287431	117			0	0	0	0	0	0	0	7000	0	11154	10		
3095641																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0		
3097243																0	1777	108	0	0	41707	3158	16399	37	59883	0			0	0	0	0	0	0	0	0	0	950	3		
3101775																0	14438	558	1775	4	176358	6720	55944	80	248515	0			0	0	0	0	0	0	0	0	0	11319	21		
3102893																0	1197	55	578	2	39004	2228	14851	23	55630	0			0	0	0	0	0	0	0	0	0	270	1		
3103591																0	5471	269	0	0	58705	3627	18467	21	82644	0			0	0	0	0	0	0	0	0	0	468	1		
3105308																0	261	15	0	0	39671	1009	8910	15	48842	0			0	0	0	0	0	0	0	0	0	2057	3		
3108907																30337	0	0	0	0	33153	745	380929	182	414082	0			0	0	0	0	0	0	0	0	0	15706	26	PROVIDENT BANK	
3109043																0	2910	139	251	1	142030	5094	119709	214	264965	65			0	0	0	0	0	0	0	0	33901	42987	64		
3109146																0	9663	611	1560	5	111452	8059	105093	123	227768	0			0	0	0	0	0	0	0	6000	0	8214	17		
3109584																0	1318	46	262	1	76951	1466	21805	32	100336	0			0	0	0	0	0	0	0	0	106	1722	3		
3110197																0	21903	584	4329	12	171848	14632	50066	42	248146	0			0	0	0	0	0	0	0	0	204	9133	10		
3112070																0	3054	66	0	0	97371	1527	50076	85	150501	0			0	0	0	0	0	0	0	0	0	12478	24		
3115277																0	3960	159	268	1	106838	5753	13785	38	124851	0			0	0	0	0	0	0	0	0	0	1358	4		
3116519																0	8207	335	521	2	94485	3604	27970	62	131184	0			0	0	0	0	0	0	0	0	90	909	2		
3116809																0	2166	109	0	0	74756	2611	2614	7	79536	0			0	0	0	0	0	0	0	0	0	0	0		
3117431																0	2061	52	0	0	80523	2457	220178	191	302763	0	294256	0	0	0	0	0	0	0	0	0	0	51820	48		
3118447																0	0	0	0	0	255487	2020	43223	102	298711	0			0	0	0	0	0	0	0	0	0	28421	56		
3120646																0	9737	321	271	1	124866	8505	73683	60	208557	0			0	0	0	0	0	0	0	0	0	7222	11		
3120897																0	806	54	0	0	40020	1445	4847	16	45673	0			0	0	0	0	0	0	0	0	0	989	3		
3121045																0	8967	371	289	1	128223	7247	38172	84	175651	0			0	0	0	0	0	0	0	0	0	17195	34		
3121072																0	0	0	0	0	376085	374647	998	2	377083	0			0	0	0	0	0	0	0	0	0	0	0		
3121081																15995	0	0	0	0	1370	23	32950	20	34320	0			0	0	0	0	0	0	0	0	0	0	0	Putnam County Savings Bank	
3121308																0	3342	218	0	0	50897	5672	8861	16	63100	0			0	0	0	0	0	0	0	0	757	985	2		
3122828																0	2051	62	324	1	54615	2120	62058	78	119048	0			0	0	0	0	0	0	0	0	0	10144	17		
3122994																0	8796	304	263	1	154298	5046	34775	72	198132	0			0	0	0	0	0	0	0	0	0	9991	13		
3125137																0	10960	517	823	3	135572	8092	27496	43	174851	0			0	0	0	0	0	0	0	0	1500	6066	11		
3125315																0	10363	234	1953	6	77232	5286	7172	14	96720	0			0	0	0	0	0	0	0	0	0	0	0		
3125557																0	8051	278	1436	5	94991	5704	31970	55	136448	0			0	0	0	0	0	0	0	0	0	4547	7		
3125566																0	0	0	0	0	59105	1532	132149	173	191254	0			0	0	0	0	0	0	0	0	0	57042	89		
3128174																0	3553	69	252	1	42050	2174	12083	27	57938	0			0	0	0	0	0	0	0	0	0	2315	6		
3128914																0	6036	278	520	2	175401	5031	8374	23	190331	0			0	0	0	0	0	0	0	0	0	257	1		
3128923																0	9462	230	296	1	88039	4411	24717	40	122513	0			0	0	0	0	0	0	0	0	0	2469	6		
3129902																0	949	30	0	0	34451	1584	43043	52	78443	0			0	0	0	0	0	0	0	0	3372	7853	17		
3130216																0	3008	80	258	1	49717	2039	13498	25	66481	0			0	0	0	0	0	0	0	0	0	1802	4		
3130999																0	9817	408	0	0	144511	3598	14635	37	168964	0			0	0	0	0	0	0	0	0	0	1654	3		
3131400																0	10493	377	762	3	181554	6926	46999	101	239808	0			0	0	0	0	0	0	0	0	0	8046	19		
3133011																0	3193	108	252	1	66935	1800	22453	51	92833	0			0	0	0	0	0	0	0	0	0	2248	5		
3133570																0	710	25	0	0	18076	479	4799	13	23585	0	23304	0	0	0	0	0	0	0	0	0	0	477	1		
3134250																0	4635	135	0	0	83022	3239	32175	57	119832	0	119350	0	0	0	0	0	0	0	0	0	0	13315	14		
3134399																0	1301	102	0	0	27949	4697	15703	32	44953	0			0	0	0	0	0	0	0	0	0	9887	18		
3134698																0	2511	76	253	1	73786	2349	40315	96	116865	0			0	0	0	0	0	0	0	0	0	1696	5		
3134885																0	2950	250	0	0	58500	250	4945	15	66395	0			0	0	0	0	0	0	0	0	0	1483	3		
3135097																0	14373	317	507	2	234786	3212	67734	74	317400	0			0	0	0	0	0	0	0	10000	0	10177	17		
3138146															282535	0	14281	262	2312	7	959157	27073	718341	1161	1694091	0	1667484	0	0	0	0	0	0	0	0	23000	323972	197112	243		
3138182																0	3860	117	255	1	86733	4601	42346	61	133194	0			0	0	0	0	0	0	0	0	0	3502	9		
3139321																0	1759	95	0	0	35536	2073	10913	22	48208	0			0	0	0	0	0	0	0	0	0	811	3		
3140309																0	1970	76	0	0	30627	362	1073	3	33670	0			0	0	0	0	0	0	0	0	2028	0	0		
3140822																0	3171	140	567	2	97780	6784	95227	101	196745	0			0	0	0	0	0	0	0	0	11224	17601	26		
3141726															20534	0	54260	3210	1410	5	605042	85699	152539	159	813251	0	818639	0	0	0	0	0	0	0	0	0	0	23266	39		
3142358																0	5983	296	274	1	163556	30231	110835	93	280648	0			0	0	0	0	0	0	0	0	0	19828	28		
3143805																0	1100	48	382	1	118780	2502	55168	76	175429	0			0	0	0	0	0	0	0	0	19380	14360	26		
3145162																0	1799	132	0	0	42876	1990	33656	22	78331	0			0	0	0	0	0	0	0	0	0	1283	3		
3145797																0	21258	718	2031	6	145843	5977	33840	73	202972	0	198808	0	0	0	0	0	0	0	0	0	0	2560	5		
3145984																15977	0	0	0	0	9911	227	50553	39	60464	0			0	0	0	0	0	0	0	0	0	44331	28	Pathfinder Bank	
3146150	1511824	753	1505580	753	0	0	0	0	0	0	0	0	753	753	682733	0	30270	762	2265	8	993349	26080	485187	828													0	95476	120		
3148613																0	2441	86	2406	6	42656	1433	36437	70	83941	0			0	0	0	0	0	0	0	0	2053	1885	4		
3149012																0	237	1	0	0	111671	2004	118909	137	230817	0			0	0	0	0	0	0	0	0	0	40526	45		
3150205																0	2641	62	0	0	80070	3068	69953	120	152664	0			0	0	0	0	0	0	0	0	1451	21984	43		
3151417																0	956	65	0	0	42811	1255	8486	13	52253	0			0	0	0	0	0	0	0	0	0	2137	4		
3153233																0	498	5	0	0	95750	1260	33437	79	129685	0			0	0	0	0	0	0	0	0	15177	6250	15		
3153288																0	7300	342	0	0	98172	5907	87348	55	192820	0			0	0	0	0	0	0	0	0	0	4836	9		
3153297																0	10680	313	1927	5	136977	8179	65386	80	214971	0			0	0	0	0	0	0	0	0	0	3171	8		
3154780																0	7011	250	880	3	106179	8373	29843	62	143913	0			0	0	0	0	0	0	0	0	2170	5317	10		
3157183																0	0	0	0	0	60442	1235	66120	98	126563	0			0	0	0	0	0	0	0	0	0	24068	36		
3158546																0	459	3	0	0	162138	4080	250288	305	412885	0	410317	0	0	0	0	0	0	0	0	0	66168	62019	50		
3160978																0	0	0	0	0	63701	4101	23555	30	87256	0			0	0	0	0	0	0	0	0	8457	2105	5		
3161144																0	1831	40	505	2	164834	2636	120924	209	288094	0			0	0	0	0	0	0	0	0	0	121429	211		
3165320																0	5206	104	1465	4	165720	3431	180281	216	352672	0			0	0	0	0	0	0	0	0	5121	29917	43		
3165357																0	2097	99	523	2	107555	7870	45405	39	155580	0			0	0	0	0	0	0	0	0	0	6410	9		
3165599																0	4054	172	0	0	101910	6104	27126	58	133090	0			0	0	0	0	0	0	0	0	0	4785	8		
3166699																0	141	5	345	1	47733	1645	274575	149	322794	0			0	0	0	0	0	0	0	0	0	11016	10		
3166729																0	6638	162	679	2	65831	3991	39465	49	112613	0			9	20	22	21	0	0	0	0	0	6329	12		
3167883																0	3251	91	0	0	80525	2399	35407	70	119184	0	119179	0	0	0	0	0	0	0	0	0	0	8838	11		
3168563																0	2797	64	627	1	181736	4722	150468	225	335628	0			0	0	0	0	0	0	0	0	65323	4582	6		
3170276																0	2520	70	522	2	86039	2497	63646	109	152727	0			0	0	0	0	0	0	0	0	2157	22408	31		
3174920																0	12816	425	1202	4	160508	11625	73598	114	248124	0			0	0	0	0	0	0	0	0	0	9256	13		
3176812																0	3783	75	1025	4	92018	2388	88882	157	185709	0			0	0	0	0	0	0	0	0	0	17195	20		
3177378																0	2174	61	266	1	45187	1644	4568	13	52195	0			0	0	0	0	0	0	0	0	0	0	0		
3177426																0	2212	35	354	1	104179	2176	29995	60	136740	0			0	0	0	0	0	0	0	0	0	1040	2		
3178825																0	4208	90	271	1	111063	2559	31711	65	147253	0			0	0	0	0	0	0	0	0	3076	3548	9		
3179082															488762	0	2280	67	1555	6	388887	9876	1024431	879	1417153	0	1317782	0	0	0	0	0	0	0	0	20000	8009	208200	257		
3179729																0	4908	207	0	0	109758	4630	33845	36	148511	0			0	0	0	0	0	0	0	0	0	1876	3		
3180136																0	0	0	0	0	40977	1433	9809	22	50787	0			0	18	0	0	0	0	0	0	3993	4572	7		
3181197															1040	0	0	0	0	0	5249365	5125883	1790	3	5251155	0	5714275	0	0	0	0	0	0	0	0	0	0	1530	2		
3182082																0	1107	16	281	1	36979	781	30729	51	69096	0			0	0	0	0	0	0	0	0	0	17989	22		
3183584																0	5628	183	0	0	70451	4911	8548	18	84627	0			0	0	0	0	0	0	0	0	0	1516	4		
3184228																0	3205	218	0	0	88825	12930	13950	35	105978	0			0	0	0	0	0	0	0	0	0	878	3		
3184460																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0		
3184693																0	1380	98	0	0	40404	1661	62986	62	104770	0			0	0	0	0	0	0	0	0	0	6123	11		
3185485																0	22040	590	769	3	387980	9696	46670	125	457459	0			0	0	0	0	0	0	0	0	0	6637	13		
