"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH PARENT HOLDING CO	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	17097	16828	119	0	0	0	0	0	16828	0	0	150	
242	4265	4311	127	0	0	173	0	0	4311	0	0	0	
279	23483	23160	285	0	0	0	0	0	23160	1	0	37	
354	991	995	0	0	0	0	0	0	995	0	0	-4	
457	3395	3411	211	0	0	227	0	0	3411	0	0	0	
505	29575	29036	645	0	0	238	0	0	29036	0	0	132	
1155	18016	17630	466	0	0	0	0	0	17630	0	0	-80	
1351	20963	20544	757	0	0	345	0	0	20544	0	0	7	
1454	48346	46628	1899	0	0	850	0	0	46628	0	0	669	
1557	5390	5296	234	0	0	126	0	0	5296	0	0	-14	
1669	43172	42531	628	0	0	0	0	0	42531	0	0	13	
1829	41586	41280	670	0	0	500	0	0	41280	0	0	136	
1856	20135	18809	3106	0	0	0	0	0	18809	0	0	-1780	
2040	20218	19657	291	0	0	0	0	0	19657	0	0	270	
2161	13605	13026	620	0	0	110	0	0	13026	0	0	69	
2376	405349	395916	6737	0	0	0	0	0	395916	0	464	2232	
2554	1126	1119	30	0	0	22	0	0	1119	0	0	-1	
2732	74393	73967	540	0	0	232	0	0	73967	0	0	118	
2750	5239	5154	105	0	0	52	0	0	5154	0	0	32	
3252	18336	18395	874	0	0	500	0	0	18395	0	0	-433	
3458	3269	3039	54	0	0	0	0	189	3228	0	0	-13	
3720	27655	27082	624	0	0	120	0	0	27082	0	0	69	
3953	8473	8599	-126	0	0	0	0	0	8599	0	0	0	
4156	19906	18876	286	0	675	0	0	0	18876	0	0	69	
4231	13988	13825	28	0	0	0	0	0	13825	0	0	135	
4437	25673	25456	359	0	0	84	0	0	25456	0	0	-58	
4839	30292	29887	545	0	0	285	0	0	29887	0	0	145	
5005	23584	23774	-254	0	0	0	0	0	23774	0	0	64	
5069	130862	124832	5683	0	0	0	0	0	124832	0	0	347	
5135	37680	36997	673	0	0	0	0	0	36997	0	0	10	
5210	81646	80682	2233	0	0	1126	0	0	80682	0	0	-143	
5331	32186	29515	267	0	0	232	0	0	29515	0	0	2636	
5461	47491	45833	1220	0	0	0	0	0	45833	0	0	438	
5751	25330	25007	551	0	0	252	0	0	25007	0	0	24	
6039	8795	8700	100	0	0	0	0	0	8700	0	0	-5	
6141	4841	4805	36	0	0	0	0	0	4805	0	0	0	
6329	34378	34181	127	0	0	0	0	0	34181	0	0	70	
6972	86500	80829	4621	0	866	0	0	0	80829	0	0	184	
7009	51464	50138	2994	0	0	1800	0	0	50138	0	0	132	
7045	14878	14453	230	0	0	0	0	0	14453	0	0	195	
7157	4113	4012	73	0	0	0	0	0	4012	0	0	28	
7456	4879	4801	158	0	0	102	0	0	4801	0	0	22	
7634	3119	3466	-343	0	0	0	0	0	3466	0	0	-4	
8033	14789	14734	421	0	0	400	0	0	14734	0	0	34	
8462	14712	14230	434	0	0	86	0	0	14230	0	0	134	
8631	6429	6361	108	0	0	40	0	0	6361	0	0	0	
9357	67401	66733	1215	0	0	376	0	0	66733	0	0	-171	
9553	8472	8249	222	0	0	0	0	0	8249	0	0	1	
9807	230044	213031	16717	0	0	0	0	0	213031	0	0	296	
9955	12393	12184	288	0	0	85	0	0	12184	0	0	6	
10250	27534	29697	-2242	0	0	0	0	0	29697	0	0	79	
10849	22773	22428	207	0	0	0	0	0	22428	0	0	138	
10858	37822	37142	893	0	0	0	0	0	37142	0	0	-213	
11145	16993	16726	240	0	0	0	0	0	16726	0	0	27	
11640	30759	29272	1106	0	0	0	0	0	29272	0	0	381	
11837	10400	10230	98	0	0	0	0	0	10230	0	0	72	
12030	34541	34565	-25	0	0	0	0	0	34565	0	0	1	
12142	19396	18983	312	0	0	0	0	0	18983	0	0	101	
12245	13271	13041	180	0	0	0	0	0	13041	0	0	50	
12311	3625966	3515597	118116	0	-1359	0	0	0	3515597	0	0	-6388	
12647	9627	9440	279	0	0	92	0	0	9440	0	0	0	
12656	1354	1333	21	0	0	0	0	0	1333	0	0	0	
12937	32081	31851	380	0	0	150	0	0	31851	0	0	0	
12946	69738	65765	3096	0	0	0	0	0	65765	0	0	877	
12955	12263	12788	356	0	0	881	0	0	12788	0	0	0	
13037	24816	24618	144	0	0	0	0	0	24618	0	0	54	
13103	176228	172274	1923	0	0	34	0	0	172274	0	0	2065	
13251	3851	3765	171	0	0	95	0	0	3765	0	0	10	
13457	5833	5696	117	0	0	0	0	4	5700	0	0	16	
14052	6421	6485	-76	0	0	0	0	0	6485	0	0	12	
14155	14305	14056	430	0	0	226	0	0	14056	0	0	45	
14650	2735	2649	86	0	0	0	0	0	2649	0	0	0	
14753	3375	3388	-23	0	0	0	22	0	3388	0	0	32	
14865	26832	26265	546	0	0	0	0	0	26265	0	0	21	
14977	7572	7533	34	0	0	0	0	0	7533	0	0	5	
16458	33150	32632	468	0	0	77	0	0	32632	0	0	127	
16551	17372	16936	300	0	0	0	0	0	16936	0	0	136	
16748	6280	6173	121	0	0	0	0	0	6173	0	0	-14	
16944	4127	3983	89	0	0	0	0	0	3983	0	0	55	
16953	4695	4757	50	0	0	125	0	0	4757	0	0	13	
17110	18397	17229	1168	0	0	0	0	0	17229	0	0	0	
