"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
7009																																							9398	371	0	0	332830	0	809	0	11373	616324	556974	7885	564859	0	0	0	0	0	51465	500	616324	5	0	46932	0	0	552	0	63408	493566	2	1231	0	261538	261538	3481	0	0	0	0	51465	
7045																																							24768	2257	0	0	41579	0	1590	263	1819	138532	123168	486	123654	0	853	0	0	0	14878	100	138532	0	0	12204	0	0	2325	0	18858	104310	1	1231	0	67109	66256	249	0	0	0	0	14878	
7157																																							0	657	0	0	21928	0	163	89	810	50450	46005	332	46337	0	386	0	0	0	4113	200	50450	0	0	3622	0	0	200	0	5397	40608	4	1230	0	25012	24626	91	2177	0	0	0	4113	
7456																																							4756	1203	0	3932	15173	0	427	0	1010	55637	50674	85	50759	0	383	0	0	0	4878	400	55637	0	0	1251	0	0	2900	0	11868	38806	1	12 31	0	29519	29136	327	0	0	0	0	4878	
7634																																							10712	1122	0	10	5755	0	630	2783	988	68144	62882	143	65025	0	1461	0	2000	0	3119	200	68144	0	0	-3031	0	0	5950	0	11029	51853	1	1231	0	47605	46144	0	0	0	0	0	3119	
8033																																							17836	2133	0	0	6857	0	2869	0	3901	165233	132204	1866	150444	0	962	0	16374	0	14789	774	165233	0	0	9591	0	0	4476	0	24956	107248	1	1231	0	119599	118637	-52	13000	0	0	0	14789	
8462																																							3708	16300	0	0	71441	0	369	0	994	131337	116457	168	116625	0	462	0	0	0	14712	350	131337	0	0	13239	0	0	350	572	29716	86741	4	1231	0	32865	32403	773	5550	0	0	0	14712	
8631																																							522	2708	0	0	12383	0	1476	452	2649	57944	51120	395	51515	0	434	0	0	0	6429	500	57944	0	0	5201	0	0	800	0	16226	34894	1	1231	0	32154	31720	-72	6034	0	0	0	6429	
9357																																							26289	6691	2422	0	86950	0	895	0	2214	329224	253646	1435	261822	0	5837	26052	0	0	67402	500	329224	0	0	12434	0	0	54660	35211	73103	180543	1	1231	0	148284	142447	-192	53	0	0	6741	67402	
9553																																							5194	1828	0	0	18971	0	1547	0	3452	102064	81051	1377	93591	0	823	0	11063	0	8473	400	102064	0	0	6889	0	0	1200	0	16836	64215	4	1231	0	71895	71072	-16	0	0	100	0	8473	
9807																																							74699	12332	0	285756	173647	17	8113	125181	126488	2306966	1714628	7433	2076922	0	53368	0	305998	0	230044	20000	2306966	0	0	163950	6022	0	112272	0	54953	1659675	2	1231	0	1548079	1494711	-66178	0	0	0	48863	230044	
9955																																							19297	2012	382	0	28988	0	1564	0	1998	105575	91002	159	93182	0	1140	0	2021	0	12393	110	105575	0	0	9031	0	0	3023	0	17462	73540	4	1231	0	52474	51334	229	0	0	0	0	12393	
10250																																							14947	10816	0	0	43155	0	11817	16891	12954	398147	369883	729	370612	0	14111	0	0	0	27535	1500	398147	0	0	-2494	0	0	28200	0	47127	322756	4	1231	0	301678	287567	329	0	0	0	0	27535	
10849																																							17012	1697	0	0	29731	0	3727	16354	7776	271665	237517	953	248892	0	4267	694	10422	0	22773	16	271665	0	0	10622	0	0	12375	0	30958	206559	1	1231	0	198941	194674	-240	0	0	0	0	22773	
10858																																							45713	13129	0	0	84627	0	6092	1615	5608	399916	308297	3599	362094	0	2605	2957	5876	0	37822	2500	399916	0	0	19904	0	0	14755	423	55383	252914	2	1231	0	242357	239752	663	0	0	0	44322	37822	
11145																																							9314	3611	0	0	20316	110	5730	2094	6780	171466	147303	664	154473	0	1669	450	6506	0	16993	1000	171466	0	0	10819	0	0	5000	0	20195	127108	7	1231	0	124130	122461	174	600	0	0	0	16993	
11640																																							1728	11995	0	0	91474	0	5553	1207	14329	325620	272826	2035	294861	0	3023	0	20000	0	30759	650	325620	0	0	5977	0	0	23270	0	59146	213680	1	1231	0	187857	184834	862	14500	0	0	0	30759	
11837																																							3220	1271	0	0	67363	0	791	1625	2456	111013	93452	161	100613	0	985	0	7000	0	10400	314	111013	0	0	-28	0	0	10686	0	4852	88600	2	1231	0	35272	34287	-572	0	0	0	0	10400	
12030																																							27888	6916	0	1000	4628	0	3041	4893	11159	327309	291497	1271	292768	0	10454	0	0	0	34541	300	327309	0	0	33933	0	0	300	0	54359	237138	1	1231	0	274559	264105	8	3679	0	0	0	34541	
12142																																							7331	9436	0	559	45107	0	6156	518	3946	181578	154792	1995	162182	0	1754	0	0	0	19396	1250	181578	0	0	5349	0	0	13250	0	42876	111916	4	1231	0	104054	102300	-453	6225	0	0	5395	19396	
12245																																							1062	999	0	0	32787	0	1515	549	1661	115058	98076	570	101787	0	1281	0	2000	0	13271	1419	115058	0	0	7951	0	0	3581	0	14583	83493	6	1231	0	77766	76485	320	0	0	1141	0	13271	
12311	775548	562853	393903	0	8972005	0	490723	53872	3184961	52554930	667083	48331425	597539	1117395	388920	1955307	1471906	3625966	39999	52554930	283382	187155	-1798712	318956	0	5587881	164283	2	0	38082919	36965524	-203202	0	2014904	4223505	950768	0	950768				0	8972005						41081932						1955307					283382	187155						3356502	37725430		1231					0	0	2370	2014904		
12647																																							505	5344	0	6530	0	0	4113	766	1487	91899	75691	381	82272	0	707	0	6200	0	9627	125	91899	0	0	1673	0	0	7829	0	9563	66128	1	1231	0	73861	73154	0	0	0	0	0	9627	
12656																																							9	616	0	903	0	0	179	0	268	17455	16051	49	16100	0	256	0	0	0	1355	72	17455	0	0	895	0	0	388	0	3063	12988	4	1231	0	13322	13066	0	2414	0	0	0	1355	
12937																																							19385	2938	0	0	490	0	11494	0	2150	204654	165039	3330	172573	0	1958	0	4204	0	32081	750	204654	0	0	25983	0	0	5250	0	25556	139483	1	1231	0	168155	166197	98	2000	0	0	0	32081	
12946																																							2611	8067	1195	0	117575	33	12051	8397	19032	691288	603347	5937	621550	0	8750	9959	12266	0	69738	1	691288	0	0	54307	1152	0	17119	0	60214	543133	2	1231	0	516126	507376	-1689	3840	0	0	0	69738	
12955																																							5055	2432	0	2145	7	0	2962	478	1455	110927	95508	206	98664	0	926	0	2950	0	12263	1567	110927	0	0	2463	0	0	8233	1346	20583	74926	4	1210	0	95973	95047	0	0	0	0	0	12263	
13037																																							2519	2811	894	0	37516	0	4220	806	3740	158620	133428	376	133804	0	2311	7116	0	0	24816	900	158620	0	0	6721	0	0	17314	0	28773	104655	2	1231	0	96921	94610	-119	4388	0	0	0	24816	
13103																																							20992	13661	3952	356	270943	0	17344	1231	33304	1272372	966941	20155	1094842	1302	10289	4198	107746	0	176228	500	1272372	0	0	135096	0	0	34019	255	36257	930684	2	1031	0	916156	905867	6613	269	0	0	0	177530	
13251																																							8919	2260	0	0	4926	0	71	542	821	40055	36098	106	36204	0	604	0	0	0	3851	25	40055	0	0	2008	0	0	1725	0	3678	32420	4	1231	0	19376	18772	93	3744	0	0	0	3851	
13457																																							650	484	0	0	4315	0	9	0	1607	20947	15019	95	15114	0	136	0	0	0	5833	50	20947	0	0	5606	0	0	152	0	2594	12425	5	1231	0	10763	10627	25	3255	0	0	0	5833	
14052																																							8131	550	0	0	11352	0	1998	419	2489	63321	55760	140	56900	0	1160	0	1000	0	6421	1000	63321	0	0	3795	0	0	1500	0	12160	43600	2	1231	0	38836	37676	126	706	0	0	0	6421	
14155																																							0	2803	0	0	6555	0	5887	1319	3960	116932	96731	571	102627	0	1680	0	5325	0	14305	176	116932	0	0	13889	0	0	160	0	12717	84014	8	1231	0	97587	95907	80	501	0	0	0	14305	
14650																																							2225	1504	0	4125	24	0	253	0	1641	26822	23820	267	24087	0	233	90	0	0	2735	200	26822	0	0	2235	0	0	300	0	6418	17402	4	1231	0	15664	15431	0	1529	0	0	0	2735	
14753																																							1425	2698	0	11801	11480	0	149	0	679	42236	38456	405	38861	0	503	0	0	0	3375	300	42236	0	0	793	0	977	1277	0	8813	29643	1	1231	0	14480	13977	28	27	0	0	0	3375	
14865																																							6195	4063	400	0	26930	0	6890	946	10039	249713	221559	1322	222881	0	3206	0	0	0	26832	730	249713	0	0	12439	0	0	13492	0	48525	173034	2	1231	0	194366	191160	171	3090	0	0	0	26832	
14977																																							13258	619	0	50	7737	0	688	55	727	44394	36446	254	36822	0	320	0	122	0	7572	0	44394	0	0	7462	0	0	0	0	3997	32449	1	0630	0	21580	21260	110	0	0	0	0	7572	
16458																																							13592	1819	0	42549	79211	0	11283	127	2916	288725	254573	937	255575	0	2527	0	65	0	33150	941	288725	0	0	28954	0	0	2059	179	15577	238996	1	0930	0	139406	136879	1196	170	0	0	0	33150	
16551																																							148	2111	0	826	13681	0	2570	3061	6384	159421	132073	344	141417	633	2511	2289	9000	0	17371	175	159421	0	0	10352	0	0	6576	74	15372	116701	5	0331	0	128254	125743	268	2534	0	0	0	18004	
16748																																							3527	3218	403	8813	10318	0	783	22	2330	59535	52781	474	53255	0	456	0	0	0	6280	400	59535	0	0	3033	0	0	2600	435	13611	39171	2	1231	0	28062	27606	247	2080	0	0	0	6280	
16944																																							2040	4040	0	0	16146	0	111	310	472	37459	33124	206	33330	0	215	0	0	0	4128	1000	37458	0	0	1424	0	0	1500	0	6235	26890	5	1211	0	14555	14340	204	0	0	0	0	4128	
16953																																							7817	921	0	2365	9111	0	86	0	416	34207	29388	124	29512	0	100	0	0	0	4695	100	34207	0	0	2209	0	0	2775	0	7298	22090	4	1231	0	13191	13091	-389	400	0	0	0	4695	
17110																																							7966	4312	0	100	19860	0	1432	0	2962	109234	88332	2504	90836	0	319	0	0	0	18397	300	109233	0	0	11111	0	0	6986	0	0	88332	1	1231	0	72921	72602	0	0	0	0	0	18397	
17147																																							61091	44283	10975	310484	572284	0	49903	17056	206371	4096921	3181268	48485	3529199	0	80936	132452	183762	0	567722	10871	4096921	0	0	131363	627	125	430104	2111	590251	2591018	2	1231	0	2764128	2683192	-4741	6092	0	0	115684	567722	
17259																																							15	930	0	3	26947	0	1654	52	2438	64871	52804	1389	57693	0	192	0	3500	0	7178	769	64871	0	0	5159	0	0	769	0	6665	46139	4	1211	0	33021	32829	481	3	0	0	0	7178	
17464																																							181286	27541	4543	1806	126602	1211	34825	35456	55901	1600712	1175604	20495	1382099	0	42454	0	186000	0	218613	750	1600712	0	0	-10585	0	0	226740	240	180410	995194	1	1231	0	1173340	1130886	1708	415	0	0	0	218613	
17950																																							743	5510	0	168	113931	0	5598	714	4561	277963	247427	1943	252764	0	2354	1695	94	0	25199	725	277963	0	0	11362	0	0	12050	116	34108	213319	8	07/31	0	147281	144927	1062	0	0	3300	0	25199	
18050																																							4460	9454	617	16637	92272	0	12431	555	2999	338265	297047	930	298589	0	2720	0	612	0	39676	1214	338265	0	0	29039	0	0	7671	238	78691	218357	2	1231	0	199157	196437	1752	2165	0	0	0	39676	
18135																																							2200	4522	0	14927	39320	0	12439	548	8023	236788	179009	676	217618	0	1535	0	26095	0	19170	456	236788	0	0	12771	0	0	6056	833	49675	129334	2	1231	0	135211	133676	-113	20300	0	0	11838	19170	
18377																																							14718	8	0	0	8683	0	631	0	426	44137	40735	109	40844	0	202	0	0	0	3293	0	44137	0	0	3130	0	0	0	0	0	40735	1	1231	0	19873	19671	163	0	0	0	0	3293	
18827																																							36976	6958	1441	0	58526	657	3803	1849	4220	405538	365303	507	365810	0	4434	0	0	0	39728	528	405538	0	0	33058	0	0	7248	0	45870	319433	2	1231	0	295542	291108	-1106	0	0	0	0	39728	
18836																																							6482	3360	0	0	9651	0	4668	3805	6364	158111	139476	1461	144829	0	2433	0	3892	0	13282	180	158111	0	0	11323	0	0	1676	0	19973	119503	2	1231	0	120298	117865	103	5916	0	0	0	13282	
18854																																							24534	7013	0	0	12256	0	2658	404	3786	178146	158045	777	158822	0	1056	0	0	0	19324	40	178146	0	0	13311	0	0	6060	0	30924	127121	4	12/31	0	128551	127495	-87	0	0	0	0	19324	
18957																																							1845	824	0	0	4419	0	207	305	468	27185	25313	25	26346	0	489	0	1008	0	839	200	27185	0	0	-115	0	0	805	0	3299	22014	4	1231	0	19528	19039	-51	78	0	0	0	839	
19356																																							25	2203	0	0	28995	0	764	1457	1233	77167	65860	1119	69063	0	924	0	2084	0	8104	2025	77167	0	0	2950	0	0	3200	0	10222	55638	5	1231	0	40633	39709	-71	2781	0	0	0	8104	
19730																																							254060	30384	5580	4997	156267	0	70906	11692	124146	2266470	1987915	12691	2042581	0	42227	17847	41975	0	223889	4083	2266470	0	0	62174	0	0	156304	2253	387608	1600307	3	1231	0	1628707	1586480	1328	1858	0	0	0	223889	
19936																																							56033	5008	0	7525	21209	0	5910	1842	5992	241104	214895	645	220315	0	3796	0	0	0	20789	420	241104	0	0	7561	0	0	12406	0	46620	168275	2	1231	0	141381	137585	402	0	0	0	4775	20789	
19972																																							15857	8296	0	17723	0	0	365	0	3250	80696	67288	708	67996	0	250	0	0	0	12700	0	80696	0	0	165	0	0	12535	0	59	67229	1	12/31/2011	0	35455	35205	0	0	0	0	0	12700	
20053																																							4255	787	257	0	11218	0	367	207	2189	67284	57307	295	59309	0	1155	1320	1707	0	7975	150	67284	0	0	1906	0	0	6053	0	9518	47789	4	0930	0	47161	46006	-134	678	0	0	0	7975	
20370																																							8535	10786	0	0	5474	0	6093	13421	3447	173478	163303	1364	169706	0	2525	0	5039	0	3772	3884	173478	0	0	-18750	0	2695	15922	0	17315	145988	1	1231	0	128247	125722	21	0	0	0	0	3772	
20512																																							1146	1853	0	456	39991	0	723	340	5267	100052	86302	4191	90493	0	555	0	0	0	9559	410	100052	0	0	8401	0	0	775	0	15403	70899	1	1231	0	50278	49723	-27	553	0	0	0	9559	
20633																																							2483	5551	0	6483	66383	0	6181	1505	11912	332553	299030	2114	307144	0	2867	0	6000	0	25409	1106	332553	0	0	24118	0	0	1394	0	25205	273825	1	DECEMBER	0	209862	206995	-1209	25060	0	0	0	25409	
20857																																							20250	3001	0	0	111760	0	1396	0	2379	193016	169813	201	175554	0	621	142	5540	0	17462	200	193016	0	0	6847	0	0	8300	0	116530	53283	1	1231	0	54709	54088	2115	0	0	0	0	17462	
21256																																							1984	175	0	0	627	0	70	168	647	9738	8706	10	8716	0	143	0	0	0	1022	105	9738	0	0	418	0	0	495	0	2249	6457	5	1231	0	5477	5334	4	733	0	0	0	1022	
21359																																							3899	531	0	0	4181	0	106	84	484	24410	21672	28	22027	0	193	0	327	0	2383	550	24410	0	0	1031	0	0	700	0	2316	19356	4	1231	0	15318	15125	102	0	0	0	0	2383	
21630																																							336	1326	0	0	43854	0	1580	453	974	85320	69822	696	76917	0	336	0	4211	0	8403	281	85320	0	0	5120	0	0	1919	0	14733	55089	2	1231	0	30533	30197	1083	6600	0	0	2188	8403	
