"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											255	0			0			0	0	0	0	
242											141	0			0			1212	0	0	0	
279											1866	0			0			34015	0	0	0	
354											4	0			0			0	0	0	0	
439											317	0			0			0	0	0	0	
457											40	0			0			0	0	0	0	
505											1419	0			0			9000	0	0	0	
1146											2345	0			0			14306	6182	0	0	
1155											463	0			0			0	0	0	11217	
1351											0	0			0			0	0	0	0	
1454											1120	0			0			0	5	0	0	
1557											23	0			0			19	0	0	0	
1632											1200	0			0			24000	0	0	1899	
1669											682	0			0			268	0	0	0	
1829											1133	0			0			5000	2384	0	567	
1856											371	0			0			7022	0	0	0	
2040											996	0			0			16568	1055	0	0	
2161											198	0			0			0	0	0	0	
2376											5750	0			0			115000	60000	0	0	
2451											120	0			0			2250	3	0	0	
2554											0	0			0			0	0	0	0	
2732											181	0			0			183	0	0	0	
2750											196	0			0			2589	0	0	509	
2938											2307	0			0			45500	0	0	6529	
2956											0	0			0			0	0	0	0	
3252											267	0			0			4079	0	0	0	
3458											74	0			0			0	0	0	500	
3506											3937	0			0			10000	0	0	15956	
3579											1949	0			0			28790	0	0	4383	
3720											625	0			0			8383	0	0	1315	
3953											288	0			0			4211	0	0	0	
4138											734	0			0			4748	729	0	0	
4147											2928	0			0			6000	0	0	0	
4156											617	0			0			8000	0	0	0	
4231											0	0			0			0	0	0	1000	
4437											581	0			0			4468	0	0	1611	
4745											0	0			0			0	0	0	0	
4839											1253	0			0			24900	0	0	3685	
5005											1909	0			0			24553	11781	0	0	
5050											388	0			0			0	0	0	0	
5069											0	0			0			0	712	0	0	
5135											1034	0			0			12000	0	0	0	
5210											5977	0			0			75469	0	0	33089	
5247											0	0			0			2592	5250	0	16305	
5274											3503	0			0			9158	0	0	1151	
5331											2786	0			0			38105	0	0	9000	
5461											0	0			0			417	979	0	0	
5751											0	0			0			0	0	0	0	
5939											15786	0			0			148208	0	0	35223	
6039											299	0			0			16	54	0	0	
6057											115	0			0			1100	0	0	0	
6141											0	0			0			0	0	0	0	
6329											801	0			0			0	0	0	0	
6972											0	0			0			2607	0	0	2588	
7009											0	0			0			0	5786	0	0	
7045											0	0			0			0	0	0	0	
7157											23	0			0			0	0	0	0	
7166											1534	0			0			7500	0	0	0	
7456											86	0			0			0	0	0	0	
7634											201	0			0			0	0	0	0	
8033											439	0			0			6659	0	0	0	
8417											2450	0			0			0	0	397102	0	
8462											21	0			0			0	0	0	0	
8547											2972	0			0			22200	0	0	0	
8631											108	0			0			0	0	0	0	
9115											1103	0			0			0	493	0	2984	
9160											580	0			0			7650	0	0	0	
9357											13065	0			0			111600	0	0	7637	
9553											538	0			0			6989	0	0	0	
9807											19547	0			0			295634	0	0	69871	
9955											964	0			0			2437	0	0	0	
10157											537	0			0			5375	0	0	0	
10250											1002	0			0			0	0	0	0	
10849											1257	0			0			4957	0	0	0	
10858											1209	0			0			6448	0	0	22283	
11145											797	0			0			15461	0	0	0	
11640											2404	0			0			20998	0	0	0	
11837											926	0			0			3000	0	0	0	
12030											623	0			0			10000	0	0	0	
12058											346	0			0			2068	0	0	0	
12142											514	0			0			0	0	0	0	
12245											309	0			0			2000	482	0	0	
12311	50395	526545	260534	1238935	0	875615	226386	234092	3250	3456546	76806	10004	0	27773443	10004	1831103	24017363	3688409	40794	49533	1104029	
12357											4	0			0			0	0	0	0	
12647											154	0			0			0	0	0	0	
12656											23	0			0			0	0	0	0	
12937											649	0			0			132	0	0	0	
12946											1440	0			0			12051	0	0	0	
12955											324	0			0			4500	0	0	0	
13037											381	0			0			0	0	0	0	
13103											2560	0			0			3225	27126	0	11287	
13251											177	0			0			0	0	0	0	
13309											18930	0			0			347939	25294	0	32586	
13457											3	0			0			0	316	0	0	
14052											3252	0			0			0	11	0	0	
14155											297	0			0			5940	0	0	0	
14258											3455	0			0			25000	0	0	0	
14409	35156	399935	5145	1143468	1368669	3590859	1336772	263429	675	8144108	75840	5521	0	24273852	5521	196581	21190521	513457	0	0	1808172	
14454											469	0			0			1767	0	0	0	
14650											61	0			0			0	0	0	0	
14753											9	0			0			0	0	0	0	
14865											248	0			0			0	0	0	0	
14931											104	0			0			0	0	54	539	
14940											0	0			0			0	0	0	1005	
15536											4018	0			0			5025	0	0	0	
15732											775	0			0			15000	0	0	0	
16337											903	0			0			17071	0	0	1026	
16355											206	0			0			0	0	0	0	
16458											633	0			0			6029	0	0	0	
16551											787	0			0			11656	0	0	0	
16748											302	0			0			2000	0	0	0	
16766											8507	0			0			65000	0	0	9700	
16944											0	0			0			0	0	0	0	
16953											0	0			0			0	0	0	0	
17110											219	0			0			0	0	3551	0	
17147											4493	0			0			75928	0	0	31058	
17259											233	0			0			1750	0	0	0	
17464											2211	0			0			20885	331	0	0	
17549											409	0			0			0	0	0	0	
17839											465	0			0			5000	0	0	4172	
17950											393	0			0			4283	0	0	0	
18050											1652	0			0			4291	290	0	0	
18135											750	0			0			8215	0	0	0	
18368											1197	0			0			22819	36	0	0	
18377											70	0			0			0	0	0	0	
18827											418	0			0			757	0	0	0	
18836											411	0			0			2017	34	0	0	
18854											119	0			0			0	0	0	0	
18863											3216	0			0			17325	0	0	0	
18957											281	0			0			3785	0	0	0	
19356											0	0			0			0	0	0	0	
19730											26059	0			0			25000	5	0	15020	
19936											1014	0			0			0	0	0	0	
19972											173	0			0			0	0	0	0	
20053											721	0			0			2100	57	0	397	
20147											256	0			0			4034	0	0	0	
20259											38	0			0			0	5866	0	0	
20370											450	0			0			5800	0	0	0	
20512											716	0			0			10000	0	0	0	
20633											463	0			0			3240	1000	0	0	
20754											0	0			0			0	0	0	0	
20839											450	0			0			9000	0	0	0	
20857											316	0			0			4026	0	0	0	
20866											325	0			0			0	0	0	0	
21256											18	0			0			0	0	0	0	
21359											107	0			0			393	264	0	0	
