"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	
331106																															0	2567	11967	408	34117		0		2435	144			8838	2129	3391	0	821	96760	259	3			0	30060	283	17095	14514	3959	6266	3088	4667	3728	8106	44265	3463	5683	4920	3703	2729								0	0		0	
331375																															0	1307	0	455	8535		0		0	0			1999	6104	1174	0	0	72682	0	0			0	52252	856	38753	1792	582	2900	19136	13522	16112	0	7430	881	2699	7027	2393	0								0	0		0	
331544																															0	0	4434	0	5889		4		1277	0			4208	2353	8210	0	588	49060	0	0			0	19196	2901	0	36809	5324	12609	615	313	46	0	6614	12262	5550	4059	1019	117								0	0		0	
331553																															0	33	1210	0	3		66		4815	0			2773	3	1525	0	0	13783	0	304			0	3044	7	1489	3576	78	284	1126	143	734	540	2782	2005	1734	2594	1397	193								0	0		0	
331656																															0	0	143	0	229		5		131	0			2072	0	1417	0	0	5353	0	0			0	1257	49	592	736	133	573	538	13	0	0	555	482	1807	1219	33	0								0	50		0	
331713																															0	3118	578	746	27136		2		97	0			5219	2287	4838	0	474	100181	0	0			0	48328	6860	1213	12577	1373	455	304	871	15896	29429	32822	1251	4019	5259	6407	1044								488	10		0	
332055																															0	2129	1682	84	5937		191		3000	0			12716	1998	14043	0	0	69564	0	0			0	27139	645	11233	17946	5957	10635	4036	1775	3735	1001	10602	12240	7338	10241	1928	75								0	0		0	
332224																															0	7912	0	5579	74886		10		0	525			5505	2654	4716	0	827	145738	617	0			0	42165	1227	0	26602	1200	1118	5651	4820	10215	19080	36249	4633	29086	22411	7058	4396								0	874		0	
332345																															0	94	1478	0	736		2		1026	0			505	190	679	0	74	8251	0	0			0	3344	123	0	2898	470	1239	1312	323	0	0	1738	1728	895	307	239	0								0	0		0	
332402																															0	3752	0	360	37469		0		0	0			1541	9238	2040	0	0	171324	0	0			0	96254	20391	23868	7539	999	3926	3205	12815	55212	19673	16862	5560	11440	17341	22809	1037								0	279		0	
332644																															0	0	158	0	687		0		111	0			240	0	609	0	0	4370	0	0			0	2453	112	0	1056	291	320	1533	286	23	0	380	238	602	414	272	0								0	0		0	
332756																															0	0	2797	0	927		29		2411	0			1380	0	1277	0	5	13706	0	219			0	4653	8	0	3529	307	11	248	2259	1527	301	2330	2389	1496	2331	405	102								0	0		0	
332907																															0	275857	0	3614233	2226151	21050	35367	14317	44	0	1761754	0	1761754	52934	849215	0	53836	11257496	25387	75680	75680	0	144426	2302955	24382	1433427	1118489	45094	230264	356422	777441	565097	324754	2368018	350182	1045311	2633022	1824840	752383	0	0	0	0	0	0	0	0	10475	0	0	
332970																															0	1083	0	0	0		0		0	0			820	1864	460	0	0	38357	15	0			0	34145	0	43	1694	800	4	18	65	20561	12697	860	30	274	115	1084	1864								0	0		0	
333034																															0	4859	6013	521	45927		3687		2381	0			10357	1341	17666	0	180	132656	351	0			0	39066	975	4295	70246	6056	6717	19261	4625	76	0	41954	15519	21810	11204	1040	0								0	34		0	
333043																															0	0	1827	0	715		2		2971	0			892	0	1071	0	135	9050	0	0			0	1437	0	0	2878	0	57	676	544	160	0	600	2221	1473	2899	373	0								0	0		0	
333052																															0	2756	783	0	3188		3		483	0			1694	880	1288	0	0	15750	0	0			0	4556	119	3230	6233	185	652	3284	24	107	237	2606	2790	3361	1805	557	20								0	0		0	
333203																															2395	10666	515	2465	68734		59		395	0			8578	2566	6601	0	12075	179452	141	0			0	52886	11401	13965	32555	7835	6916	2583	5233	9699	20351	58612	20417	11133	21367	13263	1074								257	0		0	
333249																															0	6606	5855	6607	15217		23		1771	0			10884	4421	6086	0	1299	92540	0	0			1563	31646	1636	3803	40334	2134	7217	9756	2173	6426	3648	15319	17306	17273	3882	6236	666								489	0		0	
333650																															0	970	38549	389	3165		532		35660	340			9388	0	3713	0	0	96692	0	0			150	4085	4	2346	22345	682	2065	873	123	44	141	55113	23902	6338	2125	1470	242								0	237		0	
333856																															0	2836	167	0	6977		47		1408	0			6923	0	8319	0	80	36053	6	0			0	8221	1081	0	9014	1329	841	1883	2541	1486	122	8945	3084	5729	9124	905	0								0	0		0	
333940																															0	507	5315	59	1631		83		2959	0			2080	579	1474	0	91	23345	21	0			726	7757	831	0	5715	527	677	2002	4380	90	81	2193	3319	5028	4774	295	0								0	0		0	
334059																															0	2272	0	3224	50244		92		2	57			30289	0	9886	0	14	111317	0	0			0	10701	4593	0	78839	2333	4213	2842	1181	130	0	49150	23143	19268	5724	2654	0								0	0		0	
334255																															0	0	0	0	1121		1		0	0			3110	3026	6614	0	0	17975	0	0			0	3340	707	0	5692	125	128	0	338	2668	81	3470	1969	4428	3920	848	0								0	56		0	
334264																															0	4703	1325	1949	9740		89		1836	0			8556	0	5173	0	540	38214	0	0			0	4013	198	0	13356	413	470	1258	1550	322	0	12262	4506	8699	7014	192	1515								92	0		0	
334648																															0	0	13900	251	338		11		11602	0			3293	156	2676	0	146	38953	0	0			0	5670	709	4081	10011	105	776	1451	2332	820	153	9214	7352	6088	7439	2751	426								173	28		0	
334657																															0	640	6046	448	5777		40		8429	0			6211	477	4120	0	541	37970	0	0			0	4963	218	1224	11737	553	1062	2640	340	368	0	6352	11290	6810	5356	2445	754								0	60		0	
334750																															0	15996	4421	7608	45378		0		5574	0			54255	0	16573	0	0	162109	260	0			0	12564	0	0	54458	1866	1626	5869	3166	38	0	27348	47181	36666	37653	610	0								0	0		0	
335346																															0	50	4736	0	6738		73		12756	0			7620	0	8784	0	0	56674	4	0			0	15008	0	0	25815	1208	4946	6078	1956	604	216	5114	15512	9708	8122	3037	0								913	0		0	
335355																															0	1709	5669	1316	5417		77		11978	209			7732	620	4265	0	432	49130	0	0			0	8839	756	0	14819	376	594	1475	2516	3367	441	11442	5298	5088	10350	6467	1182								320	0		0	
335757																															0	193	386	0	653		7		481	0			344	0	934	0	70	9684	0	0			0	6609	7	0	1995	148	619	1049	2885	1870	0	555	673	696	1010	140	0								0	0		0	
336071																															0	0	0	146	4280		0		0	0			17	998	481	0	0	18705	32	0			0	12705	107	3299	969	372	229	1727	1208	3827	5343	2667	2144	997	29	57	138								0	3		0	
336147																															0	3183	6235	0	13474		933		1828	0			787	290	2949	0	11	48959	0	0			0	18409	860	8424	9992	1670	2570	3285	2057	5477	3287	11860	5658	5778	1890	3756	1419								0	0		0	
336361																															0	1463	960	96	3394		231		2977	0			10302	0	3700	0	0	30627	0	0			0	7034	470	0	8351	794	523	3093	497	1881	246	3252	4174	9281	4604	1359	576								0	0		0	
336576																															0	53491	0	61263	12401	0	0	0	0	0	0	0	0	16880	60045	0	0	302343	25	0	0	0	0	92889	4942	87948	91622	14249	13296	47638	7689	4189	5606	32059	75194	69775	18892	11849	1670	0	0	0	0	0	0	0	457	0	0	0	
336932																															0	44458	0	34922	195688	748	1081	333	0	0	170096	0	170096	49245	6272	0	100	609336	0	0	0	0	0	102153	3429	67571	315405	19659	8829	14726	58013	865	61	304437	53394	85566	59302	2384	587	0	0	0	0	0	0	0	0	1892	0	0	
336950																															0	0	1614	0	84		0		4170	0			241	0	361	0	0	6678	0	0			0	190	0	0	1336	0	0	26	118	46	0	546	790	565	1689	1703	1196								0	18		0	
337247																															0	141	1370	327	2640		103		2740	0			2852	0	610	0	831	18234	0	0			0	6514	106	35	2732	75	236	706	1954	3359	184	1483	1773	2194	2537	3683	50								0	0		0	
337340																															0	3516	0	6015	9713		29		0	0			3094	9894	1363	0	0	60386	0	0			0	23701	3061	9386	14661	3427	4161	4062	6307	3076	2668	15058	3574	7077	8058	2747	0								0	0		0	
337658																															0	99	2037	0	5024		0		3727	0			2576	0	8861	0	0	28589	0	296			0	5865	104	2595	5169	255	363	4823	416	8	0	9372	2580	5353	4150	1269	0								0	0		0	
337733																															0	26677	4281	349	9262		58		183	0			7726	818	7299	0	155	90904	2	108			0	33175	815	2071	39256	4182	3073	15836	8193	1409	99	24651	11301	10952	9669	874	0								0	0		0	
337966																															0	0	0	35	673		0		1937	0			1813	0	2411	0	22	8636	4	0			0	1749	0	1573	1274	240	93	294	1035	73	0	798	629	1688	915	2516	333								0	0		0	
338178																															0	1322	0	492	1763		0		0	0			0	4457	1194	0	0	59824	59	0			0	50609	35	37635	941	1362	3348	13650	16569	15366	314	5257	670	2578	496	273	0								0	11		0	
338646																															0	780	12468	0	16640		49		8948	0			10500	1393	9953	0	1098	81276	0	0			0	18365	393	12542	16775	101	1393	4036	7387	4529	553	20670	7115	14875	11744	4749	1148								438	251		0	
338758																															0	24005	14640	1408	35382		276		16877	0			32630	5860	6733	0	407	159954	489	0			0	20085	1640	1932	103127	2298	1769	5556	2285	690	7487	86060	13000	25419	11500	2209	1981								184	316		0	
338851																															0	9287	60	1576	18883		10		0	0			17916	1181	909	0	0	52558	0	0			0	2719	0	0	19647	0	79	1285	1275	80	0	19459	7469	9540	10428	2298	0								0	17		0	
338945																															0	420	3532	0	3502		7		2367	0			2462	0	2591	0	196	20923	0	0			0	5490	327	366	5464	546	253	3117	1481	0	93	2977	1688	6123	3908	524	140								0	29		0	
339054																															0	0	993	0	223		22		10883	0			2208	0	1119	0	533	16366	0	0			0	385	0	30	11146	46	17	5	42	275	0	11325	1531	732	894	1451	18								0	0		0	
339353																															0	0	1723	136	2425		3		2364	0			1660	218	499	0	0	12572	0	3145			0	339	60	0	4461	10	162	158	9	0	0	3031	1821	3551	1896	1317	0								0	0		0	
339456																															0	8154	1952	1087	11920		689		868	54			16841	0	14721	0	0	70620	0	0			0	13924	249	984	18652	200	920	4522	3960	831	3394	8594	9842	18892	16857	1595	338								215	0		0	
339607																															0	5340	85	6245	32020	0	34	34	0	0	3831	0	3831	4271	4171	0	0	310275	0	0	0	0	31	250121	4157	29473	1969	2635	7168	6135	16427	91995	125606	7541	18873	6893	6186	14415	6246	0	0	0	0	0	0	0	0	0	727	0	
339773																															0	70820	0	0	16616	0	0	0	0	0	0	0	0	0	0	0	0	231203	969	0	0	0	0	141246	1935	24108	41397	1701	1458	9858	17752	61772	44093	18456	21614	41013	4758	5077	8	0	0	0	0	0	0	0	0	1555	0	0	
339858																															15000	423868	12044	209300	879352	42406	78401	35995	146176	377	2253443	0	2253443	42098	286842	0	18208	5265518	5074	80860	80860	0	83	699746	99381	286326	1744317	47803	4355	254653	6586	142374	240181	3685946	168795	187229	248753	246688	640	15000	0	15000	0	0	0	0	0	25873	0	0	
339951																															0	83569	978	5602	163106	0	5115	5115	0	0	66548	0	66548	10527	12360	0	5313	381119	636	0	0	0	0	25321	2055	5014	112423	7170	3110	9100	1636	3279	954	174164	21397	105707	33264	14216	4085	0	0	0	0	0	0	0	0	1261	0	0	
340135																															0	24585	203	10369	100265	2238	2913	675	1631	0	61795	0	61795	14384	8715	0	1299	306864	0	0	0	0	18513	79072	821	61704	83520	10366	29076	13110	22676	1795	1905	68083	32204	59108	60591	7169	553	0	0	0	0	0	0	0	0	812	0	0	
340144																															0	13787	14	9731	88338	0	19	19	2105	820	52398	0	52398	7422	8047	0	2780	259264	0	0	0	0	100	66992	4881	12971	79417	6391	17620	36452	3667	1225	692	74347	25201	66414	20471	4329	420	0	0	0	0	0	0	0	548	2202	0	0	
340256																															0	25875	388	0	49418		16		397	0			17105	5954	3403	0	128	112095	0	0			0	7104	2217	634	18075	258	323	1228	2708	2448	139	12684	10388	44618	24366	7130	5707								0	90		0	
340443																															0	87	932	806	1296		15		129	0			1414	371	2174	0	47	15812	0	0			0	7732	680	5942	7885	1150	3317	2030	105	635	437	1635	1783	1655	1289	704	1013								116	13		0	
340555																															0	658	9151	814	8111		31		2460	0			3558	0	765	0	0	32947	9	207			0	6959	242	5709	3735	1591	979	492	1635	1851	410	9037	6907	2788	1098	2938	3196								0	0		0	
340649																															0	1087	9445	648	3859		8		14251	20			7808	376	1382	0	326	52710	0	0			0	10576	1653	5740	17809	2327	735	1311	4134	624	1445	15921	5616	7756	9530	2139	1072								0	1291		0	
340742																															84	154168	2213	17953	258691	0	22611	22611	1075	0	256420	8970	265390	1918	1448	0	1654	866591	1124	0	0	0	4129	136014	4418	11981	378402	129438	2474	2964	279	231	315	432786	40811	128043	79542	15985	18308	84	0	84	0	0	0	0	0	78	0	0	
340751																															0	827	2076	422	31557		2998		10334	0			23186	0	18365	0	467	119238	1	0			0	29007	0	5704	41188	1665	4974	12439	2559	6791	579	15894	18699	21604	15202	14522	4311								0	0		0	
341310																															0	8510	0	665	5886		33		0	0			3007	351	3527	0	0	97359	0	0			267	69058	6322	55900	8244	5103	16821	21090	14141	6959	4140	7724	2758	4077	5611	7994	88								0	0		0	
341851																															0	0	8250	334	1128		0		10926	115			4487	0	3010	0	0	29509	0	0			0	1374	0	0	12414	193	117	805	221	38	0	8503	3601	8711	6242	942	0								0	0		0	
341918																															0	2182	3653	478	33816		13		121	1104			15152	2419	6644	0	3337	149066	32	0			0	72191	8801	53706	10073	4406	11908	29320	2003	23885	464	25759	11441	18550	5926	12652	436								0	291		0	
341954																															0	162	0	0	813		7		93	0			760	0	2604	0	60	11241	0	0			0	6222	520	3478	2017	240	505	1962	815	2110	590	910	666	1793	1162	465	0								0	0		0	
341972																															0	0	0	0	2142		0		0	0			0	1211	771	0	0	20917	0	0			0	16638	134	2097	1347	434	375	4318	373	5371	5699	1412	200	680	518	1161	228								16	5		0	
342054																															0	4632	2122	0	22001		0		84	0			11421	0	6311	0	0	120588	0	0			0	72320	1582	68201	14143	8211	26113	21913	10597	5157	198	15914	15704	7406	4235	4516	478								0	115		0	
342175																															0	25824	1905	5718	38154	0	0	0	0	0	14473	0	14473	27340	71936	0	0	386008	0	0	0	0	0	196866	2864	84668	19787	3724	24565	25894	24855	73203	44580	45652	9467	19571	67552	41656	5143	0	0	0	0	0	0	0	0	928	0	0	
342362																															0	840	7065	0	3395		320		7138	0			3276	0	3577	0	1292	29429	465	0			101	2896	6	186	11176	0	199	143	72	1956	397	5715	8142	1646	2573	8114	677								0	89		0	
342410																															0	23976	1491	2886	92443	0	2506	2506	14	1420	28618	0	28618	7734	6245	0	2607	300398	0	0	0	0	0	115661	15022	26246	51094	23169	10975	5420	4236	52522	19289	116628	3094	22418	25741	10187	6633	0	0	0	0	0	0	0	0	1195	0	0	
342634																															0	296457	71122	44635	778697	4670	57361	52691	30924	0	770384	0	770384	198825	737890	0	162533	4515084	0	0	0	0	14928	1263591	41311	41169	1101828	61063	47877	70252	85087	852358	140880	1216471	277156	517708	818358	384028	13145	0	0	0	0	0	0	0	46604	14750	0	0	
342643																															0	2174	2167	0	11806		0		2324	0			10075	6129	9564	0	3214	83484	0	0			0	32573	3454	0	30521	626	2242	9388	10016	4269	5934	22203	7179	11586	5106	3206	0								0	4		0	
343051																															0	234	91	0	807		8		1261	0			3004	83	5947	0	94	14616	14	0			234	3101	0	0	5315	183	353	2380	78	21	0	1819	3117	3830	2161	564	0								0	0		0	
343248																															0	0	3477	0	744		0		3801	0			1569	0	809	0	0	12298	0	0			0	1898	0	0	3800	183	177	549	989	0	0	626	2814	2014	3230	648	1000								0	0		0	
343257																															0	0	2929	139	2311		6		6838	0			3561	0	3063	0	139	21667	0	0			0	2461	0	0	11828	76	235	460	1664	26	0	7476	4507	6095	1041	5	0								220	0		0	
343314																															0	172	0	63	7051		7		190	0			3729	2205	6875	0	3005	65265	51	0			0	38664	3355	12577	4126	1347	6414	12160	487	9253	8689	7727	4634	7414	6872	0	0								0	0		0	
343341																															0	10947	1896	0	51035	0	0	0	0	0	27524	0	27524	0	4194	0	0	96132	0	0	0	0	0	516	20	0	25540	130	0	0	385	0	0	52437	4168	21165	13757	3827	0	0	0	0	0	0	0	0	0	0	0	0	
343556																															0	5162	526	471	22828		7		2841	0			8897	2307	4135	0	54	58322	0	808			0	9079	933	0	13121	992	324	2126	5177	376	60	12767	4782	10335	19563	1796	0								69	205		0	
343770																															0	218	1418	586	962		0		0	0			0	273	729	0	200	13168	0	0			0	8561	221	8053	943	110	863	2444	2584	938	1622	317	387	1320	1512	447	624								0	0		0	
343903																															0	679	0	853	9227		39		0	0			3756	7202	6529	0	0	123592	0	0			412	95285	0	25548	615	1149	3260	16096	5986	40521	28217	13173	2370	5412	5385	1063	879								0	22		0	
343958																															0	0	3149	0	1906		23		4462	0			3305	0	867	0	0	14985	0	0			0	1147	126	0	3923	0	35	136	791	164	21	6288	960	767	2645	2637	344								0	0		0	
344236																															0	26347	0	63	13276		47		0	0			2619	2926	1764	0	28	66999	1	0			0	19798	132	19718	17823	5651	13452	609	50	36	0	35273	9275	1764	485	375	30								0	0		0	
344423																															0	0	354	233	840		6		241	148			1634	0	673	0	0	5179	0	0			0	1174	24	0	1974	18	2	14	154	846	140	309	1645	718	457	857	0								0	0		0	
344647																															0	12408	7954	2291	34409	25	112	87	9590	0	51129	0	51129	13098	35166	0	3076	201435	82	0	0	0	0	26878	4786	17466	38080	2015	5689	12668	4364	901	1210	64269	16555	27107	56107	9710	568	0	0	0	0	0	0	0	487	133	0	0	
344674																															0	1009	0	692	1366		0		0	0			0	527	1707	0	0	26953	0	0			0	21065	587	6340	1048	110	868	5500	496	6140	7951	945	333	2577	983	606	382								0	0		0	
344816																															0	0	962	0	28873		15		484	81			5786	0	8760	0	50	66817	1	0			0	21232	228	3285	5595	3229	103	312	1172	9488	6742	12396	6555	9784	5953	6522	2928								339	89		0	
344852																															0	13	618	0	1507		19		1985	0			3074	0	2113	0	0	10420	0	0			0	1091	0	0	4205	0	141	273	638	40	0	1524	2557	2911	1999	337	0								0	0		0	
345149																															0	518	3048	0	1624		0		1375	0			633	87	4794	0	0	22469	0	0			0	9901	489	0	2606	40	5	63	3049	6744	0	831	1731	2368	3550	3975	113								0	0		0	
345309																															0	21760	144	9928	55018	0	128	128	0	697	16649	0	16649	8181	14607	0	53	376902	0	0	0	0	0	216986	33073	105591	17303	20471	39780	23701	29655	75893	27361	28396	14920	51335	17776	37857	9078	0	0	0	0	0	0	0	347	28	0	0	
345345																															0	2667	26808	7	20375		241		32735	0			20486	244	6311	0	0	120017	0	0			0	8775	1322	5988	39101	287	1187	4432	564	626	1679	28152	21304	23119	26419	9576	1973								0	46		0	
345747																															0	597	5236	1191	13636		3550		8420	142			14913	5792	6201	0	457	101171	0	0			271	39316	1222	0	22671	2865	5651	21452	5004	2177	2168	22444	8557	14150	10833	5233	625								389	251		0	
345756																															0	11429	559	1511	30040		14		0	0			9851	7612	2443	0	0	108135	88	0			0	42734	2030	31514	39110	11492	26177	3529	786	93	275	30682	17272	14230	2442	860	0								0	0		0	
346566																															0	2704	0	70	8135		0		0	0			4701	0	1310	0	0	23092	0	0			0	6040	132	4864	7250	4768	288	414	82	90	0	13318	2386	934	361	53	0								0	0		0	
347022																															0	3941	1186	228	26337		217		904	0			7625	1052	7347	0	517	64759	0	0			0	13818	1178	5062	7	1714	2705	6012	3127	186	0	15831	9652	15409	8532	814	474								0	409		0	
347639																															0	10307	0	13522	45264		7222		0	0			28252	21365	3359	0	0	165500	99	9641			0	26610	57	2746	57568	1177	3273	4620	2837	8973	5730	74803	13956	16441	25761	2314	2135								0	0		0	
347657																															0	0	2666	0	698		0		7824	72			1352	0	1517	0	73	14524	0	0			0	394	0	5	7180	39	0	0	44	216	95	6625	3390	1364	2103	587	61								0	0		0	
347956																															0	14969	0	2901	34497		632		0	0			41419	1638	1639	0	0	108339	41	0			2163	9293	1339	6888	55699	7918	475	563	305	32	0	83449	5601	5097	4317	275	0								0	53		0	
348159																															0	2073	2845	891	5294		39		2158	0			12513	1373	2165	0	279	36963	0	16			0	6377	927	0	11898	490	268	2768	1940	3	533	11477	3843	7553	6891	427	0								0	13			
348207																															0	5308	0	1675	16266	0	0	0	0	113	1842	0	1842	5297	1431	0	0	264867	0	0	0	0	0	232006	1017	168251	10225	360	13436	33558	90191	74283	20178	3865	6198	4371	8503	8538	1384	0	0	0	0	0	0	0	0	25	0	0	
348458																															0	27090	153	1706	23367		24		17	0			21152	2933	3509	0	356	102120	0	0			0	18206	3501	14063	61061	14564	566	1616	1317	37	0	63669	2105	6154	7479	1771	737								56	50		0	
348542																															0	9758	1128	286	15765		90		501	0			12089	0	4211	0	4809	88909	0	0			0	37229	2720	1515	29022	4531	4715	24095	1596	1140	630	8511	11265	20762	8611	1307	4								317	6		0	
348551																															0	8499	877	7462	39420	0	5368	5368	555	0	35272	0	35272	3555	12855	0	3838	174490	0	0	0	0	0	50078	6326	14725	48051	10098	5438	5045	7043	11825	10337	36459	21910	27320	18245	15763	3100	0	0	0	0	0	0	0	0	385	0	0	
348720																															0	34153	59	670	70775	0	256	255	0	0	28069	0	28069	41613	15258	0	3990	291357	533	0	0	0	0	93626	1700	60964	52628	15117	9388	22162	26945	16247	3429	99167	12285	22647	51215	12073	39	0	0	0	0	0	0	0	0	1721	0	0	
348748																															0	4622	5051	0	16557		0		3179	0			15317	6401	3492	0	99	72288	0	0			0	17113	116	5804	25937	525	1039	4559	241	4218	6413	17872	6764	12523	8863	7372	1767								229	112		0	
349129																															0	0	1025	528	10337		11		55	0			3339	644	6607	0	786	48092	0	0			0	24619	132	29	5572	557	1587	2110	3508	16680	0	1353	2075	8410	5292	6317	0								0	9		0	
349165																															0	1949	2623	127	3591		0		1756	0			5756	0	13153	0	0	41239	0	0			0	11231	464	753	6413	548	590	713	650	5040	3690	4989	4355	5809	9181	3978	1667								527	62		0	
349343																															0	6583	3314	2264	15709		52		990	0			19014	149	3410	0	0	70612	0	0			0	18322	805	1513	41672	2433	3146	12233	161	0	349	22042	14051	14124	131	71	403								0	0		0	
349370																															0	55820	290	58100	110427	0	12	12	0	0	6229	0	6229	609	7170	0	0	303060	2554	0	0	0	0	51624	11388	27748	47777	5680	4245	6479	7393	10097	17405	37921	18943	28912	32315	120815	11737	0	0	0	0	0	0	0	3218	727	0	0	
350433																															0	9201	12	504	23936		11		0	0			7485	2027	3028	0	0	56635	0	17			0	8316	544	1072	18445	416	1312	2331	3634	623	0	24584	3808	10503	8671	733	0								1537	17		0	
350657																															0	0	813	0	1769		19		1720	0			1977	0	3156	0	0	11246	0	0			0	1619	173	484	4398	265	139	261	820	18	0	2976	1018	2868	2607	38	0								0	0		0	
350750																															0	7031	340	0	29069		0		0	0			12714	2743	9183	0	0	68670	224	0			0	4812	2376	2042	23983	1785	230	830	1699	268	0	12546	13066	13101	20419	4634	0								410	216		0	
351122																															0	61965	1120	1347	291447	0	6280	6280	130	374	132900	0	132900	86166	154163	0	15941	1214683	0	0	0	0	5290	404827	47488	50136	427390	68037	33896	25855	86171	88943	101159	268234	57223	176449	193039	64101	38101	0	0	0	0	0	0	0	6265	4644	0	0	
351131																															0	1520	3	0	7174		55		0	0			6964	0	4136	0	0	22658	6	0			0	2352	169	0	16342	671	893	287	140	357	4	9794	4984	932	1758	1884	918								291	0		0	
351207																															0	9184	0	3775	79745	0	36	36	0	0	22309	0	22309	33471	6471	0	0	389381	0	0	0	0	0	233760	392	139172	19457	13223	32412	38359	44962	57495	46579	62663	28698	13787	9835	31337	7321	0	0	0	0	0	0	0	0	238	0	0	
351355																															0	1320	139	935	3453		878		3	0			5352	0	5293	0	942	33684	0	0			0	15096	224	247	6088	590	1827	10197	1933	480	0	3925	1550	6328	3680	1742	268								0	49		0	
351560																															0	23787	0	587	39433		240		0	0			33213	3136	1507	0	0	104785	680	0			453	2773	45	2773	59602	2773	0	0	0	0	0	93427	3746	2638	2611	126	0								0	744		0	
351850																															0	13145	2102	260	21857		108		1024	0			19186	0	14117	0	2921	106259	31	0			0	29962	1608	25822	39996	8009	19350	476	415	786	706	42415	19157	7513	4337	2874	0								0	0		0	
352035																															0	25019	0	14010	11791		22		0	0			4016	4799	71180	0	0	137487	294	0			0	6938	0	4834	33315	690	1613	1585	2282	23	579	21183	16169	34321	51287	6333	0								0	6		0	
352558																															0	10765	380	4777	84809	57	634	577	475	0	70501	0	70501	48810	24531	0	7606	346439	0	0	0	0	14200	76595	12929	4892	115898	9923	26451	6506	6815	14414	8431	152730	13633	43655	34304	20608	2562	0	0	0	0	0	0	0	13	3614	0	0	
352651																															0	219	129	397	20		2		355	0			711	0	203	0	43	2490	0	0			0	411	0	21	851	35	23	102	10	199	43	1028	175	544	330	0	0								0	0		0	
352745																															0	862	3173	754	1895		110		3168	0			5444	3537	25133	0	130	61458	0	0			0	16089	416	4417	16969	948	1861	4405	7891	982	0	7917	6243	12542	18388	192	81								513	234		5	
352772																															0	349771	26170	68767	385638	0	247	247	76593	517	300869	0	300869	13084	32316	0	1214	1590538	5318	0	0	0	0	324956	11930	42353	452160	22674	33078	17670	11562	56015	182772	657486	84667	128336	171232	174747	18784	0	0	0	0	0	0	0	0	4301	0	0	
352820																															0	193	0	0	5434		12		0	0			5560	4264	15643	0	1235	45805	0	0			1236	13181	283	48	3451	225	506	1832	4608	5260	751	3774	6851	6872	10063	4277	787								0	0		0	
352857																															0	120692	200	2662	111556	80	199	119	1694	0	26076	0	26076	5727	6831	0	909	337176	0	0	0	0	512	47109	11902	11506	129819	15737	15479	8062	6919	426	254	76847	67340	71469	37518	30810	3226	0	0	0	0	0	0	0	0	1619	381		
353023																															0	0	993	0	0		679		0	0			422	0	5276	0	6	9615	646	0			0	2885	0	0	2261	45	60	81	198	2387	114	1294	868	1929	1843	1442	0								0	0		0	
353069																															0	168	829	6912	12838		30		1445	0			1091	0	3733	0	495	32679	0	0			0	5024	114	0	6358	78	449	1004	1199	2174	120	1983	5374	6700	3652	8526	1173								0	0		0	
353238																															0	19471	55	0	17270		32		36	31			4939	3409	10592	0	263	73184	9	0			53	15575	1551	4806	22718	1595	5732	5316	1165	1565	37	10847	17505	20082	5581	3273	0								0	0		0	
353322																															0	0	0	0	0		0		0	0			3221	426	1643	0	0	9115	0	0			0	3807	18	2282	1288	601	1751	23	200	1215	0	570	1134	645	1118	765	471								0	0		0	
353359																															0	4516	791	1758	19105		71		146	0			4805	0	3600	0	577	60478	218	0			0	22599	1707	4395	18845	457	2157	6366	11811	1561	234	8820	7411	9495	7410	1306	3641								0	1021		0	
353546																															0	624	3697	1067	8573		20		5234	64			8672	1102	3176	0	165	48822	0	0			0	15391	379	13427	9135	831	792	2199	9679	1453	390	4432	7699	6518	11930	2440	370								562	160		0	
353555																															0	11596	39596	0	79511	3891	7263	3372	141364	0	274419	0	274419	0	199545	0	3325	904928	164	3362	3362	0	7164	119422	24267	12136	341232	8483	6434	5246	8879	40789	49426	415866	32507	79145	114065	128356	14058	0	0	0	0	0	0	0	0	1422	0	0	
353724																															0	16084	842	793	33074		0		720	0			12573	2615	6883	0	28	104396	0	0			0	29371	929	20952	28103	7931	6287	12880	1766	507	0	48892	11559	7092	4773	1778	0								484	0		0	
353751																															0	3720	15386	0	19012		34		19821	0			9294	1549	4540	0	1624	79958	0	2392			0	2286	61	0	22975	284	100	506	1312	84	0	24944	8442	13175	24524	6467	49								58	181		0	
