"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
3579																																							725	10075	729	0	45830	0	9220	268	0	6063	344208	244225	0	2963	308250	0	2261	7681	49890	0	35958	5000	344208	0	0	6236	0	24452	0	33761	210464		-523	265821	263560	793	57	0	0	11172	
3720																																							0	4591	0	14913	40983	0	1790	46	0	4836	156052	125890	0	1506	138062	0	1169	0	9584	0	17990	2400	156052	0	0	4921	0	10800	975	18328	107562		0	83556	82387	-131	5531	0	0	1082	
3953																																							39	3476	0	0	0	0	4467	235	0	2539	95457	70747	0	476	88505	0	1042	0	17282	0	6952	500	95457	0	0	4772	0	1680	15842	17863	52884		0	69901	68859	0	0	0	0	0	
4138																																							0	6286	0	0	44159	23	5195	1446	0	2253	172401	151624	0	492	155677	0	1300	0	3561	0	16724	300	172401	0	0	16184	0	300	0	19918	131706		0	113928	112628	-60	411	0	0	0	
4147																																							49	2798	0	0	22768	0	4010	0	0	7668	114050	88617	0	1166	101283	0	411	0	11500	0	12767	1950	114050	0	0	8291	0	2230	0	15176	73441		0	73563	73152	296	3605	0	0	0	
4156																																							99	4521	0	0	34611	0	3920	123	0	5155	139774	100899	0	396	126032	0	1366	1783	24737	0	13742	1200	139774	0	0	6319	0	5981	816	15140	85759		0	90112	88746	242	0	0	0	0	
4231																																							0	2131	0	0	53448	0	1178	120	0	1276	106688	94355	0	384	94739	0	647	0	0	0	11949	500	106688	0	0	2740	0	9100	0	12999	81356		0	48635	47988	-391	547	0	0	0	
4437																																							1535	3584	0	3946	29576	0	2511	399	0	2768	198343	164436	0	1382	181770	0	1427	0	10144	0	16573	963	198343	0	0	11955	0	3750	0	19331	145105		0	152861	151434	-95	2590	0	0	5808	
4839																																							150	4542	0	0	70199	82	6467	0	0	2759	235106	181754	0	1144	216316	0	1506	0	24900	0	18790	1875	235106	0	0	8570	0	7929	0	34865	146889		0	148813	147307	416	3600	0	0	8518	
5005																																							666	3854	0	3226	84531	0	8310	0	0	11558	315452	254854	0	4790	282583	0	1714	2029	22939	0	32869	0	315452	0	0	2430	0	28875	0	31063	223791		0	193425	191711	1564	9567	0	0	0	
5050																																							37	2667	0	0	27020	0	1350	280	0	1074	82611	69246	0	269	74831	0	761	0	5316	0	7780	400	82611	0	0	5553	0	1400	0	12115	57131		0	50944	50183	427	0	0	0	0	
5069																																							0	2806	0	0	13156	0	19186	0	0	3241	323158	256977	0	4271	261248	0	6684	0	0	0	61910	4500	323158	0	0	53012	0	4129	0	10854	246123		0	247853	241169	269	43600	0	0	0	
5135																																							16	7062	0	0	25370	0	3644	441	0	5926	210576	173751	0	799	186550	0	1862	1042	12000	0	24026	651	210576	0	0	6706	0	16611	0	23977	149774		0	149041	147179	58	19896	0	0	0	
5210																																							938	21757	199	24560	380809	0	11992	381	0	39367	917145	647718	0	6505	851189	0	3938	0	163156	0	65956	4798	917145	0	0	57948	0	5455	511	75141	572577		0	440569	436631	-2245	0	0	0	33810	
5247																																							200	30502	0	0	200725	0	23856	0	0	62116	1070414	914063	0	5294	936494	0	4368	0	3361	0	133920	700	1070414	0	0	56137	0	77268	21	196696	717367		0	729362	724994	-185	28000	0	0	13776	
5274																																							7932	1325	0	0	24492	0	3450	0	0	4974	120385	98377	0	1276	108757	0	733	0	8455	0	11628	1	120385	0	0	7752	0	3846	0	9979	88398		0	77896	77163	29	1049	0	0	649	
5331																																							7	9074	0	0	167770	0	14538	196	0	8351	326079	193370	0	2105	302596	0	781	0	25121	0	23483	2580	326079	0	0	12442	0	8360	0	43045	150325		0	125224	124443	101	1700	0	0	82000	
5461																																							164	13263	1151	0	143189	727	3904	0	0	4853	360456	332371	0	1601	334458	0	2143	0	486	0	25998	2059	360456	0	0	18380	0	4241	0	34878	297493		0	189228	187085	1318	6120	0	0	0	
5751																																							0	1606	0	0	44443	0	361	0	0	2843	98154	74394	0	127	75696	0	772	0	0	0	22458	600	98154	0	0	20904	0	700	0	6099	68295		0	49673	48901	254	0	0	1175	0	
6039																																							722	2413	0	0	8362	0	2361	718	0	2078	75726	67045	0	308	67353	0	1060	0	0	0	8373	469	75726	0	0	3326	0	4600	0	10950	56095		0	54996	53936	-22	5136	0	0	0	
6057																																							29	278	0	102	3179	0	224	65	0	357	15799	13433	0	107	14440	0	169	0	900	0	1359	25	15799	0	0	1260	0	100	0	1564	11869		0	10923	10754	-26	811	0	0	0	
6141																																							0	3213	0	13253	0	0	370	0	0	368	34877	31013	0	112	31125	0	285	0	0	0	3752	400	34877	0	0	152	0	3200	0	8869	22144		0	15558	15273	0	2400	0	0	0	
6329																																							60	9228	0	1146	43960	0	8750	13	0	6754	243908	216007	0	590	221000	0	2469	0	0	0	22908	2600	243908	0	0	12130	0	7700	0	49760	166247		0	176466	173997	478	0	0	4403	0	
6972																																							0	50411	0	216031	40994	6639	10471	0	0	13206	704489	598685	0	2346	608491	0	5268	1043	2853	0	95998	2600	704489	0	0	70559	0	22400	15421	153383	445302		0	300956	295688	439	54585	0	0	4607	
7009																																							2000	2749	0	0	295164	0	574	0	0	6425	615782	558210	0	5505	563715	0	0	0	0	0	52067	500	615782	0	0	49838	0	542	0	52445	505765		0	273870	273870	1187	35000	0	0	0	
7045																																							0	6930	0	8128	27404	0	1497	0	0	1321	112296	101402	0	285	101687	0	655	0	0	0	10609	100	112296	0	0	8104	0	2325	0	14848	86554		0	50671	50016	80	17000	0	0	0	
7157																																							0	1622	0	0	9868	0	208	0	0	296	31646	27562	0	186	27748	0	258	0	0	0	3898	200	31646	0	0	3533	0	200	0	4542	23020		0	17726	17468	-35	2184	0	0	0	
7166																																							551	13851	79	3067	38803	0	7514	0	0	17219	556868	502851	0	2356	508207	0	6367	0	3000	0	48661	5220	556868	0	0	36550	0	6352	2685	143008	359843		0	451086	444719	539	28380	0	0	0	
7456																																							0	1166	0	1180	15392	0	330	0	0	646	37570	33295	0	453	33748	0	352	0	0	0	3822	400	37570	0	0	1147	0	2400	0	7308	25987		0	19059	18707	-125	149	0	0	0	
7634																																							100	2126	0	419	11322	0	654	5	0	711	38871	33614	0	110	33724	0	621	0	0	0	5147	200	38871	0	0	1904	0	3000	0	5713	27901		0	22929	22308	43	1226	0	0	0	
8033																																							695	1791	0	0	3270	0	511	0	0	1870	64828	45136	0	419	58043	0	683	0	12488	0	6785	774	64828	0	0	2537	0	3476	0	10947	34189		0	52124	51441	-2	5250	0	0	0	
8417																																							0	32582	68250	0	0	0	3648	0	0	124113	3845085	237142	0	157185	2824668	0	767	688600	2430341	0	1020417	800	3845085	0	0	5332	0	1014285	0	193467	43675		0	2473028	2472261	0	354508	101123	0	0	
8462																																							0	6103	0	545	29406	0	365	0	0	665	71831	63012	0	159	63171	0	320	0	0	0	8660	350	71831	0	0	7796	0	350	150	12484	50528		0	29617	29297	164	5300	0	0	0	
8547																																							495	9171	2162	229	32107	0	2690	101	0	13600	254329	190859	0	3273	219427	0	3592	5378	25000	0	34902	350	254329	0	0	13004	0	22321	0	21960	168899		0	186464	182872	-773	5524	0	0	295	
8631																																							84	1653	0	0	17283	0	909	0	0	1999	46624	40034	0	53	40560	0	297	0	0	0	6064	500	46624	0	0	4903	0	800	0	7625	32409		0	24993	24696	-139	0	0	473	0	
9357																																							0	13729	0	0	31372	0	687	0	0	9336	366741	286844	0	636	327259	0	3623	0	31000	0	39482	500	366741	0	0	14615	0	24500	157490	96969	189875		0	153450	149827	-133	4300	0	0	8779	
9553																																							2425	874	0	0	3593	0	274	0	0	3111	63472	47162	0	512	57067	0	567	0	6443	0	6405	400	63472	0	0	4793	0	1200	0	6382	40780		0	53632	53065	12	130	0	2950	0	
9807																																							2007	26367	0	317357	113230	30	8910	1083	0	66245	2285219	1615813	0	13908	2097503	0	42762	0	342377	0	187716	20000	2285219	0	0	97858	0	63858	0	54039	1561774		0	1786752	1743990	6000	6000	0	0	125405	
9955																																							5064	3373	2319	0	25222	0	1756	0	0	1531	86183	74406	0	427	76846	0	414	0	2013	0	9337	110	86183	0	0	6007	0	3023	0	9008	65398		0	45457	45043	197	1875	0	0	0	
10157																																							143	1997	0	4053	21970	0	876	80	0	1677	62091	53905	0	145	57050	0	1030	258	3000	0	5041	250	62091	0	0	2301	0	2560	0	8091	45814		0	29097	28067	-70	2970	0	0	0	
10250																																							892	7514	0	0	50142	0	5613	123	0	3570	302192	273329	0	995	278524	0	2549	0	3000	0	23668	1500	302192	0	0	4656	0	17000	0	41296	232033		0	229739	227190	512	7148	0	0	1200	
10849																																							13526	3178	0	50020	391	0	3674	0	0	4486	226916	186710	0	907	204523	0	2001	694	16906	0	22393	16	226916	0	0	12370	0	10006	237	22140	164570		0	152711	150710	1	0	0	0	0	
10858																																							57	10345	236	55620	0	0	6388	0	0	6421	391931	333679	0	3201	360396	0	4241	2957	7129	0	31535	2500	391931	5602	0	14280	0	14755	25656	36890	296789		0	262890	258649	0	20000	0	0	16387	
11145																																							105	4019	99	1433	18798	0	4598	538	0	1825	138419	112383	0	269	125621	0	1546	450	12969	0	12798	1000	138419	0	0	7683	0	4000	0	15806	96577		0	104350	102804	115	3750	0	0	0	
11640																																							0	9914	0	0	77843	0	2932	0	0	9751	214189	173899	0	1816	194948	0	1245	0	18133	0	19241	650	214189	0	0	1570	0	16800	0	43115	130784		0	114994	113749	221	0	0	1100	0	
11837																																							0	1227	0	0	26848	0	1082	243	0	2199	91904	75902	0	602	83004	0	1044	0	6500	0	8900	314	91904	0	0	714	0	7686	0	4938	70964		0	60169	59125	186	1180	0	0	0	
12030																																							0	8439	0	655	14428	0	4053	0	0	4950	239330	210102	0	2298	218400	0	4602	1178	6000	0	20930	300	239330	0	0	20358	0	300	0	24274	185828		0	208261	203659	-28	1968	0	0	0	
12058																																							575	2828	0	1159	22380	0	1542	154	0	1320	97033	85236	0	352	87703	0	720	0	2115	0	9330	200	97033	0	0	7464	0	1650	525	10924	74312		0	65795	65075	16	1475	0	0	0	
12142																																							811	10285	0	5733	81751	0	5013	30	0	2755	174161	153422	0	391	153813	0	1365	0	0	0	20348	1250	174161	0	0	5489	0	13250	0	25286	128136		0	68148	66783	359	1000	0	0	0	
12245																																							41	3338	0	0	31775	0	1277	100	0	1134	97909	82697	0	794	86491	0	720	0	3000	0	11418	1419	97909	0	0	5917	0	3581	0	16195	66502		0	60264	59544	501	700	0	0	0	
12311	52903	768158	97393	2016	4127023	9735	355086	8951	11299	2164434	32105960	11299	1077088	30139959	465679	266489	187717	5027464	980714	1500322	39999	32105960	343235	23467	1121063	0	348125	223469		0	23391882	23125393	-8865	85372	1393247	1048631	0	1048631									11299		32105958	20547429	11299		30139957				5027464											3756805	16790624						543776	85372	30620	1393247	
12647																																							17	4163	0	15181	0	0	996	0	0	604	60974	54315	0	218	54533	0	493	0	0	0	6441	125	60974	0	0	691	0	5625	242	11114	43201		0	38264	37771	0	2000	0	0	0	
12656																																							5	261	0	703	0	0	197	33	0	163	8908	8046	0	39	8085	0	200	0	0	0	823	72	8908	0	0	363	0	388	0	1355	6691		0	7041	6841	0	705	0	0	0	
12937																																							5862	4253	0	0	14133	0	4256	0	0	1772	143239	124907	0	522	128847	0	962	0	3418	0	14392	750	143239	0	0	8422	0	5250	469	29635	95272		0	113456	112494	-30	0	0	0	0	
12946																																							607	10418	4041	1314	150784	971	7730	227	0	13032	472372	410500	0	4323	428168	0	4089	3800	8860	0	44204	1	472372	0	0	39837	0	3749	0	43591	366909		0	283537	279448	617	0	0	4485	0	
12955																																							54	2420	0	4705	9184	0	3700	0	0	1173	102212	85089	0	296	91885	0	849	0	6500	0	10327	1567	102212	0	0	3280	0	5433	201	18103	66986		0	81549	80700	47	75	0	0	0	
13037																																							325	2847	0	0	23486	0	2637	1105	0	3265	110593	95556	0	574	96130	0	2069	0	0	0	14463	900	110593	0	0	13121	0	450	0	14465	81091		0	75204	73135	-8	3793	0	0	0	
13103																																							120	13687	0	4357	316444	0	10667	0	0	8945	840272	655059	0	15149	705745	48	5381	249	14725	0	134479	500	840272	0	0	80345	0	34018	0	26018	629041		0	490470	485089	19616	714	0	0	20812	
13251																																							450	1472	0	0	8633	0	120	131	0	1126	33596	29870	0	164	30034	0	303	0	0	0	3562	25	33596	0	0	1775	0	1725	0	4058	25812		0	21383	21080	37	584	0	0	0	
13457																																							0	811	0	0	5196	0	42	0	0	1673	20318	15039	0	228	15267	0	154	0	0	0	5051	50	20318	0	0	4908	0	50	0	1804	13235		0	12095	11941	43	655	0	0	0	
14052																																							1184	2565	0	116	7248	0	824	65	0	812	63922	58434	0	321	58755	0	685	0	0	0	5167	1000	63922	0	0	2697	0	1500	0	13986	44448		0	50500	49815	-30	1293	0	0	0	
14155																																							0	2319	0	760	9077	0	1558	20	0	2491	90122	70619	0	610	80109	0	891	0	8880	0	10013	176	90122	0	0	9652	0	160	0	10072	60547		0	73239	72348	25	1549	0	0	0	
14258																																							0	23341	0	0	31661	0	4558	0	0	7575	664761	567555	0	1670	609125	0	7040	0	13000	0	55636	500	664761	0	0	39860	0	15088	4969	110864	456691		0	555397	548357	188	44300	0	26900	0	
14409	23277	156152	133409	0	8375123	0	157482	31303	6859	636390	31251938	6859	517042	27643839	147	247813	1850200	735986	300000	3607952	0	31251938	0	0	1072067	0	2502380	0		0	20129556	19881743	33505	0	2332688	289185	0	289185									6859		31251938	22922079	6859		27643838				735986											4056763	18865316						0	0	540000	2332688	
14454																																							0	993	0	0	1578	0	147	0	0	319	40618	35377	0	130	35524	0	839	0	17	0	5094	75	40618	0	0	3181	0	1775	0	2726	32651		0	36495	35656	63	1925	0	0	0	
14650																																							1784	2956	0	1249	1450	0	355	0	0	1284	27230	23684	0	153	23837	0	364	124	0	0	3393	200	27230	0	0	2896	0	300	0	5671	18013		0	16592	16228	-3	1800	0	0	0	
14753																																							0	1682	0	20	12141	0	156	0	0	492	28353	24009	0	116	25525	0	521	0	0	0	2828	300	28353	0	0	348	977	1277	0	4794	19215		0	14383	13862	-74	0	0	1400	0	
14865																																							7	4654	1785	0	58521	0	4564	110	0	3718	161887	141621	0	1019	150125	0	1212	0	6510	0	11762	730	161887	0	0	4177	0	6870	0	21644	119978		0	89740	88528	-15	0	0	975	0	
14940																																							0	3408	0	0	17718	0	3485	0	0	1283	156236	121655	0	754	143634	0	1489	0	0	0	12602	500	156236	0	0	6405	0	5661	0	19064	102591		0	131831	130342	36	0	0	20150	1075	
15536																																							6013	27872	0	70894	43234	0	24592	269	0	18344	1153316	966802	0	4829	973986	0	14673	4840	0	0	179330	356	1153316	0	0	61347	0	117073	0	103179	863623		0	971931	957258	554	0	0	2355	0	
16337																																							361	11845	0	0	52975	0	10030	559	0	9429	339136	290350	0	595	309867	0	2408	0	17074	0	29269	350	339136	0	0	20174	0	8500	0	66114	224236		0	240560	238152	245	15785	0	0	1848	
16458																																							1678	4181	0	26900	43585	0	11531	0	0	1971	194568	161678	0	687	169294	0	1925	0	6929	0	25274	941	194568	0	0	22626	0	2059	240	13766	147912		0	100015	98090	-352	6392	0	0	0	
16551																																							0	1673	0	0	7094	0	1873	0	0	3180	131756	99547	0	284	120733	0	2049	826	20247	0	11023	175	131756	0	0	7117	0	3746	185	15098	84449		0	118974	116925	-15	0	0	655	0	
16748																																							26	2359	296	260	8253	0	1017	153	0	2417	47123	39893	0	445	42338	0	304	0	2000	0	4785	400	47123	0	0	1822	0	2600	86	7923	31971		0	28655	28351	-37	3905	0	0	0	
16944																																							0	2508	0	450	11542	0	221	0	0	250	29102	24514	0	91	24605	0	294	0	0	0	4497	1000	29102	0	0	1961	0	1500	0	4525	19989		0	13425	13131	36	1000	0	0	0	
16953																																							100	1566	0	540	10754	0	119	0	0	306	31394	26161	0	116	26277	0	137	0	0	0	5117	100	31394	0	0	3413	0	1650	0	4543	21618		0	10646	10509	-46	7500	0	0	0	
17110																																							9411	2159	547	0	0	0	1549	0	0	4505	123396	103845	0	1430	107275	0	856	0	0	2000	16121	300	123396	0	0	8835	0	6986	0	0	103845		0	96967	96111	0	0	9114	0	0	
17147																																							1670	33631	537	122	130368	0	10695	27	0	21567	817450	610080	0	2206	753919	0	5754	0	58291	0	63531	2500	817450	0	0	52124	0	7740	0	110873	499208		0	565577	559823	1167	59010	0	45230	38112	
17259																																							11	1157	0	207	22818	0	1045	316	0	1823	58035	49693	0	702	52695	0	129	0	1750	0	5340	769	58035	0	0	3597	0	769	0	5065	44628		0	30787	30658	205	0	0	550	0	
17464																																							3041	35354	5201	1959	43205	2390	21755	0	0	24676	1007089	852462	0	14038	903034	0	10334	6352	36534	0	104055	750	1007089	0	0	68250	0	34840	3225	197694	654768		0	856330	845996	215	13935	0	0	0	
17549																																							531	4886	0	9789	45714	0	7385	2421	0	4505	257412	222716	0	3435	226151	0	2062	0	0	0	31261	1200	257412	0	0	20389	0	8800	0	39423	183293		0	178543	176481	872	5700	0	0	0	
17839																																							77	4211	0	0	28550	0	2288	311	0	3474	177081	142223	0	1633	163808	0	1858	0	10000	0	13273	800	177081	0	0	5851	0	6742	0	29239	112984		0	140028	138170	-120	0	0	6710	3242	
