"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											157	0			0			0	0	0	0	
242											156	0			0			2512	0	0	0	
279											1866	0			0			29244	0	0	0	
354											4	0			0			0	0	0	0	
439											326	0			0			0	0	0	0	
457											40	0			0			0	0	0	0	
505											1933	0			0			24200	0	0	0	
1146											2993	0			0			44289	944	0	0	
1155											533	0			0			3000	0	0	15608	
1351											0	0			0			0	0	0	0	
1454											1093	0			0			0	5	0	0	
1557											90	0			0			23	0	0	0	
1632											1817	0			0			29000	0	0	1294	
1669											682	0			0			521	0	0	0	
1829											1412	0			0			9000	2181	0	1750	
1856											4160	0			0			81000	0	0	50000	
2040											1099	0			0			16469	257	0	0	
2161											238	0			0			0	0	0	0	
2376											8155	0			0			163069	60000	0	0	
2451											259	0			0			1809	0	0	0	
2554											0	0			0			0	0	0	0	
2732											181	0			0			363	0	0	0	
2750											379	0			0			3400	0	0	588	
2938											2441	0			0			40500	0	0	13513	
2956											188	0			0			0	0	0	0	
3252											276	0			0			3240	0	0	0	
3458											74	0			0			0	0	0	1350	
3506											4258	0			0			54600	0	0	4401	
3579											2986	0			0			49890	0	0	11172	
3720											775	0			0			9584	0	0	1082	
3953											893	0			0			17282	0	0	0	
4138											858	0			0			3561	0	0	0	
4147											3222	0			0			11500	0	0	0	
4156											1247	0			0			24737	0	0	0	
4231											0	0			0			0	0	0	0	
4437											877	0			0			10144	0	0	5808	
4839											1397	0			0			24900	0	0	8518	
5005											2174	0			0			22939	16236	0	0	
5050											402	0			0			5316	0	0	0	
5069											0	0			0			0	0	0	0	
5135											934	0			0			12000	0	0	0	
5210											10271	0			0			163156	0	0	33810	
5247											0	0			0			3361	500	0	13776	
5274											3909	0			0			8455	0	0	649	
5331											4568	0			0			25121	0	0	82000	
5461											0	0			0			486	3960	0	0	
5751											0	0			0			0	0	0	0	
6039											273	0			0			0	50	0	0	
6057											112	0			0			900	0	0	0	
6141											0	0			0			0	0	0	0	
6329											692	0			0			0	0	0	0	
6972											715	0			0			2853	0	0	4607	
7009											0	0			0			0	21036	0	0	
7045											0	0			0			0	0	0	0	
7157											23	0			0			0	0	0	0	
7166											2231	0			0			3000	0	0	0	
7456											186	0			0			0	0	0	0	
7634											201	0			0			0	0	0	0	
8033											618	0			0			12488	0	0	0	
8417											6710	0			0			2430341	0	101123	0	
8462											21	0			0			0	0	0	0	
8547											3183	0			0			25000	0	0	295	
8631											102	0			0			0	0	0	0	
9357											2119	0			0			31000	992	0	8779	
9553											608	0			0			6443	0	0	0	
9807											24385	0			0			342377	0	0	125405	
9955											412	0			0			2013	0	0	0	
10157											581	0			0			3000	0	0	0	
10250											1072	0			0			3000	0	0	1200	
10849											1301	0			0			16906	0	0	0	
10858											1343	0			0			7129	0	0	16387	
11145											857	0			0			12969	0	0	0	
11640											2009	0			0			18133	0	0	0	
11837											1067	0			0			6500	0	0	0	
12030											803	0			0			6000	0	0	0	
12058											348	0			0			2115	0	0	0	
12142											739	0			0			0	0	0	0	
12245											344	0			0			3000	512	0	0	
12311	20007	982298	410614	343678	0	641398	462394	1286560	3750	4150745	84756	11299	0	32105958	11299	2595268	27544689	5027464	46	85372	1393247	
12647											162	0			0			0	0	0	0	
12656											29	0			0			0	0	0	0	
12937											724	0			0			3418	0	0	0	
12946											1167	0			0			8860	0	0	0	
12955											603	0			0			6500	0	0	0	
13037											41	0			0			0	0	0	0	
13103											2590	0			0			14725	40819	0	20812	
13251											141	0			0			0	0	0	0	
13457											3	0			0			0	36	0	0	
14052											275	0			0			0	395	0	0	
14155											497	0			0			8880	0	0	0	
14258											4008	0			0			13000	0	0	0	
14409	3589	600000	14237	1326864	1784210	3966467	454412	167591	655	8318025	63901	6859	0	31251938	6859	289184	27354654	735986	0	0	2332688	
14454											145	0			0			17	0	0	0	
14650											99	0			0			0	0	0	0	
14753											9	0			0			0	0	0	0	
14865											558	0			0			6510	0	0	0	
14940											0	0			0			0	0	0	1075	
15536											4656	0			0			0	0	0	0	
16337											1379	0			0			17074	0	0	1848	
16458											652	0			0			6929	0	0	0	
16551											1289	0			0			20247	0	0	0	
16748											320	0			0			2000	0	0	0	
16944											0	0			0			0	0	0	0	
16953											0	0			0			0	0	0	0	
17110											219	0			0			0	0	9114	0	
17147											4760	0			0			58291	0	0	38112	
17259											282	0			0			1750	0	0	0	
17464											2572	0			0			36534	357	0	0	
17549											976	0			0			0	0	0	0	
17839											787	0			0			10000	0	0	3242	
17950											929	0			0			9750	0	0	0	
18050											1122	0			0			4437	0	0	0	
18135											1227	0			0			13873	0	0	5922	
18368											2357	0			0			43313	36	0	0	
18377											118	0			0			1375	0	0	0	
18827											508	0			0			757	0	0	0	
18836											581	0			0			5201	28	0	0	
18854											124	0			0			0	0	0	0	
18957											357	0			0			4365	0	0	0	
19356											0	0			0			0	0	0	0	
19730											44237	0			0			58561	5887	0	15794	
19936											878	0			0			280	0	0	3223	
19972											154	0			0			0	0	0	0	
20053											803	0			0			6779	583	0	375	
20147											430	0			0			2752	0	0	0	
20259											38	0			0			0	7690	0	0	
20370											296	0			0			4000	0	0	0	
20512											983	0			0			15860	0	0	0	
20633											558	0			0			2240	1000	0	0	
20754											0	0			0			0	0	0	0	
20839											590	0			0			9000	0	0	0	
20857											302	0			0			3404	0	0	0	
20866											586	0			0			423	0	0	0	
21256											77	0			0			604	0	0	0	
21359											107	0			0			387	0	0	0	
21630											595	0			0			6729	0	0	0	
21658											629	0			0			2000	0	0	0	
22048											730	0			0			6054	2091	0	1249	
22235											997	0			0			10000	0	0	0	
22356											815	0			0			446	10	0	5144	
22459											483	0			0			1888	0	0	3326	
22543											191	0			0			62	0	0	0	
22552											270	0			0			500	0	0	0	
22730											354	0			0			2142	0	0	1897	
22936											844	0			0			11423	0	0	0	
22954											479	0			0			5512	74	0	0	
23036											0	0			0			115	0	0	3130	
23045											217	0			0			0	0	0	0	
23241											32975	0			0			274273	17585	0	234194	
23456											445	0			0			5404	0	0	0	
23504											1979	0			0			20000	0	0	0	
23540											656	0			0			0	0	0	0	
23643											538	0			0			487	0	0	0	
23755											501	0			0			1000	0	0	0	
23812											5468	0			0			65444	873	0	0	
24006											2455	0			0			0	6	0	0	
24266											7743	0			0			6582	0	0	0	
24453											130	0			0			0	0	0	0	
24659											0	0			0			0	0	0	0	
24668											1375	0			0			453	0	0	7514	
24855											19	0			0			0	0	0	0	
24949											11930	0			0			25500	0	0	632	
25357											480	0			0			3522	0	0	0	
25647											0	0			0			0	0	3000	0	
25852											1648	0			0			17000	0	0	1706	
26149											0	0			0			0	0	0	2067	
26233											2458	0			0			981	4400	0	0	
26242											2037	0			0			23801	0	0	8295	
26457											0	0			0			0	0	0	0	
26756											82	0			0			900	0	0	0	
26765											263	0			0			0	0	0	0	
26859											1769	0			0			11260	0	0	0	
26916											2032	0			0			4000	0	0	4545	
27548											5687	0			0			52210	0	0	27782	
27614											1294	0			0			3000	0	0	5557	
27838											2409	0			0			5000	88	0	0	
27847											764	0			0			6888	0	0	0	
28013											16135	0			0			51208	1326	0	310500	
28152											351	0			0			3183	0	0	0	
28255											634	0			0			5000	0	0	0	
28349											435	0			0			0	0	0	506	
28406											3051	0			0			0	34867	0	0	
28572											969	0			0			16806	1016	0	0	
28732											84	0			0			0	0	0	0	
29104											6559	0			0			115000	3395	0	84757	
29159											94	0			0			526	0	0	0	
29252											978	0			0			7500	0	0	0	
29636											3477	0			0			47591	0	0	0	
29850											0	0			0			112	0	0	0	
29944											0	0			0			0	0	0	0	
29953											465	0			0			7963	0	0	0	
30052											36	0			0			294	0	0	0	
30146											245	0			0			0	0	0	0	
30155											1123	0			0			16970	971	0	0	
30258											615	0			0			10710	515	0	1097	
30418											0	0			0			0	0	0	461595	
30502											3633	0			0			51000	1828	0	9035	
30650											963	0			0			1000	0	0	0	
30810											11367	0			0			2981537	2000	0	0	
30856											798	0			0			200	0	0	9292	
31134											264	0			0			5000	0	0	0	
31255											1481	0			0			12862	0	0	680	
31657											0	0			0			0	0	0	0	
31826											737	0			0			1000	100	0	0	
31835											616	0			0			10500	0	0	0	
32159											169	0			0			690	0	0	0	
32234											43	0			0			0	0	0	12073	
32766											24	0			0			0	0	0	0	
33147											845	0			0			13000	0	0	0	
33259											669	0			0			0	0	0	1415	
33268											75	0			0			0	0	0	0	
33549											10	0			0			0	0	0	0	
33727											1058	0			0			203	0	0	0	
33754											0	0			0			0	0	0	0	
