"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																0	157	224	1126	26	90	0	0	0	0	0	655	0	0	0				
242																0	156	0	365	17	22				0	0	187	0	0	0				
279																0	1866	0	2583	46	111	0	0	0	0	0	606	40	0	0				
354																0	4	2	175	0	83	78	0	0	0	0	86	0	0	0	FEDERAL INCOME TAX                                                                                                                                                                               			
439																0	326	547	2504	0	421	301	0	0	0	0	1210	0	0	0	Investment-Midland Tax Credit                                                                                                                                                                    			
457																0	40	0	804	0	460	0	0	0	0	0	304	439	0	0				
505																0	1933	1124	6464	927	2256	896	0	0	0	0	1151	0	0	0	SPLIT DOLLAR RECEIVABLE                                                                                                                                                                          			
1146																0	2993	0	12415	0	8634	5405	0	0	0	0	788	0	0	0	LTC-Title Plant Invt			
1155																0	533	457	5168	58	3193	33	0	0	0	0	985	3053	0	0	Computer Software                                                                                                                                                                                			
1351																43	0	13	1163	63	164	58	0	0	0	0	986	0	0	0	computer software                                                                                                                                                                                			
1454																0	1093	0	3482	449	691	0	0	0	0	0	1698	0	0	0				
1557																0	90	0	586	64	81	0	0	0	0	0	415	0	0	0				
1632																0	1817	3638	8700	0	1152	0	0	0	0	0	2093	1151	0	0				
1669																29	682	240	8464	79	5513	0	0	0	0	0	2029	5401	0	0				
1829																0	1412	0	4018	337	956	348	0	0	0	0	1650	0	0	0	Prepaid Taxes                                                                                                                                                                                    			
1856																8	4160	0	5778	262	270	0	0	0	0	0	1348	0	0	0				
2040																0	1099	165	3324	217	1376	3	131	0	0	0	684	1025	0	0	Petroleum cleanup receivables                                                                                                                                                                    	Computer software                                                                                                                                                                                		
2161																0	238	104	3306	0	2623	0	0	0	0	0	341	2264	0	0				
2376																0	8155	5362	18123	346	1393	0	0	0	0	0	3213	0	0	0				
2451																0	259	0	566	0	138	46			0	0	169	0	0	0	Data Processing Systems                                                                                                                                                                          			
2554																0	0	0	102	0	4	0	0	0	0	0	98	0	0	0				
2732																0	181	255	3118	123	497	112	0	0	0	0	2185	237	0	0	LEASEHOLD PURCHASE PREMIUM                                                                                                                                                                       			
2750																0	379	0	1739	0	697	0	0	0	0	0	663	605	0	0				
2938																18	2441	1082	5844	46	64	0	0	0	0	0	2257	0	0	0				
2956																0	188	175	1314	32	42	0	0	0	0	0	909	0	0	0				
3252																0	276	149	2355	314	815	212	289	0	0	0	1115	0	0	0	Leases                                                                                                                                                                                           	NP DDA Debits                                                                                                                                                                                    		
3458																0	74	43	278	0	23	0	0	0	0	0	138	0	0	0				
3506																0	4258	3189	44994	0	30902	0	0	0	0	0	6645	25846	0	0				
3579																0	2986	0	6063	437	1555	666	0	0	0	0	1522	0	0	0	Prepaid pension contribution                                                                                                                                                                     			
3720																0	775	600	4836	0	2364	0	0	0	0	0	1097	1699	0	0				
3953																0	893	0	2539	103	584	0	0	0	0	0	1062	481	0	0				
4138																0	858	0	2253	190	521	0	0	0	0	0	874	0	0	0				
4147																0	3222	0	7668	0	4009	0	0	0	0	0	437	3587	0	0				
4156																0	1247	44	5155	0	2661	0	0	0	0	0	1203	2670	0	0				
4231																0	0	293	1276	0	43	0	0	0	0	0	940	0	0	0				
4437																0	877	555	2768	142	319	0	0	0	0	0	1017	96	0	0				
4839																0	1397	0	2759	155	202	0	0	0	0	0	1160	0	0	0				
5005																0	2174	0	11558	0	8137	0	0	0	0	0	1247	6330	0	0				
5050																0	402	5	1074	96	110	0	0	0	0	0	557	0	0	0				
5069																0	0	209	3241	0	1493	601	544	0	0	0	1539	0	0	0	Accounts Receivable                                                                                                                                                                              	Deferred Costs                                                                                                                                                                                   		
5135																89	934	310	5926	174	2507	0	0	0	0	0	2175	2118	0	0				
5210																0	10271	3456	39367	0	21357	0	0	0	0	0	4283	19198	0	0				
5247																0	0	57281	62116	120	227	107	0	0	0	0	4608	0	0	0	Accounts Receivable                                                                                                                                                                              			
5274																0	3909	266	4974	109	270	0	0	0	0	0	529	0	0	0				
5331																0	4568	0	8351	2100	3408	1027	0	0	0	0	375	0	0	0	ACCRUED INTEREST ON SECURITIES PURCHASED                                                                                                                                                         			
5461																0	0	0	4853	380	2820	1635	0	0	0	0	2033	592	0	0	QZAB                                                                                                                                                                                             			
5751																0	0	0	2843	35	1998	0	0	0	0	0	845	1962	0	0				
6039																0	273	165	2078	0	1011	351	439	0	0	0	629	0	0	0	SPLIT DOLLAR LIFE INSURANCE                                                                                                                                                                      	UNPOSTED DEBITS                                                                                                                                                                                  		
6057																0	112	0	357	36	60	0	0	0	0	0	185	0	0	0				
6141																0	0	0	368	56	56	0	0	0	0	0	312	0	0	0				
6329																228	692	375	6754	223	3905	3000	0	0	0	0	1782	322	0	0	BOLI                                                                                                                                                                                             			
6972																0	715	0	13206	0	9379	0	0	0	0	0	3112	8476	0	0				
7009																0	0	445	6425	0	4162	3785	0	0	0	0	1818	0	0	0	Other Receivables                                                                                                                                                                                			
7045																0	0	21	1321	0	461	0	0	0	0	0	830	0	0	0				
7157																0	23	15	296	0	42	26	0	0	0	0	216	0	0	0	LEASE CONTRACT RECEIVABLE                                                                                                                                                                        			
7166																0	2231	2638	17219	0	10265	2790	0	0	0	0	2085	6950	0	0	TAX CREDIT INVESTMENT                                                                                                                                                                            			
7456																0	186	0	646	0	114	40	66	0	0	0	346	0	0	0	pre-paid computer maintenance                                                                                                                                                                    	pre-paid health insurance                                                                                                                                                                        		
7634																0	201	69	711	45	106	31	0	0	0	0	335	0	0	0	PL Late Feeds Receivable                                                                                                                                                                         			
8033																0	618	51	1870	45	644	3	17	6	0	0	557	573	0	0	Accrued late Charges on Loans                                                                                                                                                                    	Fed Income Taxe Depreciation                                                                                                                                                                     	Computer Software                                                                                                                                                                                	
8417																0	6710	0	124113	0	92252	44625	31260	0	0	0	25151	0	0	0	AIR  - Trust Fees                                                                                                                                                                                	AIR - Settlements                                                                                                                                                                                		
8462																0	21	0	665	0	16	0	0	0	0	0	628	0	0	0				
8547																0	3183	1233	13600	0	7869				0	0	1315	6182	0	0				
8631																24	102	123	1999	65	1595	0	0	0	0	0	179	1504	0	0				
9357																0	2119	0	9336	0	5629	3026	0	0	0	0	1588	0	0	0	NEVADA ATM/CUSTOMER                                                                                                                                                                              			
9553																0	608	0	3111	136	917	0	0	0	0	0	1586	781	0	0				
9807																0	24385	0	66245	0	32621	31277	0	0	0	0	9239	0	0	0	Bank owned life insurance                                                                                                                                                                        			
9955																0	412	0	1531	0	206	99	68		0	0	913	0	0	0	federated sweep accounts receivable                                                                                                                                                              	KWMI - accounts receivable                                                                                                                                                                       		
10157																0	581	171	1677	62	211	149	0	0	0	0	714	0	0	0	RESERVE FOR TAXES-CURRENT                                                                                                                                                                        			
10250																6	1072	0	3570	300	985	444	0	0	0	0	1513	210	0	0	Computer Software                                                                                                                                                                                			
10849																0	1301	341	4486	0	1524	0	0	0	0	0	1320	1074	0	0				
10858																0	1343	1051	6421	0	755	0	0	0	0	0	3272	0	0	0				
11145																0	857	316	1825	159	206	0	0	0	0	0	446	43	0	0				
11640																0	2009	518	9751	0	4996	0	0	0	0	0	2228	4539	0	0				
11837																0	1067	0	2199	0	465	350			0	0	667	0	0	0	Income Tax Payable - State			
12030																0	803	695	4950	64	1278	535	0	0	0	0	2174	447	0	0	Reclassed NSF                                                                                                                                                                                    			
12058																0	348	0	1320	50	50	0	0	0	0	0	922	0	0	0				
12142																0	739	123	2755	346	494	138	0	0	0	0	1399	0	0	0	Deferred loan origination cost                                                                                                                                                                   			
12245																0	344	0	1134	197	229	0	0	0	0	0	561	0	0	0				
12311	0	84756	0	2164434	0	1973617	594895	0	0	0	0	106061	977830	26725	0		84756														Operating lease receivables                                                                                                                                                                      			
12647																0	162	0	604	29	72	0	0	0	0	0	370	0	0	0				
12656																16	29	8	163	25	41				0	0	85	0	0	0				
12937																0	724	164	1772	212	264	0	0	0	0	0	620	0	0	0				
12946																0	1167	0	13032	0	8788	0	0	0	0	0	3077	8191	0	0				
12955																0	603	0	1173	77	88	0	0	0	0	0	482	0	0	0				
13037																0	41	310	3265	0	2306				0	0	608	0	0	0				
13103																0	2590	0	8945	0	3300	0	0	0	0	0	3055	1498	0	0				
13251																0	141	0	1126	0	661	0	0	0	0	0	324	661	0	0				
13457																0	3	0	1673	0	1167	0	0	0	0	0	503	1164	0	0				
14052																0	275	216	812	62	70	0	0	0	0	0	251	0	0	0				
14155																18	497	0	2491	62	1032	0	0	0	0	0	962	950	0	0				
14258																0	4008	0	7575	348	1025	646	0	0	0	0	2542	0	0	0	Fine Arts                                                                                                                                                                                        			
14409	0	63901	0	636390	0	474109	0	0	0	0	0	98380	268750	91100	0		63901																	
14454																0	145	0	319	0	11	0	0	0	0	0	163	0	0	0				
14650																0	99	114	1284	34	949	0	0	0	0	0	122	915	0	0				
14753																0	9	0	492	48	66	0	0	0	0	0	417	0	0	0				
14865																0	558	428	3718	0	1393	0	0	0	0	0	1339	986	0	0				
14940																0	0	559	1283	172	172	0	0	0	0	0	552	0	0	0				
15536																0	4656	3243	18344	240	2984	1923			0	0	7461	0	0	0	REPOSSESSED COMMERCIAL PROPERTY                                                                                                                                                                  			
16337																0	1379	0	9429	0	6091	0	0	0	0	0	1959	5360	0	0				
16458																0	652	55	1971	0	306	201	0	0	0	0	958	0	0	0	IPS Deposit                                                                                                                                                                                      			
16551																30	1289	769	3180	45	357	0	0	0	0	0	765	282	0	0				
16748																0	320	189	2417	36	1692	112			0	0	216	1544	0	0	Prepaid Dealer Reserve                                                                                                                                                                           			
16944																0	0	0	250	36	36	0	0	0	0	0	214	0	0	0				
16953																0	0	0	306	14	14	0	0	0	0	0	292	0	0	0				
17110																0	219	0	4505	0	4108	3497			0	0	178	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE                                                                                                                                                      			
17147																10	4760	536	21567	1195	12912	0	0	0	0	0	3359	10695	0	0				
17259																28	282	0	1823	74	1107	0	0	0	0	0	434	1004	0	0				
17464																4	2572	1724	24676	1376	17237	0	0	0	0	0	3143	13926	0	0				
17549																0	976	0	4505	1848	1858	0	0	0	0	0	1671	0	0	0				
17839																0	787	729	3474	0	268	116	131	0	0	0	1690	0	0	0	CRA FUND                                                                                                                                                                                         	TRANSFERS IN PROCESS                                                                                                                                                                             		
17950																0	929	73	2664	56	355	0	0	0	0	0	1307	269	0	0				
18050																0	1122	560	3501	163	527	185	0	0	0	0	1292	0	0	0	Unposted debits                                                                                                                                                                                  			
18135																0	1227	0	4894	256	2846	0	0	0	0	0	821	2500	0	0				
18368																0	2357	3676	9917	0	1247	314	0	0	0	0	2637	0	0	0	VISA IN PROCESS                                                                                                                                                                                  			
18377																0	118	5	209	0	24	0	0	0	0	0	62	0	0	0				
18827																0	508	182	1730	95	160	0	0	0	0	0	880	0	0	0				
18836																0	581	484	4841	0	3150				0	0	626	2691	0	0				
18854																0	124	0	387	0	7				0	0	256	0	0	0				
18957																0	357	0	1664	0	942	0	0	0	0	0	365	885	0	0				
19356																0	0	0	823	71	371	0	0	0	0	0	452	300	0	0				
19730																0	44237	0	85996	0	36329	0	0	0	0	0	5430	34130	0	0				
19936																0	878	429	3175	96	833	8	0	0	0	0	1035	729	0	0	Other Assets                                                                                                                                                                                     			
19972																0	154	161	2389	123	2004	0	0	0	0	0	70	1789	0	0				
20053																0	803	130	1187	0	17	0	0	0	0	0	237	0	0	0				
20147																0	430	0	1020	72	313	56	0	0	0	0	277	0	0	0	Federal Income  Tax Payable                                                                                                                                                                      			
20259																0	38	0	529	8	212	0	0	0	0	0	279	0	0	0				
20370																0	296	533	5102	166	3804	78	292	67	0	0	469	3142	0	0	Late Fees Outstanding                                                                                                                                                                            	SBA Servicing Asset                                                                                                                                                                              	Software Owned                                                                                                                                                                                   	
20512																0	983	354	2197	0	313	269	0	0	0	0	547	0	0	0	BENTLEY RECEIVABLES.                                                                                                                                                                             			
20633																0	558	953	2911	183	292	0	0	0	0	0	1108	0	0	0				
20754																0	0	0	109	0	5	5	0	0	0	0	104	0	0	0	curr fed txs (4) curr st txs (1)                                                                                                                                                                 			
20839																0	590	320	1927	0	497	395	0	0	0	0	520	0	0	0	Non-Post DDA Debits                                                                                                                                                                              			
20857																0	302	0	1382	22	584	300	0	0	0	0	496	262	0	0	Prepaid insurance                                                                                                                                                                                			
20866																0	586	384	5510	0	4036				0	0	504	3381	0	0				
21256																0	77	0	835	0	718				0	0	40	718	0	0				
21359																0	107	0	381	0	87				0	0	187	63	0	0				
21630																0	595	0	1039	0	15	0	0	0	0	0	429	0	0	0				
21658																0	629	0	3301	0	1922	0	0	0	0	0	750	1889	0	0				
22048																57	730	181	7726	310	4787	0	0	0	0	0	2028	4043	0	0				
22235																0	997	1038	4467	0	514	228	0	0	0	0	1918	0	0	0	Infestment in State of Georgia Fund                                                                                                                                                              			
22356																0	815	0	5817	0	3433	0	0	0	0	0	1569	2747	0	0				
22459																46	483	313	1546	239	292	0	0	0	0	0	458	0	0	0				
22543																0	191	0	548	65	79	0	0	0	0	0	278	0	0	0				
22552																0	270	0	855	0	66	0	0	0	0	0	519	0	0	0				
22730																0	354	0	992	45	63	0	0	0	0	0	575	0	0	0				
22936																0	844	555	3106	187	478	246	0	0	0	0	1229	0	0	0	Deferred Compensation Annuity Contracts                                                                                                                                                          			
22954																0	479	195	1943	0	604	0	0	0	0	0	665	522	0	0				
23036																0	0	1747	6159	44	54	0	0	0	0	0	4358	0	0	0				
23045																0	217	0	438	0	6	0	0	0	0	0	215	0	0	0				
23241																0	32975	13968	113545	0	54372	13948	0	0	0	0	12230	36494	0	0	Equipment leased to others			
23456																0	445	0	1151	64	66	0	0	0	0	0	640	0	0	0				
23504																0	1979	419	7120	0	2466	914	0	0	0	0	2256	0	0	0	Prepaid Pension                                                                                                                                                                                  			
23540																0	656	0	1891	95	131	0	0	0	0	0	1104	0	0	0				
23643																539	538	349	3434	612	1165	0	0	0	0	0	1382	0	0	0				
23755																0	501	89	1164	154	253	89	0	0	0	0	321	0	0	0	Arrogated investment interest receivable                                                                                                                                                         			
23812																0	5468	3347	12836	794	2400	0	0	0	0	0	1621	0	0	0				
24006																0	2455	0	11034	1928	2656	0	0	0	0	0	5923	0	0	0				
