RCON6979,IDRSSD,RCON9999
false,37,2006-12-31
false,242,2006-12-31
false,279,2006-12-31
false,354,2006-12-31
false,439,2006-12-31
false,457,2006-12-31
false,505,2006-12-31
false,1146,2006-12-31
false,1155,2006-12-31
false,1351,2006-12-31
false,1454,2006-12-31
false,1557,2006-12-31
false,1632,2006-12-31
false,1669,2006-12-31
false,1829,2006-12-31
false,1856,2006-12-31
false,2040,2006-12-31
false,2161,2006-12-31
false,2376,2006-12-31
false,2451,2006-12-31
false,2554,2006-12-31
false,2732,2006-12-31
false,2750,2006-12-31
false,2938,2006-12-31
false,3252,2006-12-31
false,3458,2006-12-31
false,3506,2006-12-31
false,3720,2006-12-31
false,3953,2006-12-31
false,4138,2006-12-31
false,4156,2006-12-31
false,4231,2006-12-31
false,4437,2006-12-31
false,4839,2006-12-31
false,5005,2006-12-31
false,5069,2006-12-31
false,5135,2006-12-31
false,5210,2006-12-31
false,5331,2006-12-31
false,5461,2006-12-31
false,5751,2006-12-31
false,6039,2006-12-31
false,6057,2006-12-31
false,6141,2006-12-31
false,6329,2006-12-31
false,6972,2006-12-31
false,7009,2006-12-31
false,7045,2006-12-31
false,7157,2006-12-31
false,7456,2006-12-31
false,7634,2006-12-31
false,8033,2006-12-31
false,8462,2006-12-31
false,8631,2006-12-31
false,9357,2006-12-31
false,9553,2006-12-31
false,9807,2006-12-31
false,9955,2006-12-31
false,10157,2006-12-31
false,10250,2006-12-31
false,10849,2006-12-31
false,10858,2006-12-31
false,11145,2006-12-31
false,11640,2006-12-31
false,11837,2006-12-31
false,12030,2006-12-31
false,12058,2006-12-31
false,12142,2006-12-31
false,12245,2006-12-31
false,12311,2006-12-31
false,12647,2006-12-31
false,12656,2006-12-31
false,12937,2006-12-31
false,12946,2006-12-31
false,12955,2006-12-31
false,13037,2006-12-31
false,13103,2006-12-31
false,13251,2006-12-31
false,13457,2006-12-31
false,14052,2006-12-31
false,14155,2006-12-31
false,14258,2006-12-31
false,14409,2006-12-31
false,14454,2006-12-31
false,14650,2006-12-31
false,14753,2006-12-31
false,14865,2006-12-31
false,15536,2006-12-31
false,16337,2006-12-31
false,16458,2006-12-31
false,16551,2006-12-31
false,16748,2006-12-31
false,16944,2006-12-31
false,16953,2006-12-31
false,17110,2006-12-31
false,17147,2006-12-31
false,17259,2006-12-31
false,17464,2006-12-31
false,17839,2006-12-31
false,17950,2006-12-31
false,18050,2006-12-31
false,18135,2006-12-31
false,18377,2006-12-31
false,18827,2006-12-31
false,18836,2006-12-31
false,18854,2006-12-31
false,18957,2006-12-31
false,19356,2006-12-31
true,19730,2006-12-31
false,19936,2006-12-31
false,19972,2006-12-31
false,20053,2006-12-31
false,20147,2006-12-31
false,20259,2006-12-31
false,20370,2006-12-31
false,20512,2006-12-31
false,20633,2006-12-31
false,20839,2006-12-31
false,20857,2006-12-31
false,20866,2006-12-31
false,21256,2006-12-31
false,21359,2006-12-31
false,21630,2006-12-31
false,21658,2006-12-31
false,22048,2006-12-31
false,22235,2006-12-31
false,22356,2006-12-31
false,22459,2006-12-31
false,22543,2006-12-31
false,22552,2006-12-31
false,22730,2006-12-31
false,22936,2006-12-31
false,22954,2006-12-31
false,23036,2006-12-31
false,23045,2006-12-31
false,23241,2006-12-31
false,23456,2006-12-31
false,23504,2006-12-31
false,23540,2006-12-31
false,23643,2006-12-31
false,23755,2006-12-31
false,23812,2006-12-31
false,24006,2006-12-31
false,24266,2006-12-31
false,24453,2006-12-31
false,24659,2006-12-31
false,24668,2006-12-31
false,24855,2006-12-31
false,24949,2006-12-31
false,25357,2006-12-31
true,25647,2006-12-31
false,25852,2006-12-31
false,26149,2006-12-31
false,26233,2006-12-31
false,26242,2006-12-31
false,26457,2006-12-31
false,26765,2006-12-31
false,26859,2006-12-31
false,26916,2006-12-31
false,27548,2006-12-31
false,27614,2006-12-31
false,27838,2006-12-31
false,27847,2006-12-31
false,28013,2006-12-31
false,28152,2006-12-31
false,28255,2006-12-31
false,28349,2006-12-31
false,28406,2006-12-31
false,28572,2006-12-31
false,28732,2006-12-31
false,29104,2006-12-31
false,29252,2006-12-31
false,29636,2006-12-31
false,29850,2006-12-31
false,29944,2006-12-31
false,29953,2006-12-31
false,30052,2006-12-31
