RCON6979,IDRSSD,RCON9999
false,37,2011-03-31
false,242,2011-03-31
false,279,2011-03-31
false,354,2011-03-31
false,457,2011-03-31
false,505,2011-03-31
false,1155,2011-03-31
false,1351,2011-03-31
false,1454,2011-03-31
false,1557,2011-03-31
false,1669,2011-03-31
false,1829,2011-03-31
false,1856,2011-03-31
false,2040,2011-03-31
false,2161,2011-03-31
false,2376,2011-03-31
false,2554,2011-03-31
false,2732,2011-03-31
false,2750,2011-03-31
false,3252,2011-03-31
false,3458,2011-03-31
false,3720,2011-03-31
false,3953,2011-03-31
false,4156,2011-03-31
false,4231,2011-03-31
false,4437,2011-03-31
false,4839,2011-03-31
false,5005,2011-03-31
false,5069,2011-03-31
false,5135,2011-03-31
false,5210,2011-03-31
false,5331,2011-03-31
false,5461,2011-03-31
false,5751,2011-03-31
false,6039,2011-03-31
false,6141,2011-03-31
false,6329,2011-03-31
false,6972,2011-03-31
false,7009,2011-03-31
false,7045,2011-03-31
false,7157,2011-03-31
false,7456,2011-03-31
false,7634,2011-03-31
false,8033,2011-03-31
false,8462,2011-03-31
false,8631,2011-03-31
false,9357,2011-03-31
false,9553,2011-03-31
false,9807,2011-03-31
false,9955,2011-03-31
false,10250,2011-03-31
false,10849,2011-03-31
false,10858,2011-03-31
false,11145,2011-03-31
false,11640,2011-03-31
false,11837,2011-03-31
false,12030,2011-03-31
false,12142,2011-03-31
false,12245,2011-03-31
false,12311,2011-03-31
false,12647,2011-03-31
false,12656,2011-03-31
false,12937,2011-03-31
false,12946,2011-03-31
false,12955,2011-03-31
false,13037,2011-03-31
false,13103,2011-03-31
false,13251,2011-03-31
false,13457,2011-03-31
false,14052,2011-03-31
false,14155,2011-03-31
false,14650,2011-03-31
false,14753,2011-03-31
true,14865,2011-03-31
false,14977,2011-03-31
false,16458,2011-03-31
false,16551,2011-03-31
false,16748,2011-03-31
false,16944,2011-03-31
true,16953,2011-03-31
false,17110,2011-03-31
false,17147,2011-03-31
false,17259,2011-03-31
false,17464,2011-03-31
false,17950,2011-03-31
false,18050,2011-03-31
false,18135,2011-03-31
false,18377,2011-03-31
false,18827,2011-03-31
false,18836,2011-03-31
false,18854,2011-03-31
false,18957,2011-03-31
false,19356,2011-03-31
false,19730,2011-03-31
false,19936,2011-03-31
false,19972,2011-03-31
false,20053,2011-03-31
false,20370,2011-03-31
false,20512,2011-03-31
false,20633,2011-03-31
false,20857,2011-03-31
false,21256,2011-03-31
false,21359,2011-03-31
false,21630,2011-03-31
false,21658,2011-03-31
false,22048,2011-03-31
false,22356,2011-03-31
false,22459,2011-03-31
false,22543,2011-03-31
false,22552,2011-03-31
false,22730,2011-03-31
false,22936,2011-03-31
false,22954,2011-03-31
false,23045,2011-03-31
false,23241,2011-03-31
false,23456,2011-03-31
false,23504,2011-03-31
