RCON6979,IDRSSD,RCON9999
false,37,2010-03-31
false,242,2010-03-31
false,279,2010-03-31
false,354,2010-03-31
false,457,2010-03-31
false,505,2010-03-31
false,1155,2010-03-31
false,1351,2010-03-31
false,1454,2010-03-31
false,1557,2010-03-31
false,1632,2010-03-31
false,1669,2010-03-31
false,1829,2010-03-31
false,1856,2010-03-31
false,2040,2010-03-31
false,2161,2010-03-31
false,2376,2010-03-31
false,2451,2010-03-31
false,2554,2010-03-31
false,2732,2010-03-31
false,2750,2010-03-31
false,2938,2010-03-31
false,3252,2010-03-31
false,3458,2010-03-31
false,3720,2010-03-31
false,3953,2010-03-31
false,4138,2010-03-31
false,4156,2010-03-31
false,4231,2010-03-31
false,4437,2010-03-31
false,4839,2010-03-31
false,5005,2010-03-31
false,5069,2010-03-31
false,5135,2010-03-31
false,5210,2010-03-31
false,5331,2010-03-31
false,5461,2010-03-31
false,5751,2010-03-31
false,6039,2010-03-31
false,6141,2010-03-31
false,6329,2010-03-31
true,6972,2010-03-31
false,7009,2010-03-31
false,7045,2010-03-31
false,7157,2010-03-31
false,7456,2010-03-31
false,7634,2010-03-31
false,8033,2010-03-31
false,8462,2010-03-31
false,8631,2010-03-31
false,9357,2010-03-31
false,9553,2010-03-31
false,9807,2010-03-31
false,9955,2010-03-31
false,10157,2010-03-31
false,10250,2010-03-31
false,10849,2010-03-31
false,10858,2010-03-31
false,11145,2010-03-31
false,11640,2010-03-31
false,11837,2010-03-31
false,12030,2010-03-31
false,12142,2010-03-31
false,12245,2010-03-31
false,12311,2010-03-31
false,12647,2010-03-31
false,12656,2010-03-31
false,12937,2010-03-31
false,12946,2010-03-31
false,12955,2010-03-31
false,13037,2010-03-31
false,13103,2010-03-31
false,13251,2010-03-31
false,13457,2010-03-31
false,14052,2010-03-31
false,14155,2010-03-31
false,14454,2010-03-31
false,14650,2010-03-31
false,14753,2010-03-31
false,14865,2010-03-31
false,14977,2010-03-31
false,16337,2010-03-31
false,16458,2010-03-31
false,16551,2010-03-31
false,16748,2010-03-31
false,16944,2010-03-31
true,16953,2010-03-31
false,17110,2010-03-31
false,17147,2010-03-31
false,17259,2010-03-31
false,17464,2010-03-31
false,17950,2010-03-31
false,18050,2010-03-31
false,18135,2010-03-31
false,18377,2010-03-31
false,18827,2010-03-31
false,18836,2010-03-31
false,18854,2010-03-31
false,18957,2010-03-31
false,19356,2010-03-31
false,19730,2010-03-31
false,19936,2010-03-31
false,19972,2010-03-31
false,20053,2010-03-31
false,20370,2010-03-31
false,20512,2010-03-31
false,20633,2010-03-31
false,20857,2010-03-31
false,20866,2010-03-31
false,21256,2010-03-31
false,21359,2010-03-31
false,21630,2010-03-31
false,21658,2010-03-31
false,22048,2010-03-31
false,22356,2010-03-31
false,22459,2010-03-31
false,22543,2010-03-31
false,22552,2010-03-31
false,22730,2010-03-31
