RCON6979,IDRSSD,RCON9999
false,37,2007-12-31
false,242,2007-12-31
false,279,2007-12-31
false,354,2007-12-31
false,457,2007-12-31
false,505,2007-12-31
false,1155,2007-12-31
false,1351,2007-12-31
false,1454,2007-12-31
false,1557,2007-12-31
false,1632,2007-12-31
false,1669,2007-12-31
false,1829,2007-12-31
false,1856,2007-12-31
false,2040,2007-12-31
false,2161,2007-12-31
false,2376,2007-12-31
false,2451,2007-12-31
false,2554,2007-12-31
false,2732,2007-12-31
false,2750,2007-12-31
false,2938,2007-12-31
false,3252,2007-12-31
false,3458,2007-12-31
false,3720,2007-12-31
false,3953,2007-12-31
false,4138,2007-12-31
false,4156,2007-12-31
false,4231,2007-12-31
false,4437,2007-12-31
false,4839,2007-12-31
false,5005,2007-12-31
false,5069,2007-12-31
false,5135,2007-12-31
false,5210,2007-12-31
false,5331,2007-12-31
false,5461,2007-12-31
false,5751,2007-12-31
false,6039,2007-12-31
false,6057,2007-12-31
false,6141,2007-12-31
false,6329,2007-12-31
false,6972,2007-12-31
false,7009,2007-12-31
false,7045,2007-12-31
false,7157,2007-12-31
false,7456,2007-12-31
false,7634,2007-12-31
false,8033,2007-12-31
false,8462,2007-12-31
false,8631,2007-12-31
false,9357,2007-12-31
false,9553,2007-12-31
false,9807,2007-12-31
false,9955,2007-12-31
false,10157,2007-12-31
false,10250,2007-12-31
false,10849,2007-12-31
false,10858,2007-12-31
false,11145,2007-12-31
false,11640,2007-12-31
false,11837,2007-12-31
false,12030,2007-12-31
false,12058,2007-12-31
false,12142,2007-12-31
false,12245,2007-12-31
false,12311,2007-12-31
false,12647,2007-12-31
false,12656,2007-12-31
false,12937,2007-12-31
false,12946,2007-12-31
false,12955,2007-12-31
false,13037,2007-12-31
false,13103,2007-12-31
false,13251,2007-12-31
false,13457,2007-12-31
false,14052,2007-12-31
false,14155,2007-12-31
false,14258,2007-12-31
false,14454,2007-12-31
false,14650,2007-12-31
false,14753,2007-12-31
false,14865,2007-12-31
false,14977,2007-12-31
false,15536,2007-12-31
false,16337,2007-12-31
false,16458,2007-12-31
false,16551,2007-12-31
false,16748,2007-12-31
false,16944,2007-12-31
false,16953,2007-12-31
false,17110,2007-12-31
false,17147,2007-12-31
false,17259,2007-12-31
false,17464,2007-12-31
false,17839,2007-12-31
false,17950,2007-12-31
false,18050,2007-12-31
false,18135,2007-12-31
false,18377,2007-12-31
false,18827,2007-12-31
false,18836,2007-12-31
false,18854,2007-12-31
true,18957,2007-12-31
false,19356,2007-12-31
false,19730,2007-12-31
false,19936,2007-12-31
false,19972,2007-12-31
false,20053,2007-12-31
false,20147,2007-12-31
false,20259,2007-12-31
false,20370,2007-12-31
false,20512,2007-12-31
false,20633,2007-12-31
false,20839,2007-12-31
false,20857,2007-12-31
false,20866,2007-12-31
false,21256,2007-12-31
false,21359,2007-12-31
false,21630,2007-12-31
false,21658,2007-12-31
false,22048,2007-12-31
false,22235,2007-12-31
false,22356,2007-12-31
false,22459,2007-12-31
false,22543,2007-12-31
false,22552,2007-12-31
false,22730,2007-12-31
false,22936,2007-12-31
false,22954,2007-12-31
false,23036,2007-12-31
false,23045,2007-12-31
false,23241,2007-12-31
false,23456,2007-12-31
false,23504,2007-12-31
false,23540,2007-12-31
false,23643,2007-12-31
false,23755,2007-12-31
false,23812,2007-12-31
false,24006,2007-12-31
false,24453,2007-12-31
false,24659,2007-12-31
false,24668,2007-12-31
false,24855,2007-12-31
false,24949,2007-12-31
false,25357,2007-12-31
true,25647,2007-12-31
false,25852,2007-12-31
false,26149,2007-12-31
false,26242,2007-12-31
false,26457,2007-12-31
false,26765,2007-12-31
false,26859,2007-12-31
false,26916,2007-12-31
false,27548,2007-12-31
false,27614,2007-12-31
false,27838,2007-12-31
false,27847,2007-12-31
false,28152,2007-12-31
false,28255,2007-12-31
true,28349,2007-12-31
false,28406,2007-12-31
false,28572,2007-12-31
false,28732,2007-12-31
false,29104,2007-12-31
false,29252,2007-12-31
false,29636,2007-12-31
false,29850,2007-12-31
false,29944,2007-12-31
false,29953,2007-12-31
false,30052,2007-12-31
false,30155,2007-12-31
false,30258,2007-12-31
false,30418,2007-12-31
false,30502,2007-12-31
false,30650,2007-12-31
false,30810,2007-12-31
false,30856,2007-12-31
false,31134,2007-12-31
false,31255,2007-12-31
false,31657,2007-12-31
false,31826,2007-12-31
false,31835,2007-12-31
false,32159,2007-12-31
false,32234,2007-12-31
false,32766,2007-12-31
false,33147,2007-12-31
false,33259,2007-12-31
false,33268,2007-12-31
false,33549,2007-12-31
false,33727,2007-12-31
false,33754,2007-12-31
false,33839,2007-12-31
false,33857,2007-12-31
false,34153,2007-12-31
false,34359,2007-12-31
false,34425,2007-12-31
false,34434,2007-12-31
false,34452,2007-12-31
false,34537,2007-12-31
false,34555,2007-12-31
false,34742,2007-12-31
false,34836,2007-12-31
false,34863,2007-12-31
false,35057,2007-12-31
false,35244,2007-12-31
false,35301,2007-12-31
false,35570,2007-12-31
false,35646,2007-12-31
false,35842,2007-12-31
false,35936,2007-12-31
false,36054,2007-12-31
false,36344,2007-12-31
false,36456,2007-12-31
false,36858,2007-12-31
false,36933,2007-12-31
false,37051,2007-12-31
false,37341,2007-12-31
false,37350,2007-12-31
false,37378,2007-12-31
false,37435,2007-12-31
false,37640,2007-12-31
false,37659,2007-12-31
false,37743,2007-12-31
false,37949,2007-12-31
false,38526,2007-12-31
false,38535,2007-12-31
false,38740,2007-12-31
false,39327,2007-12-31
true,39420,2007-12-31
false,39475,2007-12-31
false,39756,2007-12-31
false,40033,2007-12-31
false,40305,2007-12-31
false,40350,2007-12-31
