RCON6979,IDRSSD,RCON9999
false,37,2017-12-31
false,242,2017-12-31
false,279,2017-12-31
false,354,2017-12-31
false,457,2017-12-31
false,505,2017-12-31
false,1155,2017-12-31
false,1351,2017-12-31
false,1454,2017-12-31
false,1557,2017-12-31
false,1669,2017-12-31
false,1856,2017-12-31
false,2040,2017-12-31
false,2161,2017-12-31
false,2376,2017-12-31
false,2554,2017-12-31
false,2732,2017-12-31
false,2750,2017-12-31
false,3252,2017-12-31
false,3458,2017-12-31
false,3720,2017-12-31
false,3971,2017-12-31
false,4156,2017-12-31
false,4231,2017-12-31
false,4839,2017-12-31
false,5069,2017-12-31
false,5135,2017-12-31
false,5210,2017-12-31
false,5461,2017-12-31
false,5751,2017-12-31
false,6039,2017-12-31
false,6141,2017-12-31
false,6329,2017-12-31
false,7009,2017-12-31
false,7045,2017-12-31
false,7072,2017-12-31
false,7456,2017-12-31
false,7634,2017-12-31
false,8033,2017-12-31
false,8462,2017-12-31
false,8631,2017-12-31
false,9357,2017-12-31
false,9553,2017-12-31
false,9807,2017-12-31
false,9955,2017-12-31
false,10250,2017-12-31
false,10849,2017-12-31
false,11145,2017-12-31
false,11640,2017-12-31
false,11837,2017-12-31
false,12030,2017-12-31
false,12142,2017-12-31
false,12179,2017-12-31
false,12311,2017-12-31
false,12647,2017-12-31
false,12656,2017-12-31
false,12937,2017-12-31
false,12946,2017-12-31
false,13103,2017-12-31
false,13251,2017-12-31
false,13457,2017-12-31
false,14052,2017-12-31
false,14155,2017-12-31
false,14650,2017-12-31
false,14753,2017-12-31
false,14865,2017-12-31
false,14977,2017-12-31
false,16551,2017-12-31
false,16748,2017-12-31
false,17110,2017-12-31
false,17147,2017-12-31
false,17259,2017-12-31
false,17950,2017-12-31
false,17978,2017-12-31
false,18050,2017-12-31
false,18135,2017-12-31
false,18827,2017-12-31
false,18836,2017-12-31
false,18854,2017-12-31
false,19356,2017-12-31
false,19936,2017-12-31
false,19972,2017-12-31
false,20053,2017-12-31
false,20633,2017-12-31
false,20857,2017-12-31
false,21256,2017-12-31
false,21359,2017-12-31
false,21630,2017-12-31
false,21658,2017-12-31
false,22048,2017-12-31
false,22543,2017-12-31
false,22552,2017-12-31
false,22730,2017-12-31
false,22936,2017-12-31
false,23456,2017-12-31
false,23504,2017-12-31
false,23643,2017-12-31
false,23755,2017-12-31
false,24006,2017-12-31
false,24378,2017-12-31
false,24453,2017-12-31
false,24659,2017-12-31
false,24668,2017-12-31
false,24949,2017-12-31
false,25357,2017-12-31
false,25647,2017-12-31
false,26176,2017-12-31
false,26242,2017-12-31
false,26457,2017-12-31
false,26765,2017-12-31
false,27070,2017-12-31
false,27548,2017-12-31
false,27614,2017-12-31
false,27847,2017-12-31
false,28013,2017-12-31
false,28152,2017-12-31
false,28255,2017-12-31
false,28406,2017-12-31
false,28675,2017-12-31
false,28732,2017-12-31
false,29476,2017-12-31
false,29636,2017-12-31
false,29878,2017-12-31
false,30052,2017-12-31
false,30502,2017-12-31
false,30650,2017-12-31
false,30810,2017-12-31
false,31134,2017-12-31
false,31255,2017-12-31
false,31657,2017-12-31
false,31826,2017-12-31
false,31835,2017-12-31
false,32234,2017-12-31
false,32766,2017-12-31
false,32971,2017-12-31
false,33147,2017-12-31
false,33259,2017-12-31
false,33268,2017-12-31
false,33370,2017-12-31
false,33839,2017-12-31
false,33857,2017-12-31
false,34425,2017-12-31
false,34434,2017-12-31
false,34452,2017-12-31
false,34537,2017-12-31
false,34555,2017-12-31
false,34742,2017-12-31
false,35057,2017-12-31
false,35301,2017-12-31
false,35570,2017-12-31
false,35646,2017-12-31
false,35879,2017-12-31
false,36456,2017-12-31
false,36933,2017-12-31
false,37051,2017-12-31
false,37341,2017-12-31
false,37435,2017-12-31
false,37640,2017-12-31
false,37659,2017-12-31
false,37949,2017-12-31
false,38740,2017-12-31
false,39327,2017-12-31
false,39756,2017-12-31
false,40033,2017-12-31
false,40499,2017-12-31
false,40855,2017-12-31
false,41245,2017-12-31
false,41553,2017-12-31
false,41629,2017-12-31
false,41825,2017-12-31
false,41937,2017-12-31
false,41955,2017-12-31
false,42037,2017-12-31
false,42354,2017-12-31
false,42372,2017-12-31
false,42420,2017-12-31
false,42448,2017-12-31
false,42457,2017-12-31
false,43052,2017-12-31
false,43351,2017-12-31
false,43856,2017-12-31
false,43959,2017-12-31
false,44040,2017-12-31
false,44433,2017-12-31
false,44741,2017-12-31
false,44750,2017-12-31
false,44929,2017-12-31
false,45038,2017-12-31
false,45047,2017-12-31
false,45056,2017-12-31
false,45430,2017-12-31
false,45458,2017-12-31
false,45551,2017-12-31
false,45560,2017-12-31
false,45775,2017-12-31
false,46053,2017-12-31
false,46941,2017-12-31
false,47247,2017-12-31
false,47256,2017-12-31
false,47452,2017-12-31
false,47500,2017-12-31
false,48057,2017-12-31
false,48150,2017-12-31
false,48374,2017-12-31
false,48440,2017-12-31
false,49054,2017-12-31
