RCON6979,IDRSSD,RCON9999
false,37,2005-06-30
false,242,2005-06-30
false,279,2005-06-30
false,354,2005-06-30
false,439,2005-06-30
false,457,2005-06-30
false,505,2005-06-30
false,1146,2005-06-30
false,1155,2005-06-30
false,1351,2005-06-30
false,1454,2005-06-30
false,1557,2005-06-30
false,1632,2005-06-30
false,1669,2005-06-30
false,1829,2005-06-30
false,1856,2005-06-30
false,2040,2005-06-30
false,2161,2005-06-30
false,2376,2005-06-30
false,2451,2005-06-30
false,2554,2005-06-30
false,2732,2005-06-30
false,2750,2005-06-30
false,2938,2005-06-30
false,2956,2005-06-30
false,3252,2005-06-30
false,3458,2005-06-30
false,3506,2005-06-30
false,3720,2005-06-30
false,3953,2005-06-30
false,4138,2005-06-30
false,4147,2005-06-30
false,4156,2005-06-30
false,4231,2005-06-30
false,4437,2005-06-30
false,4839,2005-06-30
false,5005,2005-06-30
false,5050,2005-06-30
false,5069,2005-06-30
false,5135,2005-06-30
false,5210,2005-06-30
false,5247,2005-06-30
false,5274,2005-06-30
false,5331,2005-06-30
false,5461,2005-06-30
false,5751,2005-06-30
false,6039,2005-06-30
false,6057,2005-06-30
false,6141,2005-06-30
false,6329,2005-06-30
false,6972,2005-06-30
false,7009,2005-06-30
false,7045,2005-06-30
false,7157,2005-06-30
false,7166,2005-06-30
false,7456,2005-06-30
false,7634,2005-06-30
false,8033,2005-06-30
false,8417,2005-06-30
false,8462,2005-06-30
false,8631,2005-06-30
false,9357,2005-06-30
false,9553,2005-06-30
false,9807,2005-06-30
false,9955,2005-06-30
false,10157,2005-06-30
false,10250,2005-06-30
false,10849,2005-06-30
false,10858,2005-06-30
false,11145,2005-06-30
false,11640,2005-06-30
false,11837,2005-06-30
false,12030,2005-06-30
false,12058,2005-06-30
false,12142,2005-06-30
false,12245,2005-06-30
false,12311,2005-06-30
false,12647,2005-06-30
false,12656,2005-06-30
false,12937,2005-06-30
false,12946,2005-06-30
false,12955,2005-06-30
false,13037,2005-06-30
false,13103,2005-06-30
false,13251,2005-06-30
false,13457,2005-06-30
false,14052,2005-06-30
false,14155,2005-06-30
false,14258,2005-06-30
false,14409,2005-06-30
false,14454,2005-06-30
false,14650,2005-06-30
false,14753,2005-06-30
false,14865,2005-06-30
false,15536,2005-06-30
false,16337,2005-06-30
false,16458,2005-06-30
false,16551,2005-06-30
false,16748,2005-06-30
false,16944,2005-06-30
false,16953,2005-06-30
false,17110,2005-06-30
false,17147,2005-06-30
false,17259,2005-06-30
false,17464,2005-06-30
false,17549,2005-06-30
false,17839,2005-06-30
false,17950,2005-06-30
false,18050,2005-06-30
false,18135,2005-06-30
false,18368,2005-06-30
false,18377,2005-06-30
false,18827,2005-06-30
false,18836,2005-06-30
false,18854,2005-06-30
false,18957,2005-06-30
false,19356,2005-06-30
false,19730,2005-06-30
false,19936,2005-06-30
false,19972,2005-06-30
false,20053,2005-06-30
false,20147,2005-06-30
false,20259,2005-06-30
false,20370,2005-06-30
true,20512,2005-06-30
false,20633,2005-06-30
false,20754,2005-06-30
false,20839,2005-06-30
false,20857,2005-06-30
false,20866,2005-06-30
false,21256,2005-06-30
false,21359,2005-06-30
false,21630,2005-06-30
false,21658,2005-06-30
false,22048,2005-06-30
false,22235,2005-06-30
false,22356,2005-06-30
false,22459,2005-06-30
false,22543,2005-06-30
false,22552,2005-06-30
false,22730,2005-06-30
false,22936,2005-06-30
false,22954,2005-06-30
false,23036,2005-06-30
false,23045,2005-06-30
false,23241,2005-06-30
false,23456,2005-06-30
false,23504,2005-06-30
false,23540,2005-06-30
false,23643,2005-06-30
false,23755,2005-06-30
false,23812,2005-06-30
false,24006,2005-06-30
false,24266,2005-06-30
false,24453,2005-06-30
false,24659,2005-06-30
false,24668,2005-06-30
false,24855,2005-06-30
false,24949,2005-06-30
false,25357,2005-06-30
false,25647,2005-06-30
false,25852,2005-06-30
false,26149,2005-06-30
false,26233,2005-06-30
false,26242,2005-06-30
false,26457,2005-06-30
false,26756,2005-06-30
false,26765,2005-06-30
false,26859,2005-06-30
false,26916,2005-06-30
false,27548,2005-06-30
false,27614,2005-06-30
false,27838,2005-06-30
false,27847,2005-06-30
false,28013,2005-06-30
false,28152,2005-06-30
false,28255,2005-06-30
false,28349,2005-06-30
false,28406,2005-06-30
false,28572,2005-06-30
false,28732,2005-06-30
false,29104,2005-06-30
false,29159,2005-06-30
false,29252,2005-06-30
false,29636,2005-06-30
false,29850,2005-06-30
false,29944,2005-06-30
false,29953,2005-06-30
false,30052,2005-06-30
false,30155,2005-06-30
false,30258,2005-06-30
false,30418,2005-06-30
false,30502,2005-06-30
false,30650,2005-06-30
false,30810,2005-06-30
false,30856,2005-06-30
false,31134,2005-06-30
false,31255,2005-06-30
false,31657,2005-06-30
false,31826,2005-06-30
false,31835,2005-06-30
false,32159,2005-06-30
false,32234,2005-06-30
false,32766,2005-06-30
false,33147,2005-06-30
false,33259,2005-06-30
false,33268,2005-06-30
false,33549,2005-06-30
false,33727,2005-06-30
false,33754,2005-06-30
false,33772,2005-06-30
false,33839,2005-06-30
false,33857,2005-06-30
false,34153,2005-06-30
false,34359,2005-06-30
false,34425,2005-06-30
false,34434,2005-06-30
false,34452,2005-06-30
false,34537,2005-06-30
false,34555,2005-06-30
false,34742,2005-06-30
false,34836,2005-06-30
false,34863,2005-06-30
false,35057,2005-06-30
false,35244,2005-06-30
false,35301,2005-06-30
false,35570,2005-06-30
false,35646,2005-06-30
false,35842,2005-06-30
false,35936,2005-06-30
false,36054,2005-06-30
false,36344,2005-06-30
false,36456,2005-06-30
false,36858,2005-06-30
false,36933,2005-06-30
false,37051,2005-06-30
false,37341,2005-06-30
false,37350,2005-06-30
false,37378,2005-06-30
false,37435,2005-06-30
false,37640,2005-06-30
false,37659,2005-06-30
false,37743,2005-06-30
false,37949,2005-06-30
false,38478,2005-06-30
false,38526,2005-06-30
false,38535,2005-06-30
false,38740,2005-06-30
false,39327,2005-06-30
true,39420,2005-06-30
false,39475,2005-06-30
false,39756,2005-06-30
false,39934,2005-06-30
false,40033,2005-06-30
false,40305,2005-06-30
false,40350,2005-06-30
false,40707,2005-06-30
false,40855,2005-06-30
false,41245,2005-06-30
false,41553,2005-06-30
false,41629,2005-06-30
false,41647,2005-06-30
false,41759,2005-06-30
false,41825,2005-06-30
false,41937,2005-06-30
false,41955,2005-06-30
false,42037,2005-06-30
false,42055,2005-06-30
false,42354,2005-06-30
false,42420,2005-06-30
false,42448,2005-06-30
false,42457,2005-06-30
false,42541,2005-06-30
false,43052,2005-06-30
false,43155,2005-06-30
false,43173,2005-06-30
false,43324,2005-06-30
false,43351,2005-06-30
false,43454,2005-06-30
false,43511,2005-06-30
false,43641,2005-06-30
false,43744,2005-06-30
false,43856,2005-06-30
false,43959,2005-06-30
false,44040,2005-06-30
false,44134,2005-06-30
false,44433,2005-06-30
false,44451,2005-06-30
false,44602,2005-06-30
false,44741,2005-06-30
false,44750,2005-06-30
false,44929,2005-06-30
false,45038,2005-06-30
false,45047,2005-06-30
false,45056,2005-06-30
false,45430,2005-06-30
false,45458,2005-06-30
false,45551,2005-06-30
false,45560,2005-06-30
false,45627,2005-06-30
false,45775,2005-06-30
false,46053,2005-06-30
false,46941,2005-06-30
false,47153,2005-06-30
false,47247,2005-06-30
false,47256,2005-06-30
false,47452,2005-06-30
false,47500,2005-06-30
false,48057,2005-06-30
false,48150,2005-06-30
false,48374,2005-06-30
false,48440,2005-06-30
false,48552,2005-06-30
false,48730,2005-06-30
false,49054,2005-06-30
false,49148,2005-06-30
false,49241,2005-06-30
false,49344,2005-06-30
false,49540,2005-06-30
false,49643,2005-06-30
false,49652,2005-06-30
false,49821,2005-06-30
false,49858,2005-06-30
false,49951,2005-06-30
false,50144,2005-06-30
false,50461,2005-06-30
false,50546,2005-06-30
false,50854,2005-06-30
false,50957,2005-06-30
false,51253,2005-06-30
false,51356,2005-06-30
false,51459,2005-06-30
false,51730,2005-06-30
false,51842,2005-06-30
false,52410,2005-06-30
false,52456,2005-06-30
false,52719,2005-06-30
false,52951,2005-06-30
false,53015,2005-06-30
false,53033,2005-06-30
false,53051,2005-06-30
false,53239,2005-06-30
false,53453,2005-06-30
false,53752,2005-06-30
false,54049,2005-06-30
false,54058,2005-06-30
false,54357,2005-06-30
false,54375,2005-06-30
false,54441,2005-06-30
false,54656,2005-06-30
false,55176,2005-06-30
false,55251,2005-06-30
false,55336,2005-06-30
false,55635,2005-06-30
false,55653,2005-06-30
false,56230,2005-06-30
false,56258,2005-06-30
false,56351,2005-06-30
false,56427,2005-06-30
false,56548,2005-06-30
false,56557,2005-06-30
false,56717,2005-06-30
false,56726,2005-06-30
false,57040,2005-06-30
false,57228,2005-06-30
false,57255,2005-06-30
false,57451,2005-06-30
false,57572,2005-06-30
false,57956,2005-06-30
false,58074,2005-06-30
false,58207,2005-06-30
false,58225,2005-06-30
false,58243,2005-06-30
false,58355,2005-06-30
false,58551,2005-06-30
false,58636,2005-06-30
false,58757,2005-06-30
false,58971,2005-06-30
false,59259,2005-06-30
false,59316,2005-06-30
false,59352,2005-06-30
false,59679,2005-06-30
false,59754,2005-06-30
false,60143,2005-06-30
false,60219,2005-06-30
false,60330,2005-06-30
false,60433,2005-06-30
false,60545,2005-06-30
false,60554,2005-06-30
false,60648,2005-06-30
false,61122,2005-06-30
false,61355,2005-06-30
false,61476,2005-06-30
false,61533,2005-06-30
false,61757,2005-06-30
false,61832,2005-06-30
false,61953,2005-06-30
false,62044,2005-06-30
false,62101,2005-06-30
false,62147,2005-06-30
false,63050,2005-06-30
false,63069,2005-06-30
false,63078,2005-06-30
false,63201,2005-06-30
false,63359,2005-06-30
false,63573,2005-06-30
false,63733,2005-06-30
false,63742,2005-06-30
false,63751,2005-06-30
false,64150,2005-06-30
false,64543,2005-06-30
false,64552,2005-06-30
true,64619,2005-06-30
false,64730,2005-06-30
false,64758,2005-06-30
