RCON6979,IDRSSD,RCON9999
false,37,2004-06-30
false,242,2004-06-30
false,279,2004-06-30
false,354,2004-06-30
false,439,2004-06-30
false,457,2004-06-30
false,505,2004-06-30
false,1146,2004-06-30
false,1155,2004-06-30
false,1351,2004-06-30
false,1454,2004-06-30
false,1557,2004-06-30
false,1632,2004-06-30
false,1669,2004-06-30
false,1829,2004-06-30
false,1856,2004-06-30
false,2040,2004-06-30
false,2161,2004-06-30
false,2376,2004-06-30
false,2451,2004-06-30
false,2554,2004-06-30
false,2732,2004-06-30
false,2750,2004-06-30
false,2938,2004-06-30
false,2956,2004-06-30
false,3252,2004-06-30
false,3458,2004-06-30
false,3506,2004-06-30
false,3579,2004-06-30
false,3720,2004-06-30
false,3953,2004-06-30
false,4138,2004-06-30
false,4147,2004-06-30
false,4156,2004-06-30
false,4231,2004-06-30
false,4437,2004-06-30
false,4745,2004-06-30
false,4839,2004-06-30
false,5005,2004-06-30
false,5050,2004-06-30
false,5069,2004-06-30
false,5135,2004-06-30
false,5210,2004-06-30
false,5247,2004-06-30
false,5274,2004-06-30
false,5331,2004-06-30
false,5461,2004-06-30
false,5751,2004-06-30
false,6039,2004-06-30
false,6057,2004-06-30
false,6141,2004-06-30
false,6329,2004-06-30
false,6972,2004-06-30
false,7009,2004-06-30
false,7045,2004-06-30
false,7157,2004-06-30
false,7166,2004-06-30
false,7456,2004-06-30
false,7634,2004-06-30
false,8033,2004-06-30
false,8417,2004-06-30
false,8462,2004-06-30
false,8547,2004-06-30
false,8631,2004-06-30
false,9357,2004-06-30
false,9553,2004-06-30
false,9807,2004-06-30
false,9955,2004-06-30
false,10157,2004-06-30
false,10250,2004-06-30
false,10849,2004-06-30
false,10858,2004-06-30
false,11145,2004-06-30
false,11640,2004-06-30
false,11837,2004-06-30
false,12030,2004-06-30
false,12058,2004-06-30
false,12142,2004-06-30
false,12245,2004-06-30
false,12311,2004-06-30
false,12647,2004-06-30
false,12656,2004-06-30
false,12937,2004-06-30
false,12946,2004-06-30
false,12955,2004-06-30
false,13037,2004-06-30
false,13103,2004-06-30
false,13251,2004-06-30
false,13309,2004-06-30
false,13457,2004-06-30
false,14052,2004-06-30
false,14155,2004-06-30
false,14258,2004-06-30
false,14409,2004-06-30
false,14454,2004-06-30
false,14650,2004-06-30
false,14753,2004-06-30
false,14865,2004-06-30
false,14940,2004-06-30
false,15536,2004-06-30
false,16337,2004-06-30
false,16458,2004-06-30
false,16551,2004-06-30
false,16748,2004-06-30
false,16944,2004-06-30
false,16953,2004-06-30
false,17110,2004-06-30
false,17147,2004-06-30
false,17259,2004-06-30
false,17464,2004-06-30
false,17549,2004-06-30
false,17839,2004-06-30
false,17950,2004-06-30
false,18050,2004-06-30
false,18135,2004-06-30
false,18368,2004-06-30
false,18377,2004-06-30
false,18827,2004-06-30
false,18836,2004-06-30
false,18854,2004-06-30
false,18957,2004-06-30
false,19356,2004-06-30
false,19730,2004-06-30
false,19936,2004-06-30
false,19972,2004-06-30
false,20053,2004-06-30
false,20147,2004-06-30
false,20259,2004-06-30
false,20370,2004-06-30
true,20512,2004-06-30
false,20633,2004-06-30
false,20754,2004-06-30
false,20839,2004-06-30
false,20857,2004-06-30
false,20866,2004-06-30
false,21256,2004-06-30
false,21359,2004-06-30
false,21630,2004-06-30
false,21658,2004-06-30
false,22048,2004-06-30
false,22235,2004-06-30
false,22356,2004-06-30
false,22459,2004-06-30
false,22543,2004-06-30
false,22552,2004-06-30
false,22730,2004-06-30
false,22936,2004-06-30
false,22954,2004-06-30
false,23036,2004-06-30
false,23045,2004-06-30
false,23241,2004-06-30
false,23456,2004-06-30
false,23504,2004-06-30
false,23540,2004-06-30
false,23643,2004-06-30
false,23755,2004-06-30
false,23812,2004-06-30
false,24006,2004-06-30
false,24266,2004-06-30
false,24453,2004-06-30
false,24659,2004-06-30
false,24668,2004-06-30
false,24855,2004-06-30
false,24949,2004-06-30
false,25357,2004-06-30
false,25647,2004-06-30
false,25852,2004-06-30
false,26149,2004-06-30
false,26233,2004-06-30
false,26242,2004-06-30
false,26457,2004-06-30
false,26756,2004-06-30
false,26765,2004-06-30
false,26859,2004-06-30
false,26916,2004-06-30
false,27548,2004-06-30
false,27614,2004-06-30
false,27838,2004-06-30
false,27847,2004-06-30
false,28013,2004-06-30
false,28152,2004-06-30
false,28255,2004-06-30
false,28349,2004-06-30
false,28406,2004-06-30
false,28572,2004-06-30
false,28732,2004-06-30
false,29104,2004-06-30
false,29159,2004-06-30
false,29252,2004-06-30
false,29636,2004-06-30
false,29850,2004-06-30
false,29944,2004-06-30
false,29953,2004-06-30
false,30025,2004-06-30
false,30052,2004-06-30
false,30146,2004-06-30
false,30155,2004-06-30
false,30258,2004-06-30
false,30418,2004-06-30
false,30502,2004-06-30
false,30650,2004-06-30
false,30810,2004-06-30
false,30856,2004-06-30
false,31134,2004-06-30
false,31152,2004-06-30
false,31255,2004-06-30
false,31657,2004-06-30
false,31826,2004-06-30
false,31835,2004-06-30
false,32159,2004-06-30
false,32234,2004-06-30
false,32766,2004-06-30
false,33147,2004-06-30
false,33259,2004-06-30
true,33268,2004-06-30
false,33549,2004-06-30
false,33727,2004-06-30
false,33754,2004-06-30
false,33772,2004-06-30
false,33839,2004-06-30
false,33857,2004-06-30
false,34153,2004-06-30
false,34359,2004-06-30
false,34425,2004-06-30
false,34434,2004-06-30
false,34452,2004-06-30
false,34537,2004-06-30
false,34555,2004-06-30
false,34742,2004-06-30
false,34836,2004-06-30
false,34863,2004-06-30
false,35057,2004-06-30
false,35244,2004-06-30
false,35301,2004-06-30
false,35570,2004-06-30
false,35646,2004-06-30
false,35842,2004-06-30
false,35936,2004-06-30
false,36054,2004-06-30
false,36344,2004-06-30
false,36456,2004-06-30
false,36858,2004-06-30
false,36933,2004-06-30
false,37051,2004-06-30
false,37341,2004-06-30
false,37350,2004-06-30
false,37378,2004-06-30
false,37435,2004-06-30
false,37640,2004-06-30
false,37659,2004-06-30
false,37743,2004-06-30
false,37949,2004-06-30
false,38478,2004-06-30
false,38526,2004-06-30
false,38535,2004-06-30
false,38740,2004-06-30
false,39327,2004-06-30
true,39420,2004-06-30
false,39475,2004-06-30
false,39756,2004-06-30
false,39934,2004-06-30
false,40033,2004-06-30
false,40305,2004-06-30
false,40350,2004-06-30
false,40707,2004-06-30
false,40855,2004-06-30
false,41245,2004-06-30
false,41553,2004-06-30
false,41629,2004-06-30
false,41647,2004-06-30
false,41759,2004-06-30
false,41825,2004-06-30
false,41937,2004-06-30
false,41955,2004-06-30
false,42037,2004-06-30
false,42055,2004-06-30
false,42354,2004-06-30
false,42420,2004-06-30
false,42448,2004-06-30
false,42457,2004-06-30
false,42541,2004-06-30
false,43052,2004-06-30
false,43155,2004-06-30
false,43173,2004-06-30
false,43324,2004-06-30
false,43351,2004-06-30
false,43454,2004-06-30
false,43511,2004-06-30
false,43641,2004-06-30
false,43744,2004-06-30
false,43856,2004-06-30
false,43959,2004-06-30
false,44040,2004-06-30
false,44134,2004-06-30
false,44433,2004-06-30
false,44451,2004-06-30
false,44602,2004-06-30
false,44741,2004-06-30
false,44750,2004-06-30
false,44929,2004-06-30
false,45038,2004-06-30
false,45047,2004-06-30
false,45056,2004-06-30
false,45270,2004-06-30
false,45430,2004-06-30
false,45458,2004-06-30
false,45551,2004-06-30
false,45560,2004-06-30
false,45627,2004-06-30
false,45775,2004-06-30
false,46053,2004-06-30
false,46941,2004-06-30
false,47153,2004-06-30
false,47247,2004-06-30
false,47256,2004-06-30
false,47452,2004-06-30
false,47500,2004-06-30
false,48057,2004-06-30
false,48150,2004-06-30
false,48374,2004-06-30
false,48440,2004-06-30
false,48552,2004-06-30
false,48673,2004-06-30
false,48730,2004-06-30
false,49054,2004-06-30
false,49148,2004-06-30
false,49241,2004-06-30
false,49344,2004-06-30
false,49540,2004-06-30
false,49643,2004-06-30
false,49652,2004-06-30
false,49821,2004-06-30
false,49858,2004-06-30
false,49951,2004-06-30
false,50144,2004-06-30
false,50461,2004-06-30
false,50546,2004-06-30
false,50854,2004-06-30
false,50957,2004-06-30
false,51253,2004-06-30
false,51347,2004-06-30
false,51356,2004-06-30
false,51459,2004-06-30
false,51730,2004-06-30
false,51842,2004-06-30
false,51972,2004-06-30
