RCON6979,IDRSSD,RCON9999
false,37,2012-03-31
false,242,2012-03-31
false,279,2012-03-31
false,354,2012-03-31
false,457,2012-03-31
false,505,2012-03-31
false,1155,2012-03-31
false,1351,2012-03-31
false,1454,2012-03-31
false,1557,2012-03-31
false,1669,2012-03-31
false,1829,2012-03-31
false,1856,2012-03-31
false,2040,2012-03-31
false,2161,2012-03-31
false,2376,2012-03-31
false,2554,2012-03-31
false,2732,2012-03-31
false,2750,2012-03-31
false,3177,2012-03-31
false,3252,2012-03-31
false,3458,2012-03-31
false,3720,2012-03-31
false,3953,2012-03-31
false,3971,2012-03-31
false,4156,2012-03-31
false,4231,2012-03-31
false,4437,2012-03-31
false,4839,2012-03-31
false,5005,2012-03-31
false,5069,2012-03-31
false,5135,2012-03-31
false,5210,2012-03-31
false,5331,2012-03-31
false,5461,2012-03-31
false,5751,2012-03-31
false,6039,2012-03-31
false,6141,2012-03-31
false,6329,2012-03-31
false,7009,2012-03-31
false,7045,2012-03-31
false,7072,2012-03-31
false,7157,2012-03-31
false,7456,2012-03-31
false,7634,2012-03-31
false,8033,2012-03-31
false,8462,2012-03-31
false,8631,2012-03-31
false,9357,2012-03-31
false,9553,2012-03-31
false,9807,2012-03-31
false,9955,2012-03-31
false,10250,2012-03-31
false,10849,2012-03-31
false,10858,2012-03-31
false,11145,2012-03-31
false,11275,2012-03-31
false,11640,2012-03-31
false,11837,2012-03-31
false,12030,2012-03-31
false,12142,2012-03-31
false,12179,2012-03-31
false,12245,2012-03-31
true,12311,2012-03-31
false,12647,2012-03-31
false,12656,2012-03-31
false,12937,2012-03-31
false,12946,2012-03-31
false,12955,2012-03-31
false,13103,2012-03-31
false,13251,2012-03-31
false,13457,2012-03-31
false,14052,2012-03-31
false,14155,2012-03-31
false,14650,2012-03-31
false,14753,2012-03-31
false,14865,2012-03-31
false,14977,2012-03-31
false,16458,2012-03-31
false,16551,2012-03-31
false,16748,2012-03-31
false,16944,2012-03-31
true,16953,2012-03-31
false,17110,2012-03-31
false,17147,2012-03-31
false,17259,2012-03-31
false,17464,2012-03-31
false,17950,2012-03-31
false,17978,2012-03-31
false,18050,2012-03-31
false,18135,2012-03-31
false,18377,2012-03-31
false,18827,2012-03-31
false,18836,2012-03-31
false,18854,2012-03-31
false,18957,2012-03-31
false,19356,2012-03-31
false,19730,2012-03-31
false,19936,2012-03-31
false,19972,2012-03-31
false,20053,2012-03-31
false,20512,2012-03-31
false,20633,2012-03-31
false,20857,2012-03-31
false,21256,2012-03-31
false,21359,2012-03-31
false,21630,2012-03-31
false,21658,2012-03-31
false,22048,2012-03-31
false,22356,2012-03-31
false,22543,2012-03-31
false,22552,2012-03-31
false,22730,2012-03-31
false,22936,2012-03-31
false,22954,2012-03-31
false,23045,2012-03-31
false,23456,2012-03-31
false,23504,2012-03-31
