RCON6979,IDRSSD,RCON9999
false,37,2019-12-31
false,242,2019-12-31
false,279,2019-12-31
false,354,2019-12-31
false,457,2019-12-31
false,505,2019-12-31
false,1155,2019-12-31
false,1351,2019-12-31
false,1454,2019-12-31
false,1669,2019-12-31
false,1856,2019-12-31
false,2161,2019-12-31
false,2732,2019-12-31
false,2750,2019-12-31
false,3252,2019-12-31
false,3458,2019-12-31
false,3720,2019-12-31
false,3971,2019-12-31
false,4156,2019-12-31
false,4231,2019-12-31
false,5069,2019-12-31
false,5135,2019-12-31
false,5210,2019-12-31
false,5461,2019-12-31
false,5751,2019-12-31
false,6039,2019-12-31
false,6329,2019-12-31
false,7009,2019-12-31
false,7045,2019-12-31
false,7072,2019-12-31
false,7456,2019-12-31
false,7634,2019-12-31
false,8033,2019-12-31
false,8462,2019-12-31
false,8631,2019-12-31
false,9357,2019-12-31
false,9553,2019-12-31
false,9807,2019-12-31
false,9955,2019-12-31
false,10250,2019-12-31
false,10849,2019-12-31
false,11145,2019-12-31
false,11640,2019-12-31
false,11837,2019-12-31
false,12030,2019-12-31
false,12142,2019-12-31
false,12311,2019-12-31
false,12647,2019-12-31
false,12656,2019-12-31
false,12946,2019-12-31
false,13103,2019-12-31
false,13251,2019-12-31
false,13457,2019-12-31
false,14155,2019-12-31
false,14650,2019-12-31
false,14753,2019-12-31
false,14865,2019-12-31
false,14977,2019-12-31
false,16551,2019-12-31
false,16748,2019-12-31
false,17110,2019-12-31
false,17147,2019-12-31
false,17259,2019-12-31
false,17950,2019-12-31
false,17978,2019-12-31
false,18050,2019-12-31
false,18135,2019-12-31
false,18827,2019-12-31
false,18836,2019-12-31
false,18854,2019-12-31
false,19356,2019-12-31
false,19936,2019-12-31
false,19972,2019-12-31
false,20053,2019-12-31
false,20633,2019-12-31
false,20857,2019-12-31
false,21256,2019-12-31
false,21359,2019-12-31
false,21658,2019-12-31
false,22048,2019-12-31
false,22543,2019-12-31
false,22552,2019-12-31
false,22730,2019-12-31
false,23456,2019-12-31
false,23504,2019-12-31
false,23643,2019-12-31
false,23755,2019-12-31
false,24006,2019-12-31
false,24378,2019-12-31
false,24453,2019-12-31
false,24659,2019-12-31
false,24668,2019-12-31
false,24949,2019-12-31
false,25357,2019-12-31
false,25647,2019-12-31
false,26176,2019-12-31
false,26457,2019-12-31
false,26765,2019-12-31
false,27070,2019-12-31
false,27548,2019-12-31
false,27614,2019-12-31
false,27847,2019-12-31
false,28013,2019-12-31
false,28152,2019-12-31
false,28675,2019-12-31
false,28732,2019-12-31
false,29476,2019-12-31
false,29636,2019-12-31
false,29878,2019-12-31
false,30052,2019-12-31
false,30502,2019-12-31
false,30650,2019-12-31
false,30810,2019-12-31
false,31134,2019-12-31
false,31255,2019-12-31
false,31657,2019-12-31
false,31826,2019-12-31
false,31835,2019-12-31
false,32234,2019-12-31
false,32766,2019-12-31
false,32971,2019-12-31
false,33147,2019-12-31
false,33259,2019-12-31
false,33268,2019-12-31
false,33370,2019-12-31
false,33839,2019-12-31
false,33857,2019-12-31
false,34425,2019-12-31
false,34434,2019-12-31
false,34537,2019-12-31
false,34555,2019-12-31
false,34742,2019-12-31
false,35057,2019-12-31
false,35301,2019-12-31
false,35570,2019-12-31
false,35646,2019-12-31
false,35879,2019-12-31
false,36456,2019-12-31
false,36933,2019-12-31
false,37051,2019-12-31
false,37341,2019-12-31
false,37435,2019-12-31
false,37640,2019-12-31
false,37659,2019-12-31
false,37949,2019-12-31
false,38740,2019-12-31
false,39327,2019-12-31
false,39756,2019-12-31
false,40033,2019-12-31
false,40499,2019-12-31
false,40855,2019-12-31
false,41245,2019-12-31
false,41553,2019-12-31
false,41629,2019-12-31
false,41825,2019-12-31
false,41955,2019-12-31
false,42037,2019-12-31
false,42354,2019-12-31
false,42372,2019-12-31
false,42420,2019-12-31
false,42448,2019-12-31
false,42457,2019-12-31
false,43052,2019-12-31
false,43351,2019-12-31
false,43856,2019-12-31
false,43959,2019-12-31
false,44040,2019-12-31
false,44433,2019-12-31
false,44741,2019-12-31
false,44750,2019-12-31
false,44929,2019-12-31
false,45038,2019-12-31
false,45047,2019-12-31
false,45056,2019-12-31
false,45430,2019-12-31
false,45458,2019-12-31
false,45551,2019-12-31
false,45560,2019-12-31
false,45775,2019-12-31
false,46053,2019-12-31
false,46941,2019-12-31
false,47247,2019-12-31
false,47256,2019-12-31
false,47452,2019-12-31
false,47500,2019-12-31
false,48057,2019-12-31
false,48150,2019-12-31
false,48374,2019-12-31
false,48440,2019-12-31
false,49054,2019-12-31
false,49148,2019-12-31
false,49241,2019-12-31
false,49652,2019-12-31
false,49858,2019-12-31
false,49951,2019-12-31
false,50144,2019-12-31
false,50461,2019-12-31
false,50872,2019-12-31
false,51253,2019-12-31
false,51356,2019-12-31
false,51459,2019-12-31
false,51842,2019-12-31
false,52719,2019-12-31
false,52951,2019-12-31
false,53051,2019-12-31
false,54058,2019-12-31
false,54656,2019-12-31
false,54973,2019-12-31
false,55336,2019-12-31
false,55635,2019-12-31
false,55653,2019-12-31
false,55970,2019-12-31
false,56258,2019-12-31
false,56351,2019-12-31
false,56548,2019-12-31
false,56717,2019-12-31
false,57040,2019-12-31
false,57451,2019-12-31
false,58225,2019-12-31
false,58243,2019-12-31
false,58355,2019-12-31
false,58551,2019-12-31
false,58636,2019-12-31
true,58757,2019-12-31
false,58971,2019-12-31
