RCON6979,IDRSSD,RCON9999
false,37,2002-12-31
false,242,2002-12-31
false,279,2002-12-31
false,354,2002-12-31
false,439,2002-12-31
false,457,2002-12-31
false,505,2002-12-31
false,1146,2002-12-31
false,1155,2002-12-31
false,1351,2002-12-31
false,1454,2002-12-31
false,1557,2002-12-31
false,1632,2002-12-31
false,1669,2002-12-31
false,1829,2002-12-31
false,1856,2002-12-31
false,2040,2002-12-31
false,2161,2002-12-31
false,2376,2002-12-31
false,2451,2002-12-31
false,2554,2002-12-31
false,2732,2002-12-31
false,2750,2002-12-31
true,2938,2002-12-31
false,2956,2002-12-31
false,3252,2002-12-31
false,3458,2002-12-31
false,3506,2002-12-31
false,3579,2002-12-31
false,3720,2002-12-31
false,3953,2002-12-31
false,4138,2002-12-31
false,4147,2002-12-31
false,4156,2002-12-31
false,4231,2002-12-31
false,4437,2002-12-31
false,4745,2002-12-31
false,4839,2002-12-31
false,5005,2002-12-31
false,5050,2002-12-31
false,5069,2002-12-31
false,5135,2002-12-31
false,5210,2002-12-31
false,5247,2002-12-31
false,5274,2002-12-31
false,5331,2002-12-31
false,5461,2002-12-31
false,5751,2002-12-31
false,5939,2002-12-31
false,6039,2002-12-31
false,6057,2002-12-31
false,6141,2002-12-31
false,6329,2002-12-31
false,6972,2002-12-31
false,7009,2002-12-31
false,7045,2002-12-31
false,7157,2002-12-31
false,7166,2002-12-31
false,7456,2002-12-31
false,7634,2002-12-31
false,8033,2002-12-31
false,8154,2002-12-31
false,8417,2002-12-31
false,8462,2002-12-31
false,8547,2002-12-31
false,8631,2002-12-31
false,9115,2002-12-31
false,9160,2002-12-31
false,9357,2002-12-31
false,9553,2002-12-31
false,9807,2002-12-31
false,9955,2002-12-31
false,10157,2002-12-31
false,10250,2002-12-31
false,10849,2002-12-31
false,10858,2002-12-31
false,11145,2002-12-31
false,11640,2002-12-31
false,11837,2002-12-31
false,12030,2002-12-31
false,12058,2002-12-31
false,12142,2002-12-31
false,12245,2002-12-31
false,12311,2002-12-31
false,12357,2002-12-31
false,12647,2002-12-31
false,12656,2002-12-31
false,12937,2002-12-31
false,12946,2002-12-31
false,12955,2002-12-31
false,13037,2002-12-31
false,13103,2002-12-31
false,13251,2002-12-31
false,13309,2002-12-31
false,13457,2002-12-31
false,14052,2002-12-31
false,14155,2002-12-31
false,14258,2002-12-31
false,14409,2002-12-31
false,14454,2002-12-31
false,14650,2002-12-31
false,14753,2002-12-31
false,14865,2002-12-31
false,14931,2002-12-31
false,14940,2002-12-31
false,15536,2002-12-31
false,15732,2002-12-31
false,16337,2002-12-31
false,16355,2002-12-31
false,16458,2002-12-31
false,16551,2002-12-31
false,16748,2002-12-31
false,16766,2002-12-31
false,16944,2002-12-31
false,16953,2002-12-31
false,17110,2002-12-31
false,17147,2002-12-31
false,17259,2002-12-31
false,17464,2002-12-31
false,17549,2002-12-31
false,17839,2002-12-31
false,17950,2002-12-31
false,18050,2002-12-31
false,18135,2002-12-31
false,18368,2002-12-31
false,18377,2002-12-31
false,18827,2002-12-31
false,18836,2002-12-31
false,18854,2002-12-31
false,18863,2002-12-31
false,18957,2002-12-31
false,19356,2002-12-31
false,19730,2002-12-31
false,19936,2002-12-31
false,19972,2002-12-31
false,20053,2002-12-31
false,20147,2002-12-31
false,20259,2002-12-31
false,20370,2002-12-31
true,20512,2002-12-31
false,20633,2002-12-31
false,20754,2002-12-31
false,20839,2002-12-31
false,20857,2002-12-31
false,20866,2002-12-31
false,21256,2002-12-31
false,21359,2002-12-31
false,21630,2002-12-31
false,21658,2002-12-31
false,22048,2002-12-31
false,22235,2002-12-31
true,22356,2002-12-31
false,22459,2002-12-31
false,22543,2002-12-31
false,22552,2002-12-31
false,22730,2002-12-31
false,22936,2002-12-31
false,22954,2002-12-31
false,23036,2002-12-31
false,23045,2002-12-31
false,23241,2002-12-31
false,23456,2002-12-31
false,23504,2002-12-31
false,23540,2002-12-31
false,23643,2002-12-31
false,23755,2002-12-31
false,23812,2002-12-31
false,24006,2002-12-31
false,24266,2002-12-31
false,24453,2002-12-31
false,24659,2002-12-31
false,24668,2002-12-31
false,24855,2002-12-31
false,24949,2002-12-31
false,25357,2002-12-31
false,25647,2002-12-31
false,25852,2002-12-31
false,26149,2002-12-31
false,26233,2002-12-31
false,26242,2002-12-31
false,26457,2002-12-31
false,26756,2002-12-31
false,26765,2002-12-31
false,26859,2002-12-31
false,26916,2002-12-31
false,27548,2002-12-31
false,27614,2002-12-31
false,27838,2002-12-31
false,27847,2002-12-31
true,28013,2002-12-31
false,28152,2002-12-31
false,28255,2002-12-31
false,28349,2002-12-31
false,28406,2002-12-31
false,28572,2002-12-31
false,28732,2002-12-31
false,29104,2002-12-31
false,29159,2002-12-31
true,29252,2002-12-31
false,29636,2002-12-31
false,29850,2002-12-31
false,29944,2002-12-31
false,29953,2002-12-31
false,30025,2002-12-31
false,30052,2002-12-31
false,30146,2002-12-31
false,30155,2002-12-31
false,30258,2002-12-31
false,30418,2002-12-31
false,30502,2002-12-31
false,30650,2002-12-31
false,30810,2002-12-31
false,30856,2002-12-31
false,31134,2002-12-31
false,31152,2002-12-31
false,31255,2002-12-31
true,31303,2002-12-31
false,31657,2002-12-31
false,31826,2002-12-31
false,31835,2002-12-31
false,32159,2002-12-31
false,32234,2002-12-31
false,32766,2002-12-31
false,33147,2002-12-31
false,33259,2002-12-31
false,33268,2002-12-31
false,33549,2002-12-31
false,33727,2002-12-31
false,33754,2002-12-31
false,33772,2002-12-31
false,33839,2002-12-31
false,33857,2002-12-31
false,34153,2002-12-31
false,34359,2002-12-31
true,34425,2002-12-31
false,34434,2002-12-31
false,34452,2002-12-31
true,34537,2002-12-31
false,34555,2002-12-31
false,34742,2002-12-31
false,34836,2002-12-31
false,34863,2002-12-31
false,35057,2002-12-31
false,35244,2002-12-31
false,35301,2002-12-31
false,35570,2002-12-31
false,35646,2002-12-31
false,35842,2002-12-31
false,35851,2002-12-31
false,35936,2002-12-31
false,36054,2002-12-31
false,36344,2002-12-31
false,36456,2002-12-31
false,36830,2002-12-31
false,36858,2002-12-31
false,36933,2002-12-31
false,37051,2002-12-31
false,37341,2002-12-31
false,37350,2002-12-31
false,37378,2002-12-31
false,37435,2002-12-31
false,37640,2002-12-31
false,37659,2002-12-31
false,37743,2002-12-31
false,37949,2002-12-31
false,38441,2002-12-31
false,38478,2002-12-31
false,38526,2002-12-31
false,38535,2002-12-31
false,38740,2002-12-31
false,39327,2002-12-31
true,39420,2002-12-31
false,39475,2002-12-31
false,39756,2002-12-31
false,39934,2002-12-31
false,40033,2002-12-31
false,40051,2002-12-31
false,40305,2002-12-31
false,40350,2002-12-31
false,40707,2002-12-31
false,40855,2002-12-31
false,41245,2002-12-31
false,41553,2002-12-31
false,41629,2002-12-31
false,41647,2002-12-31
false,41759,2002-12-31
false,41825,2002-12-31
false,41937,2002-12-31
false,41955,2002-12-31
false,42037,2002-12-31
false,42055,2002-12-31
false,42354,2002-12-31
false,42420,2002-12-31
true,42448,2002-12-31
false,42457,2002-12-31
false,42541,2002-12-31
false,43052,2002-12-31
false,43155,2002-12-31
false,43173,2002-12-31
false,43324,2002-12-31
false,43351,2002-12-31
false,43454,2002-12-31
false,43511,2002-12-31
false,43641,2002-12-31
false,43744,2002-12-31
false,43856,2002-12-31
false,43959,2002-12-31
false,44040,2002-12-31
false,44134,2002-12-31
false,44433,2002-12-31
false,44451,2002-12-31
false,44602,2002-12-31
false,44741,2002-12-31
false,44750,2002-12-31
false,44929,2002-12-31
false,45038,2002-12-31
false,45047,2002-12-31
false,45056,2002-12-31
false,45270,2002-12-31
false,45430,2002-12-31
false,45458,2002-12-31
false,45551,2002-12-31
false,45560,2002-12-31
false,45627,2002-12-31
false,45775,2002-12-31
false,46053,2002-12-31
false,46941,2002-12-31
false,47153,2002-12-31
false,47247,2002-12-31
false,47256,2002-12-31
false,47377,2002-12-31
false,47452,2002-12-31
false,47500,2002-12-31
false,47658,2002-12-31
false,48057,2002-12-31
false,48150,2002-12-31
false,48374,2002-12-31
false,48440,2002-12-31
false,48552,2002-12-31
false,48673,2002-12-31
false,48730,2002-12-31
false,49054,2002-12-31
false,49148,2002-12-31
false,49241,2002-12-31
false,49344,2002-12-31
false,49362,2002-12-31
false,49540,2002-12-31
false,49643,2002-12-31
false,49652,2002-12-31
false,49821,2002-12-31
false,49858,2002-12-31
false,49951,2002-12-31
false,50144,2002-12-31
false,50461,2002-12-31
false,50546,2002-12-31
false,50854,2002-12-31
false,50957,2002-12-31
false,51253,2002-12-31
false,51347,2002-12-31
false,51356,2002-12-31
false,51459,2002-12-31
false,51730,2002-12-31
false,51842,2002-12-31
false,51972,2002-12-31
false,52410,2002-12-31
false,52456,2002-12-31
false,52719,2002-12-31
false,52951,2002-12-31
false,53015,2002-12-31
false,53033,2002-12-31
false,53051,2002-12-31
false,53239,2002-12-31
false,53453,2002-12-31
false,53752,2002-12-31
false,54049,2002-12-31
false,54058,2002-12-31
false,54124,2002-12-31
false,54357,2002-12-31
false,54375,2002-12-31
false,54441,2002-12-31
false,54656,2002-12-31
false,55019,2002-12-31
false,55176,2002-12-31
false,55251,2002-12-31
false,55336,2002-12-31
false,55635,2002-12-31
false,55653,2002-12-31
false,55916,2002-12-31
false,56230,2002-12-31
false,56258,2002-12-31
false,56351,2002-12-31
false,56427,2002-12-31
false,56548,2002-12-31
false,56557,2002-12-31
false,56717,2002-12-31
false,56726,2002-12-31
false,57040,2002-12-31
false,57134,2002-12-31
false,57228,2002-12-31
false,57255,2002-12-31
false,57451,2002-12-31
false,57572,2002-12-31
false,57956,2002-12-31
false,58074,2002-12-31
false,58207,2002-12-31
false,58225,2002-12-31
false,58243,2002-12-31
false,58355,2002-12-31
false,58551,2002-12-31
false,58636,2002-12-31
true,58757,2002-12-31
false,58971,2002-12-31
false,59259,2002-12-31
false,59316,2002-12-31
false,59352,2002-12-31
false,59679,2002-12-31
false,59754,2002-12-31
false,60143,2002-12-31
false,60219,2002-12-31
false,60330,2002-12-31
false,60433,2002-12-31
false,60545,2002-12-31
false,60554,2002-12-31
false,60648,2002-12-31
true,61001,2002-12-31
false,61122,2002-12-31
false,61355,2002-12-31
false,61476,2002-12-31
false,61533,2002-12-31
false,61757,2002-12-31
false,61832,2002-12-31
false,61953,2002-12-31
false,62044,2002-12-31
false,62101,2002-12-31
false,62147,2002-12-31
false,62651,2002-12-31
false,63050,2002-12-31
false,63069,2002-12-31
false,63078,2002-12-31
false,63201,2002-12-31
false,63359,2002-12-31
false,63573,2002-12-31
false,63733,2002-12-31
false,63742,2002-12-31
false,63751,2002-12-31
false,64150,2002-12-31
false,64253,2002-12-31
false,64543,2002-12-31
false,64552,2002-12-31
true,64619,2002-12-31
false,64646,2002-12-31
false,64730,2002-12-31
false,64758,2002-12-31
false,65205,2002-12-31
false,65241,2002-12-31
false,65513,2002-12-31
false,65559,2002-12-31
false,65746,2002-12-31
false,65858,2002-12-31
false,66015,2002-12-31
false,66154,2002-12-31
false,66172,2002-12-31
false,66275,2002-12-31
false,66350,2002-12-31
false,66837,2002-12-31
false,66846,2002-12-31
false,66903,2002-12-31
false,67142,2002-12-31
false,67151,2002-12-31
false,67209,2002-12-31
false,67254,2002-12-31
false,67311,2002-12-31
false,67414,2002-12-31
false,67777,2002-12-31
false,67852,2002-12-31
false,68345,2002-12-31
false,68448,2002-12-31
false,68569,2002-12-31
false,68756,2002-12-31
false,68831,2002-12-31
false,68840,2002-12-31
false,68859,2002-12-31
false,68943,2002-12-31
false,69333,2002-12-31
false,69351,2002-12-31
false,69650,2002-12-31
false,69678,2002-12-31
false,69847,2002-12-31
false,70049,2002-12-31
false,70058,2002-12-31
false,70076,2002-12-31
false,70151,2002-12-31
false,70218,2002-12-31
false,70254,2002-12-31
false,70414,2002-12-31
false,70638,2002-12-31
false,70955,2002-12-31
false,71318,2002-12-31
false,71457,2002-12-31
false,71671,2002-12-31
false,71859,2002-12-31
false,72258,2002-12-31
false,72351,2002-12-31
false,72418,2002-12-31
false,72454,2002-12-31
false,72614,2002-12-31
false,72678,2002-12-31
false,73031,2002-12-31
false,73116,2002-12-31
false,73152,2002-12-31
false,73554,2002-12-31
false,73956,2002-12-31
false,74056,2002-12-31
false,74140,2002-12-31
false,74159,2002-12-31
false,74337,2002-12-31
false,74403,2002-12-31
false,74449,2002-12-31
false,74458,2002-12-31
false,75053,2002-12-31
false,75259,2002-12-31
false,75446,2002-12-31
false,75455,2002-12-31
false,75558,2002-12-31
false,75576,2002-12-31
false,75633,2002-12-31
false,75651,2002-12-31
false,75857,2002-12-31
false,76050,2002-12-31
false,76135,2002-12-31
false,76153,2002-12-31
