RCON6979,IDRSSD,RCON9999
false,37,2009-12-31
false,242,2009-12-31
false,279,2009-12-31
false,354,2009-12-31
false,457,2009-12-31
false,505,2009-12-31
false,1155,2009-12-31
false,1351,2009-12-31
false,1454,2009-12-31
false,1557,2009-12-31
false,1632,2009-12-31
false,1669,2009-12-31
false,1829,2009-12-31
false,1856,2009-12-31
false,2040,2009-12-31
false,2161,2009-12-31
false,2376,2009-12-31
false,2451,2009-12-31
false,2554,2009-12-31
false,2732,2009-12-31
false,2750,2009-12-31
false,2938,2009-12-31
false,3252,2009-12-31
false,3458,2009-12-31
false,3720,2009-12-31
false,3953,2009-12-31
false,4138,2009-12-31
false,4156,2009-12-31
false,4231,2009-12-31
false,4437,2009-12-31
false,4839,2009-12-31
false,5005,2009-12-31
false,5069,2009-12-31
false,5135,2009-12-31
false,5210,2009-12-31
false,5331,2009-12-31
false,5461,2009-12-31
false,5751,2009-12-31
false,6039,2009-12-31
false,6141,2009-12-31
false,6329,2009-12-31
false,6972,2009-12-31
false,7009,2009-12-31
false,7045,2009-12-31
false,7157,2009-12-31
false,7456,2009-12-31
false,7634,2009-12-31
false,8033,2009-12-31
false,8462,2009-12-31
false,8631,2009-12-31
false,9357,2009-12-31
false,9553,2009-12-31
false,9807,2009-12-31
false,9955,2009-12-31
false,10157,2009-12-31
false,10250,2009-12-31
false,10849,2009-12-31
false,10858,2009-12-31
false,11145,2009-12-31
false,11640,2009-12-31
false,11837,2009-12-31
false,12030,2009-12-31
false,12142,2009-12-31
false,12245,2009-12-31
false,12311,2009-12-31
false,12647,2009-12-31
false,12656,2009-12-31
false,12937,2009-12-31
false,12946,2009-12-31
false,12955,2009-12-31
false,13037,2009-12-31
false,13103,2009-12-31
false,13251,2009-12-31
false,13457,2009-12-31
false,14052,2009-12-31
false,14155,2009-12-31
false,14454,2009-12-31
false,14650,2009-12-31
false,14753,2009-12-31
false,14865,2009-12-31
false,14977,2009-12-31
false,16337,2009-12-31
false,16458,2009-12-31
false,16551,2009-12-31
false,16748,2009-12-31
false,16944,2009-12-31
false,16953,2009-12-31
false,17110,2009-12-31
false,17147,2009-12-31
false,17259,2009-12-31
false,17464,2009-12-31
false,17950,2009-12-31
false,18050,2009-12-31
false,18135,2009-12-31
false,18377,2009-12-31
false,18827,2009-12-31
false,18836,2009-12-31
false,18854,2009-12-31
false,18957,2009-12-31
false,19356,2009-12-31
false,19730,2009-12-31
false,19936,2009-12-31
false,19972,2009-12-31
false,20053,2009-12-31
false,20370,2009-12-31
false,20512,2009-12-31
false,20633,2009-12-31
false,20857,2009-12-31
false,20866,2009-12-31
false,21256,2009-12-31
false,21359,2009-12-31
false,21630,2009-12-31
false,21658,2009-12-31
false,22048,2009-12-31
false,22356,2009-12-31
false,22459,2009-12-31
false,22543,2009-12-31
false,22552,2009-12-31
false,22730,2009-12-31
false,22936,2009-12-31
false,22954,2009-12-31
false,23036,2009-12-31
false,23045,2009-12-31
false,23241,2009-12-31
false,23456,2009-12-31
false,23504,2009-12-31
false,23540,2009-12-31
false,23643,2009-12-31
false,23755,2009-12-31
false,23812,2009-12-31
false,24006,2009-12-31
true,24453,2009-12-31
false,24659,2009-12-31
false,24668,2009-12-31
false,24855,2009-12-31
false,24949,2009-12-31
false,25357,2009-12-31
false,25647,2009-12-31
false,26149,2009-12-31
false,26242,2009-12-31
false,26457,2009-12-31
false,26765,2009-12-31
false,26859,2009-12-31
false,26916,2009-12-31
false,27548,2009-12-31
false,27614,2009-12-31
false,27847,2009-12-31
false,28152,2009-12-31
false,28255,2009-12-31
false,28349,2009-12-31
false,28406,2009-12-31
false,28572,2009-12-31
false,28732,2009-12-31
false,29104,2009-12-31
false,29636,2009-12-31
false,29953,2009-12-31
false,30052,2009-12-31
false,30258,2009-12-31
false,30418,2009-12-31
false,30502,2009-12-31
false,30650,2009-12-31
false,30810,2009-12-31
false,31134,2009-12-31
false,31255,2009-12-31
false,31657,2009-12-31
false,31826,2009-12-31
false,31835,2009-12-31
false,32234,2009-12-31
false,32766,2009-12-31
false,33147,2009-12-31
false,33259,2009-12-31
false,33268,2009-12-31
false,33549,2009-12-31
false,33727,2009-12-31
