RIAD4097,RIAD4235,RIAD4239,RIAD4341,RIAD4797,RIAD4843,RIAD4844,RIAD4845,RIAD4846,RIADB523,RIADB524,RIADB525,RIADC899,RIADC900,RIADC902,RIADC903,RIADC904,RIADC905,RIADC907,RIADC908,RIADC909,RIADC911,RIADC913,RIADC914,RIADGW64,RIADJA28,RIADKW02,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,2535560,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2536633,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2538842,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2539081,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2539960,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2540537,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2550095,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2552099,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2558970,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2560526,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2562137,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2562164,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2562838,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2567123,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2568120,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2571081,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2574327,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2575155,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2575717,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2576134,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2576143,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2576198,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2577243,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2577739,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2579069,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2580243,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2580645,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2582023,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2582032,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2583721,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2586281,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2587916,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2587998,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2594240,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2594400,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2594419,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2594428,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2595461,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2595975,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2596262,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2596646,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2596785,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2597223,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2597698,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2598396,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2599478,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2600039,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2602220,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2602828,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2603629,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2604514,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2605566,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2606460,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2607412,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2607449,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2608754,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2608790,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2610784,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2614018,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2614344,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2615190,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2615220,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2616076,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2618276,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2618780,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2619714,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2619732,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2621285,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2621306,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2621342,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2621940,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2623494,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2624400,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2624651,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2625724,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2626794,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2631172,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2631314,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2631323,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2631408,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2631846,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2632599,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2634191,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2634351,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2634735,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2635077,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2636083,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2640530,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2640594,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2641827,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2642598,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2643438,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2643595,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2645106,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2646327,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2646813,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2648376,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2648460,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2649122,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2649177,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2650333,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2651899,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2652092,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2654818,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2655495,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2657855,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2661861,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2666400,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2667920,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2667939,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2667957,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2668598,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2671093,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2671105,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2678449,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2679839,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2683014,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2683555,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2684552,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2685241,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2685504,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2685764,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2686211,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2686529,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2686828,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2687133,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2687487,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2689128,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2689191,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2692753,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2692762,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2693264,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2693693,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2694430,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2694681,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2694935,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2694944,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2696180,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2697963,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2700984,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2701767,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2702764,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2705895,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2706016,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2708122,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2710554,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2710705,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2712978,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2713461,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2713555,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2713582,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2713920,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2714217,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2714570,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2716088,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2716163,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2716613,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2716622,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2716828,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2717012,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2718297,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2718345,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2718596,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2719427,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2719810,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2721103,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2721765,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2721877,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2722173,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2722922,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2723068,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2723666,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2724757,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2724766,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2726050,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2726416,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2726443,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2727431,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2727673,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2727990,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2728661,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2729604,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2730431,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2730477,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2731876,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2732565,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2733263,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2733348,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2734729,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2735137,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2735173,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2735191,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2735324,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2735959,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2736219,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2736291,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2736451,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2736714,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2736732,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2737029,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2737775,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2737980,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2738857,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2742153,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2743244,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2744063,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2744782,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2745426,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2745743,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2746245,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2746263,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2747242,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2747279,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2747420,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2747466,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2747587,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2748502,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2748650,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2749059,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2750448,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2750699,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2751007,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2751388,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2753588,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2753917,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2754389,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2755733,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2756730,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2756767,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2756785,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2756909,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2757205,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2757586,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2757906,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2757951,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2758024,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2758613,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2759629,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2760102,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2760232,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2761912,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2761930,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2761967,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2762638,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2764212,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2764258,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2765602,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2765611,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2767763,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2769383,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2769570,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2769589,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2769954,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2769972,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2771694,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2773867,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2774707,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2775151,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2775179,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2775692,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2777070,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2777650,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2781152,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2783660,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2783772,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2785477,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2785637,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2785646,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2787770,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2788656,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2791003,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2791076,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2791085,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2791281,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2791517,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2792064,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2792466,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2793593,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2793883,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2794732,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2796017,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2796277,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2796295,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2796615,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2797153,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2797162,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2797171,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2797210,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2797359,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2797724,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2798897,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2799399,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2799803,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2800491,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2802664,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2802945,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2803223,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2804284,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2804864,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2804882,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2804891,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2805441,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2805535,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2805928,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2806091,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2806112,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2806626,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2806635,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2806840,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2807173,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2808602,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2808787,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2808808,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2809935,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2810007,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2811086,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2813491,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2814210,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2815879,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2816474,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2817323,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2817677,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2817837,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2818731,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2820604,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2823221,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2823230,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2826017,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2826316,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2830135,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2830537,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2833882,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2834179,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2834759,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2835103,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2835756,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2836306,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2837059,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2837077,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2837200,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2837406,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2838207,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2839053,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2839790,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2841702,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2843706,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2843724,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2845205,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2845755,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2845782,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2846444,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2846453,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2847085,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2847142,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2847432,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2847900,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2848037,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2848493,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2848756,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2848895,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2849212,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,2849285,2008-12-31
