RIAD4097,RIAD4235,RIAD4239,RIAD4341,RIAD4797,RIAD4843,RIAD4844,RIAD4845,RIAD4846,RIADB523,RIADB524,RIADB525,RIADC899,RIADC900,RIADC902,RIADC903,RIADC904,RIADC905,RIADC907,RIADC908,RIADC909,RIADC911,RIADC913,RIADC914,RIADGW64,RIADJA28,RIADKW02,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,324153,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,324229,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,324256,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,324274,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,324340,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,324649,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,324854,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,324863,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,324975,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,325141,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,325459,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,325534,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,325824,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,326054,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,326344,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,326858,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,326979,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,327015,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,327220,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,327305,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,327435,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,327453,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,327556,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,327855,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,327949,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,328058,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,328151,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,328357,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,328423,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,328450,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,328553,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,328656,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,328777,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,329149,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,329345,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,329550,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,329756,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,329952,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,330239,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,330248,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,330453,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,330855,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,330873,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,330949,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,331375,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,331544,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,331553,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,331713,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,332055,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,332224,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,332345,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,332402,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,332756,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,333034,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,333052,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,333203,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,333650,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,333856,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,333940,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,334255,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,334264,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,334648,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,334657,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,335346,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,335355,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,335757,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,336147,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,336361,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,336576,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,336950,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,337247,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,337340,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,337733,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,338178,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,338646,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,338758,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,338851,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,338945,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,339054,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,339353,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,339456,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,339607,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,339773,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,339858,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,339951,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,340135,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,340144,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,340256,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,340443,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,340555,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,340649,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,340742,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,340751,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,341178,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,341851,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,341954,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,341972,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,342054,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,342175,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,342362,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,342410,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,342634,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,342643,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,343051,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,343248,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,343257,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,343341,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,343770,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,343903,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,343958,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,344236,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,344647,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,344816,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,344852,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,345149,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,345309,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,345345,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,345747,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,345756,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,346566,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,347022,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,347639,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,347657,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,347956,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,348159,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,348207,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,348458,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,348542,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,348551,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,348720,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,348748,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,349129,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,349165,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,349343,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,349370,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,350433,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,350657,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,350750,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,351131,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,351207,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,351355,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,351560,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,351850,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,352035,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,352651,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,352745,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,352772,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,352820,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,353069,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,353238,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,353359,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,353546,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,353555,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,353724,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,353751,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,353957,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,354057,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,354253,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,354310,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,354552,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,354851,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,354954,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,355120,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,355559,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,355737,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,355746,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,355821,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,355858,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,356145,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,356239,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,356659,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,356752,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,356949,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,357049,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,357151,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,357375,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,357526,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,357553,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,357777,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,357834,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,357937,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,358112,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,358149,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,358233,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,358448,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,358756,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,359324,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,359360,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,359650,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,359744,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,359838,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,359847,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,359856,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,360777,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,360843,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,360955,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,361055,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,361167,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,361279,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,361354,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,361439,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,361457,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,361653,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,362007,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,362043,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,362052,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,362155,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,362717,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,362753,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,362856,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,362940,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,363264,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,363442,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,363648,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,363657,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,363956,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,364131,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,364337,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,364430,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,364449,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,364850,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,365325,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,365455,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,365651,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,365745,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,365848,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,365875,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,365950,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,366078,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,366238,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,366247,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,366359,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,366658,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,366854,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,367150,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,367244,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,367431,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,367543,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,367851,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,367954,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,368054,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,368111,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,368175,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,368344,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,368429,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,368522,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,368755,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,368933,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,368951,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,369453,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,369659,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,370020,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,370150,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,370338,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,370347,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,370721,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,370758,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,370833,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,370954,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,371223,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,371232,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,371353,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,371362,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,371559,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,371755,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,371849,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,371858,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,371924,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,371942,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,372248,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,372257,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,372444,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,372538,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,372556,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,372640,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,372855,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,373058,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,373115,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,373272,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,373553,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,373601,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,374130,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,374354,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,374653,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,374774,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,375034,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,375043,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,375155,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,375502,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,375566,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,375650,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,376068,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,376125,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,376237,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,376433,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,376442,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,376657,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,376947,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,377663,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,377850,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,377908,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,378026,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,378044,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,378110,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,378259,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,378549,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,378558,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,378642,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,378651,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,378950,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,379050,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,379153,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,379359,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,379470,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,379649,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,379920,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,380346,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,380458,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,380533,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,380654,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,380841,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,380944,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,381026,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,381343,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,381754,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,381839,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,381950,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,382050,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,382069,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,382256,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,382443,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,382537,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,382649,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,382658,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,382667,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,382742,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,382854,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,383534,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,384018,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,384335,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,384353,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,384652,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,384830,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,385350,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,385547,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,385631,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,386049,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,386142,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,386357,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,386432,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,386450,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,386731,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,386825,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,386852,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,387055,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,388155,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,388258,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,388557,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,388744,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,388753,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,388940,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,389059,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,389358,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,389826,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,390167,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,390336,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,390457,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,390840,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,391249,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,391418,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,391557,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,391838,2008-12-31
