"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1406										
242								1083										
279								2727										
354								443										
439								5315										
457								682										
505								9165										
1146								14142										
1155								4994										
1351								1903										
1454								24290										
1557								1026										
1632								8911										
1669								13322										
1829								8129										
1856								1391										
1959								1544										
2040								3084										
2161								10378										
2376								23961	0	0	0	0	1598	22202	0	22202	161	
2451								277										
2554								629										
2732								16446	2956	0	0	0	3785	6470	0	6470	3235	
2750								600										
2938								10989										
2956								3572										
3252								3753										
3458								3466										
3506								23148	12808	46	0	46	5914	63	8	55	4317	
3579								6037										
3720								3389										
3953								2639										
4138								6288										
4147								1037										
4156								2362										
4231								1434										
4437								4935										
4745								519										
4839								5066										
5005								5559										
5050								3856										
5069								1944										
5135								3094										
5210								48495	13414	0	0	0	7110	26413	0	26413	1558	
5247								31792	18	0	0	0	7885	19865	0	19865	4024	
5274								3384										
5331								4806										
5461								12929										
5751								2007										
5939								68094	39946	114	0	114	11737	8222	0	8222	8075	
6039								2208										
6057								391										
6141								2018										
6329								6447										
6842								1359										
6972								35317	4859	0	0	0	6345	15317	0	15317	8796	
7009								58210	4903	5000	5000	0	10	48272	0	48272	25	
7045								3363										
7157								1334										
7166								19873	10833	0	0	0	2503	2808	0	2808	3729	
7456								1355										
7634								1840										
8033								1632										
8154								601										
8417								297128	0	0	0	0	0	254826	0	254826	42302	
8462								3420										
8547								4632										
8631								2634										
9115								40561	7183	0	0	0	12553	20479	0	20479	346	
9160								32229										
9339								8818										
9357								20513										
9553								541										
9807								25916	16830	0	0	0	4236	1621	0	1621	3229	
9955								6200										
10157								1605										
10250								8660										
10577								2022										
10849								15526										
10858								11745	645	0	0	0	1774	8945	0	8945	381	
11145								5353										
11350								3107										
11640								6982										
11837								967										
12030								6053										
12058								2888										
12142								7427										
12245								1962										
12311	1084607	798956	0	0	0	60169	225482	1084607	599179	0			199777	60169			225482	
12357								2568										
12405								18600	5872	0	0	0	6197	3220	0	3220	3311	
12647								1606										
12656								811										
12937								6585										
12946								12444	4673	0	0	0	2790	3631	0	3631	1350	
12955								3549										
13037								3789										
13103								17067	0	0	0	0	1802	10524	0	10524	4741	
13251								1416										
13309								59186	11393	0	0	0	15153	2292	0	2292	30348	
13457								553										
14052								4426										
14155								1699										
14258								15325	5334	0	0	0	3567	288	0	288	6136	
14409	242865	51570	0	0	0	183564	7731	242865	1920	0			49650	183564			7731	
14454								519										
14650								2416										
14753								781										
14865								2925										
14931								1282										
14940								1605										
15536								25696	9093	0	0	0	7748	5410	0	5410	3445	
15732								6148										
16337								6784										
16355								1164										
16458								5424										
16551								1622										
16748								2141										
16766								8462										
16944								1469										
16953								781										
17110								5184										
