"IDRSSD"	RCFD3561	RCFD3562	RCFD7701	RCFD7702	RCON3561	RCON3562	RCON7701	RCON7702	
	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	
37					2	155	0.0700	0.0700	
242					1	25	0.0675	0.0675	
279					1	4	0.0715	0.0715	
354					2	41	0.0600	0.0675	
439					1	10	0.0675	0.0675	
457					0	0	0.0000	0.0000	
505					0	0	0.0000	0.0000	
1146					1	83	0.0650	0.0650	
1155					0	0	0.0000	0.0000	
1351					0	0	0.0000	0.0000	
1454					0	0	0.0000	0.0000	
1557					0	0	0.0000	0.0000	
1632					2	194	0.0625	0.0900	
1669					1	3	0.1000	0.1000	
1829					0	0	0.0000	0.0000	
1856					0	0	0.0000	0.0000	
1959					0	0	0.0000	0.0000	
2040					3	110	0.0675	0.0700	
2161					0	0	0.0000	0.0000	
2376					0	0	0.0000	0.0000	
2451					3	38	0.0650	0.0950	
2554					0	0	0.0000	0.0000	
2732					0	0	0.0000	0.0000	
2750					2	221	0.0700	0.0850	
2938					0	0	0.0000	0.0000	
2956					0	0	0.0000	0.0000	
3252					0	0	0.0000	0.0000	
3458					0	0	0.0000	0.0000	
3506					0	0	0.0000	0.0000	
3579					4	759	0.0525	0.0750	
3720					0	0	0.0000	0.0000	
3953					1	150	0.0853	0.0853	
4138					0	0	0.0000	0.0000	
4147					0	0	0.0000	0.0000	
4156					0	0	0.0000	0.0000	
4231					0	0	0.0000	0.0000	
4437					2	7	0.1050	0.1250	
4745					5	53	0.1200	0.1200	
4839					0	0	0.0000	0.0000	
5005					0	0	0.0000	0.0000	
5050					0	0	0.0000	0.0000	
5069					0	0	0.0000	0.0000	
5135					0	0	0.0000	0.0000	
5210					1	10	0.0774	0.0774	
5247					0	0	0.0000	0.0000	
5274					0	0	0.0000	0.0000	
5331					0	0	0.0000	0.0000	
5461					0	0	0.0000	0.0000	
5751					0	0	0.0000	0.0000	
5939					0	0	0.0000	0.0000	
6039					3	39	0.0615	0.0675	
6057					0	0	0.0000	0.0000	
6141					0	0	0.0000	0.0000	
6329					0	0	0.0000	0.0000	
6842					3	11	0.0825	0.0950	
6972					0	0	0.0000	0.0000	
7009					0	0	0.0000	0.0000	
7045					0	0	0.0000	0.0000	
7157					1	13	0.0850	0.0850	
7166					0	0	0.0000	0.0000	
7456					0	0	0.0000	0.0000	
7634					1	9	0.0675	0.0675	
8033					0	0	0.0000	0.0000	
8154					0	0	0.0000	0.0000	
8417					0	0	0.0000	0.0000	
