"IDRSSD"	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB528	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB613	RCONB614	RCONB616	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB645	RCONB646	RCONB647	RCONB648	RCONB649	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB674	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	
1351	55836	82844	0	0	0	0	47001	0	0	0	0	0	0	0	0	0	0	0	1903	0	0	17999	4299	0	143	520	3979	0	0	0	5818	0	0	0	0	0	0	0	0	0	7676	39325	0	0	0	0	0	2963	0	0	0	0	-215	0	0	0	0	0	98	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	27796	11975	44289	0	5559	5988	44289	55836	
1454	152430	273365	0	0	0	0	134022	0	0	162	0	0	0	0	0	0	6581	17709	0	0	0	0	0	0	2654	14672	72973	3209	0	0	24100	0	0	0	0	1503	0	0	0	302	32688	101032	0	0	0	0	0	6993	162	66	798	0	1975	17772	0	17772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21319	133654	37400	106999	0	26731	18700	106999	152430	
1557	20137	34848	0	0	0	0	16481	0	0	0	0	0	0	0	0	0	157	869	0	0	0	2236	0	0	300	0	7665	694	0	0	5716	0	0	0	0	0	0	0	0	0	3141	13340	0	0	0	0	0	944	0	0	0	0	-57	0	0	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	0	0	0	719	0	0	0	157	16486	3835	15026	0	3297	1918	15026	20241	
1632	154837	194565	0	0	0	0	149062	0	0	0	0	0	0	0	0	0	1827	7084	0	0	0	0	0	0	1248	57	31400	828	0	0	0	0	0	0	0	0	0	0	0	3217	27475	118370	0	0	0	0	0	7672	0	0	500	0	-788	1540	0	68	0	1472	209	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5212	0	0	0	5212	0	0	0	1884	42269	28512	132226	0	8454	14256	132226	154936	
1669	79617	242732	0	0	0	0	65262	0	0	2493	0	0	0	0	0	0	8798	4524	0	0	3498	90709	2182	280	1202	21084	27247	0	0	0	14122	0	0	0	0	0	0	0	0	0	32925	32337	0	0	0	0	0	7134	2493	332	2732	26	2977	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33712	139334	35133	34183	0	27867	17567	34183	79617	
1829	146155	248596	0	0	0	0	124748	0	0	0	0	0	0	0	0	0	5721	2408	0	0	0	0	0	0	3431	22300	39019	32362	8399	0	0	0	0	0	0	0	0	0	0	178	41697	82873	0	0	0	0	0	7071	0	0	964	0	1748	111	0	0	0	111	29	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3092	0	0	0	3092	0	0	0	28021	42569	74059	100611	0	8514	37030	100611	146155	
1856	4461	9382	0	0	0	0	3796	0	0	0	0	0	0	0	0	0	175	1216	0	0	0	0	0	0	52	535	2351	0	0	0	759	0	0	0	0	0	0	0	0	40	1185	2571	0	0	0	0	0	471	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	33	0	0	0	710	4366	1185	3075	0	873	593	3075	4541	
1959	8288	17745	0	0	0	0	6597	0	0	0	0	0	0	0	0	0	75	1469	0	0	2100	13	0	0	202	0	6792	0	0	0	0	0	0	0	0	0	0	0	0	0	111	6486	0	0	0	0	0	440	0	33	119	0	-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2208	8393	111	6774	0	1679	56	6774	8509	
2040	96001	123906	0	0	0	0	98019	0	0	0	0	0	0	0	0	0	900	2184	0	0	0	0	314	0	696	0	5539	12386	185	0	8189	0	0	0	0	243	0	0	0	1619	29931	66469	0	0	0	0	0	4672	0	0	810	0	-495	380	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	18341	42874	70896	0	3668	21437	70896	96001	
2161	51810	92938	0	0	0	0	52889	0	0	0	0	0	0	0	0	0	1359	9019	0	0	826	0	0	0	513	230	22029	0	0	0	4440	0	0	0	0	0	0	0	0	0	21835	31054	0	0	0	0	0	2911	0	60	138	0	15	124	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2599	35626	21835	33767	0	7125	10918	33767	51810	
2376	273410	677482	0	0	0	0	370299	0	0	0	0	0	0	0	0	0	1759	22202	0	0	5283	13576	0	0	2465	75176	157126	39995	0	0	0	0	0	0	0	0	0	0	0	1156	331679	37465	0	0	0	0	0	16079	0	0	3969	0	-2581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82218	198029	371674	49575	0	39606	185837	49575	275018	
2451	9699	11717	0	0	0	0	10404	0	0	0	0	0	0	0	0	0	37	240	0	0	0	307	0	0	14	0	552	0	0	0	290	0	0	0	0	0	0	0	0	0	2946	7455	0	0	0	0	0	491	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1389	2946	7948	0	278	1473	7948	9699	
2554	4609	6238	0	0	0	0	3928	0	0	0	0	0	0	0	0	0	0	629	0	0	5	11	0	0	16	0	1023	245	0	0	0	0	0	0	0	0	0	0	0	0	92	3836	0	0	0	0	0	271	0	0	0	0	-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1663	337	4107	0	333	169	4107	4609	
2732	285446	400675	0	0	0	0	285033	0	0	1809	0	0	0	0	0	0	7020	9426	0	0	6	0	0	0	1869	0	83911	1467	1581	0	4200	0	0	0	0	0	0	0	0	1941	63998	219094	0	0	0	0	0	11420	1809	181	0	0	1506	2712	0	0	0	2712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7207	99478	65465	232817	0	19896	32733	232817	285446	
2750	41619	47044	0	0	0	0	39275	0	0	0	0	0	0	0	0	0	189	411	0	0	0	0	0	0	103	1598	1620	175	100	0	2420	0	0	0	0	0	0	0	0	0	3138	36137	0	0	0	0	0	3360	0	25	211	80	-728	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	1812	4662	3393	39297	0	932	1697	39297	41926	
2938	216040	268258	0	0	0	0	206202	0	0	0	0	0	0	0	0	0	2942	8047	0	0	0	0	0	0	1738	178	37690	2704	32	0	0	0	0	0	0	0	0	0	0	0	33591	172611	0	0	0	0	0	11701	0	1	1000	0	-762	4003	0	0	0	4003	162	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118	0	0	0	1118	0	0	0	3121	46737	36457	188464	0	9347	18229	188464	216040	
2956	62372	114617	0	0	0	0	68113	0	0	0	0	0	0	0	0	0	0	3572	0	0	0	0	0	0	642	150	32037	0	0	7090	0	0	0	0	0	0	0	0	0	3405	23840	40868	0	0	0	0	0	2937	0	0	1582	0	-208	0	0	0	0	0	46	0	0	0	46	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	131	0	0	0	7240	40596	23840	42404	0	8119	11920	42404	62443	
3252	63928	83532	0	0	0	0	55137	0	0	0	0	0	0	0	0	0	1617	2124	12	0	0	9075	250	0	133	0	9019	948	0	0	2425	0	0	0	0	0	0	0	0	305	1018	53814	0	0	0	0	0	4461	0	15	400	17	-766	237	0	0	0	237	119	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	29	0	0	0	1632	23348	2233	58240	0	4670	1117	58240	64027	
3458	9413	19032	0	0	0	0	8537	0	0	0	0	0	0	0	0	0	125	3341	0	0	0	736	0	0	232	1100	4956	0	0	0	0	0	0	0	0	0	0	0	0	0	1789	6748	0	0	0	0	0	440	0	0	337	0	-105	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1225	9370	1789	6861	0	1874	895	6861	9630	
3506	567730	803611	0	0	0	0	591849	0	61	0	0	0	0	0	0	2133	10231	12917	0	0	0	39865	231	100	3791	6854	113230	2410	0	0	0	0	0	0	0	0	0	0	0	1072	184355	406422	0	0	0	0	0	36461	0	730	3247	0	-2548	90	0	0	0	90	1070	0	0	0	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17815	170331	186996	440166	0	34066	93498	440166	567730	
3579	139145	189432	0	0	0	0	148567	0	0	5555	0	0	0	0	0	0	2884	3153	0	0	0	0	0	0	66	0	13337	9553	5102	0	0	0	0	0	0	0	0	0	0	0	62093	86474	0	0	0	0	0	14978	5555	0	1444	0	4129	843	0	843	0	0	60	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2884	18837	71646	99555	0	3767	35823	99555	139145	
3720	82275	123833	0	0	0	0	67736	0	0	0	0	0	0	0	0	0	0	0	3389	0	0	0	0	10877	1115	0	37716	0	0	0	0	0	0	0	0	0	0	0	0	0	25603	42133	0	0	0	0	0	5425	0	0	0	0	138	0	0	0	0	0	213	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37716	25816	61824	0	7543	12908	61824	82275	
3953	42861	55578	0	0	0	0	37980	0	0	0	0	0	0	0	0	0	580	2059	0	0	0	0	0	0	0	0	0	0	0	0	2790	0	0	0	0	0	8878	0	0	10219	4583	23178	0	0	0	0	0	5307	0	0	35	0	-695	0	0	0	0	0	377	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	15103	4583	37705	0	3021	2292	37705	43018	
4138	85303	155661	0	0	0	0	88287	0	0	0	0	0	0	0	0	0	1885	4403	0	0	0	0	0	0	728	4198	41892	610	4050	0	76	0	0	0	0	0	0	0	0	0	48001	40286	0	0	0	0	0	7742	0	18	718	0	-204	0	0	0	0	0	237	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6101	47089	48611	51579	0	9418	24306	51579	85303	
4147	33733	96940	0	0	0	0	55264	0	0	0	0	0	0	0	0	0	924	113	0	0	0	0	0	0	245	3266	19687	0	0	4652	0	0	0	0	0	0	0	0	5350	27833	13283	8798	0	0	0	0	0	14371	0	0	4282	4282	-251	39	0	39	0	0	28	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14192	51954	17565	14633	0	10390	8783	14633	33806	
4156	52731	68401	0	0	0	0	52131	0	0	0	0	0	0	0	0	0	336	2026	0	0	0	0	0	0	222	0	8756	0	0	0	0	0	0	0	0	0	0	0	0	0	13237	38894	0	0	0	0	0	4877	0	0	0	0	-411	185	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	10782	13237	43956	0	2156	6619	43956	52731	
4231	47830	82062	0	0	0	0	43435	0	0	0	0	0	0	0	0	0	0	1434	0	0	0	0	0	0	22	1767	28683	4915	0	0	0	0	0	0	0	0	0	0	0	0	12896	30539	0	0	0	0	0	2366	0	0	0	0	-645	0	0	0	0	0	0	0	0	0	0	64	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1767	30117	17811	32969	0	6023	8906	32969	47898	
4437	90657	128499	0	0	0	0	98838	0	0	0	0	0	0	0	0	0	3332	1603	0	0	0	5310	1974	0	78	0	9042	0	0	0	4756	0	0	0	0	0	0	0	0	0	35822	63016	0	0	0	0	0	4783	0	59	646	0	-670	0	0	0	0	0	0	0	0	0	0	31	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	0	0	775	0	0	0	0	3391	21388	38571	67094	0	4277	19286	67094	90657	
4745	5612	9191	0	0	0	0	5794	0	0	13	0	0	0	0	0	0	77	442	0	0	1105	1121	0	278	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	2017	3777	0	0	0	0	0	158	13	0	0	0	-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1182	2013	2017	4200	0	403	1009	4200	5612	
4839	144308	189699	0	0	0	0	128015	0	0	92	0	0	0	0	0	0	1748	3318	0	0	0	0	0	0	1952	9491	33582	7449	2543	0	0	0	0	0	0	0	0	0	0	0	12437	115578	0	0	0	0	0	6816	0	0	0	0	432	376	0	0	0	376	209	0	0	209	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1787	0	0	442	1345	0	0	0	11239	36903	20537	126658	0	7381	10269	126658	144308	
