"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	TEXT4087	
	MICR9999REPORT DATE	LEGAL NAME	CERTIFICATE NUMBER	CITY NAME	STATE ABBREVIATION	ZIP CODE	PRIMARY INTERNET WEB ADDRESS	
37	20010930							
242	20010930							
279	20010930							
354	20010930							
439	20010930							
457	20010930							
505	20010930							
1146	20010930							
1155	20010930							
1351	20010930							
1454	20010930							
1557	20010930							
1632	20010930							
1669	20010930							
1829	20010930							
1856	20010930							
1959	20010930							
2040	20010930							
2161	20010930							
2376	20010930							
2451	20010930							
2554	20010930							
2732	20010930							
2750	20010930							
2938	20010930							
2956	20010930							
3252	20010930							
3458	20010930							
3506	20010930							
3579	20010930							
3720	20010930							
3953	20010930							
4138	20010930							
4147	20010930							
4156	20010930							
4231	20010930							
4437	20010930							
4745	20010930							
4839	20010930							
5005	20010930							
5050	20010930							
5069	20010930							
5135	20010930							
5210	20010930							
5247	20010930							
5274	20010930							
5331	20010930							
5461	20010930							
5751	20010930							
5939	20010930							
6039	20010930							
6057	20010930							
6141	20010930							
6329	20010930							
6842	20010930							
6972	20010930							
7009	20010930							
7045	20010930							
7157	20010930							
7166	20010930							
7456	20010930							
7634	20010930							
8033	20010930							
8154	20010930							
8417	20010930							
8462	20010930							
8547	20010930							
8631	20010930							
9115	20010930							
9160	20010930							
9339	20010930							
9357	20010930							
9553	20010930							
9807	20010930							
9955	20010930							
10157	20010930							
10250	20010930							
10577	20010930							
10849	20010930							
10858	20010930							
11145	20010930							
11350	20010930							
11640	20010930							
11837	20010930							
12030	20010930							
12058	20010930							
12142	20010930							
12245	20010930							
12311	20010930							
12357	20010930							
12405	20010930							
12647	20010930							
12656	20010930							
12937	20010930							
12946	20010930							
12955	20010930							
13037	20010930							
13103	20010930							
13251	20010930							
13309	20010930							
13457	20010930							
14052	20010930							
14155	20010930							
14258	20010930							
14409	20010930							
14454	20010930							
14650	20010930							
14753	20010930							
14865	20010930							
14931	20010930							
14940	20010930							
15536	20010930							
15732	20010930							
16337	20010930							
16355	20010930							
16458	20010930							
16551	20010930							
16748	20010930							
16766	20010930							
16944	20010930							
16953	20010930							
17110	20010930							
17147	20010930							
17259	20010930							
17464	20010930							
17549	20010930							
17642	20010930							
17839	20010930							
17950	20010930							
18050	20010930							
18126	20010930							
18135	20010930							
18368	20010930							
18377	20010930							
18827	20010930							
