"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1350	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2800	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1350	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2800	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	
163370																																							73	3322	157	24333	43829	11140	0	3729	0	0	3685	208509	185271	0	0	236	185507	0	760	0	0	0	23002	0	208509	0	0	22919	0	0	1577	7263	178008		0	117424	116664	83	
163549																																							22	9120	0	17523	0	32580	0	3346	227	0	3271	271670	221816	20753	0	2261	249830	0	2779	0	5000	0	21840	316	271670	0	0	14261	0	6189	0	32987	188829		0	208360	205581	1074	
163745																																							0	6155	4626	9800	0	6346	0	4575	459	0	2388	179786	152411	90	0	3298	155799	0	2203	7907	0	0	23987	963	179786	0	0	0	0	22997	0	21457	130954		0	139733	137530	27	
163857																																							0	1221	0	278	0	26494	0	1878	0	0	1617	76912	64247	0	0	662	68177	0	705	348	3268	0	8735	500	76912	0	0	7297	0	500	0	7019	57228		0	45781	45076	438	
163923																																							0	50407	0	134950	0	238655	0	20809	1234	0	14541	962666	780797	100829	0	13028	895284	0	8170	446	630	0	67382	12184	962666	0	0	21118	0	29674	32153	130796	650001		0	477641	469471	4406	
164032																																							0	2648	0	10872	1631	10059	0	1509	160	0	1418	67235	58568	0	0	436	59004	0	910	0	0	0	8231	2000	67235	0	0	4194	0	2000	0	7666	50902		0	39848	38938	37	
164153																																							1785	1041	0	5206	0	22655	119	1266	384	0	2009	74423	66142	0	0	562	68134	0	529	0	1430	0	6289	650	74423	0	0	2160	0	2850	0	13407	52735		0	40487	39958	629	
164331																																							0	4906	25	28060	0	20703	0	3487	155	0	1336	173358	154239	2000	0	361	156600	0	805	0	0	0	16758	1100	173358	0	0	13940	0	1600	0	29496	124743		0	115491	114686	118	
164377																																							11717	843	0	0	34062	14925	0	1406	159	0	2684	140282	126851	0	0	1089	127940	0	511	0	0	0	12342	0	140282	0	0	12355	0	0	0	3296	123555		0	74997	74486	-13	
164742																																							17	335	0	1204	0	7039	0	217	0	0	874	22420	19995	0	0	145	20140	0	101	0	0	0	2280	100	22420	0	0	1594	0	500	0	2195	17800		0	12835	12734	86	
164854																																							1477	2530	3	4333	480	18078	0	1519	0	0	6360	128531	109030	0	0	854	118899	0	1167	0	9015	0	9632	510	128531	0	0	3862	0	5100	0	7374	101656		0	94918	93751	160	
164957																																							18	1374	0	2385	2761	4946	0	1001	0	0	875	51575	44976	0	0	319	46395	0	458	0	1100	0	5180	200	51575	0	0	4513	0	400	0	3523	41453		0	38673	38215	67	
164975																																							1517	624	0	6875	0	20834	0	1795	0	0	963	68356	61822	0	0	214	62036	0	236	0	0	0	6320	0	68356	0	0	-1	0	6190	604	460	61362		0	35380	35144	131	
165039																																							0	4859	0	3029	0	52624	0	3721	0	0	3471	145385	127494	0	0	1645	129139	0	1074	1285	0	0	16246	470	145385	0	0	14067	0	600	0	20306	107188		0	77470	76396	1109	
165356																																							1916	502	0	1370	1892	1008	0	80	0	0	166	19507	16911	0	0	153	17064	0	169	0	0	0	2443	200	19507	0	0	1438	0	800	0	1660	15251		0	12742	12573	5	
165628																																							0	80667	2094	42275	8326	145554	3625	20950	503	0	43274	1376453	1057837	81956	0	12612	1262405	16875	13926	368	105000	5000	97173	10075	1376453	0	0	56432	0	28130	0	185108	872729		0	1042743	1028817	2536	
165758																																							0	1577	0	4075	0	4284	0	950	0	0	395	38392	34188	0	0	508	34696	0	348	0	0	0	3696	10	38392	0	0	1136	0	2490	0	7863	26326		0	27459	27111	60	
165806																																							0	14317	124	3380	0	59771	0	6769	45	0	4751	348907	303584	1888	0	3192	321181	59	3237	250	12517	0	27667	375	348907	0	0	17986	0	8033	0	53670	249914		0	262737	259500	1273	
166072																																							96	2354	0	1127	0	20486	0	2209	309	0	2774	83956	63444	0	0	691	76135	0	835	680	12000	0	7821	351	83956	0	0	-33	0	7311	0	3641	59803		0	54756	53921	192	
166111																																							1402	4686	0	8300	2394	45055	0	2237	143	0	4031	200457	169637	0	0	1743	174735	0	935	0	3355	0	25722	0	200457	0	0	22039	0	3428	0	6389	163248		0	133144	132209	255	
166531																																							0	2263	0	2620	0	13300	0	3410	106	0	2571	80484	70079	0	0	1414	71493	0	865	0	0	0	8991	1500	80484	0	0	5809	0	1500	0	5974	64105		0	57079	56214	182	
166652																																							23	15847	191	12400	406	44420	0	3155	11	0	5095	324558	284168	8722	0	2241	295581	0	2913	234	450	0	28977	532	324558	0	0	16509	0	11050	0	61976	222192		0	245689	242776	886	
166737																																							21	3444	0	2663	0	16218	0	2601	0	0	3410	130308	118185	1626	0	682	120493	0	1442	0	0	0	9815	2	130308	0	0	8641	0	860	248	17433	100752		0	103145	101703	312	
166803																																							110	30448	2118	69500	73180	108953	0	10984	4700	0	15584	784667	690538	6673	0	9121	711419	0	9878	0	5087	0	73248	2186	784667	996	0	54338	0	14737	0	87257	603281		0	477972	468094	1987	
166849																																							0	374	0	987	405	3533	0	236	45	0	509	21640	18686	0	0	219	19605	0	342	0	700	0	2035	50	21640	0	0	1855	0	75	146	2540	16146		0	15747	15405	55	
167060																																							429	24130	49	725	0	71491	0	11076	0	0	10583	403395	351702	0	0	4411	356266	0	3492	0	153	0	47129	2761	403395	0	0	25683	0	17810	0	87897	263805		0	288404	284912	875	
167453																																							21	1116	0	3759	445	6007	0	443	0	0	920	52215	44970	0	0	532	48340	0	546	0	2838	0	3875	150	52215	0	0	2070	0	1573	0	5749	39221		0	40050	39504	82	
167556																																							0	1727	0	1620	0	21769	0	1479	79	0	1123	58185	50424	487	0	630	51541	0	404	0	0	0	6644	618	58185	0	0	4900	0	740	0	7280	43144		0	30792	30388	386	
167565																																							97495	23936	0	102	0	0	0	1201	0	0	1762	258751	10	0	0	93854	93864	0	0	134255	0	0	164887	5000	258751	0	0	-2345	0	162232	0	0	10		0	0	0	0	
167752																																							0	770	0	2475	543	3699	0	138	0	0	283	18952	15937	0	0	177	16114	0	130	1080	0	0	2838	50	18952	0	0	165	0	2575	0	1956	13981		0	10094	9964	48	
167855																																							1585	5623	5959	3445	0	26700	0	3004	0	0	1285	103718	84664	4100	0	1284	90048	0	670	0	0	0	13670	531	103718	0	0	601	0	12006	0	11903	72761		0	56787	56117	532	
167864																																							300	9126	0	8675	0	44512	0	2712	52	0	1627	147879	126823	0	0	668	127491	0	1384	0	0	0	20388	1000	147879	0	0	3549	0	15000	0	38584	88239		0	82259	80875	839	
168320																																							12276	11968	0	47960	96644	0	380	4902	42	0	4451	357384	318571	0	0	3231	323651	0	1702	0	1849	0	33733	1964	357384	0	0	14776	0	16993	0	33926	284645		0	180463	178761	0	
168366																																							250	2806	0	4925	1306	5260	1	2080	406	0	2224	62483	55126	1500	0	422	57048	0	283	0	0	0	5435	240	62483	0	0	4892	0	240	0	10256	44870		0	43508	43225	63	
168441																																							1	2416	117	541	0	13873	7	2050	0	0	1401	92020	78311	1259	0	605	81469	0	1025	0	1294	0	10551	1418	92020	0	0	5566	0	3384	0	13425	64886		0	72639	71614	183	
168571																																							4330	570	0	0	10076	19926	0	1261	86	0	2637	79154	46284	0	0	943	72775	0	333	0	25548	0	6379	2	79154	0	0	4225	0	2175	0	4283	42001		0	40601	40268	-23	
168731																																							0	5131	0	0	0	26587	0	5482	54	0	1696	176670	137795	23369	0	2275	163439	0	1859	0	0	0	13231	1000	176670	0	0	952	0	10813	0	20979	116816		0	139579	137720	466	
168759																																							2081	1541	0	3475	0	150	0	540	0	0	1537	43484	36687	0	0	361	40048	0	633	0	3000	0	3436	521	43484	0	0	930	0	1985	0	2882	33805		0	34793	34160	0	
169073																																							1789	4250	0	0	45760	50585	0	2593	2150	0	7468	282662	235350	0	0	1906	267256	0	2090	43	30000	0	15406	0	282662	0	0	-11214	0	27150	0	2959	232391		0	170114	168024	-530	
169233																																							1092	1569	0	507	0	12132	0	1252	440	0	937	55399	47377	0	0	481	50858	0	597	0	3000	0	4541	88	55399	0	0	1304	0	2912	0	4682	42695		0	38067	37470	237	
169327																																							80	3862	0	11446	1427	16976	0	2301	0	0	1423	116950	105707	0	0	554	106261	0	960	0	0	0	10689	2000	116950	0	0	5500	0	3000	0	16119	89588		0	80395	79435	189	
169354																																							196	6675	0	15000	14386	88684	0	468	39	0	2264	146992	122715	0	0	1746	124461	0	2376	0	0	0	22531	1200	146992	0	0	19469	0	1200	0	25741	96974		0	21656	19280	662	
169569																																							2873	3453	0	4225	338	12802	0	1687	0	31	884	84193	74414	0	31	537	74982	0	854	0	0	0	9211	8475	84193	0	0	624	0	0	0	8393	66021		0	58754	57900	112	
169653																																							101	85509	9066	11400	17631	133475	0	90570	3160	0	151470	3216107	2794316	94011	0	34003	2922330	0	44545	8085	0	0	293777	80000	3216107	0	0	101210	0	92637	134237	322449	2471867		0	2615948	2571403	19930	
169756																																							7491	6825	0	0	77609	8350	617	5734	1549	0	5951	256567	204520	0	0	2210	228722	0	1618	0	21992	0	27845	672	256567	0	0	18351	0	8905	0	32241	172280		0	144059	142441	-83	
169859																																							0	328	0	350	7657	0	0	0	0	0	213	13289	11943	0	0	51	11994	0	106	0	0	0	1295	100	13289	0	0	895	0	300	0	1578	10365		0	4847	4741	0	
169952																																							15	2359	0	300	5253	9880	0	2276	0	0	3407	81295	57030	0	0	455	74573	0	618	0	17088	0	6722	100	81295	0	0	3066	0	3400	0	6415	50615		0	58423	57805	156	
170051																																							21	8104	0	11626	0	119354	0	3922	5880	0	4966	418680	310114	13976	0	2658	353498	0	6175	0	26750	0	65182	5000	418680	0	0	53402	0	5000	0	32465	277649		0	270982	264807	1780	
170257																																							0	1847	0	10050	2213	24180	0	1306	278	0	925	58788	52673	0	0	602	53275	0	212	0	0	0	5513	300	58788	0	0	4497	0	300	0	8221	44452		0	18201	17989	416	
170332																																							4067	3138	0	1054	751	4659	9	2356	0	0	911	85701	78391	0	0	679	79275	0	634	0	205	0	6426	1400	85701	0	0	3216	0	1773	0	8655	69736		0	69390	68756	37	
170640																																							110	283	0	770	5121	0	0	184	0	0	412	20761	17386	0	0	80	18566	0	153	0	1100	0	2195	309	20761	0	0	1495	0	391	0	1800	15586		0	14034	13881	0	
170716																																							10900	98893	0	130000	589829	863108	0	61909	2495	18213	138421	4723740	2835163	1027573	18213	62896	4374495	0	45447	1532	362997	66865	349245	138743	4723740	848	788	137252	0	63082	0	325211	2509952		0	2853039	2807592	10168	
170912																																							0	1280	0	300	0	8364	0	1487	36	0	1087	45161	31350	174	0	271	42119	0	666	0	10324	0	3042	200	45161	0	0	975	0	1676	0	5079	26271		0	33273	32607	191	
170976																																							416	959	191	1100	2393	2190	0	178	0	0	743	29839	26244	0	0	198	26844	0	189	0	402	0	2995	0	29839	0	0	125	0	2876	0	1195	25049		0	21858	21669	-6	
171133	9342	9283	0	31000	100	40999	0	8246	0	1426	6001	335438	10380	1426	3004	304436	0	3571	105	0	0	31002	7310	335438	0	0	18052	0	5304	0		0	232507	228936	336	10893	0	10893				31000						1426		324528	278733	10380	1426		293526				0											50058	228675						
171227																																							2388	14635	44	0	0	101405	0	2533	94	0	17710	462928	327239	0	0	4902	426141	0	3733	0	94000	0	36787	1500	462928	0	0	31415	0	3195	4630	64685	262554		0	323222	319489	677	
171348																																							56	2660	1301	2425	0	9078	0	4160	315	0	2363	123594	86317	1700	0	1841	111020	0	1513	0	21162	0	12574	1350	123594	0	0	4755	0	6248	0	8957	77360		0	102749	101236	221	
171656																																							83	2550	0	2200	0	15350	0	1062	0	0	631	58741	50509	0	0	379	50888	0	386	0	0	0	7853	400	58741	0	0	5952	0	1000	0	8072	42437		0	37251	36865	501	
171759																																							0	1092	0	765	0	15564	0	1077	0	0	994	47302	41319	0	0	621	42440	0	257	0	500	0	4862	200	47302	0	0	1106	0	3300	402	4832	36487		0	27665	27408	256	
171768																																							2702	5349	0	7050	0	5066	0	3256	45	0	1897	96088	81629	0	0	795	90118	0	352	20	7694	0	5970	250	96088	0	0	2270	1963	1450	10994	18096	63533		0	60061	59709	37	
171852																																							2	920	0	2775	0	8893	10	683	0	0	657	33295	30450	0	0	271	30721	0	257	0	0	0	2574	975	33295	0	0	423	0	1125	0	5150	25300		0	19612	19355	51	
172000																																							100	11782	0	42250	17766	0	0	2132	0	0	3916	336983	309816	0	0	1377	311193	0	2571	780	0	0	25790	7802	336983	0	0	6060	0	11928	0	48866	260950		0	260828	258257	0	
172158																																							110	1168	0	1266	8041	15	0	455	0	0	1079	44535	40631	0	0	252	41508	0	292	0	625	0	3027	640	44535	0	0	1557	0	830	0	5732	34899		0	32693	32401	0	
172251																																							300	516	0	3115	1486	3038	0	162	29	0	301	24879	22059	0	0	125	22399	0	198	0	215	0	2480	100	24879	0	0	1161	0	1150	0	3176	18883		0	16130	15932	69	
172354																																							0	2492	0	270	1500	0	0	1010	185	0	1092	39690	36282	0	0	429	36711	0	397	0	0	0	2979	875	39690	0	0	1004	0	1100	0	4616	31666		0	33538	33141	0	
172363																																							13622	19845	1244	37000	0	229586	0	1786	0	0	21528	541979	326580	19800	0	8035	499015	0	5483	0	144600	0	42964	11668	541979	0	0	28954	0	0	6278	31190	295390		0	216573	211090	2342	
172457																																							242	7564	0	9690	21728	51015	0	3143	379	0	2381	186792	161102	11024	0	629	172755	0	1050	0	0	0	14037	980	186792	0	0	11474	0	980	0	36284	124818		0	91700	90650	603	
172747																																							0	6440	0	3801	0	38654	0	3129	639	0	3540	147649	126398	1428	0	723	136549	0	2085	0	8000	0	11100	537	147649	0	0	115	0	10130	0	18515	107883		0	93531	91446	318	
172804																																							15127	8469	0	0	5005	60462	0	4014	1572	0	6795	265810	236175	5575	0	1584	245768	0	2990	2433	2434	0	20042	750	265810	0	0	16004	0	2177	0	36130	200045		0	164923	161933	1111	
172840																																							6	3296	0	4785	343	25917	0	2194	537	0	1346	102784	88595	0	0	674	94603	0	838	0	5334	0	8181	400	102784	0	0	5981	0	800	0	8524	80071		0	65198	64360	1000	
172859																																							4	650	0	1475	7171	0	0	209	0	0	1183	37325	31106	0	0	171	32277	0	264	0	1000	0	5048	210	37325	0	0	3848	0	990	0	2034	29072		0	26897	26633	0	
173306																																							44	4027	0	6975	2185	29049	0	2057	0	0	2872	154327	127632	6916	0	972	141520	0	1136	0	6000	0	12807	400	154327	0	0	10737	0	1000	0	17006	110626		0	108254	107118	670	
173333	3225011	9040454	3639	15687865	0	26051358	285197	740933	22915	243580	5071042	138028439	9137388	243580	5177938	129046163	2620	1923743	439820	19134624	3884517	8979656	200858	138028439	3524714	3448773	2979112	0	5509013	58099		0	75557555	73633812	290673	30703173	653653	30049520				6959314						146364		116600166	57316170	9128355	146364		107617890				18822099											21150597	36165573						
173342																																							0	2635	0	4000	0	17953	0	815	0	0	636	60291	54058	0	0	672	54730	0	541	0	0	0	5561	100	60291	0	0	4559	0	975	0	4870	49188		0	34793	34252	-73	
173548																																							5	1471	0	0	0	21737	0	1803	24	0	905	53104	42092	1450	0	375	47860	0	359	0	3943	0	5244	1000	53104	0	0	2964	0	1000	0	4119	37973		0	27518	27159	280	
173557																																							7024	11291	0	6699	8918	46376	0	9245	342	0	3280	289780	263874	1058	0	1927	268659	0	1708	0	1800	0	21121	750	289780	0	0	16799	0	2745	0	54534	209340		0	198313	196605	827	
173575																																							0	11162	0	37474	23055	4978	0	4359	0	0	3915	288457	258913	0	0	1148	267005	0	1194	0	6944	0	21452	0	288457	0	0	21457	0	0	0	20400	238513		0	204708	203514	-5	
173641																																							0	3092	0	5375	0	29146	0	1279	0	0	1798	102880	85203	0	0	1135	89489	0	1178	0	3151	0	13391	900	102880	0	0	10908	0	1000	0	16076	69127		0	63368	62190	583	
173717																																							0	4731	76	2321	10440	27563	0	1345	36	0	3494	176207	147430	192	0	2195	163817	0	2125	0	14000	0	12390	400	176207	0	0	11356	0	260	266	24136	123294		0	128060	125935	374	
173801																																							5386	10691	81	0	14710	253342	0	22855	0	0	19113	1051099	837456	5605	0	8382	955672	0	8814	0	104229	0	95427	585	1051099	0	0	16237	0	71841	613	34608	802848		0	733122	724308	6764	
173838																																							19	5214	0	21041	0	12806	0	1761	0	0	3238	125735	102248	0	0	2374	105512	0	1697	0	890	0	20223	304	125735	0	0	19317	0	421	0	11481	90767		0	83353	81656	181	
173959																																							792	1258	0	5860	0	49732	0	1089	0	0	2770	75606	61747	0	0	1114	62861	0	171	0	0	0	12745	276	75606	0	0	11229	0	276	0	8424	53323		0	14276	14105	964	
174321																																							0	2360	0	0	20740	8170	0	412	0	0	730	50082	40693	781	0	337	41811	0	125	0	0	0	8271	1200	50082	0	0	1900	0	5000	0	13399	27294		0	17795	17670	171	
174367																																							0	1520	0	3750	0	11328	0	466	42	0	1592	28896	24204	0	0	654	24858	0	596	0	0	0	4038	500	28896	0	0	2226	0	1200	0	4342	19861		0	10794	10198	112	
174406																																							0	3277	0	3510	1116	18159	0	1216	0	0	1571	87075	69752	0	0	271	80023	0	500	0	10000	0	7052	375	87075	0	0	7045	0	120	0	12338	57414		-505	58726	58226	17	
174451																																							5289	5123	0	25200	0	25071	0	1973	592	0	3852	151119	129663	0	0	948	130712	0	758	1300	101	0	20407	600	151119	0	0	12475	0	6703	0	18450	111213		0	83477	82719	629	
174648																																							0	2378	0	0	0	343	0	192	0	0	371	21536	18426	0	0	214	19760	0	378	0	1120	0	1776	200	21536	0	0	1056	0	518	0	1593	16833		0	18630	18252	2	
175056																																							29	1545	0	6100	0	20598	0	851	59	0	1945	76314	70000	0	0	648	70648	0	487	0	0	0	5666	660	76314	0	0	1977	0	2936	0	9213	60787		0	45674	45187	93	
175140																																							22	2515	0	0	0	38315	0	5457	0	0	2383	133320	117078	1400	0	1607	122085	0	1359	0	2000	0	11235	300	133320	0	0	5607	0	4700	628	12821	104257		0	85359	84000	628	
175458																																							119	1064	0	131	1828	2146	0	234	0	0	404	15528	11214	365	0	173	14225	0	115	0	2473	0	1303	100	15528	0	0	335	0	850	0	1282	9932		0	9717	9602	18	
175560																																							0	11139	1274	38365	5064	0	0	2338	0	0	5764	344671	311242	0	0	3796	318038	0	2833	0	3000	0	26633	1507	344671	0	0	9456	0	15670	38266	38653	272589		0	245294	242461	0	
175609																																							0	5816	0	7200	17268	16081	0	1932	0	0	1297	109760	92969	0	0	1289	94258	0	1280	0	0	0	15502	2400	109760	0	0	12093	0	520	0	23899	69070		0	61446	60166	489	
175672																																							34	4986	0	15600	27107	8988	0	1547	0	0	4564	163852	153855	0	0	261	154116	0	1120	0	0	0	9736	0	163852	0	0	10583	0	0	1129	12614	141241		0	101017	99897	-847	
176053																																							1509	2504	0	1437	0	25144	0	311	0	0	731	56728	48795	1936	0	759	51490	0	362	0	0	0	5238	200	56728	0	0	4080	0	500	199	10924	37871		0	25255	24893	458	
176101																																							133	11562	0	2500	0	112683	0	6958	0	0	9298	264528	188838	30000	0	2136	220974	0	1625	0	0	0	43554	1000	264528	0	0	40115	0	1000	0	42391	146447		-312	123019	121394	1751	
176240																																							5	3282	0	2475	12765	53260	0	1167	40	0	2408	166908	141282	1339	0	1439	144701	0	749	0	641	0	22207	400	166908	0	0	19950	0	800	0	9489	131793		0	92255	91506	1057	
176325																																							100	2888	0	6213	0	28918	0	615	33	0	2385	71825	64110	0	0	459	64569	0	400	0	0	0	7256	420	71825	0	0	5646	0	705	0	10759	53351		0	31073	30673	485	
176437																																							10106	2338	0	1803	0	8251	0	485	0	0	2879	63813	57822	0	0	1124	58946	0	586	0	0	0	4867	200	63813	0	0	1689	0	2800	0	9913	47909		0	38537	37951	178	
176464																																							101	17545	2656	2225	0	79562	284	8588	71	0	8826	314010	281204	0	0	3190	284559	0	2205	0	165	0	29451	2500	314010	0	0	11283	0	13500	0	57768	223436		0	196357	194152	2168	
176642																																							100	1346	0	1530	0	8499	0	1141	0	0	1483	61994	48534	0	0	587	55785	0	588	172	6664	0	6209	400	61994	0	0	5194	0	400	0	3850	44684		0	48311	47723	215	
177078																																							0	6320	2684	0	32835	0	0	2476	0	0	3606	183826	130251	1531	0	3940	148682	0	1974	16244	12960	0	35144	2000	183826	0	0	479	0	32665	0	13310	116941		0	121635	119661	0	
177135																																							0	847	0	890	13220	0	0	202	264	0	331	24159	17010	0	0	305	17315	0	165	0	0	0	6844	500	24159	0	0	5744	0	600	0	5187	11823		0	8570	8405	0	
177443																																							90	2655	0	3019	0	42885	0	185	268	0	2158	104818	88697	0	0	761	94458	0	746	0	5000	0	10360	150	104818	0	0	7622	0	2000	0	8141	80556		0	54304	53558	588	
177500																																							4887	1109	0	0	0	0	0	287	0	0	260	26615	23641	0	0	9	24098	0	246	0	448	0	2517	50	26615	0	0	2417	0	50	0	5303	18338		0	20318	20072	0	
177546																																							29	1691	0	1955	0	7754	0	2026	0	0	919	56000	48065	0	0	545	52065	0	320	0	3455	0	3935	200	56000	0	0	2441	0	1200	1493	4838	43227		0	40453	40133	94	
177555																																							100	449	0	100	3912	0	0	68	0	0	283	10962	9983	0	0	67	10050	0	105	0	0	0	912	125	10962	0	0	412	0	375	0	1012	8971		0	6155	6050	0	
177742																																							112	1969	0	918	0	3266	0	950	0	0	2970	78960	67042	0	0	929	73076	0	445	0	5105	0	5884	1000	78960	0	0	2864	0	1975	0	5239	61803		0	69220	68775	45	
177751																																							28	28470	0	17821	0	22637	5000	1054	600	0	3033	260740	220484	0	0	1297	234141	0	2751	0	12360	0	26599	2500	260740	0	0	19745	0	4200	0	101896	118588		0	184848	182097	154	
177920																																							863	4429	0	1920	11006	17514	0	6001	0	0	2405	191528	161549	714	0	841	172453	0	2048	0	9349	0	19075	950	191528	0	0	16865	0	1000	0	24660	136889		0	149438	147390	260	
177957																																							13	2260	0	2625	0	21408	0	903	407	0	5917	89162	79796	0	0	1025	82218	0	624	0	1397	0	6944	500	89162	0	0	5186	0	500	0	8368	71428		0	56253	55629	758	
178020	373	363113	0	994144	0	889465	0	76228	3130	60	260136	12702125	378694	60	169751	11994153	0	128505	20193	957357	198017	707972	25000	12702125	0	0	624625	0	33454	53286		0	10170502	10041997	24893	213655	0	213655				994143						60		12702123	10076619	378694	60		11994151				957357											1248255	8828364						
178057																																							26	322	0	1150	1320	0	0	112	0	0	322	14158	12041	0	0	185	12476	0	93	0	250	0	1682	100	14158	0	0	282	0	1300	0	816	11225		0	10999	10906	0	
178150																																							0	2333	0	2603	0	18208	0	829	137	0	664	77840	70331	0	0	574	70905	0	884	243	0	0	6935	150	77840	0	0	3788	0	2625	0	7264	63067		0	53707	52823	372	
178244																																							0	917	0	2395	58	7192	0	461	0	0	706	43965	38540	0	0	622	39866	0	411	0	704	0	4099	137	43965	0	0	2485	0	1350	0	4237	34303		0	32647	32236	127	
178271																																							0	2009	0	1043	7978	5000	0	428	0	0	542	44891	39434	0	0	81	39515	0	256	0	0	0	5376	0	44891	0	0	0	0	5376	0	652	38782		0	28147	27891	0	
178356																																							0	1913	0	4300	510	12718	0	1535	0	0	465	50204	45108	0	0	386	45494	0	293	0	0	0	4710	50	50204	0	0	2684	0	1750	0	9862	35246		0	29056	28763	226	
178561																																							29	3529	887	6260	0	27821	1	1992	60	0	4071	98967	88910	0	0	871	89781	0	861	14	0	0	9186	200	98967	0	0	2902	0	5800	0	15271	73639		0	55164	54303	284	
178851																																							1055	2917	0	627	43753	501	0	2308	122	0	1721	99229	91832	0	0	469	92301	0	868	0	0	0	6928	1382	99229	0	0	4163	0	1382	1673	21410	70422		0	45420	44552	1	
179148																																							22	1571	0	1646	2712	10465	0	1550	0	0	2839	58993	51253	0	0	1218	52471	0	522	9	0	0	6522	760	58993	0	0	3086	0	2240	0	7777	43476		0	38701	38179	436	
179335																																							300	4700	0	4600	11009	16278	1368	915	238	0	1420	107345	94706	0	0	1023	95729	0	1375	0	0	0	11616	280	107345	0	0	2007	0	9075	0	12397	82309		0	67892	66517	254	
179559																																							0	6514	0	3750	2145	6372	0	985	129	0	828	36799	34543	0	0	201	34744	0	1120	0	0	0	2055	439	36799	0	0	-180	0	1750	0	7203	27340		0	17196	16076	46	
179700																																							26	9143	337	4396	15283	28135	0	2682	0	0	9699	234169	215547	0	0	1373	216920	0	1987	0	0	0	17249	0	234169	0	0	1277	51	16213	0	18304	197243		0	166455	164468	-292	
179755																																							11	4932	0	3797	1756	9721	0	1393	0	0	1716	92979	84799	0	0	679	85478	0	549	178	0	0	7501	625	92979	0	0	5945	0	775	0	4171	80628		0	70024	69475	156	
180041																																							21	1214	0	0	424	4664	0	304	50	0	1329	44723	34309	725	0	339	41373	0	512	114	6000	0	3350	97	44723	0	0	2258	0	903	0	3701	30607		0	37115	36603	92	
180078																																							546	9534	262	6468	0	22132	0	8052	0	0	2847	208470	192502	0	0	446	193448	51	1577	0	500	0	14971	3500	208470	0	0	7125	0	4084	0	10781	181721		0	160206	158629	262	
180144																																							0	1365	0	2300	11032	0	0	857	14	0	814	46494	37482	0	0	348	37830	0	322	0	0	0	8664	1200	46494	0	0	6264	0	1200	0	3647	33835		0	30434	30112	0	
180153																																							29	2499	0	4075	0	18275	0	681	4	0	1622	75253	67393	0	0	1368	69382	0	887	0	621	0	5871	578	75253	0	0	3522	0	1422	0	9300	58093		0	48955	48068	349	
180201																																							337	2001	0	524	0	16175	0	749	0	0	644	48990	42358	0	0	492	42850	0	354	0	0	0	6140	225	48990	0	0	5159	0	225	0	5981	36377		0	28914	28560	531	
180416																																							521	4132	513	9900	839	36754	0	1944	283	0	5506	194846	170410	0	0	1259	171669	0	1313	0	0	0	23177	1397	194846	0	0	17006	0	4603	0	24282	146128		0	135767	134454	171	
180443																																							179	1600	0	0	0	10821	0	92	0	0	2396	36279	28233	600	0	1050	32183	0	489	0	2300	0	4096	600	36279	0	0	1316	0	1950	0	3409	24824		0	21680	21191	230	
180537																																							6	3132	0	200	8913	1790	0	1001	6	0	2763	65277	57008	0	0	357	58865	0	541	10	1500	0	6412	75	65277	0	0	5645	0	675	0	7732	49276		0	47997	47456	17	
180649																																							0	12113	850	753	0	107276	0	6429	0	0	5344	446675	364985	20228	0	3472	415685	0	2918	0	27000	0	30990	1966	446675	0	0	12106	0	15799	10719	52344	312641		0	306109	303191	1119	
180845																																							0	1976	0	200	0	19930	0	1171	0	0	2550	60348	48226	2196	0	435	51857	0	421	0	1000	0	8491	300	60348	0	0	6506	0	1450	0	5919	42307		0	34942	34521	235	
181169																																							14638	31481	0	28200	7944	60765	0	5706	2290	0	14816	537851	483313	0	0	4153	487466	0	3961	0	0	0	50385	1814	537851	0	0	42401	0	5788	0	165922	317391		0	375972	372011	382	
181347																																							116	5435	0	2300	0	54886	0	3535	183	0	3288	170204	139288	7334	0	1081	157703	0	985	1786	10000	0	12501	300	170204	0	0	6328	0	5200	356	13770	125518		0	99304	98319	673	
181404																																							41	8654	0	11138	0	84152	-148	1805	161	0	13579	332206	273668	27869	0	2665	307116	0	2599	0	2914	0	25090	0	332206	0	0	14604	0	8742	0	42483	231185		0	215423	212824	1744	
