"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4658	RIAD4659	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD4668	RIAD4669	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIAD5413	RIAD5414	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	
	CHG-OFFS ON CONSTRCTN&LAND DEVLPMT	RECVRS ON CONSTRCTN&LAND DEVLPMT LNS	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFFS ON LNS SECD BY NONFARM NONR	RECVRS ON LNS SECD BY NONFARM NONRES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	CHG-OFF ON LOANS TO DEPOSITORY INST	RECOV ON LOANS TO DEPOSITORY INST	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHRGE-OFFS ON LNS TO U.S. DEP INST	CHRGE-OFFS ON INS TO FOREIGN BANKS	CHARGE-OFFS ON LOANS TO FARMERS	CHRG-OFF LEASE FNC RCVBL US ADDR	CHRG-OFF LEASE FNC RCVBL NON US ADDR	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOV ON LOANS TO U.S. DEPOSITORY IN	RECOVERIES ON LOANS TO FOREIGN BANKS	RECOVERIES ON LOANS TO FARMERS	RECOV ON LEASE FIN RECEIVABLE-US ADD	RCVRY LEASE FNC RCVBL NON US ADD	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHG-OFFS OF ALL OTHR LNS SECD BY 1-4	RECOVERS OF ALL OTHR LNS SECD BY 1-4	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	CHARGE-OFFS ON: OTHER INDIV LOANS	RECOVERIES ON: OTHER INDIV LOANS	
37	0	0	0	0	0	0	0	0	0	0	0	0	64	0			0	0	71	0	0	0						0						0			0	0	0	0	11	6			0	0	60	58	
242	0	0	0	0	0	0	0	0	0	0	0	0	3	1			0	0	7	0	0	7						0						0			0	0	0	0	0	0			0	0	0	2	
279	0	0	0	0	0	0	0	0	0	0	0	0	9	1			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	8	
354	0	0	0	0	0	0	0	0	0	0	0	3	17	5			0	0	15	0	0	0						0						0			0	0	0	0	2	6			0	0	13	3	
439	0	0	0	0	0	0	4	0	0	0	0	0	36	0			0	0	396	236	0	0						0						0			0	0	0	0	67	1			0	0	89	35	
457	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	2	13	0	0	0						0						2			0	0	0	0	0	0			0	0	13	0	
505	0	0	0	0	0	0	0	0	0	0	0	0	129	98			0	0	793	585	0	0						0						0			0	0	0	0	23	0			6	0	179	31	
1146	133	15	0	0	0	0	0	0	0	0	0	0	66	5			0	0	471	5	0	0															0	0	23	17	0	0			297	14	13	15	
1155	0	0	0	0	0	0	0	0	0	0	0	0	9	5			0	4	66	60	0	6						0						0			0	0	0	0	0	0			0	0	0	0	
1351	0	0	0	0	0	0	0	0	0	0	0	0	6	3			0	0	52	0	0	0						0						0			0	0	0	0	0	0			0	0	52	3	
1454	0	0	0	0	0	0	0	0	0	0	0	0	35	3			0	4	141	0	0	7						0						0			0	0	0	0	0	0			23	3	111	25	
1557	0	0	0	0	0	0	0	0	0	0	0	0	9	0			0	7	2	0	0	0						0						7			0	0	0	0	0	0			0	0	2	2	
1632	0	0	0	0	0	0	0	1	0	0	0	0	64	16			0	16	230	90	0	19						11						0			0	0	0	0	32	7			0	0	89	24	
1669	0	0	0	0	0	0	0	0	0	0	0	0	49	6			0	1	166	25	0	20						0						0			0	0	0	0	1	0			0	0	120	42	
1829	0	0	0	0	0	0	0	0	64	0	0	0	40	29			0	0	303	84	0	0						0						0			0	0	0	0	5	0			15	1	135	10	
1856	0	0	0	0	0	0	0	0	0	0	0	0	18	0			0	18	6	6	0	0						0						15			0	0	0	0	0	0			0	0	0	0	
1959	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	5	4	0	0	0						0						5			0	0	0	0	3	0			0	0	1	2	
2040	0	0	0	0	0	0	0	0	0	0	0	0	27	15			0	0	76	0	0	0						0						0			0	0	0	0	19	1			0	0	57	11	
2161	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	0	40	0	0	0						0						0			0	0	0	0	0	0			10	1	30	6	
2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	0	0	
2451	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	2	30	30	0	0						0						2			0	0	0	0	0	0			0	0	0	0	
2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	9	9	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
2732	0	0	0	0	0	0	0	0	0	0	0	0	102	81		0	0	0	82	49	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	33	21	
2750	0	0	0	3	0	0	0	0	0	0	0	0	29	0			0	0	202	0	0	0						0						0			0	0	0	0	0	0			0	0	202	26	
2938	0	0	0	0	0	0	0	0	0	0	0	0	10	3			0	0	581	444	0	0						0						0			0	0	0	0	0	0			0	0	137	7	
2956	0	0	0	0	0	0	0	0	0	0	0	0	23	16			0	0	46	0	0	0						0						0			0	0	0	0	8	0			0	0	38	7	
3252	0	0	0	0	0	0	0	12	0	0	0	0	136	41			0	0	261	23	0	0						0						0			0	0	0	0	0	0			0	0	238	83	
3458	0	0	0	1	0	0	0	0	0	0	0	0	14	6			0	2	9	5	0	0						0						2			0	0	0	0	0	3			0	0	4	2	
3506	0	0	0	0	0	0	0	0	697	6	0	0	301	265		0	0	0	706	0	0	0		0	0		0	0		0	0		0	0		0	0	0	5	18	0	3			0	6	4	3	
3579	4	0	0	0	0	0	0	0	0	0	0	0	35	0			0	0	97	0	0	0						0						0			0	0	0	0	27	8			0	0	66	27	
3720	0	0	0	0	0	0	0	0	0	0	0	0	26	22			0	0	43	1	0	0						0						0			0	0	0	0	2	0			0	0	40	4	
3953	0	0	23	4	0	0	0	0	0	0	0	0	39	17			0	9	220	128	0	23						23						9			0	0	0	0	0	2			0	0	46	7	
4138	0	0	0	0	0	0	0	0	0	0	0	0	44	14			0	0	179	88	0	0						0						0			0	0	0	0	6	0			0	0	85	30	
4147	0	0	0	0	0	0	0	0	0	0	0	0	1	1			0	0	15	0	0	0						0						0			0	0	0	0	0	0			1	0	14	0	
4156	0	0	0	9	0	0	0	0	0	0	0	0	31	0			0	2	57	1	0	0						0						0			0	0	0	0	14	15			0	0	42	5	
4231	0	0	0	0	0	0	0	0	0	0	0	0	13	0			0	1	20	6	0	0						0						1			0	0	0	0	3	3			0	0	11	9	
4437	0	0	0	0	0	0	0	0	0	0	0	0	15	0			0	0	38	7	0	0						0						0			0	0	0	0	0	0			0	0	31	15	
4745	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	1	0	
4839	0	0	0	0	0	0	0	0	0	0	0	0	60	4			0	0	239	30	0	0						0						0			0	0	0	0	0	0			0	0	209	56	
5005	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	3	0	0	0						0						0			0	0	0	0	0	0			0	0	3	1	
5050	0	0	0	0	0	0	0	0	0	0	0	0	44	0			0	0	139	0	0	0						0						0			0	0	0	0	0	0			7	0	132	44	
5069	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
5135	0	0	0	0	0	0	0	0	0	0	0	0	94	1			0	65	150	54	0	9						9						65			0	0	0	0	6	22			17	0	64	6	
5210	0	0	0	0	0	0	0	0	0	0	0	0	45	1		0	0	0	142	10	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	26	3			0	0	106	41	
5247	0	0	0	0	0	0	0	0	0	0	0	0	16	0		0	0	3	64	0	0	22		0	0		0	0		0	0		0	0		0	0	0	0	0	0	5			4	1	38	7	
5274	0	0	0	0	0	0	0	0	0	0	0	0	50	0			0	0	101	4	0	0						0						0			0	0	0	0	0	0			0	0	97	50	
5331	0	0	0	0	0	0	0	0	0	0	0	0	35	35			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	1	0	
5461	0	0	0	0	0	0	70	245	0	0	0	0	251	0			0	0	74	0	0	0						0						0			0	0	0	0	0	0			0	0	4	6	
5751	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	5	0	0	0						0						0			0	0	0	0	0	0			0	0	5	1	
5939	11746	566	0	0	0	0	0	0	0	3	0	0	687	34		0	0	38	12720	447	0	311		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	216	46	
6039	0	0	0	0	0	0	0	0	0	0	0	0	35	4			0	0	315	202	0	0						0						0			0	0	0	0	0	0			4	0	109	31	
6057	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	106	73	0	0						0						0			0	0	0	0	3	0			0	0	30	5	
6141	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	104	45	0	0						0						0			0	0	0	0	9	0			0	0	50	4	
6329	0	0	0	0	0	0	71	4	0	0	0	0	112	3			0	2	728	398	0	0						0						2			0	0	0	0	14	17			19	8	226	78	
6842	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	13	0	0	0						0						0			0	0	0	0	0	0			0	0	13	0	
6972	0	0	0	0	0	0	0	0	0	0	0	0	19	0		0	0	0	125	36	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			34	11	55	8	
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	0	0	
7045	0	0	0	0	0	0	0	0	0	0	0	0	16	0			0	0	52	0	0	0						0						0			0	0	0	0	29	0			2	0	21	16	
7157	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	358	345	0	3						3						0			0	0	0	0	0	0			0	0	10	6	
7166	0	0	0	0	0	0	0	0	0	0	0	0	25	22		0	0	0	149	136	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			2	1	11	2	
7456	0	0	0	0	0	0	0	0	0	0	0	0	150	25			0	125	205	9	0	190						190						125			0	0	0	0	0	0			0	0	6	0	
7634	0	0	0	0	0	0	0	0	0	0	0	0	9	0			0	0	58	15	0	0						0						0			0	0	0	0	0	0			0	0	43	9	
8033	0	0	0	0	0	0	0	0	0	0	0	0	51	8			0	42	133	53	0	80						79						42			0	0	0	0	0	0			0	0	0	1	
8154	0	0	0	0	0	0	0	0	0	0	0	0	4	2			0	0	33	1	0	0						0						0			0	0	0	0	6	0			0	0	26	2	
8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	0	0	
8462	0	0	0	0	0	0	0	0	0	0	0	0	14	2			0	4	28	4	0	0						0						4			0	0	0	0	0	0			0	0	24	8	
8547	2	0	0	0	0	0	0	0	0	0	0	0	19	0			0	0	146	24	0	0															0	0	0	0	45	0			3	0	72	19	
8631	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	106	0	0	0															0	0	0	0	0	0			0	0	106	4	
9115	0	100	0	0	110	0	0	0	0	0	0	0	138	0		0	0	0	458	34	0	0		0	0		0	0		0	0		0	0		0	0	0	110	1	0	6			1	0	203	31	
9160	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	3	0	0	0						0						0			0	0	0	0	0	0			0	0	3	1	
9339	0	0	0	0	0	0	0	0	0	0	0	0	12	0			0	0	141	1	0	0						0						0			0	0	0	0	52	0			0	0	88	12	
9357	0	0	0	0	0	0	0	0	0	0	0	0	15	13			0	0	197	192	0	0						0						0			0	0	0	0	0	0			0	0	5	2	
9553	0	0	0	0	0	0	0	0	0	0	0	0	3	2			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	1	
9807	0	5	0	0	0	0	0	0	0	0	0	0	151	94		0	0	0	136	46	0	0		0	0		0	0		0	0		0	0		0	0	0	0	6	73	31			0	0	17	15	
9955	0	0	0	0	0	0	0	0	0	0	0	0	15	12			0	0	15	3	0	0						0						0			0	0	0	0	0	0			0	0	12	3	
10157	0	0	23	0	0	0	0	0	0	0	0	0	47	14			0	0	71	0	0	26						26						0			0	0	0	0	0	0			0	0	22	33	
10250	0	0	0	0	0	0	0	0	0	0	0	0	38	0			0	0	215	66	0	0						0						0			0	0	0	0	0	2			16	0	133	36	
10577	0	25	0	0	0	0	0	0	0	0	0	0	26	0			0	0	14	4	0	0															0	0	0	0	0	0			0	0	10	1	
10849	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	15	0	0	0						0						0			0	0	0	0	0	2			12	0	3	1	
10858	0	0	0	0	0	0	61	0	0	0	0	0	40	6		0	0	0	5031	75	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	2			4742	0	153	32	
11145	0	0	0	0	0	0	0	0	0	0	0	0	15	0			0	0	94	30	0	0						0						0			0	0	0	0	0	0			0	0	64	15	
11350	0	0	0	0	0	0	0	0	0	0	0	0	9	4			0	0	12	0	0	0						0						0			0	0	0	0	0	0			0	0	12	5	
11640	0	0	0	0	0	0	0	0	0	0	0	0	107	0			0	69	285	0	0	229						229						69			0	0	0	0	0	0			0	0	56	38	
11837	0	0	0	0	0	0	0	0	0	0	0	0	52	10			0	0	29	15	0	12															0	0	0	3	0	0			2	0	0	39	
12030	0	0	0	0	0	0	0	0	0	0	0	0	704	155			0	62	1232	459	0	82						0						0			0	0	0	0	331	228			0	0	360	259	
12058	0	0	0	0	0	0	0	0	0	0	0	0	59	2			0	24	312	17	0	56						0						0			0	0	0	0	41	0			0	0	198	33	
12142	0	0	0	0	0	0	0	0	99	80	0	0	106	0			0	23	191	0	0	92						0						0			0	0	0	0	0	3			0	0	0	0	
12245	0	0	0	0	0	0	0	0	0	0	0	0	15	0			0	0	24	0	0	0						0						0			0	0	0	0	0	6			1	0	23	9	
12311	845	108	18	174	54	8	2563	212	41298	6727	3	22	27206	3893	3893	0	0	2	160507	34028	0	5	34028	0	0	0	3	75	41298	0	0	0	22	11	6727	0	0	0	5073	514	502	92	0	0	0	0	76043	15443	
12357	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
12405	0	0	0	0	0	0	1565	0	148	11	0	0	289	55		0	0	2	3255	666	0	255		0	0		0	255		0	0		0	2		0	0	0	0	0	136	51			3	25	482	145	
12647	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	25	12	0	0						0						0			0	0	0	0	0	0			0	0	13	0	
12656	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	5	
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	2	0	0	0						0						0			0	0	0	0	0	0			0	0	2	0	
12946	0	0	0	0	0	0	15	1	0	0	0	0	333	19		0	0	0	903	109	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	369	44			0	0	410	269	
12955	0	0	0	0	0	0	0	0	0	0	0	0	150	28			0	0	201	19	0	0						0						0			0	0	0	0	0	0			0	0	182	122	
13037	0	0	0	0	0	0	0	0	0	0	0	0	21	2			0	0	429	415	0	0															0	0	0	0	0	0			6	4	8	15	
13103	0	0	0	0	0	0	0	0	0	0	0	0	61	29		0	0	0	13	13	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	31			0	0	0	1	
13251	0	0	0	0	0	0	0	0	0	0	0	0	20	0			0	0	6	0	0	0						0						0			0	0	0	0	0	0			0	0	6	20	
13309	0	5	0	0	81	278	4097	15	0	0	0	0	3305	1859		0	0	2	19415	10851	0	0		0	0		0	0		0	0		0	2		0	0	0	0	0	323	153			512	130	3551	863	
13457	0	0	0	0	0	0	0	0	0	0	0	0	8	6			0	2	0	0	0	0						0						2			0	0	0	0	0	0			0	0	0	0	
14052	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	11	0	0	0						0						0			0	0	0	0	0	0			0	0	11	0	
14155	0	0	0	0	0	0	0	0	0	0	0	0	37	5			0	4	152	67	0	3						3						3			0	0	0	0	19	0			0	0	63	28	
14258	0	0	0	0	0	0	0	0	0	0	0	0	52	5		0	0	0	341	208	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	133	47	
14409	9	226	0	0	0	2	80	726	295	201	0	0	8960	3573	3573	0	0	831	33306	23732	0	3069	23732	0	0	0	0	0	295	0	0	0	0	0	201	0	0	0	10	0	315	260	0	0	0	0	5796	3141	
14454	0	0	0	0	0	0	0	0	27	6	0	0	8	2			0	0	30	0	0	0						0						0			0	0	0	0	0	0			0	0	3	0	
14650	0	0	0	0	0	0	55	0	0	0	0	0	29	0			0	10	186	0	0	93						0						10			0	0	0	0	0	0			0	0	38	19	
14753	0	0	0	0	0	0	0	0	0	0	0	0	3	1			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	2	
14865	0	0	0	0	0	0	0	0	0	0	0	0	12	0			0	0	41	9	0	0						0						0			0	0	0	0	0	0			6	0	26	12	
14931	0	0	0	0	0	0	0	0	0	0	0	0	8	8			0	0	121	118	0	0															0	0	0	0	0	0			0	0	3	0	
14940	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	41	40	0	0						0						0			0	0	0	0	1	0			0	0	0	0	
15536	0	0	0	0	0	0	0	0	0	0	0	0	234	50		0	0	0	4106	3986	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	14	14			0	0	106	170	
15732	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	31	6	0	0						0						0			0	0	0	0	0	0			0	0	25	1	
16337	0	0	0	0	0	0	0	0	0	0	0	0	39	16			0	0	177	83	0	0						0						0			0	0	0	0	0	0			0	0	94	23	
16355	0	0	0	0	0	0	0	0	0	0	0	0	4	2			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	1	2	
16458	0	0	0	0	0	0	157	0	0	0	0	0	17	4			0	7	357	155	0	30						0						0			0	0	0	0	0	0			0	0	15	6	
16551	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	20	0	0	0						0						0			0	0	0	0	15	0			0	0	5	2	
16748	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	63	0	0	0															0	0	0	0	0	0			0	0	63	5	
16766	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	2244	2244	0	0															0	0	0	0	0	0			0	0	0	0	
16944	0	0	0	0	0	0	0	0	0	0	0	0	23	10			0	0	363	357	0	0						0						0			0	0	0	0	0	11			0	0	6	2	
16953	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	5	0	0	0						0						0			0	0	0	0	0	0			0	0	5	2	
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0	0	0			0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	156	1		0	0	42	953	393	0	105		0	0		0	0		0	0		0	0		0	0	0	0	0	67	5			0	7	388	101	
17259	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	15	0	0	0						0						0			0	0	0	0	0	0			0	0	15	5	
17464	0	0	0	0	0	0	145	0	0	0	0	0	189	3		0	0	0	2004	515	0	0		0	0		0	0		0	0		0	0		0	0	0	44	0	16	30			147	15	1137	141	
17549	0	0	0	0	0	0	0	0	457	67	0	0	97	4			0	0	469	0	0	0						0						0			0	0	0	0	0	0			0	0	12	26	
17642	0	0	0	0	0	0	19	0	0	0	0	0	10	9			0	0	214	106	0	0						0						0			0	0	0	0	0	0			0	0	89	1	
17839	0	0	0	0	0	0	20	1	0	0	0	0	400	339			0	35	220	100	0	0						0						35			0	0	0	0	51	9			0	1	49	15	
17950	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	2	0	0	0						0						0			0	0	0	0	0	0			0	0	2	0	
18050	0	2	0	0	0	0	0	0	0	0	0	0	39	12			0	1	92	19	0	0						0						0			0	0	0	0	0	0			11	0	62	24	
18126	0	0	0	0	0	0	0	0	0	0	0	0	69	1		0	0	0	377	67	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	82	38			0	0	228	30	
18135	0	0	0	0	0	0	0	0	0	0	0	0	64	0			0	0	102	0	0	0						0						0			0	0	0	0	0	0			0	0	102	64	
18368	0	0	0	0	0	0	0	0	345	48	0	0	166	109		0	0	0	1421	1048	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			16	4	12	5	
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
18827	0	0	0	0	0	0	0	0	0	0	0	0	20	11			0	0	60	36	0	0						0						0			0	0	0	0	0	0			0	0	24	9	
18836	51	11	0	0	0	0	0	0	0	0	0	0	56	0			0	0	160	0	0	0															0	0	0	0	0	0			0	0	109	45	
18854	0	0	0	0	0	0	0	0	0	0	0	0	6	5			0	0	164	11	0	150						150						0			0	0	0	0	0	0			0	0	3	1	
18863	0	0	0	0	0	0	0	0	0	0	0	0	47	37		0	0	0	104	74	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			29	7	1	3	
18957	0	0	0	0	0	0	0	0	0	0	0	0	48	41			0	3	21	0	0	2						0						0			0	0	0	0	0	0			7	1	12	3	
19356	0	0	0	0	0	0	0	0	0	0	0	0	42	26			0	6	423	401	0	22						0						0			0	0	0	0	0	10			0	0	0	0	
19730	0	0	0	0	0	0	0	0	0	0	0	0	5	0		0	0	1	18	0	0	1		0	0		0	0		0	0		0	0		0	0	0	0	4	14	0			0	0	3	0	
19936	0	0	0	0	0	0	0	0	0	0	0	0	41	19			0	6	957	254	0	83						0						0			0	0	0	0	183	1			0	0	437	15	
19972	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0						0						0			0	0	0	0	0	2			0	0	0	0	
20053	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	17	10	0	0						0						0			0	0	0	0	0	0			0	0	7	1	
20147	0	0	0	0	0	0	76	73	0	0	0	0	181	28			0	0	125	10	0	0						0						0			0	28	9	0	0	62			2	0	28	18	
20259	0	0	0	0	0	0	0	0	0	0	0	0	18	3			0	0	30	15	0	0						0						0			0	0	0	0	0	0			0	0	15	15	
20370	0	0	0	0	0	0	0	0	0	0	0	0	598	586			0	0	913	876	0	0						0						0			0	0	0	0	0	0			0	0	37	12	
20512	0	0	0	0	0	0	9	0	0	0	0	0	22	0			0	0	47	0	0	0						0						0			0	0	0	0	0	0			0	0	38	22	
20633	0	0	0	0	0	0	0	0	0	0	0	0	150	93			0	0	50	5	0	0						0						0			0	0	0	0	15	25			0	0	30	32	
20754	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	5	0	0	0						0						0			0	0	0	0	5	0			0	0	0	1	
20839	0	0	0	0	0	0	0	0	0	0	0	0	10	8			0	2	13	3	0	3						0						0			0	0	0	0	7	0			0	0	0	0	
20857	0	0	0	0	0	0	22	0	0	0	0	0	0	0			0	0	22	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
20866	0	0	0	0	0	0	0	0	0	0	0	0	33	0			0	1	75	0	0	1															0	0	0	0	5	0			7	3	62	29	
21256	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	5	0	0	0															0	0	0	0	0	0			0	0	5	1	
21359	0	0	0	0	0	0	1	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
21630	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	0	19	0	0	0						0						0			0	0	0	0	0	3			0	0	19	4	
21658	0	0	0	0	0	0	0	1	0	0	0	0	3	0			0	1	6	0	0	0						0						1			0	0	0	0	0	0			6	1	0	0	
22048	0	0	0	0	0	0	0	0	0	0	0	0	20	4			0	0	309	60	0	0						0						0			0	0	0	0	28	1			0	0	221	15	
22235	0	0	0	0	0	0	0	0	0	0	0	0	97	52			0	30	249	144	0	0						0						0			0	0	0	0	0	0			0	0	105	15	
22356	0	0	0	0	0	0	0	0	0	0	0	0	170	97			0	3	183	8	0	1						1						3			0	0	28	0	22	7			49	20	75	43	
22459	0	0	0	0	0	0	0	0	0	0	0	0	25	11			0	0	56	0	0	0						0						0			0	0	0	0	0	2			1	1	55	11	
22543	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	2	0	0	0						0						0			0	0	0	0	0	0			0	0	2	1	
22552	0	0	2	0	0	0	74	0	0	0	0	0	9	0			0	8	212	10	0	100						100						8			0	0	0	0	0	0			0	0	26	1	
22730	0	0	0	0	0	0	0	0	0	0	0	0	79	5			0	0	312	179	0	0						0						0			0	0	0	0	67	21			0	0	66	53	
22860	0	0	0	0	0	0	0	0	0	0	0	0	3309	0		0	0	0	21500	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			21500	3309	0	0	
22936	0	0	0	0	0	0	0	18	0	0	0	0	82	0			0	0	199	0	0	0						0						0			0	0	0	0	38	0			0	0	161	64	
22954	0	0	0	0	0	0	0	0	0	0	0	0	22	0			0	0	31	0	0	0						0						0			0	0	0	0	0	0			0	0	31	22	
23036	5	0	0	0	0	0	17	0	0	0	0	0	25	0			0	0	358	0	0	0						0						0			0	0	0	0	79	0			0	0	257	25	
23045	0	0	0	0	0	0	0	0	0	0	0	0	3	3			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
23241	0	0	38	6	0	0	1843	47	107	1	0	0	1071	114		0	0	4	8819	3095	0	40		0	0		0	40		0	0		0	4		0	0	0	296	48	1235	155			174	3	1991	693	
23344	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	17	0	0	0						0						0			0	0	0	0	10	0			0	0	7	2	
23456	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	13	0	0	3						3						0			0	0	0	0	0	0			0	0	10	1	
23504	0	0	0	0	0	0	0	0	0	0	0	0	57	7		0	0	0	86	66	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	29			0	0	20	21	
23540	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	14	0	0	0						0						0			0	0	0	0	0	0			0	0	14	1	
23643	0	0	0	0	0	0	0	0	0	0	0	0	16	1			0	0	158	58	0	0						0						0			0	0	0	0	0	0			0	0	100	15	
