"IDRSSD"	RCFD3561	RCFD3562	RCFD7701	RCFD7702	RCON3561	RCON3562	RCON7701	RCON7702	
	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	
37					1	500	0.0585	0.0585	
242					0	0	0	0	
279					4	26	0.0585	0.08	
354					0	0	0	0	
439					1	25	0.09	0.09	
457					0	0	0	0	
505					0	0	0	0	
1146					1	100	0.0584	0.0584	
1155					0	0	0.0675	0.0675	
1351					0	0	0	0	
1454					2	65	0.08	0.08	
1557					0	0	0	0	
1632					0	0	0	0	
1669					0	0	0.1075	0.1075	
1829					0	0	0	0	
1856					0	0	0	0	
2040					4	1518	0.0425	0.075	
2161					1	4	0.06	0.06	
2376					0	0	0	0	
2451					0	0	0	0	
2554					0	0	0	0	
2732					0	0	0	0	
2750					3	294	0.0621	0.1025	
2938					0	0	0	0	
3252					2	11	0.0995	0.1025	
3458					0	0	0	0	
3506					1	103	0.0925	0.0925	
3720					0	0	0	0	
3953					0	0	0	0	
4138					3	139	0.0933	0.1025	
4147					1	225	0.0695	0.0695	
4156					0	0	0	0	
4231					0	0	0	0	
4437					0	0	0	0	
4839					0	0	0	0	
5005					0	0	0	0	
5069					0	0	0	0	
5135					0	0	0	0	
5210					0	0	0	0	
5274					2	44	0.065	0.0725	
5331					0	0	0	0	
5461					0	0	0	0	
5751					1	25	0.0775	0.0775	
6039					4	172	0.0925	0.1	
6057					0	0	0	0	
6141					0	0	0	0	
6329					0	0	0	0	
6972					0	0	0	0	
7009					0	0	0	0	
7045					0	0	0	0	
7157					2	98	0.0625	0.065	
7456					2	54	0.0795	0.082	
7634					0	0	0	0	
8033					2	357	0.0825	0.0825	
8417					0	0	0	0	
8462					1	24	0.0525	0.0525	
8631					1	67	0.0675	0.0675	
9357					0	0	0	0	
9553					2	82	0.0655	0.0775	
9807					0	0	0	0	
9955					1	95	0.0825	0.0825	
10157					3	141	0.0775	0.085	
10250					0	0	0	0	
10849					1	6	0.0825	0.0825	
10858					0	0	0	0	
11145					2	393	0.0627	0.0725	
11640					0	0	0	0	
11837					0	0	0	0	
12030					0	0	0	0	
12058					2	35	0.08	0.08	
12142					0	0	0	0	
12245					2	35	0.0679	0.0995	
12311	0	0	0	0					
12647					0	0	0	0	
12656					0	0	0	0	
12937					0	0	0	0	
12946					0	0	0	0	
12955					0	0	0	0	
13037					0	0	0	0	
13103					0	0	0	0	
13251					0	0	0	0	
13457					0	0	0	0	
14052					4	123	0.0605	0.0925	
14155					0	0	0	0	
14258					10	3947	0.075	0.18	
14409	0	0	0	0					
14454					0	0	0	0	
14650					0	0	0	0	
14753					3	7	0.0565	0.14	
14865					0	0	0	0	
15536					0	0	0	0	
16337					0	0	0	0	
16458					0	0	0	0	
16551					0	0	0	0	
16748					2	440	0.075	0.09	
16944					0	0	0	0	
16953					3	12	0.07	0.075	
17110					0	0	0	0	
17147					0	0	0	0	
17259					2	60	0.065	0.0825	
17464					2	360	0.085	0.14	
17839					0	0	0	0	
17950					4	133	0.0775	0.1	
18050					3	80	0.054	0.08	
18135					0	0	0	0	
18368					0	0	0	0	
18377					0	0	0	0	
18827					0	0	0	0	
18836					0	0	0	0	
18854					0	0	0	0	
18957					0	0	0	0	
19356					0	0	0	0	
19730					5	195	0.0665	0.0825	
19936					2	269	0.0825	0.09	
19972					0	0	0	0	
20053					0	0	0	0	
20147					3	77	0.055	0.08	
20259					0	0	0	0	
20370					0	0	0	0	
20512					0	0	0	0	
20633					0	0	0	0	
20754					0	0	0	0	
20839					0	0	0	0	
20857					4	597	0.0715	0.0865	
20866					0	0	0	0	
