"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4658	RIAD4659	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD4668	RIAD4669	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	
	CHG-OFFS ON CONSTRCTN&LAND DEVLPMT	RECVRS ON CONSTRCTN&LAND DEVLPMT LNS	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFFS ON LNS SECD BY NONFARM NONR	RECVRS ON LNS SECD BY NONFARM NONRES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	CHG-OFF ON LOANS TO DEPOSITORY INST	RECOV ON LOANS TO DEPOSITORY INST	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHRGE-OFFS ON LNS TO U.S. DEP INST	CHRGE-OFFS ON INS TO FOREIGN BANKS	CHARGE-OFFS ON LOANS TO FARMERS	CHRG-OFF LEASE FNC RCVBL US ADDR	CHRG-OFF LEASE FNC RCVBL NON US ADDR	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOV ON LOANS TO U.S. DEPOSITORY IN	RECOVERIES ON LOANS TO FOREIGN BANKS	RECOVERIES ON LOANS TO FARMERS	RECOV ON LEASE FIN RECEIVABLE-US ADD	RCVRY LEASE FNC RCVBL NON US ADD	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	CHARGE-OFFS ON: OTHER INDIV LOANS	RECOVERIES ON: OTHER INDIV LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	
37	0	0	0	0	0	0	0	0	0	0	0	0	48	0			0	0	34	0	0	2															0	0	0	0			0	0	11	35	13	0	21	0		
242	0	0	0	0	0	0	4	0	0	0	0	0	7	3			0	0	6	0	0	0						0						0			0	0	0	0			0	0	2	4	0	0	0	0		
279	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	14	0	0	0															0	0	0	0			0	0	14	6	0	0	0	0		
354	0	0	0	0	0	0	0	2	0	0	0	0	6	0			0	1	16	15	0	0						0						1			0	0	0	0			0	0	1	2	1	0	0	0		
439	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	8	8	0	0															0	0	0	0			0	0	0	1	0	0	0	0		
457	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	1	6	0	0	0						0						1			0	0	0	0			0	0	6	2	0	0	0	0		
505	0	0	0	0	0	0	1	5	0	0	0	0	12	0		0	0	0	67	6	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			2	1	29	6	0	0	29	0		
1146	0	5	0	0	0	0	0	0	0	0	0	0	40	11		0	0	0	173	4	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			168	24	1	0	0	0	0	0		
1155	0	0	0	0	0	0	0	15	0	0	0	0	31	0			0	0	436	425	0	0															0	0	0	0			4	1	7	15	0	0	0	0		
1351	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	13	0	0	1						1						0			0	0	0	0			0	0	12	3	0	0	0	0	0	
1454	0	0	0	0	0	0	0	0	0	0	0	0	27	0		0	0	7	23	0	0	14		0	0		0	0		0	0		0	0		0	0	0	0	0			1	1	8	19	0	0	0	0		
1557	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	6	0	0	0						0						0			0	0	0	0			0	0	6	4	0	0	0	0	0	
1632	0	0	0	0	0	0	400	0	0	0	0	0	156	65		0	0	61	622	12	0	164		0	0		0	164		0	0		0	61		0	0	0	0	0			0	0	32	30	0	0	14	0		
1669	0	0	0	0	0	0	4	0	0	0	0	0	99	58			0	0	101	8	0	0															0	0	0	0			0	0	64	38	3	0	25	0		
1829	0	0	0	0	0	0	0	0	0	0	0	0	103	30		0	0	0	69	41	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			1	2	27	3	68	0	0	0		
1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	22	21	0	0						0						0			0	0	0	0			0	0	1	0	0	0	0	0		
2040	0	0	0	0	0	0	0	0	0	0	0	0	104	45			0	0	772	369	0	0															0	0	0	0			1	0	221	30	29	0	181	0		
2161	0	0	0	0	0	0	0	0	0	0	0	0	24	21			0	0	14	13	0	0															0	0	0	0			0	0	1	3	0	0	0	0		
2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0		
2451	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0		
2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0		
2732	0	0	0	0	0	0	0	0	0	0	0	0	9	6		0	0	0	8	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	8	3	0	0	0	0		
2750	0	0	0	0	0	0	1	0	0	0	0	0	1	0			0	0	36	1	0	30						30						0			0	0	0	0			0	0	4	0	1	0	0	0		
2938	0	0	0	0	0	0	775	0	0	0	0	0	154	8		0	0	3	1263	183	0	51		0	0		0	0		0	0		0	0		0	0	0	7	5			0	0	93	33	104	1	77	77		
3252	0	0	0	8	0	0	0	0	0	0	0	0	185	21			0	13	205	36	0	38						38						13			0	0	0	0			0	0	82	91	52	0	49	0		
3458	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	2	0	0	0	0		
3506	0	0	0	0	0	0	0	0	197	0	0	0	61	57		0	0	0	358	158	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	3	4	0	0	0	0		
3720	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	8	0	0	0															0	0	0	0			0	0	8	6	0	0	0	0		
3953	0	0	0	0	0	0	0	0	0	0	0	0	54	3			0	47	3	0	0	0						0						47			0	0	0	0			0	0	3	3	1	0	0	0		
4138	0	0	0	0	0	0	0	0	0	0	0	0	12	1			0	0	173	104	0	0															0	0	2	0			0	0	67	11	0	0	0	0		
