"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1893										
242								1124										
279								2257										
354								191										
439								9695										
457								1150										
505								6219	5	0	0	0	1664	3780	0	3780	770	
1146								19108	6005	0	0	0	2276	2546	0	2546	8281	
1155								5924										
1351								2346										
1454								26044	11691	0	0	0	5199	1211	0	1211	7943	
1557								1053										
1632								13576	340	0	0	0	2156	11080	0	11080	0	
1669								13481										
1829								5882	1	0	0	0	1588	672	0	672	3621	
1856								272										
2040								3376										
2161								6706										
2376								7273	0	0	0	0	1864	5145	0	5145	264	
2451								1238										
2554								474										
2732								14909	4314	0	0	0	3453	1860	0	1860	5282	
2750								1548										
2938								15112	11466	0	0	0	1702	1944	0	1944	0	
3252								5993										
3458								4140										
3506								39639	22464	77	0	77	12526	661	0	661	3911	
3720								5113										
3953								3225										
4138								4675										
4147								3439										
4156								6422										
4231								1961										
4437								8054										
4839								4883										
5005								9079	0	0	0	0	1311	7671	0	7671	97	
5069								1764	0	63	0	63	57	1635	0	1635	9	
5135								4594										
5210								19487	10297	0	0	0	7374	1105	0	1105	711	
5274								6465										
5331								6432	1729	0	0	0	1454	1957	0	1957	1292	
5461								22341	12740	0	0	0	4669	1827	0	1827	3105	
5751								1334										
6039								5884										
6057								348										
6141								2116										
6329								14330										
6972								38291	12876	0	0	0	6271	13841	0	13841	5303	
7009								3839	0	2000	2000	0	10	1804	0	1804	25	
7045								11463										
7157								777										
7456								909										
7634								2637										
8033								4122										
8417								159742	0	0	0	0	0	155728	0	155728	4014	
8462								3982										
8631								1157										
9357								22368	15797	0	0	0	983	5323	0	5323	265	
9553								995										
9807								89209	22888	0	0	0	5763	57135	0	57135	3423	
9955								9011										
10157								1513										
10250								10619	7269	0	0	0	1801	1549	1549	0	0	
10849								3172										
10858								11562	570	0	0	0	1672	8465	0	8465	855	
11145								4935										
11640								8256										
11837								1995										
12030								9641										
12058								3511										
12142								7704										
12245								3240										
12311	934223	767265	0	739	0	121163	45056	934223	579606	739			187659	121163			45056	
12647								1557										
12656								417	0	0	0	0	164	242	0	242	11	
12937								5138										
12946								10981	5051	0	0	0	3665	2174	0	2174	91	
12955								3387										
13037								2921										
13103								14853	0	0	0	0	3202	11402	0	11402	249	
13251								1326										
13457								440										
14052								2087										
14155								2579										
14258								18349	8543	0	0	0	4172	350	0	350	5284	
14409	206798	154420	0	0	0	34009	18369	206798	19921	0			134499	34009			18369	
14454								926										
14650								3136										
14753								852										
14865								7040										
15536								102795	21490	286	0	286	15948	50157	0	50157	14914	
16337								13743	2	0	0	0	3905	9836	0	9836	0	
16458								5123										
16551								2512										
16748								2112										
16944								2723										
16953								1275										
17110								24148										
17147								47867	7985	0	0	0	8654	28796	0	28796	2432	
17259								917										
17464								66379	54630	0	0	0	7980	1558	0	1558	2211	
17839								10054										
17950								3980	42	0	0	0	1214	2694	0	2694	30	
18050								8526										
18135								7821										
18368								16071	13534	0	0	0	1447	652	0	652	438	
18377								6828										
18827								7794										
18836								4589										
18854								725										
18957								1758										
19356								2551										
19730								76872	31934	0	0	0	41572	3289	0	3289	77	
19936								8101										
19972								2881										
20053								3368										
20147								2251										
20259								4114										
20370								10707										
20512								4235										
20633								4839										
20754								205										
20839								3200										
20857								4699										
20866								5344										
21256								177										
21359								790										
21630								2115										
21658								2411										
22048								7538										
22235								10396	8	0	0	0	2642	7746	0	7746	0	
22356								6392										
22459								2680										
22543								3421										
22552								1564										
22730								2098										
22936								9399										
22954								1539										
23036								7649	1	0	0	0	2117	5531	0	5531	0	
23045								1060										
23241								81113	8328	0	0	0	24547	41290	0	41290	6948	
23456								1341										
23504								13499	7622	0	0	0	5158	719	0	719	0	
23540								3457										
23643								5868										
23755								3494										
23812								27666	0	0	0	0	4907	20506	0	20506	2253	
24006								31415	13357	0	0	0	2878	8967	0	8967	6213	
24266								97563	53737	0	0	0	35956	2834	0	2834	5036	
24453								2204										
24659								2018										
24668								15299										
24855								2506										
24949								25626	0	0	0	0	4869	20707	0	20707	50	
25357								2989										
25647								2411										
25852								12190	1287	0	0	0	4033	6865	0	6865	5	
26149								1120										
26233								15214	0	0	0	0	3314	1860	0	1860	10040	
26242								13994	0	0	0	0	2720	11070	0	11070	204	
26457								246										
26765								1653										
26859								16197	38	0	0	0	3114	12756	0	12756	289	
26916								10213	5	0	0	0	1939	7418	0	7418	851	
27548								20446	13449	0	0	0	3944	2560	0	2560	493	
27614								5313										
27838								14648										
27847								5707										
28013								40009	0	0	0	0	7432	28158	0	28158	4419	
28152								2925										
28255								12205										
28349								2704										
28406								9205	2623	0	0	0	2195	2853	0	2853	1534	
28572								2532										
28732								1431										
29104								17007	12512	0	0	0	3164	1112	0	1112	219	
29159								1200										
29252								3025										
29636								29946	70	0	0	0	6954	22922	0	22922	0	
29850								3774										
29944								2916										
29953								1936										
30052								1217										
30155								5670										
30258								7224										
