RCON5562,RCON5563,RCON5564,RCON5565,RCON5566,RCON5567,RCON5568,RCON5569,RCON5570,RCON5571,RCON5572,RCON5573,RCON5574,RCON5575,RCON5576,RCON5577,RCON5578,RCON5579,RCON5580,RCON5581,RCON5582,RCON5583,RCON5584,RCON5585,RCON5586,RCON5587,RCON5588,RCON5589,RCON6860,RCON6999,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839,2006-09-30
