RCON5562,RCON5563,RCON5564,RCON5565,RCON5566,RCON5567,RCON5568,RCON5569,RCON5570,RCON5571,RCON5572,RCON5573,RCON5574,RCON5575,RCON5576,RCON5577,RCON5578,RCON5579,RCON5580,RCON5581,RCON5582,RCON5583,RCON5584,RCON5585,RCON5586,RCON5587,RCON5588,RCON5589,RCON6860,RCON6999,IDRSSD,RCON9999
118,43,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,true,true,37,2007-06-30
83,112,0,0,0,0,0,0,0,0,0,0,0,0,37,78,0,0,0,0,0,0,0,0,0,0,0,0,true,true,242,2007-06-30
0,0,36,1498,19,2622,9,2973,72,1482,3,331,3,820,3,45,0,0,0,0,0,0,0,0,0,0,0,0,true,false,279,2007-06-30
1,10,0,0,0,0,0,0,0,0,0,0,0,0,11,119,0,0,0,0,0,0,0,0,0,0,0,0,true,true,354,2007-06-30
0,0,165,4834,71,10371,46,17727,483,8276,64,6534,23,5196,0,0,116,3130,40,5520,15,4103,60,1136,6,567,0,0,false,false,439,2007-06-30
0,0,16,714,3,547,7,2438,54,963,8,887,5,1036,40,79,0,0,0,0,0,0,0,0,0,0,0,0,true,false,457,2007-06-30
0,0,19,862,30,3592,36,13527,103,2530,34,4217,14,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,505,2007-06-30
0,0,29,1114,27,3391,42,16233,212,5048,38,3852,43,11842,0,0,7,328,4,560,2,620,55,1497,6,800,8,2129,false,false,1155,2007-06-30
0,0,154,4577,15,2238,8,3607,549,9234,21,2233,6,1703,0,0,106,3977,40,4662,3,1080,330,3823,3,474,1,171,false,false,1351,2007-06-30
0,0,212,20286,55,6856,23,9778,586,25563,34,3480,15,4302,0,0,21,1783,6,879,4,1296,65,2940,0,0,0,0,false,false,1454,2007-06-30
0,0,13,355,6,715,1,321,46,668,3,433,0,0,54,292,0,0,0,0,0,0,0,0,0,0,0,0,true,false,1557,2007-06-30
0,0,167,5645,108,16096,121,53422,1110,20195,105,13491,50,19721,0,0,33,1033,13,2182,7,2158,82,1735,17,1976,3,977,false,false,1632,2007-06-30
128,253,0,0,0,0,0,0,0,0,0,0,0,0,4,155,0,0,0,0,0,0,0,0,0,0,0,0,true,true,1669,2007-06-30
0,0,72,2795,49,5960,75,39292,168,2980,39,3937,32,15656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1829,2007-06-30
21,99,0,0,0,0,0,0,0,0,0,0,0,0,18,43,0,0,0,0,0,0,0,0,0,0,0,0,true,true,1856,2007-06-30
0,0,57,3039,37,6663,43,23096,165,5374,17,1775,14,5699,0,0,4,261,4,496,2,700,35,405,2,131,0,0,false,false,2040,2007-06-30
0,0,67,1727,8,1188,2,573,288,4615,19,2894,9,3312,0,0,9,175,1,202,0,0,109,1604,4,764,1,338,false,false,2161,2007-06-30
0,0,4,285,31,5177,117,57038,1,60,0,0,2,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2376,2007-06-30
0,0,20,594,7,704,4,1506,47,1018,10,1563,4,1970,0,0,69,1912,18,2569,3,914,141,2360,6,640,4,1312,false,false,2451,2007-06-30
0,19,0,0,0,0,0,0,0,0,0,0,0,0,10,58,0,0,0,0,0,0,0,0,0,0,0,0,true,true,2554,2007-06-30
0,0,10,420,39,5439,109,50260,233,5322,109,7731,100,15077,0,0,0,0,1,170,0,0,0,0,0,0,0,0,false,false,2732,2007-06-30
0,0,12,533,1,37,2,1059,64,973,2,193,1,216,0,0,28,1333,13,1745,11,3300,171,4325,34,4016,13,3035,false,false,2750,2007-06-30
0,0,58,2477,28,4724,25,13161,514,13248,58,9194,47,24174,0,0,7,308,4,786,2,636,9,156,1,159,2,635,false,false,2938,2007-06-30
0,0,19,623,9,1424,6,2827,199,4262,12,1594,1,324,0,0,37,1102,24,2781,13,3711,591,16253,36,4079,8,1736,false,false,3252,2007-06-30
0,0,7,141,3,548,0,0,35,812,4,532,7,2292,0,0,39,1402,8,861,2,645,61,884,0,0,0,0,false,false,3458,2007-06-30
0,0,45,1851,35,4351,46,23570,169,2873,24,2435,9,1781,0,0,52,1559,18,1988,12,2830,64,1192,10,1252,7,2485,false,false,3720,2007-06-30
0,0,36,1773,18,2231,20,8088,233,8247,38,5182,25,7981,0,0,36,1311,11,1504,11,2647,99,2128,34,2656,22,3728,false,false,3953,2007-06-30
0,0,55,2349,60,8635,44,20148,337,6801,24,3068,15,4615,0,0,3,182,1,113,1,466,0,0,0,0,0,0,false,false,4138,2007-06-30
0,0,231,3971,34,4123,12,5470,231,3971,34,4123,12,5470,0,0,92,3282,18,1851,6,1647,543,8526,31,3104,7,1591,false,false,4156,2007-06-30
0,0,140,4869,39,4972,27,17723,108,2242,5,564,4,1040,0,0,147,3687,20,2737,5,1184,28,495,6,505,0,0,false,false,4231,2007-06-30
0,0,69,3042,137,8150,64,26992,188,3642,42,4269,23,6493,0,0,7,175,0,0,1,184,8,106,1,120,1,434,false,false,4437,2007-06-30
0,0,82,3676,106,14940,96,37237,165,1761,15,2997,11,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,4839,2007-06-30
0,0,9,516,13,2203,35,17998,32,302,15,935,13,4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5005,2007-06-30
0,0,3,170,6,657,44,24508,6,251,3,350,2,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5069,2007-06-30
0,0,131,3915,49,7286,47,18812,564,12881,47,4831,28,10032,0,0,132,6269,70,8336,30,8785,151,3338,31,3759,21,4984,false,false,5135,2007-06-30
0,0,113,4537,143,17971,106,43944,219,4627,23,2603,20,8715,0,0,17,604,21,2205,7,1668,57,1198,5,495,1,428,false,false,5210,2007-06-30
0,0,3,155,7,894,23,10609,18,461,8,700,11,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5331,2007-06-30
0,0,20,1153,62,9038,114,53326,214,6614,54,6245,52,18890,0,0,0,0,2,316,5,1738,3,114,0,0,2,861,false,false,5461,2007-06-30
13,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,635,7,838,4,939,113,3011,35,4011,22,4872,false,true,5751,2007-06-30
0,0,83,2163,19,2308,24,9446,186,3887,26,2685,15,5358,0,0,34,998,4,430,3,714,50,701,2,340,2,424,false,false,6039,2007-06-30
25,53,0,0,0,0,0,0,0,0,0,0,0,0,42,118,0,0,0,0,0,0,0,0,0,0,0,0,true,true,6057,2007-06-30
38,185,0,0,0,0,0,0,0,0,0,0,0,0,54,71,0,0,0,0,0,0,0,0,0,0,0,0,true,true,6141,2007-06-30
0,0,158,7613,80,12261,50,14927,871,21917,68,8117,19,6533,0,0,59,1705,12,1291,4,1107,140,3405,10,1965,1,310,false,false,6329,2007-06-30
0,0,12,594,41,5701,61,26704,414,7225,122,9426,130,37019,0,0,0,0,0,0,1,374,5,104,0,0,1,444,false,false,6972,2007-06-30
0,0,0,0,0,0,0,0,0,0,3,389,5,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,7009,2007-06-30
0,0,38,1615,22,2917,15,5845,47,904,8,942,7,1872,43,98,0,0,0,0,0,0,0,0,0,0,0,0,true,false,7045,2007-06-30
0,0,20,516,1,106,1,322,58,1151,9,1309,3,1629,0,0,25,1068,7,1041,0,0,144,2283,3,267,1,114,false,false,7157,2007-06-30
22,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,595,7,1144,0,0,142,3461,23,3055,4,1339,false,true,7456,2007-06-30
0,0,42,1056,12,1252,11,4276,234,3166,36,3555,29,10329,21,46,0,0,0,0,0,0,0,0,0,0,0,0,true,false,7634,2007-06-30
0,0,2,78,1,207,1,192,184,3927,63,6658,35,11466,0,0,0,0,4,662,1,325,38,1075,16,1468,7,988,false,false,8033,2007-06-30
0,0,35,934,1,64,1,531,118,2714,14,1637,14,4138,0,0,15,672,9,848,1,435,104,2474,27,3513,8,1630,false,false,8462,2007-06-30
0,0,11,531,9,1100,7,2784,65,1577,11,1691,7,2915,3,11,0,0,0,0,0,0,0,0,0,0,0,0,true,false,8631,2007-06-30
0,0,0,0,10,1390,42,19594,201,6281,98,11277,135,49477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9357,2007-06-30
0,0,5,169,5,682,0,0,45,884,15,1770,3,1254,0,0,48,1846,47,5905,23,5723,79,1733,41,4243,50,12574,false,false,9553,2007-06-30
0,0,69,2145,160,14119,319,97280,237,7102,153,10698,100,21629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9807,2007-06-30
0,0,36,967,9,1056,4,1806,147,2149,7,737,5,2423,123,197,0,0,0,0,0,0,0,0,0,0,0,0,true,false,9955,2007-06-30
0,0,24,586,4,445,5,3483,43,837,7,707,12,3111,0,0,22,770,14,1783,5,897,101,1995,19,1863,5,1225,false,false,10157,2007-06-30
0,0,38,1608,83,12846,95,41009,788,17788,189,17663,90,33298,0,0,0,0,1,27,1,375,2,32,0,0,0,0,false,false,10250,2007-06-30
0,0,53,1944,35,5344,52,22564,100,2326,17,2108,11,3656,0,0,42,1501,20,2458,12,3413,78,1827,15,1463,12,2362,false,false,10849,2007-06-30
0,0,50,2339,39,4921,51,20752,2351,15168,99,9948,58,17860,0,0,73,3474,71,9609,19,5237,418,11053,88,9078,38,8846,false,false,10858,2007-06-30
0,0,131,4962,97,11866,44,16695,62,1292,8,306,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,11145,2007-06-30
0,0,83,2566,33,3994,35,11446,275,6255,43,4805,26,7762,0,0,84,2764,39,5066,16,4764,110,2394,37,3511,34,7087,false,false,11640,2007-06-30
0,0,13,588,8,946,16,7271,34,751,11,1294,6,2677,0,0,10,415,5,609,4,1052,6,49,1,69,0,0,false,false,11837,2007-06-30
0,0,205,11487,76,10963,75,32170,903,16534,50,6485,18,6393,0,0,208,7980,62,12761,31,15249,162,3456,4,566,1,291,false,false,12030,2007-06-30
133,249,0,0,0,0,0,0,0,0,0,0,0,0,105,207,0,0,0,0,0,0,0,0,0,0,0,0,true,true,12058,2007-06-30
0,0,41,1634,28,3041,20,7619,101,2230,19,1875,6,1101,0,0,18,638,4,441,5,1372,22,463,4,461,3,504,false,false,12142,2007-06-30
0,0,104,4461,62,8769,25,8522,96,1827,8,962,0,0,0,0,1,13,2,65,1,247,0,0,0,0,0,0,false,false,12245,2007-06-30
0,0,2185,94536,2479,322076,2901,1129578,11196,311103,1780,188236,1703,527059,0,462,103,4494,78,9227,32,9301,371,9138,61,6938,21,4234,false,false,12311,2007-06-30
0,0,1,93,13,2174,6,2651,114,2690,36,4687,11,4550,0,0,10,436,9,1252,3,1094,39,538,14,1622,3,408,false,false,12647,2007-06-30
14,54,0,0,0,0,0,0,0,0,0,0,0,0,13,51,0,0,0,0,0,0,0,0,0,0,0,0,true,true,12656,2007-06-30
0,0,16,1088,19,3244,41,22814,38,1480,4,559,10,6000,0,0,0,0,0,0,1,254,0,0,0,0,0,0,false,false,12937,2007-06-30
0,0,103,3135,67,7951,53,18510,596,9644,68,6268,31,9199,0,0,16,748,15,1721,10,2763,20,448,3,335,2,551,false,false,12946,2007-06-30
0,0,29,1070,25,3290,47,21945,101,2581,24,2603,21,7319,0,0,1,2,2,156,2,776,0,0,0,0,0,0,false,false,12955,2007-06-30
0,0,26,626,11,1149,15,5397,129,3522,10,1656,9,4818,4,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,13037,2007-06-30
0,0,64,2915,107,14735,145,60837,499,11905,106,12695,67,23455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,13103,2007-06-30
145,700,0,0,0,0,0,0,0,0,0,0,0,0,30,357,0,0,0,0,0,0,0,0,0,0,0,0,true,true,13251,2007-06-30
0,0,12,211,2,251,0,0,37,412,1,190,2,1272,0,0,22,608,11,1199,4,1311,175,2564,16,1673,6,1386,false,false,13457,2007-06-30
0,0,74,2697,30,2746,14,7465,161,2157,24,2584,5,2418,44,22,0,0,0,0,0,0,0,0,0,0,0,0,true,false,14052,2007-06-30
83,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2084,32,4954,8,2959,597,9824,34,4042,6,2279,false,true,14155,2007-06-30
0,0,18,859,41,5076,95,40940,277,4129,88,8241,80,20546,0,0,3,131,2,314,2,537,4,100,5,475,1,485,false,false,14258,2007-06-30
0,0,126,4573,386,41630,562,213394,6667,213017,909,102442,996,394555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,14409,2007-06-30
0,0,8,384,2,312,6,944,62,1791,2,275,6,1267,9,54,0,0,0,0,0,0,0,0,0,0,0,0,true,false,14454,2007-06-30
21,110,0,0,0,0,0,0,0,0,0,0,0,0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,true,true,14650,2007-06-30
7,75,0,0,0,0,0,0,0,0,0,0,0,0,38,233,0,0,0,0,0,0,0,0,0,0,0,0,true,true,14753,2007-06-30
