RCON5562,RCON5563,RCON5564,RCON5565,RCON5566,RCON5567,RCON5568,RCON5569,RCON5570,RCON5571,RCON5572,RCON5573,RCON5574,RCON5575,RCON5576,RCON5577,RCON5578,RCON5579,RCON5580,RCON5581,RCON5582,RCON5583,RCON5584,RCON5585,RCON5586,RCON5587,RCON5588,RCON5589,RCON6860,RCON6999,IDRSSD,RCON9999
98,97,,,,,,,,,,,,,10,5,,,,,,,,,,,,,true,true,37,2011-03-31
69,98,,,,,,,,,,,,,68,85,0,0,0,0,0,0,0,0,0,0,0,0,true,true,242,2011-03-31
,,39,1672,23,3183,11,4433,100,1338,4,658,3,191,5,23,,,,,,,,,,,,,true,false,279,2011-03-31
,,0,0,0,0,0,0,5,48,0,0,2,379,,,8,431,6,745,0,0,16,351,3,255,0,0,false,false,354,2011-03-31
,,9,395,8,1197,5,1745,43,1136,11,1224,10,3453,,,22,790,9,1503,5,1115,57,1337,8,652,10,2828,false,false,457,2011-03-31
,,15,925,32,4194,41,17756,116,3876,31,3455,17,6537,,,,,,,,,,,,,,,false,false,505,2011-03-31
,,55,1760,44,6042,43,14089,162,3862,38,4366,39,11222,,,14,595,9,1291,4,1242,36,734,11,1013,11,2340,false,false,1155,2011-03-31
,,110,3156,19,2604,15,4927,251,4182,28,3186,15,4610,,,64,2871,21,2867,9,2374,140,2404,11,1231,0,0,false,false,1351,2011-03-31
,,74,2587,73,8061,36,13019,411,6815,45,4833,26,6028,,,14,649,9,949,3,602,56,1274,4,321,2,386,false,false,1454,2011-03-31
26,86,,,,,,,,,,,,,,,24,1073,14,2306,11,4076,271,5833,30,3057,25,10000,false,true,1557,2011-03-31
,,70,2024,18,2522,13,5475,195,2844,19,155,13,4958,,,3,39,3,248,0,0,121,1378,0,0,1,280,false,false,1669,2011-03-31
,,59,2132,43,5783,64,23796,161,4646,35,3548,34,8499,,,,,,,,,,,,,,,false,false,1829,2011-03-31
,,9,300,2,234,0,0,36,957,31,3720,6,1897,,,5,216,3,82,1,381,15,122,2,129,0,0,false,false,1856,2011-03-31
,,45,2300,34,6211,52,22507,85,2866,9,825,17,5522,,,8,499,5,893,5,1458,22,278,2,84,3,1267,false,false,2040,2011-03-31
,,85,1714,5,778,0,0,833,4113,29,4570,7,3226,,,5,65,0,0,0,0,205,1673,3,601,1,366,false,false,2161,2011-03-31
,,7,405,45,7765,233,107459,36,1845,4,423,7,2170,,,,,,,,,,,,,,,false,false,2376,2011-03-31
3,24,,,,,,,,,,,,,29,41,0,0,0,0,0,0,0,0,0,0,0,0,true,true,2554,2011-03-31
,,19,848,53,8922,126,70396,111,1965,44,2534,63,7710,,,0,0,2,388,0,0,0,0,0,0,0,0,false,false,2732,2011-03-31
,,11,472,1,144,1,845,34,1041,5,661,3,970,,,9,476,12,1663,9,2222,35,769,17,1957,16,3507,false,false,2750,2011-03-31
,,21,973,10,1362,7,2702,227,5790,22,2599,3,918,,,27,927,20,2823,24,7120,607,20660,51,6423,12,3022,false,false,3252,2011-03-31
,,4,63,2,336,1,479,34,478,8,980,7,1665,,,34,1224,12,1427,5,1051,59,622,0,0,1,326,false,false,3458,2011-03-31
,,54,1993,46,5568,48,18715,157,3003,21,1705,8,2515,,,54,1224,24,2856,10,3132,48,886,11,1106,9,2237,false,false,3720,2011-03-31
,,37,743,15,1765,29,9076,196,5448,55,5340,38,14629,,,37,1051,16,1454,10,1057,98,1963,24,1772,12,2834,false,false,3953,2011-03-31
,,42,1431,18,2142,18,9083,156,2595,19,2158,10,3522,154,368,,,,,,,,,,,,,true,false,4156,2011-03-31
,,154,5225,48,6411,31,11940,85,1710,8,995,1,257,,,156,4163,30,3834,6,1608,42,617,0,0,0,0,false,false,4231,2011-03-31
,,68,2855,43,5404,57,21911,117,2541,38,3996,23,6072,,,8,408,3,553,4,1018,4,130,0,0,1,340,false,false,4437,2011-03-31
,,87,4957,109,14318,151,113060,127,2275,10,1457,14,7094,,,,,,,,,,,,,,,false,false,4839,2011-03-31
,,8,404,17,2565,59,23797,24,437,9,1058,7,1212,,,,,,,,,,,,,,,false,false,5005,2011-03-31
,,1,47,7,1136,57,34481,6,247,2,400,5,2670,,,,,,,,,,,,,,,false,false,5069,2011-03-31
,,104,3278,56,7386,57,20677,371,7090,32,3696,21,7882,,,142,5284,63,8179,29,8583,185,4858,61,6017,28,4004,false,false,5135,2011-03-31
,,120,5228,138,17190,150,58878,277,6736,42,5279,35,10937,,,26,1306,22,3144,10,2135,41,711,3,199,2,649,false,false,5210,2011-03-31
,,7,419,1,177,19,10958,19,784,5,691,2,1534,,,,,,,,,,,,,,,false,false,5331,2011-03-31
,,24,1157,67,9454,122,54605,213,6545,80,8055,62,19354,,,0,0,3,535,5,1652,5,164,2,149,1,450,false,false,5461,2011-03-31
16,114,,,,,,,,,,,,,,,14,601,10,1581,3,411,103,2722,35,3639,25,5800,false,true,5751,2011-03-31
,,103,2735,17,2333,22,9262,78,1583,10,1312,4,1378,,,51,1303,8,746,6,1356,92,1769,9,957,4,927,false,false,6039,2011-03-31
,,38,1264,10,1407,7,2398,25,506,3,303,2,900,,,39,1472,5,810,3,1018,60,1208,4,401,6,670,false,false,6141,2011-03-31
,,153,12011,92,12633,67,24835,865,20988,73,8182,15,5278,80,147,,,,,,,,,,,,,true,false,6329,2011-03-31
,,11,582,22,2781,72,28841,288,6090,85,7305,98,27701,,,0,0,0,0,0,0,2,58,0,0,0,0,false,false,6972,2011-03-31
,,0,0,0,0,0,0,0,0,1,50,10,4503,,,,,,,,,,,,,,,false,false,7009,2011-03-31
,,48,2159,31,4513,19,6659,35,962,9,732,6,1965,44,77,0,0,0,0,0,0,0,0,0,0,0,0,true,false,7045,2011-03-31
,,25,658,8,1231,0,0,53,1103,11,1219,3,882,,,19,686,8,1230,1,469,98,1844,6,984,0,0,false,false,7157,2011-03-31
,,12,362,6,815,7,2468,41,1068,11,1279,17,5384,,,14,653,9,1092,4,766,41,735,25,2050,16,2869,false,false,7456,2011-03-31
,,54,2180,22,3067,18,7112,73,1312,5,789,6,2670,,,17,804,5,735,2,270,24,533,2,256,1,288,false,false,7634,2011-03-31
,,11,564,27,3737,24,9189,148,3024,28,2448,16,4774,,,3,89,7,895,6,1665,23,550,9,936,6,362,false,false,8033,2011-03-31
,,16,576,4,506,1,444,112,2496,13,1264,19,5972,,,13,534,10,1220,1,325,42,1117,18,1750,9,2061,false,false,8462,2011-03-31
,,11,417,13,1365,6,2054,58,1270,8,938,13,4196,,,0,0,2,214,0,0,5,21,0,0,0,0,false,false,8631,2011-03-31
,,4,190,11,1340,44,19402,230,5634,102,8417,136,29486,,,,,,,,,,,,,,,false,false,9357,2011-03-31
,,5,190,5,715,0,0,40,999,10,904,6,2111,,,33,1295,45,5565,32,8839,68,1083,37,1799,47,7093,false,false,9553,2011-03-31
,,8,271,42,5113,122,54192,65,1713,31,3705,32,11295,,,,,,,,,,,,,,,false,false,9807,2011-03-31
,,19,506,5,560,9,4983,139,1522,8,772,10,4072,0,0,83,2371,37,4739,10,2529,91,2071,15,1156,9,1825,false,false,9955,2011-03-31
,,28,1108,89,14345,100,47853,474,11383,126,12075,70,22981,,,0,0,1,183,1,445,0,0,0,0,0,0,false,false,10250,2011-03-31
,,40,1353,33,4679,36,15345,47,866,8,661,7,1283,,,33,1224,14,1887,9,1769,47,813,10,760,6,575,false,false,10849,2011-03-31
,,53,2104,30,4231,63,26869,326,7883,79,8934,52,11484,,,58,2950,58,7744,14,4298,236,5692,79,6602,33,5385,false,false,10858,2011-03-31
,,160,3402,89,11887,62,25694,90,1230,4,521,1,364,0,2,,,,,,,,,,,,,true,false,11145,2011-03-31
,,75,2133,33,3830,33,10970,320,6712,47,5026,25,7498,,,49,1121,31,3824,12,3282,119,2925,42,3402,51,4576,false,false,11640,2011-03-31
,,15,684,10,1304,16,4893,10,225,5,340,2,1033,,,13,515,1,102,1,305,3,13,0,0,1,251,false,false,11837,2011-03-31
,,286,11718,105,18299,72,34977,558,10534,40,5104,24,9110,,,154,4971,78,12854,35,8463,117,2209,4,534,3,768,false,false,12030,2011-03-31
,,46,1731,38,4629,36,14186,181,3575,29,2681,13,4119,,,16,498,10,1435,6,1457,34,783,3,450,2,244,false,false,12142,2011-03-31
,,123,6633,76,10263,25,7967,93,1961,10,791,1,257,,,10,232,1,11,2,691,6,111,0,0,0,0,false,false,12245,2011-03-31
,,3315,134926,3413,434229,4020,1496407,15830,464026,3180,323673,2886,823869,,,300,12017,238,27447,77,20108,537,13783,125,11645,39,7723,false,false,12311,2011-03-31
,,23,669,34,4793,26,11257,173,3437,30,3126,15,4765,,,22,2067,12,1758,11,4764,41,619,15,1532,6,826,false,false,12647,2011-03-31
16,37,,,,,,,,,,,,,22,44,0,0,0,0,0,0,0,0,0,0,0,0,true,true,12656,2011-03-31
,,18,1275,18,3146,45,22574,38,1344,7,982,7,3777,,,0,0,2,388,0,0,0,0,0,0,0,0,false,false,12937,2011-03-31
,,115,4318,90,10994,88,31053,635,10972,83,7543,46,10479,,,51,1807,23,2057,16,3996,15,237,4,469,4,785,false,false,12946,2011-03-31
,,77,2551,33,5369,41,20883,101,2325,20,3032,23,6715,,,3,163,2,264,1,318,1,20,0,0,1,42,false,false,12955,2011-03-31
,,54,1585,28,3218,27,11876,111,1851,10,960,8,2925,,,9,242,2,332,0,0,1,19,0,0,0,0,false,false,13037,2011-03-31
,,65,3166,141,19711,253,102540,368,8803,132,12379,120,27249,,,,,,,,,,,,,,,false,false,13103,2011-03-31
211,1034,,,,,,,,,,,,,43,476,,,,,,,,,,,,,true,true,13251,2011-03-31
,,6,85,2,202,0,0,33,542,1,6,1,402,,,10,238,8,1018,4,1311,123,1627,12,686,7,984,false,false,13457,2011-03-31
,,48,1743,25,3151,22,10378,56,1040,13,1164,1,24,,,2,71,2,315,2,496,4,52,3,310,1,30,false,false,14052,2011-03-31
,,49,1878,22,3662,8,2585,195,3955,16,2072,2,435,,,107,3458,63,8703,9,2811,400,8240,23,2958,3,918,false,false,14155,2011-03-31
29,98,,,,,,,,,,,,,12,63,,,,,,,,,,,,,true,true,14650,2011-03-31
18,57,,,,,,,,,,,,,34,225,,,,,,,,,,,,,true,true,14753,2011-03-31
,,67,2788,68,9160,36,15040,212,4634,36,3479,28,7832,,,38,1895,68,8963,37,10351,243,5511,101,8504,40,7088,false,false,14865,2011-03-31
