RCON5562,RCON5563,RCON5564,RCON5565,RCON5566,RCON5567,RCON5568,RCON5569,RCON5570,RCON5571,RCON5572,RCON5573,RCON5574,RCON5575,RCON5576,RCON5577,RCON5578,RCON5579,RCON5580,RCON5581,RCON5582,RCON5583,RCON5584,RCON5585,RCON5586,RCON5587,RCON5588,RCON5589,RCON6860,RCON6999,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135,2017-03-31
,,87,3664,180,22698,210,79317,278,7241,77,8474,58,14579,,,27,1194,34,4456,28,8606,28,543,7,720,1,299,false,false,5210,2017-03-31
,,17,767,39,4646,101,40160,99,2713,93,5823,57,12276,,,1,65,3,280,3,934,5,356,8,732,8,2611,false,false,5461,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5751,2017-03-31
,,159,4790,68,8008,126,57165,320,4770,32,3724,17,5551,,,66,2168,53,6055,52,25852,95,2004,10,985,11,2997,false,false,6039,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6141,2017-03-31
,,149,10486,90,12456,119,48671,840,17079,79,10495,24,5201,,,39,1668,16,1854,7,1705,69,2104,5,842,0,0,false,false,6329,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7009,2017-03-31
,,61,2267,27,3157,17,6231,33,761,5,666,5,1219,,,23,732,12,1659,4,1218,31,679,11,1094,6,1609,false,false,7045,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7072,2017-03-31
,,29,961,6,862,1,473,83,1748,9,1181,1,235,,,15,670,2,405,2,577,124,2589,8,1318,0,0,false,false,7157,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7456,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7634,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8033,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8462,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8631,2017-03-31
0,0,7,409,12,1801,60,26356,231,5926,118,10250,158,42148,0,1,0,0,0,0,0,0,1,82,0,0,0,0,true,false,9357,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9553,2017-03-31
,,7,419,36,4578,107,42804,46,1773,27,3276,14,4305,,,,,,,,,,,,,,,false,false,9807,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9955,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10250,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10849,2017-03-31
,,110,4001,95,12110,69,27577,89,2467,12,1296,13,3962,,,0,0,2,309,0,0,2,37,0,0,0,0,false,false,11145,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11640,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11837,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12030,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12142,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12179,2017-03-31
,,2274,97538,3546,419834,4670,1596628,25108,703975,4963,483344,4245,1171712,,,133,6723,156,17699,40,9821,474,11147,95,8127,59,11704,,,12311,2017-03-31
,,51,2147,30,3603,38,13464,133,2902,20,1770,15,3001,,,44,1439,15,1988,12,2735,40,704,9,685,7,958,false,false,12647,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12656,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12937,2017-03-31
,,166,7645,172,20880,163,57741,1194,24471,210,22318,118,35643,,,93,3359,39,4797,17,4424,153,3393,19,1902,13,3335,false,false,12946,2017-03-31
,,21,991,33,4184,43,16211,83,1661,23,2607,31,7614,,,3,201,0,0,1,142,3,35,1,99,0,0,false,false,12955,2017-03-31
,,56,2673,162,20784,291,106999,496,11502,164,14521,173,38012,,,,,,,,,,,,,,,false,false,13103,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13251,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13457,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14052,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14155,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14650,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14753,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14865,2017-03-31
,,6,169,2,186,0,0,72,1350,7,855,2,831,,,20,765,19,2153,7,1838,113,3728,25,2852,10,1547,false,false,14977,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16551,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16748,2017-03-31
,,0,0,0,0,0,0,2,177,1,86,6,1804,,,,,,,,,,,,,,,false,false,17110,2017-03-31
,,472,17603,653,76581,826,325428,2537,51712,741,66929,843,212224,,,227,8145,198,24019,146,40044,256,6030,109,8326,77,15769,false,false,17147,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17259,2017-03-31
,,59,2029,210,26080,396,151218,1041,17875,250,17822,218,43253,,,3,92,4,359,4,784,2,38,1,70,0,0,false,false,17464,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17950,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17978,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18050,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18135,2017-03-31
,,0,0,1,66,1,518,0,0,0,0,0,0,,,0,0,3,205,3,634,0,0,0,0,0,0,false,false,18377,2017-03-31
,,133,4549,160,17270,176,58277,613,13267,137,10220,105,26086,,,0,0,2,157,1,274,0,0,0,0,0,0,false,false,18827,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18836,2017-03-31
,,21,1158,20,3879,24,13164,225,5549,53,8459,59,33384,,,58,2827,28,4931,12,4256,272,7873,35,5662,25,8698,false,false,18854,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19356,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19936,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19972,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20053,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20633,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20857,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21256,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21359,2017-03-31
,,38,1527,23,2816,17,7076,152,3495,21,2340,14,4406,,,11,398,3,398,0,0,1,23,1,2,0,0,false,false,21630,2017-03-31
,,80,3016,48,4821,41,9249,128,1931,29,1229,28,1552,,,70,2752,58,5889,45,9423,179,3181,61,2811,14,846,false,false,21658,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22048,2017-03-31
,,53,2235,61,7254,58,21845,119,2716,26,2659,11,2566,,,4,184,1,102,0,0,0,0,0,0,0,0,false,false,22543,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22552,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22730,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22936,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23456,2017-03-31
,,17,937,71,8711,423,190234,1059,39391,299,35452,367,132461,,,0,0,1,63,0,0,0,0,0,0,0,0,false,false,23504,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23643,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23755,2017-03-31
,,17,751,79,10260,212,84603,122,1647,82,4664,92,22036,,,,,,,,,,,,,,,false,false,24006,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24378,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24453,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24659,2017-03-31
,,25,1032,47,6869,73,32651,189,4947,131,14459,150,56481,,,34,1276,17,1831,8,2368,20,478,7,562,0,0,false,false,24668,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24949,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25357,2017-03-31
,,7,284,21,3117,39,16942,2,66,0,0,1,571,,,0,0,1,142,2,385,0,0,0,0,0,0,false,false,25647,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26176,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26242,2017-03-31
,,22,437,4,668,0,0,14,336,5,430,0,0,,,56,1515,42,5312,11,2447,51,855,3,397,3,822,false,false,26457,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26765,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27070,2017-03-31
,,68,2449,103,13412,124,49611,294,7058,150,10261,125,38519,,,3,114,5,493,2,704,1,3,0,0,0,0,false,false,27548,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27614,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27847,2017-03-31
,,43,3392,112,14231,284,115928,304,9593,53,6072,88,23299,,,0,0,0,0,0,0,0,0,0,0,0,0,false,false,28013,2017-03-31
,,43,1496,25,3086,24,7668,150,3216,31,2647,21,4371,,,37,1415,69,7945,12,3309,91,2259,39,2956,10,2346,false,false,28152,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28255,2017-03-31
,,0,0,8,896,43,18119,85,1526,46,2454,66,9078,,,0,0,0,0,0,0,0,0,0,0,0,0,false,false,28406,2017-03-31
,,37,1554,19,2115,5,1202,31,615,0,0,6,1409,,,44,1408,18,2649,6,1858,20,479,7,744,3,446,false,false,28675,2017-03-31
,,88,3184,28,5766,16,4026,95,1893,18,1759,10,2116,,,0,0,3,285,0,0,8,182,4,391,5,1064,false,false,28732,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29476,2017-03-31
,,129,4970,89,10574,65,24985,673,9412,56,5950,26,9033,360,73,,,,,,,,,,,,,true,false,29636,2017-03-31
,,9,561,96,11427,465,174893,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,false,false,29878,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30052,2017-03-31
,,37,1296,68,6805,126,42874,496,8301,31,2379,28,6505,,,,,,,,,,,,,,,false,false,30502,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30650,2017-03-31
0,78593,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,30810,2017-03-31
,,25,1173,20,2282,13,4667,244,4192,15,1830,7,2467,,,22,798,14,1709,4,1242,15,355,7,618,3,392,false,false,31134,2017-03-31
,,9,404,17,2101,43,17677,114,2595,55,4994,45,9335,,,1,14,0,0,1,254,0,0,0,0,0,0,false,false,31255,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31657,2017-03-31
,,118,4269,75,9256,60,23904,169,3253,25,2677,12,3592,,,40,1617,11,1253,1,309,93,1225,1,135,0,0,false,false,31826,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31835,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32234,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32766,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32971,2017-03-31
,,75,2498,59,7929,63,28553,263,6312,81,9367,93,32635,,,34,1415,36,5385,9,2668,27,1138,34,3429,30,4962,false,false,33147,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33259,2017-03-31
,,33,1312,22,3604,19,8167,157,2713,13,1382,11,2336,,,15,675,12,1258,5,1318,94,2095,26,2285,11,1058,false,false,33268,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33370,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33839,2017-03-31
,,49,1618,37,4489,49,18923,635,13496,100,11665,79,26247,,,164,5960,129,15810,81,24141,635,10483,100,10497,50,13027,false,false,33857,2017-03-31
,,45,2282,82,10668,82,28185,322,9754,113,13204,47,11813,,,2,97,1,73,0,0,1,22,0,0,0,0,false,false,34425,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34434,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34452,2017-03-31
,,151,8980,478,71391,866,366824,2135,62642,334,41644,289,99702,,,2,36,1,125,2,640,17,622,3,478,0,0,false,false,34537,2017-03-31
,,139,4110,51,6864,31,10360,210,3482,9,1047,11,2539,,,207,7460,108,13018,61,16116,421,7305,46,5232,14,2713,false,false,34555,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34742,2017-03-31
,,91,3356,44,5089,26,8543,196,3879,24,2267,9,1834,,,107,4477,73,9086,26,6331,211,4294,23,2340,7,963,false,false,35057,2017-03-31
,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,35301,2017-03-31
,,123,6185,182,31626,518,302369,623,19205,159,27587,193,93270,,,3,16,0,0,0,0,2,131,0,0,0,0,false,false,35570,2017-03-31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35646,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35879,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36456,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36933,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37051,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37341,2017-03-31
,,224,8477,229,25937,230,81732,1208,18940,124,12151,64,16589,,,53,1959,25,3710,15,4142,5,54,1,69,0,0,false,false,37435,2017-03-31
,,826,35608,528,69928,468,173012,1302,40658,432,45017,358,121080,,,280,11848,256,31858,120,35336,433,15704,124,15485,75,21367,false,false,37640,2017-03-31
,,22,732,9,959,6,3024,97,2378,27,2987,7,2283,,,20,580,12,1613,5,964,175,2846,5,674,1,256,false,false,37659,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37949,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38740,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39327,2017-03-31
,,45,2195,80,10932,106,41941,529,11687,135,14767,149,49099,,,31,1981,35,4670,13,3431,220,7067,52,5619,32,6068,false,false,39756,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40033,2017-03-31
,,7,339,38,5567,72,33292,279,5886,65,6395,53,19325,,,0,0,0,0,1,268,2,69,0,0,0,0,false,false,40499,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40855,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41245,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41553,2017-03-31
,,17,727,26,3621,50,21332,124,3143,36,3695,9,2742,,,1,21,3,488,4,1258,13,226,2,10,0,0,false,false,41629,2017-03-31
,,5,264,17,2254,44,19181,102,2765,41,4540,48,13020,,,6,334,7,1189,3,695,2,21,1,104,0,0,false,false,41825,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41937,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41955,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42037,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42354,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42372,2017-03-31
,,525,18304,596,63930,526,187904,4350,46002,340,28674,303,73418,,,5,163,6,515,2,303,16,519,1,127,0,0,false,false,42420,2017-03-31
,,112,4811,116,15444,97,35193,608,12924,73,8269,73,24437,,,128,5091,111,13784,69,20274,332,7262,92,10359,105,17159,false,false,42448,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42457,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43052,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43351,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43856,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43959,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44040,2017-03-31
,,0,0,12,1682,48,21359,8,100,1,180,14,4280,,,0,0,0,0,1,364,0,0,0,0,0,0,false,false,44433,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44741,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44750,2017-03-31
,,32,904,21,2170,20,6385,33,519,3,282,4,638,,,3,93,4,567,1,38,2,115,1,120,0,0,false,false,44929,2017-03-31
,,15,752,10,895,16,5611,52,1123,16,1418,29,5623,,,15,611,15,1919,15,2574,35,898,8,274,6,1299,false,false,45038,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45047,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45056,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45430,2017-03-31
,,11,466,10,1089,7,2314,85,2403,20,2302,11,3327,,,46,2098,40,4677,11,3590,158,3882,18,2157,14,3332,false,false,45458,2017-03-31
,,101,3131,80,9128,84,20104,2970,4855,342,27974,83,23535,,,147,5157,244,25503,214,71976,716,18495,234,23469,210,54902,false,false,45551,2017-03-31
,,28,1298,97,13176,181,74568,397,12087,131,13186,134,33705,,,3,136,5,666,8,2234,2,85,1,110,0,0,false,false,45560,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45775,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46053,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46941,2017-03-31
,,48,1901,83,8679,81,23961,221,4066,57,3248,27,4621,,,20,871,20,2688,12,3615,16,236,14,2105,4,1126,false,false,47247,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47256,2017-03-31
,,34,1122,10,1471,5,1269,23,667,0,0,1,581,,,74,1402,9,1182,1,352,1,12,1,38,2,562,false,false,47452,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47500,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48057,2017-03-31
,,7,268,2,296,2,338,46,802,2,279,0,0,,,38,1782,18,2873,6,2192,47,1755,10,1179,4,1009,false,false,48150,2017-03-31
,,62,2188,57,7363,54,20071,330,9218,71,8368,73,22558,,,1092,32077,586,60593,318,79930,114,1422,1,100,2,353,false,false,48374,2017-03-31
,,20,464,18,2568,6,1864,115,1468,6,857,2,653,,,44,623,20,3494,10,3545,78,1279,5,806,2,794,false,false,48440,2017-03-31
,,9,310,18,3206,15,5286,18,284,8,833,17,6840,,,9,474,16,2883,4,1313,29,815,16,2454,9,225,false,false,49054,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49148,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49241,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49652,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49858,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49951,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50144,2017-03-31
,,5,128,14,2244,28,11955,7,255,2,331,7,862,,,,,,,,,,,,,,,false,false,50461,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50872,2017-03-31
,,4,108,10,934,36,11247,47,698,76,3164,74,13723,,,1,67,1,28,1,147,0,0,0,0,0,0,false,false,50957,2017-03-31
,,112,3705,96,10466,113,37403,237,5012,24,2663,20,5765,,,37,1231,14,2057,8,1548,32,509,5,855,1,310,false,false,51253,2017-03-31
6,82,,,,,,,,,,,,,1,42,,,,,,,,,,,,,true,true,51356,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51459,2017-03-31
,,25,1037,14,1895,15,9515,103,2544,22,3199,12,5214,,,40,1311,59,6473,66,14460,243,6801,67,6710,39,9851,false,false,51842,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,52719,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52951,2017-03-31
,,21,979,63,9034,176,89572,192,7588,148,15644,114,33204,,,0,0,0,0,1,314,0,0,0,0,0,0,false,false,53033,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53051,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53752,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54049,2017-03-31
,,61,2459,43,5693,25,9838,357,6212,23,2558,11,2152,,,82,3059,71,9272,39,10814,173,4116,76,8980,36,9529,false,false,54058,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54441,2017-03-31
,,181,5306,54,5287,25,7967,434,8149,42,7165,18,5593,,,91,2630,22,2526,6,1542,538,8526,19,2074,6,1405,false,false,54656,2017-03-31
,,2,87,14,2126,74,34411,1944,52404,99,11251,117,36617,,,0,0,0,0,0,0,17,442,0,0,0,0,false,false,54973,2017-03-31
,,12,747,54,5668,101,34021,127,1821,22,1629,26,11138,,,,,,,,,,,,,,,false,false,55336,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55635,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55653,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55970,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56258,2017-03-31
,,186,8080,198,25919,212,73971,1710,35155,180,18337,104,33812,,,135,5049,40,4741,11,2715,393,7818,25,2821,4,1458,false,false,56351,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56548,2017-03-31
,,26,1192,101,14004,383,149500,669,9712,376,24214,722,102113,,,0,0,2,424,0,0,0,0,0,0,0,0,false,false,56557,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56717,2017-03-31
79,179,,,,,,,,,,,,,,,58,2638,87,12399,48,15553,381,8091,41,5855,12,3832,false,true,57040,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57228,2017-03-31
,,98,3665,58,6575,47,18506,190,4545,38,3994,48,12934,,,13,668,5,606,2,195,51,1919,18,2815,5,1300,false,false,57451,2017-03-31
,,14,585,8,865,8,2751,6,116,2,251,1,293,,,32,1383,29,3043,15,3819,11,172,0,0,0,0,false,false,58177,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58207,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58225,2017-03-31
,,191,8698,290,37950,398,163010,459,15034,266,27262,323,102847,,,5,151,9,1128,6,1446,1,61,0,0,1,299,false,false,58243,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58355,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58551,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58636,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58757,2017-03-31
,,138,5271,300,39787,522,221037,18909,45640,509,46725,630,159913,,,13,592,54,4933,49,5437,63,1366,47,2825,58,6614,false,false,58971,2017-03-31
,,178,7105,199,21408,219,79342,494,12434,56,5432,35,11573,,,8,326,2,219,2,334,69,1662,12,1289,5,1428,false,false,59316,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59352,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59370,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59754,2017-03-31
,,479,22368,963,117093,2119,832680,4827,124590,1962,215559,2535,985353,,,9,379,8,958,3,873,14,664,9,895,6,1781,,,60143,2017-03-31
