RCON5562,RCON5563,RCON5564,RCON5565,RCON5566,RCON5567,RCON5568,RCON5569,RCON5570,RCON5571,RCON5572,RCON5573,RCON5574,RCON5575,RCON5576,RCON5577,RCON5578,RCON5579,RCON5580,RCON5581,RCON5582,RCON5583,RCON5584,RCON5585,RCON5586,RCON5587,RCON5588,RCON5589,RCON6860,RCON6999,IDRSSD,RCON9999
0,30,0,0,0,0,0,0,0,0,0,0,0,0,11,83,0,0,0,0,0,0,0,0,0,0,0,0,true,true,2554,2001-06-30
0,0,28,770,57,8680,82,43960,238,6304,101,8866,137,29531,0,0,0,0,1,99,0,0,0,0,0,0,0,0,false,false,2732,2001-06-30
0,0,9,412,1,89,3,614,45,683,4,316,8,2897,0,0,25,1410,25,3713,14,3928,204,5317,39,5089,16,2889,false,false,2750,2001-06-30
0,0,234,8269,82,11008,55,17878,916,17061,94,9430,53,14390,0,0,87,2749,19,2173,9,3254,107,1904,11,1377,3,996,false,false,2938,2001-06-30
0,0,82,2262,7,985,0,0,90,1481,6,1061,1,378,0,0,268,9222,49,6461,13,3638,352,2730,0,0,0,0,false,false,2956,2001-06-30
28,255,0,0,0,0,0,0,0,0,0,0,0,0,84,829,0,0,0,0,0,0,0,0,0,0,0,0,true,true,3252,2001-06-30
30,150,0,0,0,0,0,0,0,0,0,0,0,0,110,571,0,0,0,0,0,0,0,0,0,0,0,0,true,true,3458,2001-06-30
,,69,780,84,13739,131,68583,569,13501,114,8866,39,13288,,,,,,,,,,,,,,,false,false,3506,2001-06-30
0,0,49,2135,23,3621,30,10450,299,15999,39,5888,29,9328,10,6,0,0,0,0,0,0,0,0,0,0,0,0,true,false,3579,2001-06-30
0,0,63,2019,17,2191,16,8177,157,2614,12,1264,2,537,0,0,17,472,9,1094,7,1810,49,852,5,659,2,361,false,false,3720,2001-06-30
0,0,13,442,1,101,3,1450,210,4653,28,2877,23,6017,0,0,41,1274,12,989,14,1785,140,2925,60,3808,37,4023,false,false,3953,2001-06-30
0,0,66,2592,35,4795,15,4608,144,3103,16,1893,5,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,4138,2001-06-30
0,0,12,584,10,1443,18,13775,116,2868,12,1456,12,3426,0,0,3,164,1,190,0,0,4,42,1,58,0,0,false,false,4147,2001-06-30
0,0,64,1814,10,1074,14,5544,214,4651,20,2010,9,2799,0,0,109,3437,13,1506,0,0,716,7250,8,951,1,82,false,false,4156,2001-06-30
0,0,111,3272,18,2657,5,2185,142,1805,8,800,5,1262,0,0,186,3653,8,971,4,1219,62,784,3,286,2,535,false,false,4231,2001-06-30
0,0,74,2242,23,2788,35,16125,137,1849,21,2170,23,9190,12,24,0,0,0,0,0,0,0,0,0,0,0,0,true,false,4437,2001-06-30
0,0,12,338,3,308,0,0,22,328,3,438,0,0,0,0,7,263,3,387,0,0,12,269,1,200,0,0,false,false,4745,2001-06-30
0,0,129,5722,95,13394,52,22554,232,3883,10,1018,8,2331,0,0,0,0,1,172,1,289,0,0,0,0,0,0,false,false,4839,2001-06-30
0,0,19,1085,27,3913,25,12233,56,1544,27,2859,20,5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5005,2001-06-30
0,0,26,822,13,1625,8,3348,121,2376,18,2030,10,3388,0,0,0,0,0,0,0,0,5,172,0,0,2,385,false,false,5050,2001-06-30
0,0,6,341,20,2633,62,28952,13,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5069,2001-06-30
0,0,142,2838,23,2538,10,3630,241,3559,14,1373,7,2822,0,0,66,1586,13,1254,7,2093,104,2266,18,1935,13,2902,false,false,5135,2001-06-30
0,0,176,5971,153,18407,80,28262,303,4659,17,1455,11,2828,0,0,42,1324,28,2732,7,1590,53,961,3,252,0,0,false,false,5210,2001-06-30
0,0,43,1529,45,6166,57,23739,248,8387,115,21413,81,29049,0,0,6,267,8,852,7,2070,19,630,5,532,0,0,false,false,5247,2001-06-30
0,0,38,1751,18,2272,10,3795,49,949,8,1426,8,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5274,2001-06-30
0,0,2,66,5,515,16,7863,47,627,24,1708,42,11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5331,2001-06-30
0,0,113,1963,48,7813,59,37771,208,4379,35,3155,30,12384,0,0,2,148,4,547,6,2753,4,133,1,85,2,705,false,false,5461,2001-06-30
0,0,15,565,0,0,0,0,101,1806,9,812,3,1222,0,0,20,603,17,1837,2,609,143,3025,33,3669,7,1375,false,false,5751,2001-06-30
0,0,85,4704,151,23054,184,80505,582,14385,91,9032,57,19306,0,0,0,0,1,190,0,0,0,0,0,0,0,0,false,false,5939,2001-06-30
0,0,84,1974,27,3200,25,9620,224,4178,30,2580,12,6497,0,0,37,709,7,956,1,388,92,1685,8,823,2,661,false,false,6039,2001-06-30
39,46,0,0,0,0,0,0,0,0,0,0,0,0,46,77,0,0,0,0,0,0,0,0,0,0,0,0,true,true,6057,2001-06-30
6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1090,6,901,0,0,18,1580,2,276,7,1398,false,true,6141,2001-06-30
425,872,0,0,0,0,0,0,0,0,0,0,0,0,87,273,0,0,0,0,0,0,0,0,0,0,0,0,true,true,6329,2001-06-30
27,119,0,0,0,0,0,0,0,0,0,0,0,0,20,121,0,0,0,0,0,0,0,0,0,0,0,0,true,true,6842,2001-06-30
0,0,70,2830,71,10142,77,37067,350,7232,26,3144,31,10502,2,9,0,0,0,0,0,0,0,0,0,0,0,0,true,false,6972,2001-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,7009,2001-06-30
56,97,0,0,0,0,0,0,0,0,0,0,0,0,33,141,0,0,0,0,0,0,0,0,0,0,0,0,true,true,7045,2001-06-30
4,102,0,0,0,0,0,0,0,0,0,0,0,0,25,187,0,0,0,0,0,0,0,0,0,0,0,0,true,true,7157,2001-06-30
0,0,92,3421,118,13980,124,45732,246,6392,57,6409,61,22171,0,0,1,25,0,0,0,0,1,13,1,117,0,0,false,false,7166,2001-06-30
10,120,,,,,,,,,,,,,13,251,,,,,,,,,,,,,true,true,7456,2001-06-30
59,233,0,0,0,0,0,0,0,0,0,0,0,0,12,72,0,0,0,0,0,0,0,0,0,0,0,0,true,true,7634,2001-06-30
0,0,2,48,2,134,0,0,154,3439,24,3617,10,3063,0,0,2,72,0,0,0,0,36,1393,23,3143,4,1396,false,false,8033,2001-06-30
0,0,14,677,3,301,7,2296,63,1931,10,1003,3,664,0,0,59,2557,15,1661,13,3554,103,1765,10,1082,2,408,false,false,8154,2001-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,8417,2001-06-30
0,0,33,842,6,548,2,577,169,3121,10,1210,4,1238,0,0,19,787,3,383,2,653,142,2894,19,2587,9,2198,false,false,8462,2001-06-30
,,40,1468,15,2080,11,3886,89,1732,2,190,0,0,,,35,960,17,2362,2,686,56,695,1,10,0,0,false,false,8547,2001-06-30
24,65,,,,,,,,,,,,,3,5,,,,,,,,,,,,,true,true,8631,2001-06-30
0,0,139,8627,217,31849,174,74330,804,23946,163,15458,82,20091,0,0,1,35,4,769,4,1041,0,0,0,0,0,0,false,false,9115,2001-06-30
0,0,33,2005,42,5908,24,8703,305,9354,76,9755,10,1854,0,0,0,0,0,0,0,0,2,6,1,117,0,0,false,false,9160,2001-06-30
0,0,313,11555,103,16581,78,34735,79,2064,13,2079,7,2753,0,0,15,349,13,2135,14,5266,8,79,0,0,2,676,false,false,9339,2001-06-30
0,0,10,301,14,1777,22,8766,340,7958,112,9814,145,29134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9357,2001-06-30
0,0,9,161,1,95,0,0,58,778,35,762,4,813,0,0,35,1254,50,4589,28,3714,138,2515,126,7428,88,8146,false,false,9553,2001-06-30
0,0,151,7183,156,26641,186,90922,416,10646,73,11318,41,18442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9807,2001-06-30
48,187,,,,,,,,,,,,,120,299,,,,,,,,,,,,,true,true,9955,2001-06-30
0,0,16,718,1,64,0,0,64,1216,9,894,8,2595,0,0,36,1300,19,2472,8,2447,416,9396,41,4844,15,3024,false,false,10157,2001-06-30
0,0,36,1751,36,5152,33,16801,479,9525,47,5966,31,16116,10,7,0,0,0,0,0,0,0,0,0,0,0,0,true,false,10250,2001-06-30
,,32,1257,19,1929,9,5522,292,3304,9,653,5,810,0,1,,,,,,,,,,,,,true,false,10577,2001-06-30
0,0,82,2646,36,5454,27,9822,156,2774,10,895,7,2184,0,0,42,1211,18,2390,4,1290,108,2304,11,1115,24,4772,false,false,10849,2001-06-30
,,67,4769,28,3879,18,7285,300,10364,27,2373,19,7012,,,59,1795,41,4963,9,2317,277,6285,58,4991,19,3539,false,false,10858,2001-06-30
47,218,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,true,true,11145,2001-06-30
22,100,0,0,0,0,0,0,0,0,0,0,0,0,42,196,0,0,0,0,0,0,0,0,0,0,0,0,true,true,11350,2001-06-30
0,0,73,2145,21,1852,21,7386,327,5404,33,4070,19,5537,0,0,77,2002,15,1407,5,1115,143,3016,29,2503,21,4604,false,false,11640,2001-06-30
,,14,155,2,211,1,709,78,1000,12,1328,23,9063,,,13,321,3,222,0,0,13,148,1,160,1,108,false,false,11837,2001-06-30
427,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6062,39,7657,9,3236,64,2049,4,820,5,1162,false,true,12030,2001-06-30
152,417,,,,,,,,,,,,,64,413,,,,,,,,,,,,,true,true,12058,2001-06-30
0,0,63,2211,23,3036,24,9210,127,2417,17,1602,7,1718,0,0,20,597,5,766,6,2187,3,25,5,549,8,2725,false,false,12142,2001-06-30
0,0,97,3316,37,4074,14,4371,35,1873,7,871,0,0,0,0,7,130,5,220,5,704,1,3,0,0,0,0,false,false,12245,2001-06-30
0,0,2639,115835,2611,328841,2667,1035238,18968,500196,2260,260046,2365,839709,0,0,280,12403,142,17033,58,16783,719,20025,158,19779,41,9809,false,false,12311,2001-06-30
5,58,0,0,0,0,0,0,0,0,0,0,0,0,58,338,0,0,0,0,0,0,0,0,0,0,0,0,true,true,12357,2001-06-30
0,0,146,5958,84,10808,77,32222,394,10011,51,5982,49,15184,0,0,254,6251,73,6701,23,5090,344,7010,50,4714,11,2040,false,false,12405,2001-06-30
0,0,25,1185,10,1275,6,2156,106,2854,10,1326,2,850,32,57,0,0,0,0,0,0,0,0,0,0,0,0,true,false,12647,2001-06-30
5,69,,,,,,,,,,,,,14,86,,,,,,,,,,,,,true,true,12656,2001-06-30
0,0,20,1217,21,3163,30,9184,70,2161,13,1451,9,2284,0,0,0,0,0,0,1,160,0,0,0,0,0,0,false,false,12937,2001-06-30
0,0,101,3742,42,5298,34,13438,577,9560,45,4211,29,8637,0,0,29,757,4,495,9,2563,18,264,6,1061,1,356,false,false,12946,2001-06-30
0,0,21,480,10,1609,23,13286,160,3273,30,3734,22,8386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,12955,2001-06-30
344,504,,,,,,,,,,,,,7,2,,,,,,,,,,,,,true,true,13037,2001-06-30
0,0,96,5252,138,22753,111,43412,344,9805,67,8036,35,10573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,13103,2001-06-30
53,172,0,0,0,0,0,0,0,0,0,0,0,0,18,140,0,0,0,0,0,0,0,0,0,0,0,0,true,true,13251,2001-06-30
0,0,181,11036,254,35799,275,121211,1728,49748,499,59820,446,151775,0,0,0,0,0,0,0,0,1,57,5,485,2,763,false,false,13309,2001-06-30
24,52,0,0,0,0,0,0,0,0,0,0,0,0,52,247,0,0,0,0,0,0,0,0,0,0,0,0,true,true,13457,2001-06-30
94,211,0,0,0,0,0,0,0,0,0,0,0,0,28,23,0,0,0,0,0,0,0,0,0,0,0,0,true,true,14052,2001-06-30
0,0,36,819,1,156,0,0,256,5245,22,2766,7,2536,0,0,48,1539,17,2115,2,519,390,6203,23,2449,3,410,false,false,14155,2001-06-30
,,17,964,36,5346,67,30187,341,7032,99,9786,75,26268,,,2,91,2,214,1,276,1,0,0,0,0,0,false,false,14258,2001-06-30
0,0,340,13318,713,86296,943,359451,3240,58543,1216,92662,1523,411859,0,0,0,0,0,0,2,539,5,166,1,106,0,0,false,false,14409,2001-06-30
0,0,11,469,10,1285,9,2371,75,2195,8,587,0,0,0,0,13,458,4,380,2,278,86,1547,4,436,3,614,false,false,14454,2001-06-30
123,43,,,,,,,,,,,,,14,236,,,,,,,,,,,,,true,true,14650,2001-06-30
4,63,0,0,0,0,0,0,0,0,0,0,0,0,50,313,0,0,0,0,0,0,0,0,0,0,0,0,true,true,14753,2001-06-30
0,0,22,897,9,1022,8,4573,54,1524,11,1233,4,2187,0,0,9,255,2,224,4,644,102,2483,39,4446,16,6125,false,false,14865,2001-06-30
,,2,141,2,191,5,1901,57,1026,17,1438,5,1485,,,1,100,0,0,1,249,0,0,0,0,0,0,false,false,14931,2001-06-30
0,0,3,224,12,1757,16,7445,110,1134,5,307,7,2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,14940,2001-06-30
,,79,3449,111,18084,169,84008,1185,39347,285,43076,179,81084,,,0,0,0,0,1,252,0,0,0,0,0,0,false,false,15536,2001-06-30
0,0,87,3909,98,14597,122,52444,319,8233,65,7556,35,12039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,15732,2001-06-30
0,0,152,6090,64,9002,41,16690,482,8897,28,3024,11,4098,0,0,12,445,4,560,0,0,14,307,0,0,0,0,false,false,16337,2001-06-30
0,0,30,1430,23,3357,12,3709,73,1881,11,2178,6,1789,0,0,4,171,2,177,0,0,4,137,3,746,0,0,false,false,16355,2001-06-30
0,0,38,1327,55,6926,49,16143,402,7977,29,2518,14,4585,11,51,0,0,0,0,0,0,0,0,0,0,0,0,true,false,16458,2001-06-30
0,0,39,1448,16,2196,1,296,142,3145,16,2238,2,500,0,0,10,370,9,980,1,167,34,683,2,315,1,318,false,false,16551,2001-06-30
39,90,,,,,,,,,,,,,11,20,,,,,,,,,,,,,true,true,16748,2001-06-30
,,6,422,9,1477,47,22904,73,2387,18,2371,76,21239,,,0,0,0,0,0,0,0,0,0,0,0,0,false,false,16766,2001-06-30
30,47,0,0,0,0,0,0,0,0,0,0,0,0,26,22,0,0,0,0,0,0,0,0,0,0,0,0,true,true,16944,2001-06-30
15,80,0,0,0,0,0,0,0,0,0,0,0,0,11,197,0,0,0,0,0,0,0,0,0,0,0,0,true,true,16953,2001-06-30
,,,,,,,,1,69,1,92,0,0,,,,,,,,,,,,,,,false,false,17110,2001-06-30
0,0,83,3343,52,7050,74,31780,887,18971,124,14395,119,37011,0,0,22,923,4,297,2,307,70,2190,17,2285,5,1176,false,false,17147,2001-06-30
77,64,0,0,0,0,0,0,0,0,0,0,0,0,179,50,0,0,0,0,0,0,0,0,0,0,0,0,true,true,17259,2001-06-30
0,0,129,6667,185,25977,168,72231,888,16193,101,8958,51,11927,0,0,6,367,2,253,1,416,4,170,2,260,1,401,false,false,17464,2001-06-30
0,0,71,1885,21,3249,24,12239,41,1017,5,991,3,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,17549,2001-06-30
83,72,0,0,0,0,0,0,0,0,0,0,0,0,22,117,0,0,0,0,0,0,0,0,0,0,0,0,true,true,17642,2001-06-30
0,0,196,10726,34,3531,20,7226,335,15493,32,2905,25,9068,0,0,26,741,11,1608,19,4054,115,3902,41,2822,25,5196,false,false,17839,2001-06-30
0,0,15,722,3,494,2,777,73,1076,12,1203,4,1060,0,0,17,806,9,1186,3,1086,43,815,1,101,4,753,false,false,17950,2001-06-30
0,0,108,4254,39,5293,26,9941,260,4456,7,721,1,288,0,0,105,3499,15,1804,6,1551,194,1890,4,358,0,0,false,false,18050,2001-06-30
0,0,170,4926,113,13615,62,34010,224,3248,21,3563,19,8074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,18126,2001-06-30
0,0,14,587,29,3813,20,6024,89,2313,31,2843,8,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,18135,2001-06-30
0,0,11,210,23,1920,60,25846,330,7015,125,11288,109,25356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,18368,2001-06-30
0,0,0,0,2,172,0,0,0,0,0,0,0,0,0,0,2,73,2,289,0,0,0,0,0,0,0,0,false,false,18377,2001-06-30
0,0,30,1185,16,1888,20,5284,57,1529,9,709,8,1497,0,0,1,21,1,107,0,0,0,0,0,0,0,0,false,false,18827,2001-06-30
,,125,3597,23,3063,18,6186,4,145,4,529,3,1204,89,6,,,,,,,,,,,,,true,false,18836,2001-06-30
0,0,9,200,0,0,5,1640,29,538,3,416,9,3313,0,0,44,1391,9,1152,0,0,199,3016,15,1351,3,905,false,false,18854,2001-06-30
0,0,65,3473,106,12629,125,44584,504,10916,58,5471,49,15928,0,0,0,0,2,350,0,0,0,0,0,0,0,0,false,false,18863,2001-06-30
60,114,0,0,0,0,0,0,0,0,0,0,0,0,61,112,0,0,0,0,0,0,0,0,0,0,0,0,true,true,18957,2001-06-30
0,0,36,819,9,1109,17,7537,74,1215,18,2196,15,4852,14,57,0,0,0,0,0,0,0,0,0,0,0,0,true,false,19356,2001-06-30
0,0,220,8334,148,21036,175,72226,354,10035,93,10979,69,26126,29,65,0,0,0,0,0,0,0,0,0,0,0,0,true,false,19730,2001-06-30
176,384,0,0,0,0,0,0,0,0,0,0,0,0,29,106,0,0,0,0,0,0,0,0,0,0,0,0,true,true,19936,2001-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,19972,2001-06-30
20,85,0,0,0,0,0,0,0,0,0,0,0,0,16,76,0,0,0,0,0,0,0,0,0,0,0,0,true,true,20053,2001-06-30
44,82,0,0,0,0,0,0,0,0,0,0,0,0,61,90,0,0,0,0,0,0,0,0,0,0,0,0,true,true,20147,2001-06-30
12,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,11,236,3,333,2,795,false,true,20259,2001-06-30
0,0,49,2185,42,5239,32,7905,314,6661,50,5713,11,3132,0,0,0,0,4,391,0,0,1,17,0,0,0,0,false,false,20370,2001-06-30
0,0,243,14051,0,0,0,0,41,1038,0,0,0,0,0,0,4,184,0,0,0,0,0,0,0,0,0,0,false,false,20512,2001-06-30
0,0,108,3362,16,2441,16,6515,49,835,3,457,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,20633,2001-06-30
3,20,0,0,0,0,0,0,0,0,0,0,0,0,4,83,0,0,0,0,0,0,0,0,0,0,0,0,true,true,20754,2001-06-30
0,0,63,1717,25,3188,31,13042,151,1867,17,1799,14,5335,51,10,0,0,0,0,0,0,0,0,0,0,0,0,true,false,20839,2001-06-30
0,0,17,616,8,1030,9,2337,94,1829,9,1018,6,1325,0,0,13,466,7,766,0,0,130,3826,44,4313,16,1796,false,false,20857,2001-06-30
,,31,2429,32,4028,8,2797,159,3029,25,2856,5,1486,,,0,0,3,469,0,0,0,0,0,0,0,0,false,false,20866,2001-06-30
5,49,,,,,,,,,,,,,8,13,,,,,,,,,,,,,true,true,21256,2001-06-30
7,34,,,,,,,,,,,,,20,115,,,,,,,,,,,,,true,true,21359,2001-06-30
0,0,33,1096,4,802,5,2036,164,3347,4,572,2,689,0,0,12,271,0,0,0,0,16,448,2,373,0,0,false,false,21630,2001-06-30
99,189,0,0,0,0,0,0,0,0,0,0,0,0,146,295,0,0,0,0,0,0,0,0,0,0,0,0,true,true,21658,2001-06-30
0,0,251,5656,31,3581,16,5912,296,3922,58,7515,32,13155,0,0,5,153,15,581,1,160,52,1268,11,1541,11,2875,false,false,22048,2001-06-30
0,0,220,6903,56,8823,81,63244,38,2216,5,920,5,3098,0,0,35,1310,14,1482,19,3830,41,1885,16,2133,22,5514,false,false,22235,2001-06-30
0,0,79,3275,48,6346,23,7647,740,13275,62,6973,29,9325,0,0,38,1629,12,1816,6,1674,235,5233,69,6439,21,3319,false,false,22356,2001-06-30
0,0,59,1730,21,2483,10,2831,125,1883,19,865,14,1493,141,419,0,0,0,0,0,0,0,0,0,0,0,0,true,false,22459,2001-06-30
0,0,21,972,17,2418,8,2413,126,2181,2,284,4,1276,0,0,0,0,0,0,0,0,1,19,0,0,1,286,false,false,22543,2001-06-30
60,182,0,0,0,0,0,0,0,0,0,0,0,0,116,435,0,0,0,0,0,0,0,0,0,0,0,0,true,true,22552,2001-06-30
96,121,0,0,0,0,0,0,0,0,0,0,0,0,71,13,0,0,0,0,0,0,0,0,0,0,0,0,true,true,22730,2001-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,22860,2001-06-30
365,492,0,0,0,0,0,0,0,0,0,0,0,0,79,60,0,0,0,0,0,0,0,0,0,0,0,0,true,true,22936,2001-06-30
0,0,19,925,5,845,3,1055,204,3732,9,737,2,576,59,194,0,0,0,0,0,0,0,0,0,0,0,0,true,false,22954,2001-06-30
0,0,100,3700,41,5241,33,13571,397,11806,43,5496,27,8448,0,0,22,735,7,1055,7,1661,8,207,1,1,0,0,false,false,23036,2001-06-30
0,0,31,1025,9,1380,3,1276,25,324,3,455,1,630,0,0,8,327,0,0,0,0,1,90,1,206,1,248,false,false,23045,2001-06-30
0,0,976,27695,518,67242,362,138814,4902,80094,363,39488,212,74682,0,0,973,28917,255,30627,92,28584,1127,16879,74,7923,28,7754,false,false,23241,2001-06-30
0,0,61,2252,28,3386,22,7176,48,1256,12,1358,7,1558,0,0,2,59,3,585,0,0,1,33,0,0,0,0,false,false,23344,2001-06-30
51,214,0,0,0,0,0,0,0,0,0,0,0,0,95,173,0,0,0,0,0,0,0,0,0,0,0,0,true,true,23456,2001-06-30
0,0,59,2108,139,11372,182,37840,780,15292,74,7275,29,6295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,23504,2001-06-30
0,0,4,206,5,461,5,1105,119,1663,4,387,4,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,23540,2001-06-30
201,337,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,true,true,23643,2001-06-30
0,0,60,2590,34,4656,31,9206,168,4529,20,1815,10,3075,6,11,0,0,0,0,0,0,0,0,0,0,0,0,true,false,23755,2001-06-30
0,0,90,3361,113,14179,126,47317,619,9495,77,6744,50,9481,0,0,0,0,3,31,0,0,7,179,0,0,5,171,false,false,23812,2001-06-30
0,0,8,353,25,3793,42,17457,135,3339,30,3347,3,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,24006,2001-06-30
0,0,94,4682,156,23263,192,81213,2346,42162,214,20366,170,49867,0,0,7,406,9,963,20,4096,139,3790,50,5032,24,6297,false,false,24266,2001-06-30
0,0,27,902,18,2730,8,3612,67,2425,8,941,6,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,24453,2001-06-30
21,128,0,0,0,0,0,0,0,0,0,0,0,0,28,167,0,0,0,0,0,0,0,0,0,0,0,0,true,true,24659,2001-06-30
55,156,0,0,0,0,0,0,0,0,0,0,0,0,25,77,0,0,0,0,0,0,0,0,0,0,0,0,true,true,24668,2001-06-30
0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,166,0,0,0,0,0,0,0,0,0,0,0,0,true,true,24855,2001-06-30
0,0,72,2576,29,4440,44,16654,370,8649,65,10055,43,15633,0,0,15,330,2,318,4,1512,66,1393,7,1013,7,1921,false,false,24949,2001-06-30
3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,true,true,25357,2001-06-30
0,0,169,6696,252,33111,369,153565,3323,60650,297,35076,269,98886,0,0,4,218,2,225,1,161,39,1066,10,1028,8,2084,false,false,25450,2001-06-30
155,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,652,0,0,0,0,0,0,false,true,25647,2001-06-30
0,0,55,2328,33,4265,24,10041,167,3535,23,2665,6,1630,0,0,15,566,9,1301,3,623,88,2097,5,657,1,216,false,false,25852,2001-06-30
