RCON5562,RCON5563,RCON5564,RCON5565,RCON5566,RCON5567,RCON5568,RCON5569,RCON5570,RCON5571,RCON5572,RCON5573,RCON5574,RCON5575,RCON5576,RCON5577,RCON5578,RCON5579,RCON5580,RCON5581,RCON5582,RCON5583,RCON5584,RCON5585,RCON5586,RCON5587,RCON5588,RCON5589,RCON6860,RCON6999,IDRSSD,RCON9999
,,602,22840,784,92135,1056,410843,3588,66308,897,78217,979,241895,,,291,11385,340,40786,216,60501,421,9697,165,14246,104,20707,false,false,17147,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17259,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17950,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17978,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18050,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18135,2018-03-31
,,147,5111,168,18236,200,67097,583,10297,136,10007,116,25043,,,0,0,2,144,2,519,0,0,0,0,0,0,false,false,18827,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18836,2018-03-31
,,9,511,23,4585,28,14344,164,6193,46,8553,53,30856,,,37,2098,28,4843,21,7289,186,7834,38,6234,27,9524,false,false,18854,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19356,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19936,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19972,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20053,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20633,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20857,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21256,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21359,2018-03-31
,,72,2691,47,4837,38,8779,102,1351,35,1816,2,538,,,68,2399,50,4719,48,8706,192,3477,40,2362,22,1710,false,false,21658,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22048,2018-03-31
,,55,2199,61,7209,60,22204,155,3173,35,3693,12,3313,,,3,105,1,99,0,0,0,0,0,0,0,0,false,false,22543,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22552,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22730,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22936,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23456,2018-03-31
,,11,591,72,10400,429,192894,1182,44319,345,40830,405,154585,,,0,0,1,40,1,470,0,0,0,0,0,0,false,false,23504,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23643,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23755,2018-03-31
,,16,711,72,9008,230,94613,118,1722,73,3695,91,22114,,,,,,,,,,,,,,,false,false,24006,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24378,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24453,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24659,2018-03-31
,,24,1013,41,5451,89,40560,224,6055,135,14112,186,65984,,,28,893,12,1106,7,1820,16,415,5,360,0,0,false,false,24668,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24949,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25357,2018-03-31
,,4,194,23,3650,52,25337,10,399,4,653,3,1866,,,0,0,1,130,2,370,0,0,0,0,0,0,false,false,25647,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26176,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26242,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26457,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26765,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27070,2018-03-31
,,66,2387,104,12945,118,48477,285,6318,141,9496,142,34471,,,3,101,9,1336,4,1362,0,0,0,0,0,0,false,false,27548,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27614,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27847,2018-03-31
,,45,3767,99,12100,250,100094,250,6826,54,5732,76,24140,,,,,,,,,,,,,,,false,false,28013,2018-03-31
,,40,1411,25,2960,21,6464,157,3595,25,2362,21,4599,,,39,1611,69,8315,16,4758,96,2155,41,3428,10,2302,false,false,28152,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28255,2018-03-31
,,0,0,8,881,42,17684,67,1104,40,2398,80,8901,,,0,0,0,0,0,0,0,0,0,0,0,0,false,false,28406,2018-03-31
,,38,1550,21,2116,8,1815,39,589,6,315,5,987,,,36,1289,20,2826,6,1095,21,426,9,838,3,629,false,false,28675,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28732,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29476,2018-03-31
,,118,4566,85,10104,73,29961,638,8964,54,5620,34,11901,349,93,,,,,,,,,,,,,true,false,29636,2018-03-31
,,10,606,95,10129,476,179522,0,0,0,0,0,0,,,,,,,,,,,,,,,false,false,29878,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30052,2018-03-31
,,29,1083,64,6746,114,38792,434,6723,31,2479,28,7085,,,,,,,,,,,,,,,false,false,30502,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30650,2018-03-31
0,72979,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,30810,2018-03-31
,,26,1165,24,2722,13,4269,257,4716,18,2315,5,1099,,,20,789,14,1534,5,1464,12,233,7,579,3,464,false,false,31134,2018-03-31
,,6,294,20,2687,40,16225,102,2355,58,4657,52,11846,,,1,8,0,0,1,242,0,0,0,0,0,0,false,false,31255,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31657,2018-03-31
,,149,6451,75,9504,76,33459,210,5055,19,1994,15,4523,,,40,1643,10,1119,1,39,94,1276,1,129,1,100,false,false,31826,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31835,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32234,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32766,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32971,2018-03-31
,,81,2904,47,6411,32,12904,201,3566,37,4257,30,9225,,,36,1437,37,5165,9,2596,31,1082,34,3654,24,5014,false,false,33147,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33259,2018-03-31
,,20,865,19,2993,8,3770,136,3254,16,1415,15,2785,,,15,792,15,1612,6,1553,89,2128,21,2054,7,989,false,false,33268,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33370,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33839,2018-03-31
,,48,1530,41,6112,52,22302,579,11531,113,11480,92,32019,,,137,4941,121,15239,87,25870,579,9383,113,9255,60,14494,false,false,33857,2018-03-31
,,66,4294,107,15906,149,61696,391,16060,172,22576,64,23604,,,2,74,0,0,0,0,0,0,0,0,0,0,false,false,34425,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34434,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34452,2018-03-31
,,161,9889,575,85577,1090,478628,2745,84820,597,74498,466,169336,,,0,0,1,198,4,999,12,504,3,384,1,453,false,false,34537,2018-03-31
,,136,3951,52,6325,28,8493,220,3635,8,752,12,3325,,,173,6367,111,13637,59,15954,412,6634,56,5997,15,3321,false,false,34555,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34742,2018-03-31
,,109,3996,48,5394,30,10329,181,3436,29,2923,9,1822,,,108,4641,74,9728,38,9090,208,3826,23,2249,6,1359,false,false,35057,2018-03-31
,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,35301,2018-03-31
,,111,5766,176,30564,493,288671,578,18531,217,36692,218,120936,,,2,11,0,0,0,0,2,91,0,0,0,0,false,false,35570,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35646,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35879,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36456,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36933,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37051,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37341,2018-03-31
,,243,9330,222,25017,231,80038,1261,19957,137,12660,75,19139,,,46,1716,21,2908,13,3856,5,39,0,0,0,0,false,false,37435,2018-03-31
,,821,36174,568,73865,503,184687,1376,45107,433,49348,364,119975,,,277,11495,282,35570,126,37214,416,15670,123,16386,80,25004,false,false,37640,2018-03-31
,,19,498,8,882,7,3050,88,2114,27,3098,5,1754,,,21,646,11,1266,3,659,155,2302,8,1112,1,233,false,false,37659,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37949,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38740,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39327,2018-03-31
,,48,2180,74,10325,107,43542,546,13785,139,14482,145,40383,,,29,1786,41,6639,17,4608,257,7631,64,7480,46,9021,false,false,39756,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40033,2018-03-31
,,8,534,41,6084,74,32507,336,6001,72,6803,58,19278,,,0,0,0,0,1,248,2,70,0,0,0,0,false,false,40499,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40855,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41245,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41553,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41629,2018-03-31
,,9,524,21,3028,45,20967,117,3442,49,5776,75,21165,,,6,328,8,1248,3,662,1,2,0,0,1,362,false,false,41825,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41937,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41955,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42037,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42354,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42372,2018-03-31
,,488,16666,586,60293,571,194146,4902,54106,349,28087,338,78490,,,9,349,13,1002,5,762,22,513,4,223,2,154,false,false,42420,2018-03-31
,,107,4532,129,16692,107,40793,683,15613,86,9159,74,23909,,,116,5010,108,13296,64,18072,311,7027,76,8034,103,17374,false,false,42448,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42457,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43052,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43351,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43856,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43959,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44040,2018-03-31
,,0,0,11,1234,50,21470,8,165,2,344,9,1971,,,0,0,1,198,1,354,0,0,0,0,0,0,false,false,44433,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44741,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44750,2018-03-31
,,21,837,24,2760,24,7468,27,561,3,233,3,202,,,4,131,5,791,1,14,2,40,2,219,0,0,false,false,44929,2018-03-31
,,13,645,8,905,16,7521,43,1012,8,1034,27,5374,,,10,492,18,2434,12,1973,28,615,7,432,3,424,false,false,45038,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45047,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45056,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45430,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45458,2018-03-31
,,78,2579,91,8571,92,22457,3461,83145,442,37156,89,21581,,,125,3697,239,23645,245,77852,624,14439,271,24922,251,60189,false,false,45551,2018-03-31
,,25,1124,103,13782,194,76544,401,12188,149,15259,135,35837,,,2,80,3,350,9,2246,2,84,1,106,0,0,false,false,45560,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45775,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46053,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46941,2018-03-31
,,47,1532,92,9561,81,26638,191,3823,65,4758,33,10935,,,18,894,22,3240,11,3132,15,458,9,1492,5,1288,false,false,47247,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47256,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47452,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47500,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48057,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48150,2018-03-31
,,65,2277,56,7039,54,17992,377,9769,90,10935,85,30277,,,1098,33320,620,65093,300,74357,113,1403,2,71,2,277,false,false,48374,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48440,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49054,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49148,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49241,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49652,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49858,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49951,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50144,2018-03-31
,,4,99,14,2056,29,12336,4,78,4,314,7,773,,,,,,,,,,,,,,,false,false,50461,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50872,2018-03-31
,,109,3374,86,8589,110,31785,273,6266,33,3049,25,7711,,,33,1196,16,2212,8,1621,33,667,4,568,1,296,false,false,51253,2018-03-31
7,83,,,,,,,,,,,,,1,36,,,,,,,,,,,,,true,true,51356,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51459,2018-03-31
,,25,903,17,2228,15,8814,100,2385,25,3059,18,7115,,,37,1350,65,7069,69,15109,243,6868,77,8860,44,11876,false,false,51842,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,52719,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52951,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53051,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53752,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54049,2018-03-31
,,52,1847,47,5769,25,9451,357,5987,24,2094,11,2360,,,76,3111,71,8940,39,11287,187,4519,61,7413,40,11241,false,false,54058,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54441,2018-03-31
,,179,5412,48,3963,29,9980,418,7813,39,3257,20,5864,,,101,3088,21,2634,6,1541,512,8616,25,2906,9,2302,false,false,54656,2018-03-31
,,2,66,14,1929,75,33441,2005,53609,88,9715,109,34094,,,0,0,0,0,0,0,14,332,0,0,0,0,false,false,54973,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55336,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55635,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55653,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55970,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56258,2018-03-31
,,162,6666,206,26378,205,75335,1913,40347,212,22498,128,39631,,,141,5270,35,4246,9,2096,421,8713,24,2214,5,1483,false,false,56351,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56548,2018-03-31
,,24,1032,99,14016,346,140388,610,8486,342,22856,670,97702,,,0,0,1,190,0,0,0,0,0,0,0,0,false,false,56557,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56717,2018-03-31
74,172,,,,,,,,,,,,,,,51,2384,94,13675,55,18653,393,8680,40,5399,13,3856,false,true,57040,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57451,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58207,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58225,2018-03-31
,,194,9176,291,40160,394,166188,487,14858,258,26693,332,105710,,,6,209,7,971,6,1427,1,54,0,0,1,326,false,false,58243,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58355,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58551,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58636,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58757,2018-03-31
,,125,4924,298,40069,505,212374,3616,45648,525,46728,641,164150,,,15,732,48,4044,49,4799,63,1318,51,3039,59,8533,false,false,58971,2018-03-31
,,168,6608,188,19968,209,74017,517,13791,60,6040,48,16988,,,7,337,4,553,1,49,68,1547,11,1056,5,1346,false,false,59316,2018-03-31
,,47,1600,29,3864,50,22212,148,2178,18,2080,9,2835,,,25,919,19,2133,7,2132,232,4149,21,1697,8,721,false,false,59352,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59370,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59754,2018-03-31
,,431,21186,871,107391,1955,781883,4777,123664,1866,203085,2277,880858,,,6,225,7,977,4,805,16,630,8,1055,5,1514,,,60143,2018-03-31
,,89,3884,103,13547,120,46965,416,10507,93,8720,76,17539,,,46,1681,26,3001,16,4789,25,549,9,650,6,783,false,false,60330,2018-03-31
,,31,1230,22,2756,12,5071,158,3488,21,2319,28,7932,,,34,1513,34,5156,30,9271,251,6484,71,8891,32,7872,false,false,60545,2018-03-31
18,97,,,,,,,,,,,,,,,13,531,27,3217,13,3025,162,3790,40,4592,16,2485,false,true,60554,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60648,2018-03-31
,,43,1830,82,9312,118,49044,522,9330,98,8029,58,16190,,,5,127,7,640,4,495,8,73,0,0,1,102,false,false,61122,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61355,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61476,2018-03-31
,,53,1980,52,6865,63,28771,134,3168,41,3668,30,7721,,,39,1668,24,3149,4,778,105,1884,6,521,0,0,false,false,61757,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61832,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61953,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62044,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62110,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62147,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62772,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63050,2018-03-31
,,13,338,61,8948,582,285880,6286,94804,965,91521,883,247301,,,0,0,0,0,0,0,0,0,0,0,0,0,,,63069,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63201,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63573,2018-03-31
,,159,6768,145,16951,95,41887,653,12763,91,9532,43,11645,,,271,9493,96,11230,43,10864,382,4973,16,1712,5,568,false,false,63733,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63742,2018-03-31
15,3,,,,,,,,,,,,,5,4,,,,,,,,,,,,,true,true,63751,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64150,2018-03-31
,,8,385,21,2481,20,8442,24,760,8,869,7,2261,,,1,5,1,29,0,0,0,0,0,0,0,0,false,false,64552,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64730,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65205,2018-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65241,2018-03-31
