RCON5562,RCON5563,RCON5564,RCON5565,RCON5566,RCON5567,RCON5568,RCON5569,RCON5570,RCON5571,RCON5572,RCON5573,RCON5574,RCON5575,RCON5576,RCON5577,RCON5578,RCON5579,RCON5580,RCON5581,RCON5582,RCON5583,RCON5584,RCON5585,RCON5586,RCON5587,RCON5588,RCON5589,RCON6860,RCON6999,IDRSSD,RCON9999
90,61,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,0,0,0,0,true,true,37,2003-06-30
48,72,,,,,,,,,,,,,54,97,,,,,,,,,,,,,true,true,242,2003-06-30
0,0,25,802,7,918,4,1943,23,255,2,195,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,true,false,279,2003-06-30
3,16,0,0,0,0,0,0,0,0,0,0,0,0,23,117,0,0,0,0,0,0,0,0,0,0,0,0,true,true,354,2003-06-30
0,0,178,5513,58,7827,36,15124,449,8006,53,5216,13,2076,0,0,108,2818,27,3248,10,2612,78,1159,5,425,1,54,false,false,439,2003-06-30
24,125,0,0,0,0,0,0,0,0,0,0,0,0,47,242,0,0,0,0,0,0,0,0,0,0,0,0,true,true,457,2003-06-30
0,0,28,1528,32,5005,30,14590,179,3426,19,3135,14,7067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,505,2003-06-30
,,82,3212,54,6399,21,8036,151,3477,38,3001,25,5873,,,3,47,0,0,0,0,1,41,0,0,0,0,false,false,1146,2003-06-30
0,0,41,1355,24,3399,29,11070,248,5898,58,6688,39,12759,10,61,0,0,0,0,0,0,0,0,0,0,0,0,true,false,1155,2003-06-30
0,0,94,2889,12,1483,6,2017,487,8755,12,1502,7,1638,0,0,145,3813,20,2312,3,1433,373,3668,3,446,0,0,false,false,1351,2003-06-30
0,0,183,17720,53,6462,15,5517,511,17892,22,2599,12,3155,0,0,16,1526,9,1214,2,754,99,3082,1,131,2,632,false,false,1454,2003-06-30
0,0,7,139,4,603,2,980,39,446,1,149,1,391,54,293,0,0,0,0,0,0,0,0,0,0,0,0,true,false,1557,2003-06-30
0,0,175,6613,61,7928,68,29947,578,14346,73,8013,47,17108,43,95,0,0,0,0,0,0,0,0,0,0,0,0,true,false,1632,2003-06-30
126,313,0,0,0,0,0,0,0,0,0,0,0,0,14,178,0,0,0,0,0,0,0,0,0,0,0,0,true,true,1669,2003-06-30
0,0,111,4821,38,5108,44,23094,254,5468,33,3341,31,17170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1829,2003-06-30
13,51,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,true,true,1856,2003-06-30
0,0,43,1136,2,185,0,0,320,10227,56,12248,36,16748,0,0,15,1246,10,1434,3,574,64,1118,5,652,2,701,false,false,2040,2003-06-30
0,0,100,2589,20,2235,6,2297,339,3728,6,941,1,266,0,0,22,546,0,0,1,289,58,643,3,491,0,0,false,false,2161,2003-06-30
0,0,4,299,10,2407,10,4671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2376,2003-06-30
7,69,0,0,0,0,0,0,0,0,0,0,0,0,33,138,0,0,0,0,0,0,0,0,0,0,0,0,true,true,2451,2003-06-30
0,39,0,0,0,0,0,0,0,0,0,0,0,0,15,87,0,0,0,0,0,0,0,0,0,0,0,0,true,true,2554,2003-06-30
0,0,19,531,54,6982,90,49122,278,6603,101,9068,161,26912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2732,2003-06-30
0,0,8,372,0,0,1,798,44,751,3,588,3,1519,0,0,21,1076,11,1490,10,3215,138,3691,34,4417,12,2858,false,false,2750,2003-06-30
0,0,136,5265,75,10166,77,28678,599,11908,86,8958,58,17914,0,0,10,306,4,501,3,1026,0,0,2,296,1,400,false,false,2938,2003-06-30
0,0,67,1731,8,1125,0,0,73,1178,3,451,1,300,0,0,218,6703,49,6467,12,3743,274,2240,0,0,0,0,false,false,2956,2003-06-30
37,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1832,27,3622,12,3435,855,20193,50,6168,9,2426,false,true,3252,2003-06-30
43,194,0,0,0,0,0,0,0,0,0,0,0,0,164,731,0,0,0,0,0,0,0,0,0,0,0,0,true,true,3458,2003-06-30
,,15,1021,81,13186,188,95580,299,12654,54,8364,32,15911,,,,,,,,,,,,,,,false,false,3506,2003-06-30
0,0,77,2987,52,6093,48,19459,359,8610,76,8381,45,27326,7,2,0,0,0,0,0,0,0,0,0,0,0,0,true,false,3579,2003-06-30
0,0,58,1862,24,3192,28,13935,144,2372,17,1879,7,1571,0,0,14,279,9,1081,8,2228,47,851,5,640,2,345,false,false,3720,2003-06-30
0,0,24,788,13,1745,7,3512,201,3849,31,3340,22,4147,0,0,40,1286,16,1674,14,2326,142,2763,64,4476,34,5212,false,false,3953,2003-06-30
0,0,55,2346,36,4856,21,8305,147,2636,19,2693,5,1753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,4138,2003-06-30
0,0,19,762,15,2465,15,7184,75,2239,11,912,8,2844,2,1,0,0,0,0,0,0,0,0,0,0,0,0,true,false,4147,2003-06-30
0,0,43,1547,19,1825,18,7285,272,4784,26,3485,25,8118,0,0,96,3300,21,2625,1,274,824,10053,23,2724,6,1122,false,false,4156,2003-06-30
0,0,115,3601,22,2972,12,4938,116,1670,6,475,4,716,0,0,139,2949,8,890,5,1453,53,584,6,361,1,9,false,false,4231,2003-06-30
0,0,64,3046,40,5085,59,25662,198,4703,24,2850,24,9875,11,9,0,0,0,0,0,0,0,0,0,0,0,0,true,false,4437,2003-06-30
0,0,11,351,2,204,0,0,14,196,5,785,0,0,0,0,4,155,4,502,0,0,10,286,2,175,0,0,false,false,4745,2003-06-30
0,0,117,7285,102,14606,65,28784,182,2815,12,1655,9,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,4839,2003-06-30
0,0,19,1027,18,2573,37,18024,65,1584,29,2320,19,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5005,2003-06-30
0,0,26,961,16,2326,5,2438,90,1482,16,1522,7,2162,0,0,0,0,0,0,0,0,6,134,0,0,1,259,false,false,5050,2003-06-30
0,0,7,273,13,2113,69,33518,12,404,0,0,4,812,0,0,0,0,1,81,0,0,0,0,0,0,0,0,false,false,5069,2003-06-30
289,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2299,29,3436,7,2420,181,4646,32,3381,19,4129,false,true,5135,2003-06-30
0,0,169,6653,166,21327,99,35689,338,6051,25,2330,12,3083,0,0,40,1414,31,3786,7,1695,58,951,9,674,0,0,false,false,5210,2003-06-30
0,0,46,2525,56,8030,79,34173,237,7043,111,16902,141,52277,0,0,4,208,9,1049,4,1347,5,93,1,96,0,0,false,false,5247,2003-06-30
0,0,76,3567,35,4355,34,14570,69,1628,8,1152,10,2791,0,0,1,29,0,0,0,0,0,0,0,0,0,0,false,false,5274,2003-06-30
0,0,1,13,6,734,18,7908,26,478,12,1205,17,4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5331,2003-06-30
0,0,33,1698,55,8463,68,32773,299,6887,61,6497,38,12865,0,0,3,85,2,318,4,1206,5,210,2,174,1,500,false,false,5461,2003-06-30
0,0,15,575,0,0,0,0,83,1573,11,1364,8,6169,0,0,12,524,11,1306,5,1568,134,2942,24,2330,8,1580,false,false,5751,2003-06-30
0,0,92,5134,172,25990,214,100340,607,15168,78,8539,82,33798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5939,2003-06-30
0,0,109,3752,24,2782,41,14300,208,3849,32,2517,18,5757,0,0,32,739,4,607,1,390,45,1057,8,1077,1,257,false,false,6039,2003-06-30
0,0,30,1012,0,0,0,0,39,999,0,0,0,0,40,75,0,0,0,0,0,0,0,0,0,0,0,0,true,false,6057,2003-06-30
43,13,0,0,0,0,0,0,0,0,0,0,0,0,42,64,0,0,0,0,0,0,0,0,0,0,0,0,true,true,6141,2003-06-30
416,734,0,0,0,0,0,0,0,0,0,0,0,0,83,214,0,0,0,0,0,0,0,0,0,0,0,0,true,true,6329,2003-06-30
0,0,59,2810,68,9085,82,35674,295,5677,48,4794,41,10164,0,0,1,26,0,0,1,328,3,102,0,0,0,0,false,false,6972,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,7009,2003-06-30
0,0,29,1400,9,1282,11,3737,50,1050,9,1134,5,1015,0,0,21,907,9,1292,3,908,61,1339,11,1137,0,0,false,false,7045,2003-06-30
0,0,22,640,2,200,0,0,60,527,8,995,3,1040,0,0,18,601,6,786,0,0,161,1479,2,315,0,0,false,false,7157,2003-06-30
0,0,19,1469,79,12679,86,39625,260,6143,124,12680,58,15490,0,0,0,0,0,0,0,0,2,34,1,116,0,0,false,false,7166,2003-06-30
11,113,,,,,,,,,,,,,11,286,,,,,,,,,,,,,true,true,7456,2003-06-30
35,182,0,0,0,0,0,0,0,0,0,0,0,0,18,62,0,0,0,0,0,0,0,0,0,0,0,0,true,true,7634,2003-06-30
0,0,3,74,1,107,1,500,147,3736,37,4835,16,3045,0,0,0,0,0,0,0,0,38,946,21,2300,11,2575,false,false,8033,2003-06-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,8417,2003-06-30
0,0,29,878,6,473,2,843,166,3179,16,1640,5,1102,0,0,20,681,5,653,1,291,124,2533,28,3653,9,2551,false,false,8462,2003-06-30
,,427,11461,124,12809,82,26248,1319,12323,113,6133,74,10689,,,210,4003,65,6455,15,3631,410,2842,30,1548,6,1340,false,false,8547,2003-06-30
,,21,889,9,1235,10,3306,50,1145,3,254,2,579,3,15,,,,,,,,,,,,,true,false,8631,2003-06-30
0,0,204,9825,301,45146,337,141329,930,25818,178,19841,102,28106,0,0,1,33,2,306,2,600,0,0,0,0,0,0,false,false,9115,2003-06-30
0,0,26,1797,43,5811,20,6949,109,2375,19,2094,4,84,0,0,0,0,0,0,0,0,0,0,1,114,0,0,false,false,9160,2003-06-30
0,0,7,118,12,1580,29,12420,279,9405,106,15588,98,40977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9357,2003-06-30
0,0,6,94,2,297,0,0,57,1061,28,1269,12,380,0,0,43,1771,63,5997,38,4280,127,2100,105,5603,134,11141,false,false,9553,2003-06-30
0,0,81,5067,166,25524,257,117015,312,8125,82,10483,65,26106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9807,2003-06-30
,,29,845,7,689,4,1402,147,2341,8,758,4,1520,,,77,2602,17,2652,4,991,231,4252,18,1846,8,2216,false,false,9955,2003-06-30
0,0,15,409,1,41,0,0,61,908,5,467,6,2426,0,0,30,1020,20,2555,10,2323,241,5761,48,6247,14,3341,false,false,10157,2003-06-30
0,0,48,2505,54,7213,50,21267,500,9942,92,8958,31,10922,0,0,2,109,2,397,1,379,6,152,0,0,0,0,false,false,10250,2003-06-30
0,0,86,2541,40,5994,38,14508,139,2710,9,682,6,2429,0,0,41,1249,15,2390,8,3910,103,2047,20,2379,16,3106,false,false,10849,2003-06-30
,,51,4079,42,5724,29,12123,346,11230,35,4271,35,11104,,,61,3124,60,7836,9,2522,319,8453,84,7442,28,5208,false,false,10858,2003-06-30
0,0,102,3431,53,6740,26,9370,70,1987,21,2091,7,2583,2,2,0,0,0,0,0,0,0,0,0,0,0,0,true,false,11145,2003-06-30
0,0,80,2224,27,2792,28,8679,315,5658,31,3624,14,3944,0,0,66,1794,20,2328,3,758,137,2949,27,2394,15,3766,false,false,11640,2003-06-30
,,3,71,0,0,0,0,44,1264,13,2012,29,19793,7,5,,,,,,,,,,,,,true,false,11837,2003-06-30
0,0,284,10032,77,10542,52,21136,862,16523,58,8041,29,10400,0,0,94,4419,27,6476,15,4854,111,3968,5,733,2,610,false,false,12030,2003-06-30
127,276,,,,,,,,,,,,,75,294,,,,,,,,,,,,,true,true,12058,2003-06-30
0,0,51,1907,17,2028,15,4303,103,2154,14,1291,3,751,0,0,19,615,3,467,4,1166,38,885,8,654,6,1560,false,false,12142,2003-06-30
0,0,99,3669,44,5700,15,7520,96,1423,6,470,0,0,0,0,2,60,3,124,1,273,0,0,0,0,0,0,false,false,12245,2003-06-30
0,0,2029,91254,2190,275232,2387,948524,11710,332261,1752,199884,1755,591760,0,0,200,8820,112,14015,40,11675,501,13259,102,12490,30,6340,false,false,12311,2003-06-30
4,48,0,0,0,0,0,0,0,0,0,0,0,0,56,300,0,0,0,0,0,0,0,0,0,0,0,0,true,true,12357,2003-06-30
0,0,22,683,14,2108,8,2649,91,2407,18,1677,3,815,0,0,11,542,6,859,1,292,39,767,9,1070,3,1029,false,false,12647,2003-06-30
9,48,,,,,,,,,,,,,11,49,,,,,,,,,,,,,true,true,12656,2003-06-30
0,0,11,827,18,2678,34,14882,64,1638,9,615,5,1737,0,0,0,0,0,0,1,139,0,0,0,0,0,0,false,false,12937,2003-06-30
0,0,100,2958,43,4391,44,18112,524,7709,46,3832,27,7153,0,0,35,1036,13,1732,12,3877,26,391,7,1036,1,316,false,false,12946,2003-06-30
0,0,24,1159,16,2525,31,15564,144,2848,23,2211,24,8118,0,0,0,0,0,0,1,345,1,13,0,0,0,0,false,false,12955,2003-06-30
435,488,,,,,,,,,,,,,6,1,,,,,,,,,,,,,true,true,13037,2003-06-30
0,0,97,4760,153,22249,143,59225,455,9571,79,8320,60,19430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,13103,2003-06-30
127,671,0,0,0,0,0,0,0,0,0,0,0,0,29,526,0,0,0,0,0,0,0,0,0,0,0,0,true,true,13251,2003-06-30
0,0,168,8045,186,24575,183,75049,551,18089,213,22811,197,61504,0,0,1,74,0,0,0,0,0,0,1,67,2,742,false,false,13309,2003-06-30
15,61,0,0,0,0,0,0,0,0,0,0,0,0,42,225,0,0,0,0,0,0,0,0,0,0,0,0,true,true,13457,2003-06-30
118,221,0,0,0,0,0,0,0,0,0,0,0,0,44,34,0,0,0,0,0,0,0,0,0,0,0,0,true,true,14052,2003-06-30
0,0,47,1205,1,143,0,0,389,6702,25,2993,13,4622,0,0,39,1651,15,1934,3,847,425,6771,27,3077,4,1016,false,false,14155,2003-06-30
