RCFDHU20,RCFDHU21,RCFDHU22,RCFDHU23,RCFDJ981,RCFDJF77,RCFDJF78,RCFDJF84,RCFDJF85,RCFDJF86,RCFDJF87,RCFDJF88,RCFDJF89,RCFDJF90,RCFDJF91,RCFDJF92,RCFDJF93,RCFDK009,RCFDK030,RCFDK033,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,373272,2013-09-30
,,,,,,,,,,,,,,,,,,,,373553,2013-09-30
,,,,,,,,,,,,,,,,,,,,373601,2013-09-30
,,,,,,,,,,,,,,,,,,,,374130,2013-09-30
,,,,,,,,,,,,,,,,,,,,374354,2013-09-30
,,,,,,,,,,,,,,,,,,,,374653,2013-09-30
,,,,,,,,,,,,,,,,,,,,374774,2013-09-30
,,,,,,,,,,,,,,,,,,,,375034,2013-09-30
,,,,,,,,,,,,,,,,,,,,375043,2013-09-30
,,,,,,,,,,,,,,,,,,,,375155,2013-09-30
,,,,,,,,,,,,,,,,,,,,375379,2013-09-30
,,,,,,,,,,,,,,,,,,,,375502,2013-09-30
,,,,,,,,,,,,,,,,,,,,375566,2013-09-30
,,,,,,,,,,,,,,,,,,,,375650,2013-09-30
,,,,,,,,,,,,,,,,,,,,376068,2013-09-30
,,,,,,,,,,,,,,,,,,,,376237,2013-09-30
,,,,,,,,,,,,,,,,,,,,376273,2013-09-30
,,,,,,,,,,,,,,,,,,,,376433,2013-09-30
,,,,,,,,,,,,,,,,,,,,376442,2013-09-30
,,,,,,,,,,,,,,,,,,,,376657,2013-09-30
,,,,,,,,,,,,,,,,,,,,376947,2013-09-30
,,,,,,,,,,,,,,,,,,,,377663,2013-09-30
,,,,,,,,,,,,,,,,,,,,377850,2013-09-30
,,,,,,,,,,,,,,,,,,,,377908,2013-09-30
,,,,,,,,,,,,,,,,,,,,378026,2013-09-30
,,,,,,,,,,,,,,,,,,,,378044,2013-09-30
,,,,,,,,,,,,,,,,,,,,378110,2013-09-30
,,,,,,,,,,,,,,,,,,,,378549,2013-09-30
,,,,,,,,,,,,,,,,,,,,378558,2013-09-30
,,,,,,,,,,,,,,,,,,,,378642,2013-09-30
,,,,,,,,,,,,,,,,,,,,378651,2013-09-30
,,,,,,,,,,,,,,,,,,,,378950,2013-09-30
,,,,,,,,,,,,,,,,,,,,379050,2013-09-30
,,,,,,,,,,,,,,,,,,,,379153,2013-09-30
,,,,,,,,,,,,,,,,,,,,379171,2013-09-30
,,,,,,,,,,,,,,,,,,,,379359,2013-09-30
,,,,,,,,,,,,,,,,,,,,379470,2013-09-30
,,,,,,,,,,,,,,,,,,,,379649,2013-09-30
,,,,,,,,,,,,,,,,,,,,379920,2013-09-30
,,,,,,,,,,,,,,,,,,,,380346,2013-09-30
,,,,,,,,,,,,,,,,,,,,380458,2013-09-30
,,,,,,,,,,,,,,,,,,,,380533,2013-09-30
,,,,,,,,,,,,,,,,,,,,380654,2013-09-30
,,,,,,,,,,,,,,,,,,,,380841,2013-09-30
,,,,,,,,,,,,,,,,,,,,380878,2013-09-30
,,,,,,,,,,,,,,,,,,,,380944,2013-09-30
,,,,,,,,,,,,,,,,,,,,381026,2013-09-30
,,,,,,,,,,,,,,,,,,,,381343,2013-09-30
,,,,,,,,,,,,,,,,,,,,381754,2013-09-30
,,,,,,,,,,,,,,,,,,,,381839,2013-09-30
,,,,,,,,,,,,,,,,,,,,381932,2013-09-30
,,,,,,,,,,,,,,,,,,,,381950,2013-09-30
,,,,,,,,,,,,,,,,,,,,382050,2013-09-30
,,,,,,,,,,,,,,,,,,,,382069,2013-09-30
,,,,,,,,,,,,,,,,,,,,382256,2013-09-30
,,,,,,,,,,,,,,,,,,,,382274,2013-09-30
,,,,,,,,,,,,,,,,,,,,382443,2013-09-30
,,,,,,,,,,,,,,,,,,,,382537,2013-09-30
,,,,,,,,,,,,,,,,,,,,382649,2013-09-30
,,,,,,,,,,,,,,,,,,,,382658,2013-09-30
,,,,,,,,,,,,,,,,,,,,382667,2013-09-30
,,,,,,,,,,,,,,,,,,,,382742,2013-09-30
,,,,,,,,,,,,,,,,,,,,382854,2013-09-30
,,,,,,,,,,,,,,,,,,,,384018,2013-09-30
,,,,,,,,,,,,,,,,,,,,384278,2013-09-30
,,,,,,,,,,,,,,,,,,,,384335,2013-09-30
,,,,,,,,,,,,,,,,,,,,384353,2013-09-30
,,,,,,,,,,,,,,,,,,,,384652,2013-09-30
,,,,,,,,,,,,,,,,,,,,384830,2013-09-30
,,,,,,,,,,,,,,,,,,,,385350,2013-09-30
,,,,,,,,,,,,,,,,,,,,385471,2013-09-30
,,,,,,,,,,,,,,,,,,,,385547,2013-09-30
,,,,,,,,,,,,,,,,,,,,385686,2013-09-30
,,,,,,,,,,,,,,,,,,,,386049,2013-09-30
,,,,,,,,,,,,,,,,,,,,386142,2013-09-30
,,,,,,,,,,,,,,,,,,,,386432,2013-09-30
,,,,,,,,,,,,,,,,,,,,386450,2013-09-30
,,,,,,,,,,,,,,,,,,,,386731,2013-09-30
,,,,,,,,,,,,,,,,,,,,386825,2013-09-30
,,,,,,,,,,,,,,,,,,,,386852,2013-09-30
,,,,,,,,,,,,,,,,,,,,387055,2013-09-30
,,,,,,,,,,,,,,,,,,,,387671,2013-09-30
,,,,,,,,,,,,,,,,,,,,388155,2013-09-30
,,,,,,,,,,,,,,,,,,,,388258,2013-09-30
,,,,,,,,,,,,,,,,,,,,388557,2013-09-30
,,,,,,,,,,,,,,,,,,,,388744,2013-09-30
,,,,,,,,,,,,,,,,,,,,388753,2013-09-30
,,,,,,,,,,,,,,,,,,,,388874,2013-09-30
,,,,,,,,,,,,,,,,,,,,388940,2013-09-30
,,,,,,,,,,,,,,,,,,,,389059,2013-09-30
,,,,,,,,,,,,,,,,,,,,389358,2013-09-30
,,,,,,,,,,,,,,,,,,,,389376,2013-09-30
,,,,,,,,,,,,,,,,,,,,389826,2013-09-30
,,,,,,,,,,,,,,,,,,,,390167,2013-09-30
,,,,,,,,,,,,,,,,,,,,390336,2013-09-30
,,,,,,,,,,,,,,,,,,,,390372,2013-09-30
,,,,,,,,,,,,,,,,,,,,390840,2013-09-30
,,,,,,,,,,,,,,,,,,,,391418,2013-09-30
,,,,,,,,,,,,,,,,,,,,391557,2013-09-30
,,,,,,,,,,,,,,,,,,,,391575,2013-09-30
,,,,,,,,,,,,,,,,,,,,391959,2013-09-30
,,,,,,,,,,,,,,,,,,,,391977,2013-09-30
,,,,,,,,,,,,,,,,,,,,392152,2013-09-30
,,,,,,,,,,,,,,,,,,,,392255,2013-09-30
,,,,,,,,,,,,,,,,,,,,392778,2013-09-30
,,,,,,,,,,,,,,,,,,,,393252,2013-09-30
,,,,,,,,,,,,,,,,,,,,393355,2013-09-30
,,,,,,,,,,,,,,,,,,,,393757,2013-09-30
,,,,,,,,,,,,,,,,,,,,393850,2013-09-30
,,,,,,,,,,,,,,,,,,,,393953,2013-09-30
,,,,,,,,,,,,,,,,,,,,394156,2013-09-30
,,,,,,,,,,,,,,,,,,,,394259,2013-09-30
,,,,,,,,,,,,,,,,,,,,395238,2013-09-30
,,,,,,,,,,,,,,,,,,,,395274,2013-09-30
,,,,,,,,,,,,,,,,,,,,395779,2013-09-30
,,,,,,,,,,,,,,,,,,,,395836,2013-09-30
,,,,,,,,,,,,,,,,,,,,396057,2013-09-30
,,,,,,,,,,,,,,,,,,,,396244,2013-09-30
,,,,,,,,,,,,,,,,,,,,396253,2013-09-30
,,,,,,,,,,,,,,,,,,,,396356,2013-09-30
,,,,,,,,,,,,,,,,,,,,396954,2013-09-30
,,,,,,,,,,,,,,,,,,,,397456,2013-09-30
,,,,,,,,,,,,,,,,,,,,397531,2013-09-30
,,,,,,,,,,,,,,,,,,,,397540,2013-09-30
,,,,,,,,,,,,,,,,,,,,397559,2013-09-30
,,,,,,,,,,,,,,,,,,,,397755,2013-09-30
,,,,,,,,,,,,,,,,,,,,397858,2013-09-30
,,,,,,,,,,,,,,,,,,,,398051,2013-09-30
,,,,,,,,,,,,,,,,,,,,398248,2013-09-30
,,,,,,,,,,,,,,,,,,,,398350,2013-09-30
,,,,,,,,,,,,,,,,,,,,398631,2013-09-30
,,,,,,,,,,,,,,,,,,,,398668,2013-09-30
,,,,,,,,,,,,,,,,,,,,398837,2013-09-30
,,,,,,,,,,,,,,,,,,,,399357,2013-09-30
,,,,,,,,,,,,,,,,,,,,399517,2013-09-30
,,,,,,,,,,,,,,,,,,,,399731,2013-09-30
,,,,,,,,,,,,,,,,,,,,399973,2013-09-30
,,,,,,,,,,,,,,,,,,,,400057,2013-09-30
,,,,,,,,,,,,,,,,,,,,400141,2013-09-30
,,,,,,,,,,,,,,,,,,,,400365,2013-09-30
,,,,,,,,,,,,,,,,,,,,400552,2013-09-30
,,,,,,,,,,,,,,,,,,,,400767,2013-09-30
,,,,,,,,,,,,,,,,,,,,400945,2013-09-30
,,,,,,,,,,,,,,,,,,,,401072,2013-09-30
,,,,,,,,,,,,,,,,,,,,401148,2013-09-30
,,,,,,,,,,,,,,,,,,,,401447,2013-09-30
,,,,,,,,,,,,,,,,,,,,401559,2013-09-30
,,,,,,,,,,,,,,,,,,,,401755,2013-09-30
,,,,,,,,,,,,,,,,,,,,401906,2013-09-30
,,,,,,,,,,,,,,,,,,,,401951,2013-09-30
,,,,,,,,,,,,,,,,,,,,402275,2013-09-30
,,,,,,,,,,,,,,,,,,,,402462,2013-09-30
,,,,,,,,,,,,,,,,,,,,402846,2013-09-30
,,,,,,,,,,,,,,,,,,,,402873,2013-09-30
,,,,,,,,,,,,,,,,,,,,403067,2013-09-30
,,,,,,,,,,,,,,,,,,,,403106,2013-09-30
,,,,,,,,,,,,,,,,,,,,403151,2013-09-30
,,,,,,,,,,,,,,,,,,,,403179,2013-09-30
,,,,,,,,,,,,,,,,,,,,403254,2013-09-30
,,,,,,,,,,,,,,,,,,,,403357,2013-09-30
,,,,,,,,,,,,,,,,,,,,403656,2013-09-30
,,,,,,,,,,,,,,,,,,,,403870,2013-09-30
,,,,,,,,,,,,,,,,,,,,403937,2013-09-30
,,,,,,,,,,,,,,,,,,,,403946,2013-09-30
,,,,,,,,,,,,,,,,,,,,404653,2013-09-30
,,,,,,,,,,,,,,,,,,,,404943,2013-09-30
,,,,,,,,,,,,,,,,,,,,405173,2013-09-30
,,,,,,,,,,,,,,,,,,,,405959,2013-09-30
,,,,,,,,,,,,,,,,,,,,406022,2013-09-30
,,,,,,,,,,,,,,,,,,,,406059,2013-09-30
,,,,,,,,,,,,,,,,,,,,406666,2013-09-30
,,,,,,,,,,,,,,,,,,,,406778,2013-09-30
,,,,,,,,,,,,,,,,,,,,406974,2013-09-30
,,,,,,,,,,,,,,,,,,,,407168,2013-09-30
,,,,,,,,,,,,,,,,,,,,407506,2013-09-30
,,,,,,,,,,,,,,,,,,,,407645,2013-09-30
,,,,,,,,,,,,,,,,,,,,407850,2013-09-30
,,,,,,,,,,,,,,,,,,,,408147,2013-09-30
,,,,,,,,,,,,,,,,,,,,408307,2013-09-30
,,,,,,,,,,,,,,,,,,,,408642,2013-09-30
,,,,,,,,,,,,,,,,,,,,408875,2013-09-30
,,,,,,,,,,,,,,,,,,,,409265,2013-09-30
,,,,,,,,,,,,,,,,,,,,410159,2013-09-30
,,,,,,,,,,,,,,,,,,,,410560,2013-09-30
,,,,,,,,,,,,,,,,,,,,410748,2013-09-30
,,,,,,,,,,,,,,,,,,,,410917,2013-09-30
,,,,,,,,,,,,,,,,,,,,410944,2013-09-30
,,,,,,,,,,,,,,,,,,,,411053,2013-09-30
,,,,,,,,,,,,,,,,,,,,411062,2013-09-30
,,,,,,,,,,,,,,,,,,,,411174,2013-09-30
,,,,,,,,,,,,,,,,,,,,411231,2013-09-30
,,,,,,,,,,,,,,,,,,,,411240,2013-09-30
,,,,,,,,,,,,,,,,,,,,411473,2013-09-30
,,,,,,,,,,,,,,,,,,,,411512,2013-09-30
,,,,,,,,,,,,,,,,,,,,411549,2013-09-30
,,,,,,,,,,,,,,,,,,,,411576,2013-09-30
,,,,,,,,,,,,,,,,,,,,411624,2013-09-30
,,,,,,,,,,,,,,,,,,,,411651,2013-09-30
,,,,,,,,,,,,,,,,,,,,412135,2013-09-30
,,,,,,,,,,,,,,,,,,,,412153,2013-09-30
,,,,,,,,,,,,,,,,,,,,412452,2013-09-30
,,,,,,,,,,,,,,,,,,,,412555,2013-09-30
,,,,,,,,,,,,,,,,,,,,412667,2013-09-30
,,,,,,,,,,,,,,,,,,,,412751,2013-09-30
,,,,,,,,,,,,,,,,,,,,412845,2013-09-30
,,,,,,,,,,,,,,,,,,,,412872,2013-09-30
,,,,,,,,,,,,,,,,,,,,413141,2013-09-30
,,,,0,,,,,,,,,,,,,0,0,0,413208,2013-09-30
,,,,,,,,,,,,,,,,,,,,413347,2013-09-30
,,,,,,,,,,,,,,,,,,,,413543,2013-09-30
,,,,,,,,,,,,,,,,,,,,413646,2013-09-30
,,,,,,,,,,,,,,,,,,,,413673,2013-09-30
,,,,,,,,,,,,,,,,,,,,413730,2013-09-30
,,,,,,,,,,,,,,,,,,,,413758,2013-09-30
,,,,,,,,,,,,,,,,,,,,413851,2013-09-30
,,,,,,,,,,,,,,,,,,,,414102,2013-09-30
,,,,,,,,,,,,,,,,,,,,414652,2013-09-30
,,,,,,,,,,,,,,,,,,,,414764,2013-09-30
,,,,,,,,,,,,,,,,,,,,414858,2013-09-30
,,,,,,,,,,,,,,,,,,,,415677,2013-09-30
,,,,,,,,,,,,,,,,,,,,415770,2013-09-30
,,,,,,,,,,,,,,,,,,,,415855,2013-09-30
,,,,,,,,,,,,,,,,,,,,416245,2013-09-30
,,,,,,,,,,,,,,,,,,,,416272,2013-09-30
,,,,,,,,,,,,,,,,,,,,416339,2013-09-30
,,,,,,,,,,,,,,,,,,,,416348,2013-09-30
,,,,,,,,,,,,,,,,,,,,416357,2013-09-30
,,,,,,,,,,,,,,,,,,,,416656,2013-09-30
,,,,,,,,,,,,,,,,,,,,416674,2013-09-30
,,,,,,,,,,,,,,,,,,,,416973,2013-09-30
,,,,,,,,,,,,,,,,,,,,417149,2013-09-30
,,,,,,,,,,,,,,,,,,,,417251,2013-09-30
,,,,,,,,,,,,,,,,,,,,417626,2013-09-30
,,,,,,,,,,,,,,,,,,,,417710,2013-09-30
,,,,,,,,,,,,,,,,,,,,418100,2013-09-30
,,,,,,,,,,,,,,,,,,,,418249,2013-09-30
,,,,,,,,,,,,,,,,,,,,418436,2013-09-30
,,,,,,,,,,,,,,,,,,,,418856,2013-09-30
,,,,,,,,,,,,,,,,,,,,419255,2013-09-30
,,,,,,,,,,,,,,,,,,,,419406,2013-09-30
,,,,,,,,,,,,,,,,,,,,419460,2013-09-30
,,,,,,,,,,,,,,,,,,,,419675,2013-09-30
,,,,,,,,,,,,,,,,,,,,419947,2013-09-30
,,,,,,,,,,,,,,,,,,,,420457,2013-09-30
,,,,,,,,,,,,,,,,,,,,420578,2013-09-30
,,,,,,,,,,,,,,,,,,,,420644,2013-09-30
,,,,,,,,,,,,,,,,,,,,420653,2013-09-30
,,,,,,,,,,,,,,,,,,,,420877,2013-09-30
,,,,,,,,,,,,,,,,,,,,421445,2013-09-30
,,,,,,,,,,,,,,,,,,,,421539,2013-09-30
,,,,,,,,,,,,,,,,,,,,422059,2013-09-30
,,,,,,,,,,,,,,,,,,,,422116,2013-09-30
,,,,,,,,,,,,,,,,,,,,422433,2013-09-30
,,,,,,,,,,,,,,,,,,,,422657,2013-09-30
,,,,,,,,,,,,,,,,,,,,423159,2013-09-30
,,,,,,,,,,,,,,,,,,,,423449,2013-09-30
,,,,,,,,,,,,,,,,,,,,423458,2013-09-30
,,,,,,,,,,,,,,,,,,,,423636,2013-09-30
,,,,,,,,,,,,,,,,,,,,423739,2013-09-30
,,,,,,,,,,,,,,,,,,,,423841,2013-09-30
,,,,,,,,,,,,,,,,,,,,424156,2013-09-30
,,,,,,,,,,,,,,,,,,,,424240,2013-09-30
,,,,,,,,,,,,,,,,,,,,424343,2013-09-30
,,,,,,,,,,,,,,,,,,,,424352,2013-09-30
,,,,,,,,,,,,,,,,,,,,424437,2013-09-30
,,,,,,,,,,,,,,,,,,,,424633,2013-09-30
,,,,,,,,,,,,,,,,,,,,425050,2013-09-30
,,,,,,,,,,,,,,,,,,,,425108,2013-09-30
,,,,,,,,,,,,,,,,,,,,425818,2013-09-30
,,,,,,,,,,,,,,,,,,,,425845,2013-09-30
,,,,,,,,,,,,,,,,,,,,425911,2013-09-30
,,,,,,,,,,,,,,,,,,,,425957,2013-09-30
,,,,,,,,,,,,,,,,,,,,426057,2013-09-30
,,,,,,,,,,,,,,,,,,,,426141,2013-09-30
,,,,,,,,,,,,,,,,,,,,426534,2013-09-30
,,,,,,,,,,,,,,,,,,,,426758,2013-09-30
,,,,,,,,,,,,,,,,,,,,426945,2013-09-30
,,,,,,,,,,,,,,,,,,,,427241,2013-09-30
,,,,,,,,,,,,,,,,,,,,427353,2013-09-30
,,,,,,,,,,,,,,,,,,,,427858,2013-09-30
,,,,,,,,,,,,,,,,,,,,427960,2013-09-30
,,,,,,,,,,,,,,,,,,,,428060,2013-09-30
,,,,,,,,,,,,,,,,,,,,428462,2013-09-30
,,,,,,,,,,,,,,,,,,,,428471,2013-09-30
,,,,,,,,,,,,,,,,,,,,428547,2013-09-30
,,,,,,,,,,,,,,,,,,,,428631,2013-09-30
,,,,,,,,,,,,,,,,,,,,428855,2013-09-30
,,,,,,,,,,,,,,,,,,,,428958,2013-09-30
,,,,,,,,,,,,,,,,,,,,429021,2013-09-30
,,,,,,,,,,,,,,,,,,,,429487,2013-09-30
,,,,,,,,,,,,,,,,,,,,430036,2013-09-30
,,,,,,,,,,,,,,,,,,,,430054,2013-09-30
,,,,,,,,,,,,,,,,,,,,430278,2013-09-30
,,,,,,,,,,,,,,,,,,,,430344,2013-09-30
,,,,,,,,,,,,,,,,,,,,430670,2013-09-30
,,,,,,,,,,,,,,,,,,,,431172,2013-09-30
,,,,,,,,,,,,,,,,,,,,431323,2013-09-30
,,,,,,,,,,,,,,,,,,,,431350,2013-09-30
,,,,,,,,,,,,,,,,,,,,431846,2013-09-30
,,,,,,,,,,,,,,,,,,,,431958,2013-09-30
,,,,,,,,,,,,,,,,,,,,432012,2013-09-30
,,,,,,,,,,,,,,,,,,,,432058,2013-09-30
,,,,,,,,,,,,,,,,,,,,432432,2013-09-30
,,,,,,,,,,,,,,,,,,,,432478,2013-09-30
,,,,,,,,,,,,,,,,,,,,433158,2013-09-30
,,,,,,,,,,,,,,,,,,,,433505,2013-09-30
,,,,,,,,,,,,,,,,,,,,433550,2013-09-30
,,,,,,,,,,,,,,,,,,,,433608,2013-09-30
,,,,,,,,,,,,,,,,,,,,433859,2013-09-30
,,,,,,,,,,,,,,,,,,,,433943,2013-09-30
,,,,,,,,,,,,,,,,,,,,434203,2013-09-30
,,,,,,,,,,,,,,,,,,,,434539,2013-09-30
,,,,,,,,,,,,,,,,,,,,435059,2013-09-30
,,,,,,,,,,,,,,,,,,,,435077,2013-09-30
,,,,,,,,,,,,,,,,,,,,435255,2013-09-30
,,,,,,,,,,,,,,,,,,,,435349,2013-09-30
,,,,,,,,,,,,,,,,,,,,435358,2013-09-30
,,,,,,,,,,,,,,,,,,,,435666,2013-09-30
,,,,,,,,,,,,,,,,,,,,435750,2013-09-30
,,,,,,,,,,,,,,,,,,,,436131,2013-09-30
,,,,,,,,,,,,,,,,,,,,436159,2013-09-30
,,,,,,,,,,,,,,,,,,,,436542,2013-09-30
,,,,,,,,,,,,,,,,,,,,436711,2013-09-30
,,,,,,,,,,,,,,,,,,,,436739,2013-09-30
,,,,,,,,,,,,,,,,,,,,436823,2013-09-30
,,,,,,,,,,,,,,,,,,,,436953,2013-09-30
,,,,,,,,,,,,,,,,,,,,437044,2013-09-30
,,,,,,,,,,,,,,,,,,,,437053,2013-09-30
,,,,,,,,,,,,,,,,,,,,437138,2013-09-30
,,,,,,,,,,,,,,,,,,,,437455,2013-09-30
,,,,,,,,,,,,,,,,,,,,437914,2013-09-30
,,,,,,,,,,,,,,,,,,,,438050,2013-09-30
,,,,,,,,,,,,,,,,,,,,438434,2013-09-30
,,,,,,,,,,,,,,,,,,,,439132,2013-09-30
,,,,,,,,,,,,,,,,,,,,439338,2013-09-30
,,,,,,,,,,,,,,,,,,,,439356,2013-09-30
,,,,,,,,,,,,,,,,,,,,439404,2013-09-30
,,,,,,,,,,,,,,,,,,,,439730,2013-09-30
,,,,,,,,,,,,,,,,,,,,440110,2013-09-30
,,,,,,,,,,,,,,,,,,,,440259,2013-09-30
,,,,,,,,,,,,,,,,,,,,440857,2013-09-30
,,,,,,,,,,,,,,,,,,,,440978,2013-09-30
,,,,,,,,,,,,,,,,,,,,441050,2013-09-30
,,,,,,,,,,,,,,,,,,,,441078,2013-09-30
,,,,,,,,,,,,,,,,,,,,441135,2013-09-30
,,,,,,,,,,,,,,,,,,,,441256,2013-09-30
,,,,,,,,,,,,,,,,,,,,441359,2013-09-30
,,,,,,,,,,,,,,,,,,,,441434,2013-09-30
,,,,,,,,,,,,,,,,,,,,441470,2013-09-30
,,,,,,,,,,,,,,,,,,,,441630,2013-09-30
,,,,,,,,,,,,,,,,,,,,442011,2013-09-30
,,,,,,,,,,,,,,,,,,,,442057,2013-09-30
,,,,,,,,,,,,,,,,,,,,442244,2013-09-30
,,,,,,,,,,,,,,,,,,,,442655,2013-09-30
,,,,,,,,,,,,,,,,,,,,442758,2013-09-30
,,,,,,,,,,,,,,,,,,,,442806,2013-09-30
,,,,,,,,,,,,,,,,,,,,443148,2013-09-30
,,,,,,,,,,,,,,,,,,,,443205,2013-09-30
,,,,,,,,,,,,,,,,,,,,443353,2013-09-30
,,,,,,,,,,,,,,,,,,,,443625,2013-09-30
,,,,,,,,,,,,,,,,,,,,443634,2013-09-30
,,,,,,,,,,,,,,,,,,,,444350,2013-09-30
,,,,,,,,,,,,,,,,,,,,444471,2013-09-30
,,,,,,,,,,,,,,,,,,,,444556,2013-09-30
,,,,,,,,,,,,,,,,,,,,444677,2013-09-30
,,,,,,,,,,,,,,,,,,,,444958,2013-09-30
,,,,,,,,,,,,,,,,,,,,445674,2013-09-30
,,,,,,,,,,,,,,,,,,,,445777,2013-09-30
,,,,,,,,,,,,,,,,,,,,445852,2013-09-30
,,,,,,,,,,,,,,,,,,,,445955,2013-09-30
,,,,,,,,,,,,,,,,,,,,446130,2013-09-30
,,,,,,,,,,,,,,,,,,,,446149,2013-09-30
,,,,,,,,,,,,,,,,,,,,446176,2013-09-30
,,,,,,,,,,,,,,,,,,,,446877,2013-09-30
,,,,,,,,,,,,,,,,,,,,447070,2013-09-30
,,,,,,,,,,,,,,,,,,,,447100,2013-09-30
,,,,,,,,,,,,,,,,,,,,447342,2013-09-30
,,,,,,,,,,,,,,,,,,,,447557,2013-09-30
,,,,,,,,,,,,,,,,,,,,447874,2013-09-30
,,,,,,,,,,,,,,,,,,,,448040,2013-09-30
,,,,,,,,,,,,,,,,,,,,448554,2013-09-30
,,,,,,,,,,,,,,,,,,,,449038,2013-09-30
,,,,,,,,,,,,,,,,,,,,449430,2013-09-30
,,,,,,,,,,,,,,,,,,,,449832,2013-09-30
,,,,,,,,,,,,,,,,,,,,449841,2013-09-30
,,,,,,,,,,,,,,,,,,,,449935,2013-09-30
,,,,,,,,,,,,,,,,,,,,450034,2013-09-30
,,,,,,,,,,,,,,,,,,,,450472,2013-09-30
,,,,,,,,,,,,,,,,,,,,450632,2013-09-30
,,,,,,,,,,,,,,,,,,,,450650,2013-09-30
,,,,,,,,,,,,,,,,,,,,450669,2013-09-30
,,,,,,,,,,,,,,,,,,,,450753,2013-09-30
,,,,,,,,,,,,,,,,,,,,450856,2013-09-30
,,,,,,,,,,,,,,,,,,,,450959,2013-09-30
,,,,,,,,,,,,,,,,,,,,451068,2013-09-30
,,,,,,,,,,,,,,,,,,,,451246,2013-09-30
,,,,,,,,,,,,,,,,,,,,451273,2013-09-30
,,,,,,,,,,,,,,,,,,,,451853,2013-09-30
,,,,134000,,,,,,,,,,,,,36000,0,3445000,451965,2013-09-30
,,,,,,,,,,,,,,,,,,,,452104,2013-09-30
,,,,,,,,,,,,,,,,,,,,452159,2013-09-30
,,,,,,,,,,,,,,,,,,,,452476,2013-09-30
,,,,,,,,,,,,,,,,,,,,452739,2013-09-30
,,,,,,,,,,,,,,,,,,,,452841,2013-09-30
,,,,,,,,,,,,,,,,,,,,452850,2013-09-30
,,,,,,,,,,,,,,,,,,,,453026,2013-09-30
,,,,,,,,,,,,,,,,,,,,453147,2013-09-30
,,,,,,,,,,,,,,,,,,,,453370,2013-09-30
,,,,,,,,,,,,,,,,,,,,453446,2013-09-30
,,,,,,,,,,,,,,,,,,,,453839,2013-09-30
,,,,,,,,,,,,,,,,,,,,454340,2013-09-30
,,,,,,,,,,,,,,,,,,,,454546,2013-09-30
,,,,,,,,,,,,,,,,,,,,454658,2013-09-30
,,,,,,,,,,,,,,,,,,,,454676,2013-09-30
,,,,,,,,,,,,,,,,,,,,454975,2013-09-30
,,,,,,,,,,,,,,,,,,,,455150,2013-09-30
,,,,,,,,,,,,,,,,,,,,455253,2013-09-30
,,,,,,,,,,,,,,,,,,,,455459,2013-09-30
,,,,,,,,,,,,,,,,,,,,455477,2013-09-30
,,,,,,,,,,,,,,,,,,,,455552,2013-09-30
,,,,,,,,,,,,,,,,,,,,455879,2013-09-30
,,,,,,,,,,,,,,,,,,,,455945,2013-09-30
,,,,,,,,,,,,,,,,,,,,455972,2013-09-30
,,,,,,,,,,,,,,,,,,,,456045,2013-09-30
,,,,,,,,,,,,,,,,,,,,456054,2013-09-30
,,,,,,,,,,,,,,,,,,,,456157,2013-09-30
,,,,,,,,,,,,,,,,,,,,456250,2013-09-30
,,,,,,,,,,,,,,,,,,,,456344,2013-09-30
,,,,,,,,,,,,,,,,,,,,456447,2013-09-30
,,,,,,,,,,,,,,,,,,,,456755,2013-09-30
,,,,,,,,,,,,,,,,,,,,456960,2013-09-30
,,,,,,,,,,,,,,,,,,,,457060,2013-09-30
,,,,,,,,,,,,,,,,,,,,457220,2013-09-30
,,,,,,,,,,,,,,,,,,,,457426,2013-09-30
,,,,,,,,,,,,,,,,,,,,457547,2013-09-30
,,,,,,,,,,,,,,,,,,,,457659,2013-09-30
,,,,,,,,,,,,,,,,,,,,457752,2013-09-30
,,,,,,,,,,,,,,,,,,,,458049,2013-09-30
,,,,,,,,,,,,,,,,,,,,458142,2013-09-30
,,,,,,,,,,,,,,,,,,,,458544,2013-09-30
,,,,,,,,,,,,,,,,,,,,458553,2013-09-30
,,,,,,,,,,,,,,,,,,,,458665,2013-09-30
,,,,,,,,,,,,,,,,,,,,458946,2013-09-30
,,,,,,,,,,,,,,,,,,,,459046,2013-09-30
,,,,,,,,,,,,,,,,,,,,459130,2013-09-30
,,,,,,,,,,,,,,,,,,,,459354,2013-09-30
,,,,,,,,,,,,,,,,,,,,459372,2013-09-30
,,,,,,,,,,,,,,,,,,,,459448,2013-09-30
,,,,,,,,,,,,,,,,,,,,459644,2013-09-30
,,,,,,,,,,,,,,,,,,,,459671,2013-09-30
,,,,,,,,,,,,,,,,,,,,460033,2013-09-30
,,,,,,,,,,,,,,,,,,,,460275,2013-09-30
,,,,,,,,,,,,,,,,,,,,460332,2013-09-30
,,,,,,,,,,,,,,,,,,,,460341,2013-09-30
,,,,,,,,,,,,,,,,,,,,460350,2013-09-30
,,,,,,,,,,,,,,,,,,,,460556,2013-09-30
,,,,,,,,,,,,,,,,,,,,460770,2013-09-30
,,,,,,,,,,,,,,,,,,,,461058,2013-09-30
,,,,,,,,,,,,,,,,,,,,462756,2013-09-30
,,,,,,,,,,,,,,,,,,,,462774,2013-09-30
