RCFDHU20,RCFDHU21,RCFDHU22,RCFDHU23,RCFDJ981,RCFDJF77,RCFDJF78,RCFDJF84,RCFDJF85,RCFDJF86,RCFDJF87,RCFDJF88,RCFDJF89,RCFDJF90,RCFDJF91,RCFDJF92,RCFDJF93,RCFDK009,RCFDK030,RCFDK033,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,8033,2018-12-31
,,,,,,,,,,,,,,,,,,,,8462,2018-12-31
,,,,,,,,,,,,,,,,,,,,8631,2018-12-31
,,,,,,,,,,,,,,,,,,,,9357,2018-12-31
,,,,,,,,,,,,,,,,,,,,9553,2018-12-31
,,,,,,,,,,,,,,,,,,,,9807,2018-12-31
,,,,,,,,,,,,,,,,,,,,9955,2018-12-31
,,,,,,,,,,,,,,,,,,,,10250,2018-12-31
,,,,,,,,,,,,,,,,,,,,10849,2018-12-31
,,,,,,,,,,,,,,,,,,,,11145,2018-12-31
,,,,,,,,,,,,,,,,,,,,11640,2018-12-31
,,,,,,,,,,,,,,,,,,,,11837,2018-12-31
,,,,,,,,,,,,,,,,,,,,12030,2018-12-31
,,,,,,,,,,,,,,,,,,,,12142,2018-12-31
,,,,,,,,,,,,,,,,,,,,12179,2018-12-31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12311,2018-12-31
,,,,,,,,,,,,,,,,,,,,12647,2018-12-31
,,,,,,,,,,,,,,,,,,,,12656,2018-12-31
,,,,,,,,,,,,,,,,,,,,12937,2018-12-31
,,,,,,,,,,,,,,,,,,,,12946,2018-12-31
,,,,,,,,,,,,,,,,,,,,13103,2018-12-31
,,,,,,,,,,,,,,,,,,,,13251,2018-12-31
,,,,,,,,,,,,,,,,,,,,13457,2018-12-31
,,,,,,,,,,,,,,,,,,,,14155,2018-12-31
,,,,,,,,,,,,,,,,,,,,14650,2018-12-31
,,,,,,,,,,,,,,,,,,,,14753,2018-12-31
,,,,,,,,,,,,,,,,,,,,14865,2018-12-31
,,,,,,,,,,,,,,,,,,,,14977,2018-12-31
,,,,,,,,,,,,,,,,,,,,16551,2018-12-31
,,,,,,,,,,,,,,,,,,,,16748,2018-12-31
,,,,,,,,,,,,,,,,,,,,17110,2018-12-31
,,,,,,,,,,,,,,,,,,,,17147,2018-12-31
,,,,,,,,,,,,,,,,,,,,17259,2018-12-31
,,,,,,,,,,,,,,,,,,,,17950,2018-12-31
,,,,,,,,,,,,,,,,,,,,17978,2018-12-31
,,,,,,,,,,,,,,,,,,,,18050,2018-12-31
,,,,,,,,,,,,,,,,,,,,18135,2018-12-31
,,,,,,,,,,,,,,,,,,,,18827,2018-12-31
,,,,,,,,,,,,,,,,,,,,18836,2018-12-31
,,,,,,,,,,,,,,,,,,,,18854,2018-12-31
,,,,,,,,,,,,,,,,,,,,19356,2018-12-31
,,,,,,,,,,,,,,,,,,,,19936,2018-12-31
,,,,,,,,,,,,,,,,,,,,19972,2018-12-31
,,,,,,,,,,,,,,,,,,,,20053,2018-12-31
,,,,,,,,,,,,,,,,,,,,20633,2018-12-31
,,,,,,,,,,,,,,,,,,,,20857,2018-12-31
,,,,,,,,,,,,,,,,,,,,21256,2018-12-31
,,,,,,,,,,,,,,,,,,,,21359,2018-12-31
,,,,,,,,,,,,,,,,,,,,21658,2018-12-31
,,,,,,,,,,,,,,,,,,,,22048,2018-12-31
,,,,,,,,,,,,,,,,,,,,22543,2018-12-31
,,,,,,,,,,,,,,,,,,,,22552,2018-12-31
,,,,,,,,,,,,,,,,,,,,22730,2018-12-31
,,,,,,,,,,,,,,,,,,,,22936,2018-12-31
,,,,,,,,,,,,,,,,,,,,23456,2018-12-31
,,,,,,,,,,,,,,,,,,,,23504,2018-12-31
,,,,,,,,,,,,,,,,,,,,23643,2018-12-31
,,,,,,,,,,,,,,,,,,,,23755,2018-12-31
,,,,,,,,,,,,,,,,,,,,24006,2018-12-31
,,,,,,,,,,,,,,,,,,,,24378,2018-12-31
,,,,,,,,,,,,,,,,,,,,24453,2018-12-31
,,,,,,,,,,,,,,,,,,,,24659,2018-12-31
,,,,,,,,,,,,,,,,,,,,24668,2018-12-31
,,,,,,,,,,,,,,,,,,,,24949,2018-12-31
,,,,,,,,,,,,,,,,,,,,25357,2018-12-31
,,,,,,,,,,,,,,,,,,,,25647,2018-12-31
,,,,,,,,,,,,,,,,,,,,26176,2018-12-31
,,,,,,,,,,,,,,,,,,,,26242,2018-12-31
,,,,,,,,,,,,,,,,,,,,26457,2018-12-31
,,,,,,,,,,,,,,,,,,,,26765,2018-12-31
,,,,,,,,,,,,,,,,,,,,27070,2018-12-31
,,,,,,,,,,,,,,,,,,,,27548,2018-12-31
,,,,,,,,,,,,,,,,,,,,27614,2018-12-31
,,,,,,,,,,,,,,,,,,,,27847,2018-12-31
,,,,,,,,,,,,,,,,,,,,28013,2018-12-31
,,,,,,,,,,,,,,,,,,,,28152,2018-12-31
,,,,,,,,,,,,,,,,,,,,28255,2018-12-31
,,,,,,,,,,,,,,,,,,,,28406,2018-12-31
,,,,,,,,,,,,,,,,,,,,28675,2018-12-31
,,,,,,,,,,,,,,,,,,,,28732,2018-12-31
,,,,,,,,,,,,,,,,,,,,29476,2018-12-31
,,,,,,,,,,,,,,,,,,,,29636,2018-12-31
,,,,,,,,,,,,,,,,,,,,29878,2018-12-31
,,,,,,,,,,,,,,,,,,,,30052,2018-12-31
,,,,,,,,,,,,,,,,,,,,30502,2018-12-31
,,,,,,,,,,,,,,,,,,,,30650,2018-12-31
105308,0,32273904,0,1740650,0,0,0,0,0,0,0,0,0,2836,16917014,18416,0,3765,0,30810,2018-12-31
,,,,,,,,,,,,,,,,,,,,31134,2018-12-31
,,,,,,,,,,,,,,,,,,,,31255,2018-12-31
,,,,,,,,,,,,,,,,,,,,31657,2018-12-31
,,,,,,,,,,,,,,,,,,,,31826,2018-12-31
,,,,,,,,,,,,,,,,,,,,31835,2018-12-31
,,,,,,,,,,,,,,,,,,,,32234,2018-12-31
,,,,,,,,,,,,,,,,,,,,32766,2018-12-31
,,,,,,,,,,,,,,,,,,,,32971,2018-12-31
,,,,,,,,,,,,,,,,,,,,33147,2018-12-31
,,,,,,,,,,,,,,,,,,,,33259,2018-12-31
,,,,,,,,,,,,,,,,,,,,33268,2018-12-31
,,,,,,,,,,,,,,,,,,,,33370,2018-12-31
,,,,,,,,,,,,,,,,,,,,33839,2018-12-31
,,,,,,,,,,,,,,,,,,,,33857,2018-12-31
,,,,,,,,,,,,,,,,,,,,34425,2018-12-31
,,,,,,,,,,,,,,,,,,,,34434,2018-12-31
,,,,,,,,,,,,,,,,,,,,34452,2018-12-31
,,,,,,,,,,,,,,,,,,,,34537,2018-12-31
,,,,,,,,,,,,,,,,,,,,34555,2018-12-31
,,,,,,,,,,,,,,,,,,,,34742,2018-12-31
,,,,,,,,,,,,,,,,,,,,35057,2018-12-31
1052387,0,0,0,0,0,0,0,0,0,0,0,0,0,27414,930914,21671,0,0,0,35301,2018-12-31
,,,,,,,,,,,,,,,,,,,,35570,2018-12-31
,,,,,,,,,,,,,,,,,,,,35646,2018-12-31
,,,,,,,,,,,,,,,,,,,,35879,2018-12-31
,,,,,,,,,,,,,,,,,,,,36456,2018-12-31
,,,,,,,,,,,,,,,,,,,,36933,2018-12-31
,,,,,,,,,,,,,,,,,,,,37051,2018-12-31
,,,,,,,,,,,,,,,,,,,,37341,2018-12-31
,,,,,,,,,,,,,,,,,,,,37435,2018-12-31
,,,,,,,,,,,,,,,,,,,,37640,2018-12-31
,,,,,,,,,,,,,,,,,,,,37659,2018-12-31
,,,,,,,,,,,,,,,,,,,,37949,2018-12-31
,,,,,,,,,,,,,,,,,,,,38740,2018-12-31
,,,,,,,,,,,,,,,,,,,,39327,2018-12-31
,,,,,,,,,,,,,,,,,,,,39756,2018-12-31
,,,,,,,,,,,,,,,,,,,,40033,2018-12-31
,,,,,,,,,,,,,,,,,,,,40499,2018-12-31
,,,,,,,,,,,,,,,,,,,,40855,2018-12-31
,,,,,,,,,,,,,,,,,,,,41245,2018-12-31
,,,,,,,,,,,,,,,,,,,,41553,2018-12-31
,,,,,,,,,,,,,,,,,,,,41629,2018-12-31
,,,,,,,,,,,,,,,,,,,,41825,2018-12-31
,,,,,,,,,,,,,,,,,,,,41937,2018-12-31
,,,,,,,,,,,,,,,,,,,,41955,2018-12-31
,,,,,,,,,,,,,,,,,,,,42037,2018-12-31
,,,,,,,,,,,,,,,,,,,,42354,2018-12-31
,,,,,,,,,,,,,,,,,,,,42372,2018-12-31
,,,,,,,,,,,,,,,,,,,,42420,2018-12-31
,,,,,,,,,,,,,,,,,,,,42448,2018-12-31
,,,,,,,,,,,,,,,,,,,,42457,2018-12-31
,,,,,,,,,,,,,,,,,,,,43052,2018-12-31
,,,,,,,,,,,,,,,,,,,,43351,2018-12-31
,,,,,,,,,,,,,,,,,,,,43856,2018-12-31
,,,,,,,,,,,,,,,,,,,,43959,2018-12-31
,,,,,,,,,,,,,,,,,,,,44040,2018-12-31
,,,,,,,,,,,,,,,,,,,,44433,2018-12-31
,,,,,,,,,,,,,,,,,,,,44741,2018-12-31
,,,,,,,,,,,,,,,,,,,,44750,2018-12-31
,,,,,,,,,,,,,,,,,,,,44929,2018-12-31
,,,,,,,,,,,,,,,,,,,,45038,2018-12-31
,,,,,,,,,,,,,,,,,,,,45047,2018-12-31
,,,,,,,,,,,,,,,,,,,,45056,2018-12-31
,,,,,,,,,,,,,,,,,,,,45430,2018-12-31
,,,,,,,,,,,,,,,,,,,,45458,2018-12-31
,,,,,,,,,,,,,,,,,,,,45551,2018-12-31
,,,,,,,,,,,,,,,,,,,,45560,2018-12-31
,,,,,,,,,,,,,,,,,,,,45775,2018-12-31
,,,,,,,,,,,,,,,,,,,,46053,2018-12-31
,,,,,,,,,,,,,,,,,,,,46941,2018-12-31
,,,,,,,,,,,,,,,,,,,,47247,2018-12-31
,,,,,,,,,,,,,,,,,,,,47256,2018-12-31
,,,,,,,,,,,,,,,,,,,,47452,2018-12-31
,,,,,,,,,,,,,,,,,,,,47500,2018-12-31
,,,,,,,,,,,,,,,,,,,,48057,2018-12-31
,,,,,,,,,,,,,,,,,,,,48150,2018-12-31
,,,,,,,,,,,,,,,,,,,,48374,2018-12-31
,,,,,,,,,,,,,,,,,,,,48440,2018-12-31
,,,,,,,,,,,,,,,,,,,,49054,2018-12-31
,,,,,,,,,,,,,,,,,,,,49148,2018-12-31
,,,,,,,,,,,,,,,,,,,,49241,2018-12-31
,,,,,,,,,,,,,,,,,,,,49652,2018-12-31
,,,,,,,,,,,,,,,,,,,,49858,2018-12-31
,,,,,,,,,,,,,,,,,,,,49951,2018-12-31
,,,,,,,,,,,,,,,,,,,,50144,2018-12-31
,,,,,,,,,,,,,,,,,,,,50461,2018-12-31
,,,,,,,,,,,,,,,,,,,,50872,2018-12-31
,,,,,,,,,,,,,,,,,,,,51253,2018-12-31
,,,,,,,,,,,,,,,,,,,,51356,2018-12-31
,,,,,,,,,,,,,,,,,,,,51459,2018-12-31
,,,,,,,,,,,,,,,,,,,,51842,2018-12-31
,,,,,,,,,,,,,,,,,,,,52719,2018-12-31
,,,,,,,,,,,,,,,,,,,,52951,2018-12-31
,,,,,,,,,,,,,,,,,,,,53051,2018-12-31
,,,,,,,,,,,,,,,,,,,,53752,2018-12-31
,,,,,,,,,,,,,,,,,,,,54049,2018-12-31
,,,,,,,,,,,,,,,,,,,,54058,2018-12-31
,,,,,,,,,,,,,,,,,,,,54441,2018-12-31
,,,,,,,,,,,,,,,,,,,,54656,2018-12-31
,,,,,,,,,,,,,,,,,,,,54973,2018-12-31
,,,,,,,,,,,,,,,,,,,,55336,2018-12-31
,,,,,,,,,,,,,,,,,,,,55635,2018-12-31
,,,,,,,,,,,,,,,,,,,,55653,2018-12-31
,,,,,,,,,,,,,,,,,,,,55970,2018-12-31
,,,,,,,,,,,,,,,,,,,,56258,2018-12-31
,,,,,,,,,,,,,,,,,,,,56351,2018-12-31
,,,,,,,,,,,,,,,,,,,,56548,2018-12-31
,,,,,,,,,,,,,,,,,,,,56557,2018-12-31
,,,,,,,,,,,,,,,,,,,,56717,2018-12-31
,,,,,,,,,,,,,,,,,,,,57040,2018-12-31
,,,,,,,,,,,,,,,,,,,,57451,2018-12-31
,,,,,,,,,,,,,,,,,,,,58225,2018-12-31
,,,,,,,,,,,,,,,,,,,,58243,2018-12-31
,,,,,,,,,,,,,,,,,,,,58355,2018-12-31
,,,,,,,,,,,,,,,,,,,,58551,2018-12-31
,,,,,,,,,,,,,,,,,,,,58636,2018-12-31
,,,,,,,,,,,,,,,,,,,,58757,2018-12-31
,,,,,,,,,,,,,,,,,,,,58971,2018-12-31
,,,,,,,,,,,,,,,,,,,,59316,2018-12-31
,,,,,,,,,,,,,,,,,,,,59352,2018-12-31
,,,,,,,,,,,,,,,,,,,,59370,2018-12-31
,,,,,,,,,,,,,,,,,,,,59754,2018-12-31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60143,2018-12-31
,,,,,,,,,,,,,,,,,,,,60330,2018-12-31
,,,,,,,,,,,,,,,,,,,,60545,2018-12-31
,,,,,,,,,,,,,,,,,,,,60554,2018-12-31
,,,,,,,,,,,,,,,,,,,,60648,2018-12-31
,,,,,,,,,,,,,,,,,,,,61122,2018-12-31
,,,,,,,,,,,,,,,,,,,,61355,2018-12-31
,,,,,,,,,,,,,,,,,,,,61476,2018-12-31
,,,,,,,,,,,,,,,,,,,,61757,2018-12-31
,,,,,,,,,,,,,,,,,,,,61832,2018-12-31
,,,,,,,,,,,,,,,,,,,,61953,2018-12-31
,,,,,,,,,,,,,,,,,,,,62044,2018-12-31
,,,,,,,,,,,,,,,,,,,,62110,2018-12-31
,,,,,,,,,,,,,,,,,,,,62147,2018-12-31
,,,,,,,,,,,,,,,,,,,,62772,2018-12-31
,,,,,,,,,,,,,,,,,,,,63050,2018-12-31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63069,2018-12-31
,,,,,,,,,,,,,,,,,,,,63201,2018-12-31
,,,,,,,,,,,,,,,,,,,,63573,2018-12-31
,,,,,,,,,,,,,,,,,,,,63733,2018-12-31
,,,,,,,,,,,,,,,,,,,,63742,2018-12-31
,,,,,,,,,,,,,,,,,,,,63751,2018-12-31
,,,,,,,,,,,,,,,,,,,,64150,2018-12-31
,,,,,,,,,,,,,,,,,,,,64552,2018-12-31
,,,,,,,,,,,,,,,,,,,,64730,2018-12-31
,,,,,,,,,,,,,,,,,,,,65205,2018-12-31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65513,2018-12-31
,,,,,,,,,,,,,,,,,,,,65559,2018-12-31
,,,,,,,,,,,,,,,,,,,,65746,2018-12-31
,,,,,,,,,,,,,,,,,,,,65858,2018-12-31
,,,,,,,,,,,,,,,,,,,,66154,2018-12-31
,,,,,,,,,,,,,,,,,,,,66275,2018-12-31
,,,,,,,,,,,,,,,,,,,,66677,2018-12-31
,,,,,,,,,,,,,,,,,,,,67142,2018-12-31
,,,,,,,,,,,,,,,,,,,,67151,2018-12-31
,,,,,,,,,,,,,,,,,,,,67209,2018-12-31
,,,,,,,,,,,,,,,,,,,,67254,2018-12-31
,,,,,,,,,,,,,,,,,,,,67656,2018-12-31
,,,,,,,,,,,,,,,,,,,,67870,2018-12-31
,,,,,,,,,,,,,,,,,,,,68448,2018-12-31
,,,,,,,,,,,,,,,,,,,,68671,2018-12-31
,,,,,,,,,,,,,,,,,,,,68756,2018-12-31
,,,,,,,,,,,,,,,,,,,,68831,2018-12-31
,,,,,,,,,,,,,,,,,,,,68840,2018-12-31
,,,,,,,,,,,,,,,,,,,,69333,2018-12-31
,,,,,,,,,,,,,,,,,,,,69678,2018-12-31
,,,,,,,,,,,,,,,,,,,,70058,2018-12-31
,,,,,,,,,,,,,,,,,,,,70218,2018-12-31
,,,,,,,,,,,,,,,,,,,,70414,2018-12-31
,,,,,,,,,,,,,,,,,,,,70638,2018-12-31
,,,,,,,,,,,,,,,,,,,,70955,2018-12-31
,,,,,,,,,,,,,,,,,,,,71073,2018-12-31
,,,,,,,,,,,,,,,,,,,,71318,2018-12-31
,,,,,,,,,,,,,,,,,,,,71457,2018-12-31
,,,,,,,,,,,,,,,,,,,,71859,2018-12-31
,,,,,,,,,,,,,,,,,,,,72258,2018-12-31
,,,,,,,,,,,,,,,,,,,,72351,2018-12-31
,,,,,,,,,,,,,,,,,,,,72454,2018-12-31
,,,,,,,,,,,,,,,,,,,,72678,2018-12-31
,,,,,,,,,,,,,,,,,,,,73116,2018-12-31
,,,,,,,,,,,,,,,,,,,,73152,2018-12-31
,,,,,,,,,,,,,,,,,,,,73554,2018-12-31
,,,,,,,,,,,,,,,,,,,,73956,2018-12-31
,,,,,,,,,,,,,,,,,,,,74056,2018-12-31
,,,,,,,,,,,,,,,,,,,,74140,2018-12-31
,,,,,,,,,,,,,,,,,,,,74403,2018-12-31
,,,,,,,,,,,,,,,,,,,,74449,2018-12-31
,,,,,,,,,,,,,,,,,,,,75053,2018-12-31
,,,,,,,,,,,,,,,,,,,,75259,2018-12-31
,,,,,,,,,,,,,,,,,,,,75446,2018-12-31
,,,,,,,,,,,,,,,,,,,,75455,2018-12-31
,,,,,,,,,,,,,,,,,,,,75558,2018-12-31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75633,2018-12-31
,,,,,,,,,,,,,,,,,,,,75651,2018-12-31
,,,,,,,,,,,,,,,,,,,,76153,2018-12-31
,,,,,,,,,,,,,,,,,,,,76443,2018-12-31
,,,,,,,,,,,,,,,,,,,,76854,2018-12-31
,,,,,,,,,,,,,,,,,,,,77150,2018-12-31
,,,,,,,,,,,,,,,,,,,,77253,2018-12-31
,,,,,,,,,,,,,,,,,,,,77422,2018-12-31
,,,,,,,,,,,,,,,,,,,,77851,2018-12-31
,,,,,,,,,,,,,,,,,,,,78157,2018-12-31
,,,,,,,,,,,,,,,,,,,,78241,2018-12-31
,,,,,,,,,,,,,,,,,,,,78559,2018-12-31
,,,,,,,,,,,,,,,,,,,,79042,2018-12-31
,,,,,,,,,,,,,,,,,,,,79127,2018-12-31
,,,,,,,,,,,,,,,,,,,,79145,2018-12-31
,,,,,,,,,,,,,,,,,,,,79257,2018-12-31
,,,,,,,,,,,,,,,,,,,,79855,2018-12-31
,,,,,,,,,,,,,,,,,,,,80150,2018-12-31
,,,,,,,,,,,,,,,,,,,,80374,2018-12-31
,,,,,,,,,,,,,,,,,,,,80431,2018-12-31
,,,,,,,,,,,,,,,,,,,,80552,2018-12-31
,,,,,,,,,,,,,,,,,,,,81175,2018-12-31
,,,,,,,,,,,,,,,,,,,,81429,2018-12-31
,,,,,,,,,,,,,,,,,,,,82033,2018-12-31
,,,,,,,,,,,,,,,,,,,,82257,2018-12-31
,,,,,,,,,,,,,,,,,,,,82350,2018-12-31
,,,,,,,,,,,,,,,,,,,,82659,2018-12-31
,,,,,,,,,,,,,,,,,,,,83151,2018-12-31
,,,,,,,,,,,,,,,,,,,,83236,2018-12-31
,,,,,,,,,,,,,,,,,,,,83375,2018-12-31
,,,,,,,,,,,,,,,,,,,,83638,2018-12-31
,,,,,,,,,,,,,,,,,,,,83834,2018-12-31
,,,,,,,,,,,,,,,,,,,,83852,2018-12-31
,,,,,,,,,,,,,,,,,,,,83955,2018-12-31
,,,,,,,,,,,,,,,,,,,,84046,2018-12-31
,,,,,,,,,,,,,,,,,,,,84541,2018-12-31
,,,,,,,,,,,,,,,,,,,,84804,2018-12-31
,,,,,,,,,,,,,,,,,,,,85052,2018-12-31
,,,,,,,,,,,,,,,,,,,,85258,2018-12-31
,,,,,,,,,,,,,,,,,,,,85454,2018-12-31
,,,,,,,,,,,,,,,,,,,,85472,2018-12-31
,,,,,,,,,,,,,,,,,,,,85931,2018-12-31
,,,,,,,,,,,,,,,,,,,,86349,2018-12-31
,,,,,,,,,,,,,,,,,,,,86554,2018-12-31
,,,,,,,,,,,,,,,,,,,,86675,2018-12-31
,,,,,,,,,,,,,,,,,,,,87047,2018-12-31
,,,,,,,,,,,,,,,,,,,,87159,2018-12-31
,,,,,,,,,,,,,,,,,,,,87234,2018-12-31
,,,,,,,,,,,,,,,,,,,,87476,2018-12-31
,,,,,,,,,,,,,,,,,,,,87579,2018-12-31
,,,,,,,,,,,,,,,,,,,,88231,2018-12-31
,,,,,,,,,,,,,,,,,,,,88240,2018-12-31
,,,,,,,,,,,,,,,,,,,,88259,2018-12-31
,,,,,,,,,,,,,,,,,,,,88352,2018-12-31
,,,,,,,,,,,,,,,,,,,,88455,2018-12-31
,,,,,,,,,,,,,,,,,,,,88950,2018-12-31
,,,,,,,,,,,,,,,,,,,,89032,2018-12-31
,,,,,,,,,,,,,,,,,,,,89135,2018-12-31
,,,,,,,,,,,,,,,,,,,,89854,2018-12-31
,,,,,,,,,,,,,,,,,,,,89957,2018-12-31
,,,,,,,,,,,,,,,,,,,,90047,2018-12-31
,,,,,,,,,,,,,,,,,,,,90177,2018-12-31
,,,,,,,,,,,,,,,,,,,,90328,2018-12-31
,,,,,,,,,,,,,,,,,,,,90337,2018-12-31
,,,,,,,,,,,,,,,,,,,,90579,2018-12-31
,,,,,,,,,,,,,,,,,,,,91615,2018-12-31
,,,,,,,,,,,,,,,,,,,,91754,2018-12-31
,,,,,,,,,,,,,,,,,,,,91950,2018-12-31
,,,,,,,,,,,,,,,,,,,,92144,2018-12-31
,,,,,,,,,,,,,,,,,,,,92676,2018-12-31
,,,,,,,,,,,,,,,,,,,,92706,2018-12-31
,,,,,,,,,,,,,,,,,,,,92902,2018-12-31
,,,,,,,,,,,,,,,,,,,,93244,2018-12-31
,,,,,,,,,,,,,,,,,,,,93543,2018-12-31
,,,,,,,,,,,,,,,,,,,,93619,2018-12-31
,,,,,,,,,,,,,,,,,,,,94139,2018-12-31
,,,,,,,,,,,,,,,,,,,,94522,2018-12-31
,,,,,,,,,,,,,,,,,,,,94755,2018-12-31
,,,,,,,,,,,,,,,,,,,,94858,2018-12-31
,,,,,,,,,,,,,,,,,,,,95051,2018-12-31
,,,,,,,,,,,,,,,,,,,,95677,2018-12-31
,,,,,,,,,,,,,,,,,,,,96553,2018-12-31
,,,,,,,,,,,,,,,,,,,,97055,2018-12-31
,,,,,,,,,,,,,,,,,,,,97279,2018-12-31
,,,,,,,,,,,,,,,,,,,,97457,2018-12-31
,,,,,,,,,,,,,,,,,,,,97804,2018-12-31
,,,,,,,,,,,,,,,,,,,,97943,2018-12-31
,,,,,,,,,,,,,,,,,,,,98351,2018-12-31
,,,,,,,,,,,,,,,,,,,,98463,2018-12-31
,,,,,,,,,,,,,,,,,,,,98717,2018-12-31
,,,,,,,,,,,,,,,,,,,,99143,2018-12-31
,,,,,,,,,,,,,,,,,,,,99255,2018-12-31
,,,,,,,,,,,,,,,,,,,,99376,2018-12-31
,,,,,,,,,,,,,,,,,,,,99442,2018-12-31
,,,,,,,,,,,,,,,,,,,,99536,2018-12-31
,,,,,,,,,,,,,,,,,,,,99853,2018-12-31
,,,,,,,,,,,,,,,,,,,,100236,2018-12-31
,,,,,,,,,,,,,,,,,,,,100357,2018-12-31
,,,,,,,,,,,,,,,,,,,,100562,2018-12-31
,,,,,,,,,,,,,,,,,,,,100777,2018-12-31
,,,,,,,,,,,,,,,,,,,,100843,2018-12-31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101019,2018-12-31
,,,,,,,,,,,,,,,,,,,,101037,2018-12-31
,,,,,,,,,,,,,,,,,,,,101439,2018-12-31
,,,,,,,,,,,,,,,,,,,,101671,2018-12-31
,,,,,,,,,,,,,,,,,,,,101738,2018-12-31
,,,,,,,,,,,,,,,,,,,,101952,2018-12-31
,,,,,,,,,,,,,,,,,,,,102155,2018-12-31
,,,,,,,,,,,,,,,,,,,,102333,2018-12-31
,,,,,,,,,,,,,,,,,,,,102342,2018-12-31
,,,,,,,,,,,,,,,,,,,,102539,2018-12-31
,,,,,,,,,,,,,,,,,,,,102557,2018-12-31
,,,,,,,,,,,,,,,,,,,,102874,2018-12-31
,,,,,,,,,,,,,,,,,,,,103134,2018-12-31
,,,,,,,,,,,,,,,,,,,,103255,2018-12-31
,,,,,,,,,,,,,,,,,,,,103563,2018-12-31
,,,,,,,,,,,,,,,,,,,,104234,2018-12-31
,,,,,,,,,,,,,,,,,,,,104542,2018-12-31
,,,,,,,,,,,,,,,,,,,,104971,2018-12-31
,,,,,,,,,,,,,,,,,,,,105026,2018-12-31
,,,,,,,,,,,,,,,,,,,,105222,2018-12-31
,,,,,,,,,,,,,,,,,,,,105473,2018-12-31
,,,,,,,,,,,,,,,,,,,,105530,2018-12-31
,,,,,,,,,,,,,,,,,,,,106359,2018-12-31
,,,,,,,,,,,,,,,,,,,,106452,2018-12-31
,,,,,,,,,,,,,,,,,,,,106676,2018-12-31
,,,,,,,,,,,,,,,,,,,,107244,2018-12-31
,,,,,,,,,,,,,,,,,,,,107459,2018-12-31
,,,,,,,,,,,,,,,,,,,,107570,2018-12-31
,,,,,,,,,,,,,,,,,,,,107758,2018-12-31
,,,,,,,,,,,,,,,,,,,,108072,2018-12-31
,,,,,,,,,,,,,,,,,,,,108269,2018-12-31
,,,,,,,,,,,,,,,,,,,,108652,2018-12-31
