RCFDHU20,RCFDHU21,RCFDHU22,RCFDHU23,RCFDJ981,RCFDJF77,RCFDJF78,RCFDJF84,RCFDJF85,RCFDJF86,RCFDJF87,RCFDJF88,RCFDJF89,RCFDJF90,RCFDJF91,RCFDJF92,RCFDJF93,RCFDK009,RCFDK030,RCFDK033,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,11640,2017-12-31
,,,,,,,,,,,,,,,,,,,,11837,2017-12-31
,,,,,,,,,,,,,,,,,,,,12030,2017-12-31
,,,,,,,,,,,,,,,,,,,,12142,2017-12-31
,,,,,,,,,,,,,,,,,,,,12179,2017-12-31
,,,,0,,,,,,,,,,,,,0,0,0,12311,2017-12-31
,,,,,,,,,,,,,,,,,,,,12647,2017-12-31
,,,,,,,,,,,,,,,,,,,,12656,2017-12-31
,,,,,,,,,,,,,,,,,,,,12937,2017-12-31
,,,,,,,,,,,,,,,,,,,,12946,2017-12-31
,,,,,,,,,,,,,,,,,,,,13103,2017-12-31
,,,,,,,,,,,,,,,,,,,,13251,2017-12-31
,,,,,,,,,,,,,,,,,,,,13457,2017-12-31
,,,,,,,,,,,,,,,,,,,,14052,2017-12-31
,,,,,,,,,,,,,,,,,,,,14155,2017-12-31
,,,,,,,,,,,,,,,,,,,,14650,2017-12-31
,,,,,,,,,,,,,,,,,,,,14753,2017-12-31
,,,,,,,,,,,,,,,,,,,,14865,2017-12-31
,,,,,,,,,,,,,,,,,,,,14977,2017-12-31
,,,,,,,,,,,,,,,,,,,,16551,2017-12-31
,,,,,,,,,,,,,,,,,,,,16748,2017-12-31
,,,,,,,,,,,,,,,,,,,,17110,2017-12-31
,,,,,,,,,,,,,,,,,,,,17147,2017-12-31
,,,,,,,,,,,,,,,,,,,,17259,2017-12-31
,,,,,,,,,,,,,,,,,,,,17950,2017-12-31
,,,,,,,,,,,,,,,,,,,,17978,2017-12-31
,,,,,,,,,,,,,,,,,,,,18050,2017-12-31
,,,,,,,,,,,,,,,,,,,,18135,2017-12-31
,,,,,,,,,,,,,,,,,,,,18827,2017-12-31
,,,,,,,,,,,,,,,,,,,,18836,2017-12-31
,,,,,,,,,,,,,,,,,,,,18854,2017-12-31
,,,,,,,,,,,,,,,,,,,,19356,2017-12-31
,,,,,,,,,,,,,,,,,,,,19936,2017-12-31
,,,,,,,,,,,,,,,,,,,,19972,2017-12-31
,,,,,,,,,,,,,,,,,,,,20053,2017-12-31
,,,,,,,,,,,,,,,,,,,,20633,2017-12-31
,,,,,,,,,,,,,,,,,,,,20857,2017-12-31
,,,,,,,,,,,,,,,,,,,,21256,2017-12-31
,,,,,,,,,,,,,,,,,,,,21359,2017-12-31
,,,,,,,,,,,,,,,,,,,,21630,2017-12-31
,,,,,,,,,,,,,,,,,,,,21658,2017-12-31
,,,,,,,,,,,,,,,,,,,,22048,2017-12-31
,,,,,,,,,,,,,,,,,,,,22543,2017-12-31
,,,,,,,,,,,,,,,,,,,,22552,2017-12-31
,,,,,,,,,,,,,,,,,,,,22730,2017-12-31
,,,,,,,,,,,,,,,,,,,,22936,2017-12-31
,,,,,,,,,,,,,,,,,,,,23456,2017-12-31
,,,,,,,,,,,,,,,,,,,,23504,2017-12-31
,,,,,,,,,,,,,,,,,,,,23643,2017-12-31
,,,,,,,,,,,,,,,,,,,,23755,2017-12-31
,,,,,,,,,,,,,,,,,,,,24006,2017-12-31
,,,,,,,,,,,,,,,,,,,,24378,2017-12-31
,,,,,,,,,,,,,,,,,,,,24453,2017-12-31
,,,,,,,,,,,,,,,,,,,,24659,2017-12-31
,,,,,,,,,,,,,,,,,,,,24668,2017-12-31
,,,,,,,,,,,,,,,,,,,,24949,2017-12-31
,,,,,,,,,,,,,,,,,,,,25357,2017-12-31
,,,,,,,,,,,,,,,,,,,,25647,2017-12-31
,,,,,,,,,,,,,,,,,,,,26176,2017-12-31
,,,,,,,,,,,,,,,,,,,,26242,2017-12-31
,,,,,,,,,,,,,,,,,,,,26457,2017-12-31
,,,,,,,,,,,,,,,,,,,,26765,2017-12-31
,,,,,,,,,,,,,,,,,,,,27070,2017-12-31
,,,,,,,,,,,,,,,,,,,,27548,2017-12-31
,,,,,,,,,,,,,,,,,,,,27614,2017-12-31
,,,,,,,,,,,,,,,,,,,,27847,2017-12-31
,,,,,,,,,,,,,,,,,,,,28013,2017-12-31
,,,,,,,,,,,,,,,,,,,,28152,2017-12-31
,,,,,,,,,,,,,,,,,,,,28255,2017-12-31
,,,,,,,,,,,,,,,,,,,,28406,2017-12-31
,,,,,,,,,,,,,,,,,,,,28675,2017-12-31
,,,,,,,,,,,,,,,,,,,,28732,2017-12-31
,,,,,,,,,,,,,,,,,,,,29476,2017-12-31
,,,,,,,,,,,,,,,,,,,,29636,2017-12-31
,,,,,,,,,,,,,,,,,,,,29878,2017-12-31
,,,,,,,,,,,,,,,,,,,,30052,2017-12-31
,,,,,,,,,,,,,,,,,,,,30502,2017-12-31
,,,,,,,,,,,,,,,,,,,,30650,2017-12-31
,,,,,,,,,,,,,,,,,,,,30810,2017-12-31
,,,,,,,,,,,,,,,,,,,,31134,2017-12-31
,,,,,,,,,,,,,,,,,,,,31255,2017-12-31
,,,,,,,,,,,,,,,,,,,,31657,2017-12-31
,,,,,,,,,,,,,,,,,,,,31826,2017-12-31
,,,,,,,,,,,,,,,,,,,,31835,2017-12-31
,,,,,,,,,,,,,,,,,,,,32234,2017-12-31
,,,,,,,,,,,,,,,,,,,,32766,2017-12-31
,,,,,,,,,,,,,,,,,,,,32971,2017-12-31
,,,,,,,,,,,,,,,,,,,,33147,2017-12-31
,,,,,,,,,,,,,,,,,,,,33259,2017-12-31
,,,,,,,,,,,,,,,,,,,,33268,2017-12-31
,,,,,,,,,,,,,,,,,,,,33370,2017-12-31
,,,,,,,,,,,,,,,,,,,,33839,2017-12-31
,,,,,,,,,,,,,,,,,,,,33857,2017-12-31
,,,,,,,,,,,,,,,,,,,,34425,2017-12-31
,,,,,,,,,,,,,,,,,,,,34434,2017-12-31
,,,,,,,,,,,,,,,,,,,,34452,2017-12-31
,,,,,,,,,,,,,,,,,,,,34537,2017-12-31
,,,,,,,,,,,,,,,,,,,,34555,2017-12-31
,,,,,,,,,,,,,,,,,,,,34742,2017-12-31
,,,,,,,,,,,,,,,,,,,,35057,2017-12-31
,,,,0,,,,,,,,,,,,,0,0,0,35301,2017-12-31
,,,,,,,,,,,,,,,,,,,,35570,2017-12-31
,,,,,,,,,,,,,,,,,,,,35646,2017-12-31
,,,,,,,,,,,,,,,,,,,,35879,2017-12-31
,,,,,,,,,,,,,,,,,,,,36456,2017-12-31
,,,,,,,,,,,,,,,,,,,,36933,2017-12-31
,,,,,,,,,,,,,,,,,,,,37051,2017-12-31
,,,,,,,,,,,,,,,,,,,,37341,2017-12-31
,,,,,,,,,,,,,,,,,,,,37435,2017-12-31
,,,,,,,,,,,,,,,,,,,,37640,2017-12-31
,,,,,,,,,,,,,,,,,,,,37659,2017-12-31
,,,,,,,,,,,,,,,,,,,,37949,2017-12-31
,,,,,,,,,,,,,,,,,,,,38740,2017-12-31
,,,,,,,,,,,,,,,,,,,,39327,2017-12-31
,,,,,,,,,,,,,,,,,,,,39756,2017-12-31
,,,,,,,,,,,,,,,,,,,,40033,2017-12-31
,,,,,,,,,,,,,,,,,,,,40499,2017-12-31
,,,,,,,,,,,,,,,,,,,,40855,2017-12-31
,,,,,,,,,,,,,,,,,,,,41245,2017-12-31
,,,,,,,,,,,,,,,,,,,,41553,2017-12-31
,,,,,,,,,,,,,,,,,,,,41629,2017-12-31
,,,,,,,,,,,,,,,,,,,,41825,2017-12-31
,,,,,,,,,,,,,,,,,,,,41937,2017-12-31
,,,,,,,,,,,,,,,,,,,,41955,2017-12-31
,,,,,,,,,,,,,,,,,,,,42037,2017-12-31
,,,,,,,,,,,,,,,,,,,,42354,2017-12-31
,,,,,,,,,,,,,,,,,,,,42372,2017-12-31
,,,,,,,,,,,,,,,,,,,,42420,2017-12-31
,,,,,,,,,,,,,,,,,,,,42448,2017-12-31
,,,,,,,,,,,,,,,,,,,,42457,2017-12-31
,,,,,,,,,,,,,,,,,,,,43052,2017-12-31
,,,,,,,,,,,,,,,,,,,,43351,2017-12-31
,,,,,,,,,,,,,,,,,,,,43856,2017-12-31
,,,,,,,,,,,,,,,,,,,,43959,2017-12-31
,,,,,,,,,,,,,,,,,,,,44040,2017-12-31
,,,,,,,,,,,,,,,,,,,,44433,2017-12-31
,,,,,,,,,,,,,,,,,,,,44741,2017-12-31
,,,,,,,,,,,,,,,,,,,,44750,2017-12-31
,,,,,,,,,,,,,,,,,,,,44929,2017-12-31
,,,,,,,,,,,,,,,,,,,,45038,2017-12-31
,,,,,,,,,,,,,,,,,,,,45047,2017-12-31
,,,,,,,,,,,,,,,,,,,,45056,2017-12-31
,,,,,,,,,,,,,,,,,,,,45430,2017-12-31
,,,,,,,,,,,,,,,,,,,,45458,2017-12-31
,,,,,,,,,,,,,,,,,,,,45551,2017-12-31
,,,,,,,,,,,,,,,,,,,,45560,2017-12-31
,,,,,,,,,,,,,,,,,,,,45775,2017-12-31
,,,,,,,,,,,,,,,,,,,,46053,2017-12-31
,,,,,,,,,,,,,,,,,,,,46941,2017-12-31
,,,,,,,,,,,,,,,,,,,,47247,2017-12-31
,,,,,,,,,,,,,,,,,,,,47256,2017-12-31
,,,,,,,,,,,,,,,,,,,,47452,2017-12-31
,,,,,,,,,,,,,,,,,,,,47500,2017-12-31
,,,,,,,,,,,,,,,,,,,,48057,2017-12-31
,,,,,,,,,,,,,,,,,,,,48150,2017-12-31
,,,,,,,,,,,,,,,,,,,,48374,2017-12-31
,,,,,,,,,,,,,,,,,,,,48440,2017-12-31
,,,,,,,,,,,,,,,,,,,,49054,2017-12-31
,,,,,,,,,,,,,,,,,,,,49148,2017-12-31
,,,,,,,,,,,,,,,,,,,,49241,2017-12-31
,,,,,,,,,,,,,,,,,,,,49652,2017-12-31
,,,,,,,,,,,,,,,,,,,,49858,2017-12-31
,,,,,,,,,,,,,,,,,,,,49951,2017-12-31
,,,,,,,,,,,,,,,,,,,,50144,2017-12-31
,,,,,,,,,,,,,,,,,,,,50461,2017-12-31
,,,,,,,,,,,,,,,,,,,,50872,2017-12-31
,,,,,,,,,,,,,,,,,,,,51253,2017-12-31
,,,,,,,,,,,,,,,,,,,,51356,2017-12-31
,,,,,,,,,,,,,,,,,,,,51459,2017-12-31
,,,,,,,,,,,,,,,,,,,,51842,2017-12-31
,,,,,,,,,,,,,,,,,,,,52719,2017-12-31
,,,,,,,,,,,,,,,,,,,,52951,2017-12-31
,,,,,,,,,,,,,,,,,,,,53051,2017-12-31
,,,,,,,,,,,,,,,,,,,,53752,2017-12-31
,,,,,,,,,,,,,,,,,,,,54049,2017-12-31
,,,,,,,,,,,,,,,,,,,,54058,2017-12-31
,,,,,,,,,,,,,,,,,,,,54441,2017-12-31
,,,,,,,,,,,,,,,,,,,,54656,2017-12-31
,,,,,,,,,,,,,,,,,,,,54973,2017-12-31
,,,,,,,,,,,,,,,,,,,,55336,2017-12-31
,,,,,,,,,,,,,,,,,,,,55635,2017-12-31
,,,,,,,,,,,,,,,,,,,,55653,2017-12-31
,,,,,,,,,,,,,,,,,,,,55970,2017-12-31
,,,,,,,,,,,,,,,,,,,,56258,2017-12-31
,,,,,,,,,,,,,,,,,,,,56351,2017-12-31
,,,,,,,,,,,,,,,,,,,,56548,2017-12-31
,,,,,,,,,,,,,,,,,,,,56557,2017-12-31
,,,,,,,,,,,,,,,,,,,,56717,2017-12-31
,,,,,,,,,,,,,,,,,,,,57040,2017-12-31
,,,,,,,,,,,,,,,,,,,,57451,2017-12-31
,,,,,,,,,,,,,,,,,,,,58207,2017-12-31
,,,,,,,,,,,,,,,,,,,,58225,2017-12-31
,,,,,,,,,,,,,,,,,,,,58243,2017-12-31
,,,,,,,,,,,,,,,,,,,,58355,2017-12-31
,,,,,,,,,,,,,,,,,,,,58551,2017-12-31
,,,,,,,,,,,,,,,,,,,,58636,2017-12-31
,,,,,,,,,,,,,,,,,,,,58757,2017-12-31
,,,,,,,,,,,,,,,,,,,,58971,2017-12-31
,,,,,,,,,,,,,,,,,,,,59316,2017-12-31
,,,,,,,,,,,,,,,,,,,,59352,2017-12-31
,,,,,,,,,,,,,,,,,,,,59370,2017-12-31
,,,,,,,,,,,,,,,,,,,,59754,2017-12-31
,,,,0,,,,,,,,,,,,,0,0,0,60143,2017-12-31
,,,,,,,,,,,,,,,,,,,,60330,2017-12-31
,,,,,,,,,,,,,,,,,,,,60545,2017-12-31
,,,,,,,,,,,,,,,,,,,,60554,2017-12-31
,,,,,,,,,,,,,,,,,,,,60648,2017-12-31
,,,,,,,,,,,,,,,,,,,,61122,2017-12-31
,,,,,,,,,,,,,,,,,,,,61355,2017-12-31
,,,,,,,,,,,,,,,,,,,,61476,2017-12-31
,,,,,,,,,,,,,,,,,,,,61757,2017-12-31
,,,,,,,,,,,,,,,,,,,,61832,2017-12-31
,,,,,,,,,,,,,,,,,,,,61953,2017-12-31
,,,,,,,,,,,,,,,,,,,,62044,2017-12-31
,,,,,,,,,,,,,,,,,,,,62110,2017-12-31
,,,,,,,,,,,,,,,,,,,,62147,2017-12-31
,,,,,,,,,,,,,,,,,,,,62772,2017-12-31
,,,,,,,,,,,,,,,,,,,,63050,2017-12-31
,,,,0,,,,,,,,,,,,,0,0,0,63069,2017-12-31
,,,,,,,,,,,,,,,,,,,,63201,2017-12-31
,,,,,,,,,,,,,,,,,,,,63573,2017-12-31
,,,,,,,,,,,,,,,,,,,,63733,2017-12-31
,,,,,,,,,,,,,,,,,,,,63742,2017-12-31
,,,,,,,,,,,,,,,,,,,,63751,2017-12-31
,,,,,,,,,,,,,,,,,,,,64150,2017-12-31
,,,,,,,,,,,,,,,,,,,,64543,2017-12-31
,,,,,,,,,,,,,,,,,,,,64552,2017-12-31
,,,,,,,,,,,,,,,,,,,,64730,2017-12-31
,,,,,,,,,,,,,,,,,,,,65205,2017-12-31
,,,,,,,,,,,,,,,,,,,,65241,2017-12-31
,,,,0,,,,,,,,,,,,,0,0,0,65513,2017-12-31
,,,,,,,,,,,,,,,,,,,,65559,2017-12-31
,,,,,,,,,,,,,,,,,,,,65746,2017-12-31
,,,,,,,,,,,,,,,,,,,,65858,2017-12-31
,,,,,,,,,,,,,,,,,,,,66154,2017-12-31
,,,,,,,,,,,,,,,,,,,,66275,2017-12-31
,,,,,,,,,,,,,,,,,,,,66677,2017-12-31
,,,,,,,,,,,,,,,,,,,,67142,2017-12-31
,,,,,,,,,,,,,,,,,,,,67151,2017-12-31
,,,,,,,,,,,,,,,,,,,,67209,2017-12-31
,,,,,,,,,,,,,,,,,,,,67254,2017-12-31
,,,,,,,,,,,,,,,,,,,,67656,2017-12-31
,,,,,,,,,,,,,,,,,,,,67870,2017-12-31
,,,,,,,,,,,,,,,,,,,,68448,2017-12-31
,,,,,,,,,,,,,,,,,,,,68671,2017-12-31
,,,,,,,,,,,,,,,,,,,,68756,2017-12-31
,,,,,,,,,,,,,,,,,,,,68831,2017-12-31
,,,,,,,,,,,,,,,,,,,,68840,2017-12-31
,,,,,,,,,,,,,,,,,,,,68859,2017-12-31
,,,,,,,,,,,,,,,,,,,,69333,2017-12-31
,,,,,,,,,,,,,,,,,,,,69678,2017-12-31
,,,,,,,,,,,,,,,,,,,,70058,2017-12-31
,,,,,,,,,,,,,,,,,,,,70218,2017-12-31
,,,,,,,,,,,,,,,,,,,,70414,2017-12-31
,,,,,,,,,,,,,,,,,,,,70638,2017-12-31
,,,,,,,,,,,,,,,,,,,,70955,2017-12-31
,,,,,,,,,,,,,,,,,,,,71073,2017-12-31
,,,,,,,,,,,,,,,,,,,,71318,2017-12-31
,,,,,,,,,,,,,,,,,,,,71457,2017-12-31
,,,,,,,,,,,,,,,,,,,,71859,2017-12-31
,,,,,,,,,,,,,,,,,,,,72258,2017-12-31
,,,,,,,,,,,,,,,,,,,,72351,2017-12-31
,,,,,,,,,,,,,,,,,,,,72454,2017-12-31
,,,,,,,,,,,,,,,,,,,,72678,2017-12-31
,,,,,,,,,,,,,,,,,,,,73116,2017-12-31
,,,,,,,,,,,,,,,,,,,,73152,2017-12-31
,,,,,,,,,,,,,,,,,,,,73554,2017-12-31
,,,,,,,,,,,,,,,,,,,,73956,2017-12-31
,,,,,,,,,,,,,,,,,,,,74056,2017-12-31
,,,,,,,,,,,,,,,,,,,,74140,2017-12-31
,,,,,,,,,,,,,,,,,,,,74403,2017-12-31
,,,,,,,,,,,,,,,,,,,,74449,2017-12-31
,,,,,,,,,,,,,,,,,,,,75053,2017-12-31
,,,,,,,,,,,,,,,,,,,,75259,2017-12-31
,,,,,,,,,,,,,,,,,,,,75446,2017-12-31
,,,,,,,,,,,,,,,,,,,,75455,2017-12-31
,,,,,,,,,,,,,,,,,,,,75558,2017-12-31
,,,,0,,,,,,,,,,,,,0,0,0,75633,2017-12-31
,,,,,,,,,,,,,,,,,,,,75651,2017-12-31
,,,,,,,,,,,,,,,,,,,,76153,2017-12-31
,,,,,,,,,,,,,,,,,,,,76443,2017-12-31
,,,,,,,,,,,,,,,,,,,,76854,2017-12-31
,,,,,,,,,,,,,,,,,,,,77150,2017-12-31
,,,,,,,,,,,,,,,,,,,,77253,2017-12-31
,,,,,,,,,,,,,,,,,,,,77422,2017-12-31
,,,,,,,,,,,,,,,,,,,,77851,2017-12-31
,,,,,,,,,,,,,,,,,,,,78157,2017-12-31
,,,,,,,,,,,,,,,,,,,,78241,2017-12-31
,,,,,,,,,,,,,,,,,,,,78559,2017-12-31
,,,,,,,,,,,,,,,,,,,,79042,2017-12-31
,,,,,,,,,,,,,,,,,,,,79127,2017-12-31
,,,,,,,,,,,,,,,,,,,,79145,2017-12-31
,,,,,,,,,,,,,,,,,,,,79257,2017-12-31
,,,,,,,,,,,,,,,,,,,,79855,2017-12-31
,,,,,,,,,,,,,,,,,,,,80150,2017-12-31
,,,,,,,,,,,,,,,,,,,,80374,2017-12-31
,,,,,,,,,,,,,,,,,,,,80431,2017-12-31
,,,,,,,,,,,,,,,,,,,,80552,2017-12-31
,,,,,,,,,,,,,,,,,,,,80936,2017-12-31
,,,,,,,,,,,,,,,,,,,,81175,2017-12-31
,,,,,,,,,,,,,,,,,,,,81429,2017-12-31
,,,,,,,,,,,,,,,,,,,,82033,2017-12-31
,,,,,,,,,,,,,,,,,,,,82257,2017-12-31
,,,,,,,,,,,,,,,,,,,,82350,2017-12-31
,,,,,,,,,,,,,,,,,,,,82659,2017-12-31
,,,,,,,,,,,,,,,,,,,,83151,2017-12-31
,,,,,,,,,,,,,,,,,,,,83236,2017-12-31
,,,,,,,,,,,,,,,,,,,,83375,2017-12-31
,,,,0,,,,,,,,,,,,,0,0,0,83638,2017-12-31
,,,,,,,,,,,,,,,,,,,,83834,2017-12-31
,,,,,,,,,,,,,,,,,,,,83852,2017-12-31
,,,,,,,,,,,,,,,,,,,,83955,2017-12-31
,,,,,,,,,,,,,,,,,,,,84046,2017-12-31
,,,,,,,,,,,,,,,,,,,,84541,2017-12-31
,,,,,,,,,,,,,,,,,,,,84804,2017-12-31
,,,,,,,,,,,,,,,,,,,,85052,2017-12-31
,,,,,,,,,,,,,,,,,,,,85258,2017-12-31
,,,,,,,,,,,,,,,,,,,,85454,2017-12-31
,,,,,,,,,,,,,,,,,,,,85472,2017-12-31
,,,,,,,,,,,,,,,,,,,,85931,2017-12-31
,,,,,,,,,,,,,,,,,,,,86349,2017-12-31
,,,,,,,,,,,,,,,,,,,,86358,2017-12-31
,,,,,,,,,,,,,,,,,,,,86554,2017-12-31
,,,,,,,,,,,,,,,,,,,,86675,2017-12-31
,,,,,,,,,,,,,,,,,,,,87047,2017-12-31
,,,,,,,,,,,,,,,,,,,,87159,2017-12-31
,,,,,,,,,,,,,,,,,,,,87177,2017-12-31
,,,,,,,,,,,,,,,,,,,,87234,2017-12-31
,,,,,,,,,,,,,,,,,,,,87476,2017-12-31
,,,,,,,,,,,,,,,,,,,,87579,2017-12-31
,,,,,,,,,,,,,,,,,,,,88231,2017-12-31
,,,,,,,,,,,,,,,,,,,,88240,2017-12-31
,,,,,,,,,,,,,,,,,,,,88259,2017-12-31
,,,,,,,,,,,,,,,,,,,,88352,2017-12-31
,,,,,,,,,,,,,,,,,,,,88455,2017-12-31
,,,,,,,,,,,,,,,,,,,,88772,2017-12-31
,,,,,,,,,,,,,,,,,,,,88950,2017-12-31
,,,,,,,,,,,,,,,,,,,,89032,2017-12-31
,,,,,,,,,,,,,,,,,,,,89135,2017-12-31
,,,,,,,,,,,,,,,,,,,,89854,2017-12-31
,,,,,,,,,,,,,,,,,,,,89957,2017-12-31
,,,,,,,,,,,,,,,,,,,,90047,2017-12-31
,,,,,,,,,,,,,,,,,,,,90177,2017-12-31
,,,,,,,,,,,,,,,,,,,,90328,2017-12-31
,,,,,,,,,,,,,,,,,,,,90337,2017-12-31
,,,,,,,,,,,,,,,,,,,,90579,2017-12-31
,,,,,,,,,,,,,,,,,,,,91615,2017-12-31
,,,,,,,,,,,,,,,,,,,,91651,2017-12-31
,,,,,,,,,,,,,,,,,,,,91754,2017-12-31
,,,,,,,,,,,,,,,,,,,,91950,2017-12-31
,,,,,,,,,,,,,,,,,,,,92144,2017-12-31
,,,,,,,,,,,,,,,,,,,,92676,2017-12-31
,,,,,,,,,,,,,,,,,,,,92706,2017-12-31
,,,,,,,,,,,,,,,,,,,,92902,2017-12-31
,,,,,,,,,,,,,,,,,,,,93244,2017-12-31
,,,,,,,,,,,,,,,,,,,,93543,2017-12-31
,,,,,,,,,,,,,,,,,,,,93619,2017-12-31
,,,,,,,,,,,,,,,,,,,,93758,2017-12-31
,,,,,,,,,,,,,,,,,,,,94139,2017-12-31
,,,,,,,,,,,,,,,,,,,,94522,2017-12-31
,,,,,,,,,,,,,,,,,,,,94755,2017-12-31
,,,,,,,,,,,,,,,,,,,,94858,2017-12-31
,,,,,,,,,,,,,,,,,,,,95051,2017-12-31
,,,,,,,,,,,,,,,,,,,,95659,2017-12-31
,,,,,,,,,,,,,,,,,,,,95677,2017-12-31
,,,,,,,,,,,,,,,,,,,,96553,2017-12-31
,,,,,,,,,,,,,,,,,,,,97055,2017-12-31
,,,,,,,,,,,,,,,,,,,,97279,2017-12-31
,,,,,,,,,,,,,,,,,,,,97457,2017-12-31
,,,,,,,,,,,,,,,,,,,,97804,2017-12-31
,,,,,,,,,,,,,,,,,,,,97943,2017-12-31
,,,,,,,,,,,,,,,,,,,,98351,2017-12-31
,,,,,,,,,,,,,,,,,,,,98463,2017-12-31
,,,,,,,,,,,,,,,,,,,,98717,2017-12-31
,,,,,,,,,,,,,,,,,,,,99143,2017-12-31
,,,,,,,,,,,,,,,,,,,,99255,2017-12-31
,,,,,,,,,,,,,,,,,,,,99376,2017-12-31
,,,,,,,,,,,,,,,,,,,,99442,2017-12-31
,,,,,,,,,,,,,,,,,,,,99536,2017-12-31
,,,,,,,,,,,,,,,,,,,,99853,2017-12-31
,,,,,,,,,,,,,,,,,,,,100236,2017-12-31
,,,,,,,,,,,,,,,,,,,,100357,2017-12-31
,,,,,,,,,,,,,,,,,,,,100562,2017-12-31
,,,,,,,,,,,,,,,,,,,,100777,2017-12-31
,,,,,,,,,,,,,,,,,,,,100843,2017-12-31
,,,,0,,,,,,,,,,,,,0,0,0,101019,2017-12-31
,,,,,,,,,,,,,,,,,,,,101037,2017-12-31
,,,,,,,,,,,,,,,,,,,,101439,2017-12-31
,,,,,,,,,,,,,,,,,,,,101671,2017-12-31
,,,,,,,,,,,,,,,,,,,,101738,2017-12-31
,,,,,,,,,,,,,,,,,,,,101952,2017-12-31
,,,,,,,,,,,,,,,,,,,,102155,2017-12-31
,,,,,,,,,,,,,,,,,,,,102333,2017-12-31
,,,,,,,,,,,,,,,,,,,,102342,2017-12-31
,,,,,,,,,,,,,,,,,,,,102539,2017-12-31
,,,,,,,,,,,,,,,,,,,,102557,2017-12-31
,,,,,,,,,,,,,,,,,,,,102874,2017-12-31
,,,,,,,,,,,,,,,,,,,,103134,2017-12-31
,,,,,,,,,,,,,,,,,,,,103255,2017-12-31
,,,,,,,,,,,,,,,,,,,,103563,2017-12-31
,,,,,,,,,,,,,,,,,,,,104234,2017-12-31
,,,,,,,,,,,,,,,,,,,,104542,2017-12-31
,,,,,,,,,,,,,,,,,,,,104971,2017-12-31
,,,,,,,,,,,,,,,,,,,,105026,2017-12-31
,,,,,,,,,,,,,,,,,,,,105222,2017-12-31
,,,,,,,,,,,,,,,,,,,,105473,2017-12-31
