RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,44124,0,84166,6180,,,3084,24555,5592,0,7428,14697,30998,7457,6278,13930,0,7275,7391,,,37,2011-03-31
,,,,,,,,,,,,0,,22009,30,35208,639,,3200,1400,7611,7055,0,5262,1945,6831,3895,0,5343,0,2746,6349,,,242,2011-03-31
,,,,,,,,,,,,0,24685,75146,2789,145081,3605,,,2212,48787,18240,167,12623,27054,40108,10368,33027,13402,0,5442,17812,,,279,2011-03-31
,,,,,,,,,,,,0,,4004,805,10458,99,,636,442,1151,1150,0,0,1224,3207,4660,0,396,0,794,2534,,,354,2011-03-31
,,,,,,,,,,,,1,,31460,1045,36725,1231,,6739,5922,7603,8087,0,2368,3513,10204,0,2,175,0,2605,11431,,,457,2011-03-31
,,,,,,,,,,,,0,45500,233331,0,390904,61232,,0,17979,134701,48146,0,10102,27053,44895,7913,39811,34783,0,24371,188703,,,505,2011-03-31
,,,,,,,,,,,,12417,0,138886,0,211286,25553,,8250,37558,24405,56647,0,59887,29461,52260,18805,129,6753,471,7960,13252,,,1155,2011-03-31
,,,,,,,,,,,,0,0,70743,9161,154486,0,,4703,19173,12988,24218,0,10835,34944,41071,38124,0,31843,0,9619,24215,,,1351,2011-03-31
,,,,,,,,,,,,0,0,216497,0,513372,56216,,2477,24444,90784,71732,0,98800,60675,51636,142306,12379,61794,0,25943,137340,,,1454,2011-03-31
,,,,,,,,,,,,0,,33112,6081,59457,1990,,18767,1583,2518,9161,0,7893,12447,12474,3990,0,11752,0,1080,7630,,,1557,2011-03-31
,,,,,,,,,,,,0,123,82743,3504,245355,17778,,,9921,45438,10845,0,53697,29979,50054,99866,3226,18870,0,12482,30192,,,1669,2011-03-31
,,,,,,,,,,,,2312,25173,234328,0,411222,57373,,0,21665,121307,89163,23980,19123,43873,80137,13335,40182,21718,660,1474,128689,,,1829,2011-03-31
,,,,,,,,,,,,0,54000,38382,0,166285,15007,,,26598,2193,8522,0,2578,962,81249,23405,62831,6098,0,778,5053,,,1856,2011-03-31
,,,,,,,,,,,,2951,20000,146577,7496,204562,203,,,14625,32020,96438,0,29908,16190,51257,636,19229,21298,85,1753,52101,,,2040,2011-03-31
,,,,,,,,,,,,0,0,58538,11440,126778,4448,,4602,13364,29319,3011,0,25966,26655,15703,4135,16455,10357,324,8540,19877,,,2161,2011-03-31
,,,,,,,,,,,,178398,584334,1611825,0,2504924,25055,,0,25646,249757,1336008,0,16755,256347,417787,254451,477549,2956,0,413,552309,,,2376,2011-03-31
,,,,,,,,,,,,0,,4909,504,11255,4233,,1166,807,463,2051,0,1657,1550,2796,223,0,532,0,365,1089,,,2554,2011-03-31
,,,,,,,,,,,,0,224,373632,0,520336,38829,,0,27963,42197,295025,4860,41270,166738,71875,10617,0,62613,0,2379,85552,,,2732,2011-03-31
,,,,,,,,,,,,43,,35431,1325,56379,204,,18502,2505,2811,9802,0,7763,12352,13669,5992,4665,5491,0,1711,8464,,,2750,2011-03-31
,,,,,,,,,,,,850,3500,74938,708,148532,1596,,31392,9101,638,24388,121,38560,28774,17014,1949,46247,14031,0,5192,26035,,,3252,2011-03-31
,,,,,,,,,,,,2975,,14397,297,31886,2656,,885,3051,2175,7027,60,5938,5692,7928,5434,410,3369,0,860,3230,,,3458,2011-03-31
,,,,,,,,,,,,4370,5285,110263,0,192331,18991,,5083,11360,29411,56697,0,48620,27644,33939,19826,17135,13739,0,7297,24763,,,3720,2011-03-31
,,,,,,,,,,,,0,5307,108325,0,123310,1701,,14367,39677,13874,36696,0,8140,22152,16233,0,0,0,0,6518,35787,,,3953,2011-03-31
,,,,,,,,,,,,1478,15000,129477,8059,185704,65,,10677,14489,33114,67451,1056,35970,29207,37501,12896,0,15210,0,2689,25484,,,4156,2011-03-31
,,,,,,,,,,,,6,0,79138,0,120774,0,,,5885,14496,50069,0,10093,34807,33567,5270,15564,15054,0,7051,16635,,,4231,2011-03-31
,,,,,,,,,,,,3018,4100,153197,198,258034,10942,,,13175,64291,62955,0,33964,45131,42322,44901,3532,27061,0,9241,82208,,,4437,2011-03-31
,,,,,,,,,,,,4851,19838,239228,1808,307303,520,,0,9707,29921,191881,0,14915,66803,69497,8203,18697,21725,0,1717,61594,,,4839,2011-03-31
,,,,,,,,,,,,0,55590,234612,8649,371148,45077,,0,2886,121900,109509,0,10621,68135,101677,7914,11755,21779,0,284,76818,,,5005,2011-03-31
,,,,,,,,,,,,0,111,385951,0,480011,62074,,0,3367,39483,346813,0,1582,215910,51357,1089,0,27345,0,0,72508,,,5069,2011-03-31
,,,,,,,,,,,,0,20814,229266,0,318598,43706,,27405,24847,55643,107158,0,33546,96515,50104,21437,0,2079,514,10098,32059,,,5135,2011-03-31
,,,,,,,,,,,,34297,79872,666565,0,954818,15700,,2722,34543,343393,254974,0,25332,72703,217330,40006,106957,46532,0,14458,329097,,,5210,2011-03-31
,,,,,,,,,,,,92726,46820,143705,0,406801,2576,,0,3787,16758,120735,0,12377,36646,38347,130339,38919,63968,0,397,96857,,,5331,2011-03-31
,,,,,,,,,,,,0,15635,355805,0,467281,385,,1549,47619,57961,229144,0,7277,43623,14705,34627,1178,26796,0,8620,312581,,,5461,2011-03-31
,,,,,,,,,,,,69,506,49815,9008,122302,0,,19185,6898,9958,9031,819,12932,7549,12050,14637,25836,18483,0,3582,55320,,,5751,2011-03-31
,,,,,,,,,,,,0,,55736,600,83535,14741,,4243,5194,6726,33990,0,7970,14055,24849,4205,193,191,487,3413,11014,,,6039,2011-03-31
,,,,,,,,,,,,0,,23023,10456,52475,0,,2175,1655,5813,9177,0,14630,8985,7875,5780,1973,6128,0,4312,3125,,,6141,2011-03-31
,,,,,,,,,,,,111,0,362727,7034,477388,10,,4430,37260,87847,136891,0,29997,163888,126364,18899,11258,10665,1203,91267,41728,,,6329,2011-03-31
,,,,,,,,,,,,0,39532,520809,0,846602,10102,,3400,79667,65790,354222,1760,27154,55188,71233,124696,1096,135168,0,3068,392502,,,6972,2011-03-31
,,,,,,,,,,,,0,0,277135,0,625841,9113,,0,67177,0,0,0,0,0,0,144622,0,179254,0,201939,498359,,,7009,2011-03-31
,,,,,,,,,,,,0,0,67810,0,134488,21708,,4018,3385,26474,20330,0,36076,15172,21201,16027,0,23919,492,10799,25473,,,7045,2011-03-31
,,,,,,,,,,,,0,,25812,1446,51031,0,,2732,6171,8423,4408,98,4090,12251,15106,9927,224,12116,0,4079,10090,,,7157,2011-03-31
,,,,,,,,,,,,0,,30009,3087,55025,1338,,6585,9579,2372,9749,0,7849,5957,16419,4656,9413,3930,0,1633,8294,,,7456,2011-03-31
,,,,,,,,,,,,0,,48348,0,71030,9326,,,5396,13943,23858,0,5503,23844,20495,2862,189,2594,0,4025,4072,,,7634,2011-03-31
,,,,,,,,,,,,0,17159,132137,12648,165290,14017,,,19284,35527,67357,0,14436,38762,41634,5570,1,1771,0,6779,8032,,,8033,2011-03-31
,,,,,,,,,,,,0,0,33485,5083,128362,3675,,6856,10049,1831,6253,0,25467,35506,12811,36380,22071,10489,0,8043,10158,,,8462,2011-03-31
,,,,,,,,,,,,0,,32433,4443,56975,522,,,6629,13495,4374,0,5478,9375,11057,13477,0,0,0,7395,13871,,,8631,2011-03-31
,,,,,,,,,,,,4319,4980,198028,0,320638,43507,,0,85621,58708,48226,0,5220,430,1618,44168,5,994,0,5584,215025,,,9357,2011-03-31
,,,,,,,,,,,,46,,70832,3408,97444,4534,,30752,4793,8021,24414,0,10813,15177,23102,4698,638,6174,0,1688,14181,,,9553,2011-03-31
,,,,,,,,,,,,62293,305998,1558193,6667,2404599,158178,,0,86390,500383,970148,0,13204,185433,330561,147536,69164,229714,0,851,1290947,,,9807,2011-03-31
,,,,,,,,,,,,0,2035,53929,0,106015,23013,,6691,8390,11575,23490,1266,19843,8943,12924,12991,0,13169,0,2517,31391,,,9955,2011-03-31
,,,,,,,,,,,,0,216,308947,0,401103,1695,,0,51728,69260,171320,0,13930,93014,112550,0,21436,23868,312,15900,137838,,,10250,2011-03-31
,,,,,,,,,,,,0,13610,200521,0,274256,2381,,5989,10929,42466,145035,0,6678,50122,87619,1000,4374,24373,0,2456,86926,,,10849,2011-03-31
,,,,,,,,,,,,41650,5939,259983,0,391923,33523,,28226,45803,44561,102057,0,3136,61340,56677,25863,50258,1781,0,14632,175701,,,10858,2011-03-31
