RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,44602,4548,75843,0,31509,0,1271,,,0,7346,9014,29845,11549,5020,6602,0,9294,10784,,,37,2003-09-30
,,,,,,,,,,,,0,,19070,221,25952,100,12785,2315,1186,,,0,3996,1196,7885,4362,13,870,0,2748,4404,,,242,2003-09-30
,,,,,,,,,,,,0,32895,26950,2131,130290,1596,24024,0,435,,,364,7397,16472,42648,5857,80172,5255,0,1935,10979,,,279,2003-09-30
,,,,,,,,,,,,94,,4573,105,8502,0,2676,904,308,,,0,0,766,3231,3583,0,0,0,1087,2020,,,354,2003-09-30
,,,,,,,,,,,,40,0,112952,3706,158886,0,82272,0,17653,,,0,15919,25346,43068,10768,13408,5391,0,7567,22519,,,439,2003-09-30
,,,,,,,,,,,,0,,19080,2597,26074,0,8289,4142,2908,,,0,1707,3024,9453,1080,157,526,0,3437,5937,,,457,2003-09-30
,,,,,,,,,,,,0,9245,152337,3282,268550,63,102017,0,18756,,,0,26809,22499,49623,40112,40642,15393,202,26455,94901,,,505,2003-09-30
,,,,,,,,,,,,4349,32661,291654,687,394039,25283,215822,0,28227,,,0,40950,38344,59519,46149,10666,1040,35555,11281,119287,,,1146,2003-09-30
,,,,,,,,,,,,14721,1174,96281,507,143357,6,52793,4578,29815,,,0,29987,17033,45829,18350,490,16721,394,8701,11014,,,1155,2003-09-30
,,,,,,,,,,,,0,,51695,3572,97029,0,22181,4150,16349,,,87,7537,12343,35924,21635,4036,11932,0,8928,16186,,,1351,2003-09-30
,,,,,,,,,,,,0,0,129229,32704,303023,1880,66841,4387,22506,,,0,38921,26874,47283,60879,45873,10816,1478,26588,89874,,,1454,2003-09-30
,,,,,,,,,,,,0,,16795,3898,33798,50,8646,6459,833,,,0,2901,3939,13519,6802,0,3160,0,857,3698,,,1557,2003-09-30
,,,,,,,,,,,,17055,24000,211007,0,253138,210,142960,0,48127,,,0,7389,45623,31819,22674,1660,3316,0,11500,68720,,,1632,2003-09-30
,,,,,,,,,,,,0,252,68134,11447,234249,3780,46840,0,8149,,,0,37194,25785,67348,126161,110,9344,0,10832,28837,,,1669,2003-09-30
,,,,,,,,,,,,869,5043,147782,0,300202,5732,117060,0,24694,,,19323,15057,26104,77221,22836,52576,37255,576,2800,80294,,,1829,2003-09-30
,,,,,,,,,,,,7,,6344,345,41394,636,3039,560,1798,,,0,1244,19002,5605,1167,28497,0,0,712,2404,,,1856,2003-09-30
,,,,,,,,,,,,18,16504,111602,4909,148289,104,47081,0,57473,,,0,17340,25086,31938,3935,1203,15247,347,6700,31967,,,2040,2003-09-30
,,,,,,,,,,,,0,,48399,7393,97670,6813,32861,0,4353,,,0,23466,18498,19128,25296,500,0,424,9939,18342,,,2161,2003-09-30
,,,,,,,,,,,,7857,125000,325150,14965,990316,1,324200,0,0,,,0,40466,67059,354899,17659,541173,68068,0,950,246418,,,2376,2003-09-30
,,,,,,,,,,,,0,,13080,328,14841,13,6410,2880,2005,,,0,661,2277,5673,440,62,359,0,1444,1508,,,2451,2003-09-30
,,,,,,,,,,,,0,,3696,560,7462,0,551,1884,565,,,0,1588,783,2511,2076,7,142,0,482,522,,,2554,2003-09-30
,,,,,,,,,,,,0,224,302109,26460,429312,0,216123,0,82154,,,0,27541,92901,84224,23049,0,48315,0,4656,93506,,,2732,2003-09-30
,,,,,,,,,,,,518,,29705,349,42367,496,11161,14967,2375,,,0,4012,7210,15945,6044,3245,583,0,1202,5411,,,2750,2003-09-30
,,,,,,,,,,,,29632,42946,214607,0,280938,1898,144516,7189,54961,,,0,5043,31249,20762,30930,6192,4840,0,12241,79336,,,2938,2003-09-30
,,,,,,,,,,,,0,0,60490,14093,117037,291,52759,0,1985,,,0,12932,16130,43378,35456,48,1630,0,3451,22751,,,2956,2003-09-30
,,,,,,,,,,,,1024,,62551,3024,99598,1064,16517,31290,9339,,,0,14417,12833,20933,10675,2722,8797,0,4315,22384,,,3252,2003-09-30
,,,,,,,,,,,,765,,9043,1601,22808,2836,6384,856,821,,,0,3513,3856,6889,4950,977,1593,0,747,3055,,,3458,2003-09-30
,,,,,,,,,,,,16774,10000,745291,28293,1341474,13695,659769,0,85522,,,37609,5093,26586,265760,175350,100283,38388,87,4673,660114,,,3506,2003-09-30
,,,,,,,,,,,,8303,30996,248953,110,331011,7429,164333,0,43223,,,0,50084,34944,95219,2899,14108,26055,286,41111,50707,,,3579,2003-09-30
,,,,,,,,,,,,992,8689,73996,4861,142416,0,55436,1925,5810,,,0,28037,16650,30403,21309,17881,14993,0,5579,16986,,,3720,2003-09-30
,,,,,,,,,,,,0,,60863,6746,73293,0,27037,14239,14630,,,0,8105,8880,15596,0,0,0,0,3825,19095,,,3953,2003-09-30
,,,,,,,,,,,,1123,5319,106656,0,168241,0,84912,0,9355,,,0,11812,27103,42619,30940,5319,12888,0,12938,44884,,,4138,2003-09-30
,,,,,,,,,,,,0,,60817,6766,102213,653,43137,0,8997,,,0,12982,6359,24817,1802,133,23421,673,4004,26718,,,4147,2003-09-30
,,,,,,,,,,,,929,12446,75348,0,117848,135,37772,12823,19175,,,262,15158,10511,28673,7833,28,20093,0,5316,19725,,,4156,2003-09-30
,,,,,,,,,,,,4321,,43358,24,102992,0,31343,0,2849,,,0,9439,23487,20591,26750,23673,5487,0,7585,21014,,,4231,2003-09-30
,,,,,,,,,,,,3283,4221,124242,3015,165807,3139,90586,0,18962,,,65,21277,5231,23505,19510,0,8562,0,14847,76615,,,4437,2003-09-30
,,,,,,,,,,,,0,,4951,638,9580,0,2706,529,979,,,0,1426,671,3856,3220,0,171,0,739,1664,,,4745,2003-09-30
,,,,,,,,,,,,7219,24747,141413,86,223580,189,130863,0,6204,,,0,4792,38914,45764,3021,38448,22514,0,3958,47992,,,4839,2003-09-30
