RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,41124,3968,64834,0,27780,0,734,,,0,7659,6592,24959,8325,2192,5518,0,10635,5538,,,37,2001-06-30
,,,,,,,,,,,,0,,13776,770,23550,0,,,,,,51,3822,1032,8724,5591,70,1664,,,2934,,,242,2001-06-30
,,,,,,,,,,,,0,,23818,1963,93866,540,19997,0,511,,,202,5906,7379,49350,17443,39639,6641,0,2250,7486,,,279,2001-06-30
,,,,,,,,,,,,69,,3556,114,8253,0,,,,,,0,0,900,3062,3693,122,364,,,1949,,,354,2001-06-30
,,,,,,,,,,,,0,0,106496,12566,156182,0,68199,0,20426,,,0,14140,23951,52188,14383,6198,3210,0,11014,18732,,,439,2001-06-30
,,,,,,,,,,,,0,,12186,715,18825,90,,,,,,0,1397,754,7834,3222,591,719,,,5004,,,457,2001-06-30
,,,,,,,,,,,,56,4000,157500,5200,241951,42,109253,0,24015,,,0,18868,32687,50284,19980,21082,18193,351,21876,75976,,,505,2001-06-30
,,,,,,,,,,,,250,1400,225737,3105,298320,10082,131585,,34023,,,0,26072,43394,92107,26821,2880,4163,46558,13202,59181,,,1146,2001-06-30
,,,,,,,,,,,,9226,0,82572,4374,126930,28,39653,3914,23164,,,0,14944,19019,47062,17177,1493,11856,577,5708,5945,,,1155,2001-06-30
,,,,,,,,,,,,0,,45344,6011,80546,0,20104,3401,12252,,,342,5880,12044,32485,19877,1,4994,0,7958,11021,,,1351,2001-06-30
,,,,,,,,,,,,0,0,133473,21675,263990,5997,56334,6389,22479,,,0,40350,22776,52571,41396,27383,15400,1215,46996,67343,,,1454,2001-06-30
,,,,,,,,,,,,0,,17730,4065,34169,0,7670,7967,1003,,,0,2801,3734,14779,8178,0,2407,0,1074,3591,,,1557,2001-06-30
,,,,,,,,,,,,20009,989,142820,0,198034,0,99321,5278,35348,,,0,19102,23327,33847,36967,3229,4214,0,8141,55295,,,1632,2001-06-30
,,,,,,,,,,,,0,469,63687,10021,249809,6346,36255,0,9946,,,0,39209,28469,84003,146910,206,8624,0,17769,30506,,,1669,2001-06-30
,,,,,,,,,,,,33,0,105919,0,246560,4540,76961,0,21979,,,6811,15399,18004,74544,25935,44737,45194,699,5483,51575,,,1829,2001-06-30
,,,,,,,,,,,,0,,3897,618,9279,837,,,,,,0,1527,1327,2512,293,2460,0,,,2000,,,1856,2001-06-30
,,,,,,,,,,,,0,,6006,1075,17187,799,,,,,,0,0,329,3914,8654,0,13,,,5896,,,1959,2001-06-30
,,,,,,,,,,,,129,15112,96275,1533,122819,140,31678,0,54987,,,0,18899,12795,35286,2910,2746,12403,345,8567,18879,,,2040,2001-06-30
,,,,,,,,,,,,0,,50288,7747,92576,6627,33424,0,4999,,,0,16409,15330,25424,20267,1235,0,484,11377,13342,,,2161,2001-06-30
,,,,,,,,,,,,12945,0,348079,21211,660749,0,347736,0,0,,,0,25678,42708,319839,126001,107485,43983,0,343,143048,,,2376,2001-06-30
,,,,,,,,,,,,0,,9561,258,11232,15,,,,,,0,606,2121,4590,626,2,412,,,962,,,2451,2001-06-30
,,,,,,,,,,,,0,,3831,71,5947,0,,,,,,0,1146,400,1927,1044,18,242,,,459,,,2554,2001-06-30
,,,,,,,,,,,,0,242,276440,12974,396694,0,192883,0,78033,,,0,24276,98047,98573,29762,17,53999,0,5266,68370,,,2732,2001-06-30
,,,,,,,,,,,,0,,39821,3016,47393,0,14449,22470,3786,,,0,2288,7903,21894,3040,0,1327,0,1076,5550,,,2750,2001-06-30
,,,,,,,,,,,,31753,15000,201873,0,260263,139,122335,13324,58230,,,0,13378,40352,36854,34971,4435,4646,0,20793,36819,,,2938,2001-06-30
,,,,,,,,,,,,0,0,68145,11647,116739,97,56959,0,2844,,,0,11975,24873,45076,27742,165,3262,0,5612,14254,,,2956,2001-06-30
