RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,44437,2523,81977,0,,,2394,23679,10876,0,7739,13000,30000,10841,11184,7642,0,7956,8102,,,37,2009-03-31
,,,,,,,,,,,,0,,20443,1718,33696,1224,,3053,1978,7460,5841,0,4839,3292,7106,4174,3,5003,0,2716,6458,,,242,2009-03-31
,,,,,,,,,,,,0,31610,65990,2151,140138,624,,,3905,36865,14204,278,10702,22084,42264,628,57320,6866,0,6769,13470,,,279,2009-03-31
,,,,,,,,,,,,1,,4073,517,8420,60,,616,341,1399,1183,0,0,443,3043,3282,0,0,0,687,2043,,,354,2009-03-31
,,,,,,,,,,,,867,,27185,0,31614,476,,5786,3958,7149,7061,0,1982,2100,9682,715,3,375,0,2797,8720,,,457,2009-03-31
,,,,,,,,,,,,0,60131,265214,0,349793,451,,0,14625,168429,41658,0,6121,30533,50271,6716,37059,26439,0,30235,135029,,,505,2009-03-31
,,,,,,,,,,,,17369,3787,137678,0,193781,2214,,,39455,25376,54888,0,41912,27516,49182,19860,175,15475,526,10702,14158,,,1155,2009-03-31
,,,,,,,,,,,,0,0,68284,3485,132614,0,,4742,18817,11502,23072,48,12606,24163,41801,35086,619,21603,0,10099,23603,,,1351,2009-03-31
,,,,,,,,,,,,0,0,210026,11402,453268,43087,,2572,30921,82776,63056,52,84242,47571,56588,80741,28723,52248,0,30333,122737,,,1454,2009-03-31
,,,,,,,,,,,,1,,23645,1908,42406,1281,,11472,1120,2424,7663,0,5020,6354,11424,7963,0,5459,0,908,5668,,,1557,2009-03-31
,,,,,,,,,,,,17144,35700,662478,5390,756903,72,,5152,92340,162388,372844,675,27248,179568,160059,29868,19139,1603,0,14306,240985,,,1632,2009-03-31
,,,,,,,,,,,,0,163,78649,8072,242310,356,,,11749,43350,7656,0,47059,32549,53254,106134,3482,14882,0,10954,38823,,,1669,2009-03-31
,,,,,,,,,,,,3439,35312,236066,0,382903,15025,,0,25032,129749,78578,28294,17190,44701,107705,13012,47799,22809,647,1982,80057,,,1829,2009-03-31
,,,,,,,,,,,,584,80599,12549,222,244368,40,,868,5657,2019,3127,0,1704,25414,115372,35241,190030,2035,0,1877,3385,,,1856,2009-03-31
,,,,,,,,,,,,2189,25792,152225,3355,206596,57,,,12169,37402,96733,0,27551,9726,78994,150,21984,18323,449,4922,30802,,,2040,2009-03-31
,,,,,,,,,,,,0,0,57636,2823,110492,1500,,,11500,31900,3491,2,23338,20999,18353,4041,21598,10489,336,8744,17134,,,2161,2009-03-31
,,,,,,,,,,,,7812,523021,1198184,0,1699442,27716,,0,13246,377158,807780,0,9093,199209,421232,64674,282981,6045,0,194,285834,,,2376,2009-03-31
,,,,,,,,,,,,0,,30996,1926,41156,5097,,3132,7026,8829,10835,0,1297,3626,21937,0,0,0,0,1173,4373,,,2451,2009-03-31
,,,,,,,,,,,,0,,4164,452,10043,2965,,1487,650,422,1226,0,1551,2114,2781,1721,0,0,0,369,659,,,2554,2009-03-31
,,,,,,,,,,,,0,235,427178,0,520011,12663,,0,89593,23579,310990,0,34548,190401,64143,12737,0,43574,0,2798,81119,,,2732,2009-03-31
,,,,,,,,,,,,356,,38703,137,53918,397,,21697,2481,2940,9719,0,5330,11309,13167,3587,5327,2649,0,1755,8663,,,2750,2009-03-31
,,,,,,,,,,,,12293,29000,503861,12467,639719,326,,3680,98030,128207,258631,0,22422,158926,95975,50420,43721,2433,0,11775,246092,,,2938,2009-03-31
,,,,,,,,,,,,5309,3500,67860,0,143262,2365,,29009,8567,609,24854,142,60430,14511,18078,8121,45620,10070,0,4821,14133,,,3252,2009-03-31
,,,,,,,,,,,,4735,,11975,1861,30657,3460,,915,2924,1620,4479,505,5170,4635,7581,7706,230,2898,0,451,2820,,,3458,2009-03-31
