RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,41954,4365,68670,0,28703,0,987,,,0,7377,7900,23047,10046,2757,6273,0,10765,8523,,,37,2002-06-30
,,,,,,,,,,,,13,,16925,538,25452,148,11592,1631,1132,,,15,4060,1542,8425,5718,14,878,0,2524,3552,,,242,2002-06-30
,,,,,,,,,,,,0,,26098,1792,117288,794,23459,0,417,,,178,6394,14853,47215,18324,59535,5150,0,2096,10105,,,279,2002-06-30
,,,,,,,,,,,,65,,4047,170,8405,0,2412,845,293,,,0,0,723,3106,3790,0,79,0,996,2028,,,354,2002-06-30
,,,,,,,,,,,,0,0,100515,12261,145312,0,67157,0,17414,,,0,14148,19779,44127,11084,5002,3949,0,9977,20536,,,439,2002-06-30
,,,,,,,,,,,,0,,13387,907,20127,96,4717,3490,1607,,,0,1580,422,8665,3196,400,619,0,3300,4867,,,457,2002-06-30
,,,,,,,,,,,,0,5501,163752,3671,251865,30,111197,0,25366,,,0,21668,25791,50600,16107,31922,17566,324,24198,87090,,,505,2002-06-30
,,,,,,,,,,,,0,615,204430,3259,325531,15133,134254,0,29732,,,0,32646,44705,82177,72462,946,4535,28051,12180,79268,,,1146,2002-06-30
,,,,,,,,,,,,11028,0,82004,3899,128824,274,35311,3611,27599,,,36,17550,13520,43972,18137,871,13042,521,5730,10505,,,1155,2002-06-30
,,,,,,,,,,,,0,,46481,3213,89443,0,20246,3943,12879,,,149,7135,11229,33355,30478,0,4928,0,9265,14637,,,1351,2002-06-30
,,,,,,,,,,,,0,0,136489,20096,281432,1040,55658,5274,26974,,,0,42354,24397,48118,41282,46878,15302,1301,47212,79776,,,1454,2002-06-30
,,,,,,,,,,,,0,,19357,2461,34721,0,8355,8437,1518,,,0,3408,3760,14254,7645,0,3087,0,1017,2239,,,1557,2002-06-30
,,,,,,,,,,,,14212,16000,167691,26,216353,109,114953,10910,37255,,,0,7575,25552,31725,27958,4221,4409,0,9151,71935,,,1632,2002-06-30
,,,,,,,,,,,,0,278,64605,11082,240674,4690,37409,0,10627,,,0,38477,26604,75382,136063,145,9310,0,11502,30362,,,1669,2002-06-30
,,,,,,,,,,,,43,5000,121275,0,262355,6919,91138,0,24474,,,11263,14794,23173,68067,26649,47084,36378,649,3965,61693,,,1829,2002-06-30
,,,,,,,,,,,,0,,4030,968,9103,799,2478,352,596,,,0,1454,1238,2475,28,2437,0,0,618,1699,,,1856,2002-06-30
,,,,,,,,,,,,138,13923,100269,5882,130589,242,45664,0,44242,,,0,14173,16108,33616,3865,2513,13196,336,8733,21942,,,2040,2002-06-30
,,,,,,,,,,,,0,,50877,9194,97952,6797,32944,0,4131,,,0,18555,19022,22140,23281,727,0,430,13369,15353,,,2161,2002-06-30
,,,,,,,,,,,,2000,71978,356840,24088,755633,0,356576,0,0,,,0,27513,50238,318139,44282,283655,35685,0,264,171120,,,2376,2002-06-30
,,,,,,,,,,,,0,,10214,270,12225,11,4937,2740,1337,,,0,719,1952,5103,735,83,433,0,1217,1170,,,2451,2002-06-30
,,,,,,,,,,,,0,,3840,185,6341,0,254,2408,508,,,0,1268,520,2209,1339,13,144,0,466,511,,,2554,2002-06-30
,,,,,,,,,,,,0,176,298199,13686,408250,0,207727,0,84666,,,0,24300,93750,95860,24832,0,46715,0,5647,79342,,,2732,2002-06-30
,,,,,,,,,,,,2,,33834,0,45750,594,12766,17375,2586,,,0,3905,6305,18109,3308,1863,1292,0,1108,7228,,,2750,2002-06-30
,,,,,,,,,,,,22688,31544,191744,0,252193,176,130002,850,45242,,,0,14209,31067,21422,30306,6113,4666,0,13210,63417,,,2938,2002-06-30
