RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,33543,0,87142,4017,,,3309,15508,6439,0,8372,8640,23961,9415,6456,30170,0,4855,11345,,,37,2015-09-30
,,,,,,,,,,,,0,,25492,403,41114,1074,,3952,1753,8688,8086,0,5880,4346,4725,4577,0,6963,0,2859,7982,,,242,2015-09-30
,,,,,,,,,,,,0,32701,138223,3487,197324,4538,,,3001,104309,26670,0,24694,42115,31557,4971,15652,16623,0,3849,32225,,,279,2015-09-30
,,,,,,,,,,,,211,,3169,87,9929,61,,578,217,812,816,0,0,408,2148,4344,1007,621,0,720,3140,,,354,2015-09-30
,,,,,,,,,,,,423,,38742,80,44249,2806,,9556,7371,9790,10822,0,2903,3975,6899,0,1,431,0,2674,16697,,,457,2015-09-30
,,,,,,,,,,,,0,15344,284527,0,390333,10179,,0,21514,147532,79303,0,9252,11452,22462,14806,23324,34903,0,23199,237379,,,505,2015-09-30
,,,,,,,,,,,,15903,0,146916,0,213724,21193,,7182,42752,28965,54319,0,92895,18835,32487,19267,49,11468,504,8363,10654,,,1155,2015-09-30
,,,,,,,,,,,,132,0,80759,0,156340,0,,5064,12646,19416,28898,0,14630,33312,33444,30439,2378,37528,0,9309,23352,,,1351,2015-09-30
,,,,,,,,,,,,0,0,251444,0,795022,196068,,5305,27992,103631,87010,1485,130446,60892,44144,243241,392,105804,0,26069,298699,,,1454,2015-09-30
,,,,,,,,,,,,1,,52574,4832,77191,3245,,22552,8846,6717,12308,0,9119,6550,8997,2519,7766,2635,0,2113,13900,,,1557,2015-09-30
,,,,,,,,,,,,0,0,93219,0,261613,26244,,,8825,53883,14479,617,63711,19898,33208,93084,844,28580,0,10303,47384,,,1669,2015-09-30
,,,,,,,,,,,,0,34779,262813,0,404958,9654,,0,22810,126365,112423,12994,24328,22178,44758,9948,52791,35358,653,497,127244,,,1829,2015-09-30
,,,,,,,,,,,,0,30000,42925,3233,125756,60148,,,11545,3949,20237,0,1764,31143,29764,0,17311,0,0,380,14302,,,1856,2015-09-30
,,,,,,,,,,,,8951,23000,122496,6490,199348,3744,,,24831,24007,65017,0,18859,6586,32921,11556,14307,31455,0,752,63019,,,2040,2015-09-30
,,,,,,,,,,,,0,0,74008,8290,132947,10467,,10382,17171,36296,2733,0,31030,13919,11438,0,7884,15919,280,7621,32278,,,2161,2015-09-30
,,,,,,,,,,,,30319,764802,2730666,0,3311595,1535,,0,16832,191980,2521747,0,48741,427545,354101,0,356251,0,0,107,1064183,,,2376,2015-09-30
,,,,,,,,,,,,60,,5989,0,13752,3247,,2007,1876,269,2001,0,2214,1234,2792,0,0,3567,0,370,2177,,,2554,2015-09-30
,,,,,,,,,,,,0,0,346651,0,586811,91721,,0,33538,17961,293562,0,66464,109103,34368,60945,0,66013,0,1638,168826,,,2732,2015-09-30
,,,,,,,,,,,,156,,40814,104,59015,1421,,20193,2984,1006,15204,0,9613,5287,9446,3147,757,9504,0,857,16741,,,2750,2015-09-30
