RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,42915,4090,70029,0,27876,0,987,,,0,6829,8614,26798,10520,2780,6704,0,10308,8909,,,37,2002-09-30
,,,,,,,,,,,,1209,,17859,267,25567,100,11929,1995,1215,,,15,4166,1455,8511,5219,16,868,0,2638,3488,,,242,2002-09-30
,,,,,,,,,,,,0,,26446,3166,118617,2768,23894,0,406,,,199,6320,13985,43658,16654,58936,4981,0,1972,9979,,,279,2002-09-30
,,,,,,,,,,,,30,,4196,188,8315,0,2486,848,237,,,0,0,730,3136,3630,0,0,0,1031,1865,,,354,2002-09-30
,,,,,,,,,,,,0,0,103153,11637,148328,0,70270,0,17844,,,0,14661,19647,44054,9379,6688,3966,0,9645,22049,,,439,2002-09-30
,,,,,,,,,,,,175,,15183,76,20620,98,5727,3930,1827,,,0,1567,460,8566,2834,366,568,0,3410,5084,,,457,2002-09-30
,,,,,,,,,,,,0,9423,165376,2676,254461,37,114138,0,23460,,,0,21525,25697,51834,16823,31199,17349,322,24952,78361,,,505,2002-09-30
,,,,,,,,,,,,4536,12724,223428,0,332471,10763,152076,0,29969,,,0,31046,37544,72953,63567,842,566,28978,12269,84523,,,1146,2002-09-30
,,,,,,,,,,,,11856,0,84172,4073,130708,9,37035,3791,28153,,,132,17479,13377,44603,18226,772,13081,529,5730,10932,,,1155,2002-09-30
,,,,,,,,,,,,0,,47175,1876,90418,0,19893,4048,13845,,,124,6876,11542,33788,29870,0,7027,0,9265,14811,,,1351,2002-09-30
,,,,,,,,,,,,0,0,137520,26140,294713,3221,56515,5438,26849,,,0,37669,27337,47891,41552,49111,14481,1368,47299,88773,,,1454,2002-09-30
,,,,,,,,,,,,0,,18333,3832,35623,0,8666,7216,1411,,,0,3266,4469,14118,7394,0,3428,0,964,4292,,,1557,2002-09-30
,,,,,,,,,,,,28758,16000,191857,9,230419,136,124626,14644,42591,,,0,7150,34593,31454,24988,4019,4361,0,10006,60880,,,1632,2002-09-30
,,,,,,,,,,,,0,535,65051,11959,240603,4713,42138,0,10734,,,0,40421,25169,73851,134072,136,9669,0,11514,28765,,,1669,2002-09-30
,,,,,,,,,,,,100,5000,129668,0,281782,6084,99619,0,24793,,,13194,14776,28342,76095,27918,55822,34211,630,3668,64825,,,1829,2002-09-30
,,,,,,,,,,,,0,,4017,750,8589,809,2619,378,353,,,0,1259,1242,2580,0,2274,0,0,644,1430,,,1856,2002-09-30
,,,,,,,,,,,,3453,11492,103209,19,130791,189,48552,0,44182,,,0,13358,16501,32989,3881,2373,13417,356,7753,21318,,,2040,2002-09-30
,,,,,,,,,,,,0,,50530,8657,97147,6697,33513,0,3783,,,0,18308,18336,21947,22385,690,0,427,12241,15356,,,2161,2002-09-30
,,,,,,,,,,,,2071,85865,378924,24630,843721,3943,377969,0,0,,,0,47361,63466,366296,77100,303585,40202,0,955,207164,,,2376,2002-09-30
,,,,,,,,,,,,0,,10891,295,13098,12,3342,2751,1480,,,0,708,2192,7343,675,112,379,0,1352,1250,,,2451,2002-09-30
,,,,,,,,,,,,0,,4117,227,6722,0,640,2990,492,,,0,1323,677,2331,1256,11,187,0,463,495,,,2554,2002-09-30
,,,,,,,,,,,,0,269,296219,27015,417686,0,208430,0,82233,,,0,25394,99830,90201,21700,0,47693,0,5556,80851,,,2732,2002-09-30
,,,,,,,,,,,,656,,35575,402,45682,0,13000,18769,2720,,,0,3740,6584,17273,3688,1779,1135,0,1274,6989,,,2750,2002-09-30
,,,,,,,,,,,,22406,35500,191128,0,256203,234,130361,980,46376,,,0,4925,33730,21086,30316,5253,4822,0,12315,71313,,,2938,2002-09-30
,,,,,,,,,,,,0,0,64239,6955,116016,388,54857,0,2370,,,0,12129,16726,46313,37339,97,2186,0,4252,20219,,,2956,2002-09-30
,,,,,,,,,,,,394,,59307,1662,91452,114,12639,31243,8293,,,0,12730,13178,22186,14842,1133,4251,0,4185,18109,,,3252,2002-09-30
,,,,,,,,,,,,1680,,9104,601,21915,2396,5606,1017,1431,,,0,3147,3939,6460,7078,262,830,0,632,2336,,,3458,2002-09-30
,,,,,,,,,,,,17749,17000,627102,10261,909138,0,524666,0,53710,,,45011,11255,23281,200601,75350,111884,29701,33,3683,439691,,,3506,2002-09-30
,,,,,,,,,,,,6241,26982,173513,500,227334,121,109292,0,35882,,,0,27245,30606,69663,1529,8647,24529,0,27402,32777,,,3579,2002-09-30
,,,,,,,,,,,,1397,8931,71277,3339,132454,0,52379,2183,6088,,,0,27156,16767,31281,15468,19109,14027,0,5707,16905,,,3720,2002-09-30
,,,,,,,,,,,,0,,52237,9139,68382,0,18843,15252,13358,,,0,7324,6270,15161,0,0,0,0,3922,18600,,,3953,2002-09-30
,,,,,,,,,,,,0,5283,96198,1500,158307,0,77288,0,7437,,,0,11713,25244,41424,21560,9196,15700,0,12053,42477,,,4138,2002-09-30
,,,,,,,,,,,,428,,61671,1227,92547,885,38306,0,8990,,,0,11212,7434,25749,3498,192,18058,661,5697,25235,,,4147,2002-09-30
,,,,,,,,,,,,19872,,58706,693,97723,89,30700,8544,14314,,,93,10659,6975,19844,13362,38,17988,0,5056,12390,,,4156,2002-09-30
,,,,,,,,,,,,2348,,44853,778,87385,0,31592,0,3739,,,0,9768,19270,20580,16223,17993,4327,0,7194,12499,,,4231,2002-09-30
,,,,,,,,,,,,2982,197,106894,4788,145064,128,76138,0,14906,,,85,19708,6709,28402,22251,0,3318,0,15890,58590,,,4437,2002-09-30
,,,,,,,,,,,,0,,5243,328,9337,0,2780,973,742,,,0,1291,755,3951,3075,0,0,0,1130,1418,,,4745,2002-09-30
,,,,,,,,,,,,2169,21346,132875,2579,211525,494,119744,0,5690,,,0,4623,37133,46459,7440,28784,21573,0,6477,43731,,,4839,2002-09-30
,,,,,,,,,,,,0,26529,178793,13536,288934,425,165743,0,12227,,,0,17358,31281,84970,17030,11852,42794,0,731,74450,,,5005,2002-09-30
,,,,,,,,,,,,0,,42213,0,87116,1665,21821,0,7598,,,0,9055,15984,20823,12512,17457,7256,123,11727,20711,,,5050,2002-09-30
,,,,,,,,,,,,0,0,215151,64329,302820,163,213664,0,1487,,,0,1765,104619,89897,2000,0,3985,0,0,50235,,,5069,2002-09-30
,,,,,,,,,,,,135,0,57273,1410,84291,45,36235,8359,7365,,,10,9546,12017,20324,14250,951,4294,189,4957,17655,,,5135,2002-09-30
,,,,,,,,,,,,30798,15641,368172,0,662811,6651,335804,1582,14594,,,0,86658,32037,189452,93500,112971,34597,0,11570,167016,,,5210,2002-09-30
,,,,,,,,,,,,15124,2617,475495,87515,886874,200,385409,1024,69945,,,0,7971,36628,176154,233552,0,27285,284,16372,547795,,,5247,2002-09-30
,,,,,,,,,,,,440,,66656,0,91614,2083,57298,0,5922,,,0,2852,4067,35980,7519,5835,1343,0,2696,20194,,,5274,2002-09-30
,,,,,,,,,,,,1174,16013,109627,717,230721,0,94216,0,11532,,,0,19272,11320,32738,31021,47648,20881,0,736,88442,,,5331,2002-09-30
,,,,,,,,,,,,0,381,129668,16700,268183,323,87733,0,26708,,,0,37820,29859,22927,47877,26942,20565,0,2332,73556,,,5461,2002-09-30
,,,,,,,,,,,,245,,40242,1781,91744,0,15299,14075,8025,,,0,8885,9063,13531,20704,11419,13673,0,2713,33249,,,5751,2002-09-30
,,,,,,,,,,,,36801,53440,1463764,12225,2458042,14208,1318549,0,121869,,,0,191453,226183,927814,2551,773871,1661,0,19643,557982,,,5939,2002-09-30
,,,,,,,,,,,,0,,56313,7716,77582,100,31252,2564,14345,,,0,8223,14454,29252,7079,129,389,374,5636,8791,,,6039,2002-09-30
,,,,,,,,,,,,0,,11376,536,15474,24,7712,1359,1016,,,0,1826,2310,6392,2160,226,90,0,1078,866,,,6057,2002-09-30
,,,,,,,,,,,,0,,13891,2585,30438,0,6372,3408,1302,,,0,5550,4659,7052,1695,5502,4208,0,2554,2353,,,6141,2002-09-30
,,,,,,,,,,,,77,0,140604,3689,208872,41,79203,3046,24722,,,0,27521,44912,49929,15116,22272,6333,610,31337,25509,,,6329,2002-09-30
,,,,,,,,,,,,3035,2607,299427,50805,641934,0,242982,372,33514,,,0,63365,34535,113214,165631,227,82104,1897,12219,221525,,,6972,2002-09-30
,,,,,,,,,,,,0,0,291816,51545,537299,5000,0,0,0,,,0,0,0,0,30902,0,127228,0,291816,432130,,,7009,2002-09-30
,,,,,,,,,,,,0,,46803,7604,90525,2,25555,2999,2582,,,0,19630,5046,21527,15575,561,13373,397,14489,10724,,,7045,2002-09-30
,,,,,,,,,,,,0,,18904,1546,30938,0,11082,1751,1912,,,1,3507,2547,13431,4348,1847,1850,0,2408,4925,,,7157,2002-09-30
,,,,,,,,,,,,614,12000,302883,6559,374817,138,257999,274,43139,,,924,7289,79951,58206,1234,23900,23629,633,1092,99400,,,7166,2002-09-30
,,,,,,,,,,,,0,,17850,2726,40148,0,2265,8524,5220,,,0,5944,2087,16973,15540,0,1990,0,1842,5143,,,7456,2002-09-30
,,,,,,,,,,,,0,,22961,928,37221,100,9276,1845,7914,,,0,2970,6867,12571,2682,3150,4557,0,3859,4061,,,7634,2002-09-30
,,,,,,,,,,,,219,,42478,1402,49357,1069,9240,7553,18779,,,0,4512,4692,11594,142,439,720,0,6751,6684,,,8033,2002-09-30
,,,,,,,,,,,,226,,31126,230,38869,66,22365,3702,3401,,,0,5030,3384,17661,1396,2650,1521,0,1660,5866,,,8154,2002-09-30
,,,,,,,,,,,,3057,0,47981,1018458,1414066,0,0,0,0,,,0,0,0,0,0,0,115,0,0,443819,,,8417,2002-09-30
,,,,,,,,,,,,0,,30023,1807,61950,0,7258,8449,6863,,,0,12685,17066,12425,13840,5083,5991,0,6496,3376,,,8462,2002-09-30
,,,,,,,,,,,,723,22200,257493,3927,322562,2091,194504,5887,33403,,,474,46410,30713,107291,2388,27895,4829,547,23629,50966,,,8547,2002-09-30
,,,,,,,,,,,,0,,28809,4707,46647,631,9312,,8005,,,0,6160,2747,12748,9830,0,0,0,11330,12496,,,8631,2002-09-30
,,,,,,,,,,,,3358,0,660058,432234,1911603,0,493174,0,120113,,,0,71123,163701,181089,0,570254,121234,0,37002,1210311,,,9115,2002-09-30
,,,,,,,,,,,,0,7650,93876,15212,135265,13320,82405,0,7191,,,0,18444,9771,37110,11490,0,2823,0,1647,26780,,,9160,2002-09-30
,,,,,,,,,,,,17100,37266,284041,129,355537,2879,253489,64,15009,,,0,53433,45863,114726,3393,24584,9983,0,15526,23214,,,9339,2002-09-30
,,,,,,,,,,,,5968,119775,350933,0,406549,18,250499,0,92537,,,0,12375,24959,1753,23723,2054,0,0,4123,128411,,,9357,2002-09-30
,,,,,,,,,,,,0,,47266,1027,57414,1031,19031,22739,2777,,,0,7083,7847,21802,3757,20,1254,0,1106,2720,,,9553,2002-09-30
,,,,,,,,,,,,44664,176963,1290977,64250,1775790,4118,1216701,0,72643,,,0,11359,196515,180361,41125,147602,177242,0,1175,827186,,,9807,2002-09-30
,,,,,,,,,,,,0,,44569,4506,90224,2846,19209,13502,5363,,,1663,14351,14685,21150,28693,5,1313,0,4832,20700,,,9955,2002-09-30
,,,,,,,,,,,,0,,42965,3860,75054,17,9415,26927,3934,,,0,5934,7252,28394,6521,12246,70,0,1953,12789,,,10157,2002-09-30
,,,,,,,,,,,,0,0,175264,4782,231612,0,101934,0,32973,,,0,35310,31768,82594,4402,21063,9792,252,39251,32759,,,10250,2002-09-30
,,,,,,,,,,,,0,8281,126922,0,172056,6368,105191,10110,5334,,,2,35429,30321,42678,9648,7684,11583,461,3393,22186,,,10849,2002-09-30
,,,,,,,,,,,,12542,5500,258021,13753,336950,25,69927,20053,21257,,,87,32181,43950,117731,47881,0,460,100000,45433,63158,,,10858,2002-09-30
