RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,45382,2937,78388,0,34701,,1140,,,0,6924,12851,28462,17076,5977,5347,0,9298,7642,,,37,2007-06-30
,,,,,,,,,,,,0,,19201,2192,31939,100,12967,2405,1670,,,0,4001,2738,6861,6972,5,2291,0,2558,6066,,,242,2007-06-30
,,,,,,,,,,,,0,26944,56461,2781,128125,507,48144,,2922,,,315,9816,18062,40009,850,56559,5547,0,4569,11284,,,279,2007-06-30
,,,,,,,,,,,,504,,4343,0,7760,0,2707,566,399,,,0,0,460,2486,3243,0,0,0,667,2033,,,354,2007-06-30
,,,,,,,,,,,,0,0,147843,2866,198174,80,115980,,20351,,,0,15988,31384,45376,10173,10429,2234,0,5654,30627,,,439,2007-06-30
,,,,,,,,,,,,41,,23065,591,27373,19,12009,4862,2979,,,0,2125,2400,9583,883,16,604,0,3085,6883,,,457,2007-06-30
,,,,,,,,,,,,0,25035,235004,3663,312944,145,176565,0,14115,,,0,6177,31669,56798,14115,42188,4274,0,38608,122770,,,505,2007-06-30
,,,,,,,,,,,,28841,3140,124962,0,185653,4482,77614,,31622,,,0,32113,31367,48056,19672,235,20309,520,8627,10461,,,1155,2007-06-30
,,,,,,,,,,,,0,0,58577,2854,110846,0,30171,5327,13678,,,139,10550,15025,35503,29227,224,16900,0,9243,22911,,,1351,2007-06-30
,,,,,,,,,,,,0,0,205251,30858,404724,392,136282,3270,34056,,,104,68990,40932,53853,75952,23454,36486,0,30314,109061,,,1454,2007-06-30
,,,,,,,,,,,,106,,20376,955,34755,23,9135,9182,1076,,,0,3257,4642,11424,9291,0,2236,0,983,3811,,,1557,2007-06-30
,,,,,,,,,,,,23597,3000,542678,12,610804,35,394677,5516,71178,,,0,8862,125733,123372,34105,4737,2915,0,13783,205556,,,1632,2007-06-30
,,,,,,,,,,,,0,426,71271,18551,224093,2690,51013,,9938,,,236,37429,26750,57128,103381,10,10847,0,10129,24688,,,1669,2007-06-30
,,,,,,,,,,,,15633,11376,216030,0,370848,1115,185339,0,27081,,,24569,19393,47523,102038,10895,34061,61068,572,3008,76486,,,1829,2007-06-30
,,,,,,,,,,,,17160,82200,17259,915,217757,394,11015,965,4648,,,0,1739,32150,64488,31824,160463,2122,0,1774,1853,,,1856,2007-06-30
,,,,,,,,,,,,1476,19737,136689,2340,174734,231,114624,,17642,,,0,21063,19638,51676,3594,2443,20998,409,6130,35283,,,2040,2007-06-30
,,,,,,,,,,,,0,0,57317,2368,104103,6995,34277,0,10797,,,5,20608,21354,16287,11756,10634,6947,379,9650,16931,,,2161,2007-06-30
,,,,,,,,,,,,54620,227797,715745,11747,1185001,108734,715043,0,702,,,0,10948,97479,328084,19668,243654,8443,0,452,233852,,,2376,2007-06-30
,,,,,,,,,,,,12,,33641,327,37087,196,18557,5311,8575,,,0,1346,3671,12601,0,0,0,0,1198,5249,,,2451,2007-06-30
,,,,,,,,,,,,0,,2765,1038,6922,0,827,1015,565,,,0,1461,710,7175,2599,2,50,0,357,442,,,2554,2007-06-30
,,,,,,,,,,,,0,205,407788,16062,507633,0,323329,0,80622,,,0,36787,164695,63439,12503,0,50125,0,3596,90012,,,2732,2007-06-30
,,,,,,,,,,,,65,,33940,700,49959,764,14891,15238,1641,,,0,5328,7410,15799,7239,3540,967,0,2057,7640,,,2750,2007-06-30
,,,,,,,,,,,,23741,10055,317645,0,380872,1404,200216,5083,63271,,,0,6252,29540,105124,40846,2164,2918,0,7346,121252,,,2938,2007-06-30
,,,,,,,,,,,,2280,2165,52780,184,102393,1511,18283,23524,7360,,,95,27442,14473,18482,12439,18312,11911,0,3612,9221,,,3252,2007-06-30
,,,,,,,,,,,,3102,,11160,1598,26358,2800,5463,862,3664,,,590,4760,4160,6667,7681,333,1981,0,504,2567,,,3458,2007-06-30
,,,,,,,,,,,,4404,4453,102264,4828,172584,0,82041,,7720,,,0,37461,17390,34538,33667,8274,15273,0,9544,30618,,,3720,2007-06-30
,,,,,,,,,,,,0,,84257,5459,100867,12,40049,16691,21897,,,27,7293,7053,14214,0,0,0,0,4599,38571,,,3953,2007-06-30
,,,,,,,,,,,,0,2322,134895,5160,189837,0,95486,,14147,,,0,36901,31979,52794,30801,0,4631,0,14808,31520,,,4138,2007-06-30
,,,,,,,,,,,,110,30862,114874,493,178785,125,70962,15601,22846,,,826,18827,22788,41858,18033,0,33085,0,4638,27000,,,4156,2007-06-30
,,,,,,,,,,,,229,0,67146,2257,122387,0,51404,,3674,,,0,11130,40015,26331,30569,13048,9073,0,6554,15994,,,4231,2007-06-30
,,,,,,,,,,,,3303,9187,166393,2737,223764,331,123412,,24798,,,0,19524,33354,45827,20103,1896,21954,0,17495,66707,,,4437,2007-06-30
,,,,,,,,,,,,12307,29295,193787,987,279639,239,180073,,10372,,,0,5421,47478,67918,9049,37929,24475,0,2506,55879,,,4839,2007-06-30
,,,,,,,,,,,,0,42852,284332,5969,390684,686,268041,0,15916,,,0,14333,69784,120977,28712,7909,35354,0,349,69796,,,5005,2007-06-30
,,,,,,,,,,,,0,0,263778,32819,313655,399,262166,0,1173,,,0,3010,119306,62702,999,0,1181,0,30,24831,,,5069,2007-06-30
,,,,,,,,,,,,0,7615,210141,15716,296486,40,140494,17152,37407,,,0,22769,114262,42375,30489,1766,2096,493,12303,23753,,,5135,2007-06-30
,,,,,,,,,,,,31119,165341,539745,0,966538,1415,468093,3463,47015,,,0,33074,62462,226873,182602,104718,71396,0,9167,286956,,,5210,2007-06-30
,,,,,,,,,,,,75363,17491,161591,7979,340620,170,154287,0,5629,,,0,7339,30329,50010,95734,13411,37406,0,358,91153,,,5331,2007-06-30
,,,,,,,,,,,,59,15142,308960,464,426043,100,263207,1946,40797,,,0,4849,34767,46849,47741,4433,32988,0,4244,175577,,,5461,2007-06-30
,,,,,,,,,,,,307,1,52251,3733,104174,0,15188,31312,3124,,,0,9139,11148,12531,22877,12250,8789,0,2390,44516,,,5751,2007-06-30
,,,,,,,,,,,,0,,51242,11618,89220,5538,27886,,14408,,,0,11121,19084,28552,14122,168,303,475,4183,9592,,,6039,2007-06-30
,,,,,,,,,,,,0,,12169,882,16556,50,8661,1693,1943,,,0,1308,1416,8906,2432,14,30,0,681,534,,,6057,2007-06-30
,,,,,,,,,,,,0,,18776,3118,36358,0,11195,2443,1282,,,0,6177,7559,7226,4624,4070,3607,0,3853,1249,,,6141,2007-06-30
,,,,,,,,,,,,34,0,275234,8008,365083,271,163903,5900,37691,,,0,35870,99527,94532,23732,19891,7908,1004,71952,37460,,,6329,2007-06-30
,,,,,,,,,,,,15109,27955,661243,11341,925564,0,541127,1455,101895,,,0,24835,50989,235180,187063,491,28502,0,5601,306723,,,6972,2007-06-30
,,,,,,,,,,,,0,0,220446,95281,538270,2000,0,0,46650,,,0,0,0,0,56384,0,137633,0,160456,380050,,,7009,2007-06-30
,,,,,,,,,,,,27,0,55579,2057,107384,6914,32756,4311,5489,,,0,21368,10005,26345,21320,0,16792,535,12184,23814,,,7045,2007-06-30
,,,,,,,,,,,,0,,20539,1424,36472,0,10269,2626,3765,,,29,2681,5155,12179,9239,536,3697,0,3846,7098,,,7157,2007-06-30
,,,,,,,,,,,,12,,24006,2093,44110,0,5521,7628,8819,,,0,7440,3934,15859,12323,3991,100,0,1909,6231,,,7456,2007-06-30
,,,,,,,,,,,,0,,45350,948,58007,71,22502,,16861,,,0,3376,22228,15289,3797,1280,3891,0,4035,4408,,,7634,2007-06-30
,,,,,,,,,,,,0,,77371,6929,94419,886,22617,7178,39594,,,0,7715,13561,20852,852,723,0,0,7929,8101,,,8033,2007-06-30
,,,,,,,,,,,,0,,31290,13669,92102,0,5478,9485,8418,,,0,16731,27182,13033,24028,10342,6735,0,7123,5146,,,8462,2007-06-30
,,,,,,,,,,,,0,,31792,3675,51759,35,13011,,5859,,,0,5859,4559,13318,11282,0,0,0,7497,11229,,,8631,2007-06-30
,,,,,,,,,,,,7593,44147,261208,0,373733,44,130866,0,124602,,,0,7659,2789,2963,27244,124,966,0,5541,169623,,,9357,2007-06-30
,,,,,,,,,,,,761,,63267,0,71037,20,23823,33509,3909,,,0,8320,10465,25108,3156,0,175,0,1335,2553,,,9553,2007-06-30
,,,,,,,,,,,,140723,322377,2149157,14290,2891896,262564,2061136,0,86777,,,0,14241,202329,384171,259019,38543,142973,0,613,1534212,,,9807,2007-06-30
,,,,,,,,,,,,0,,41801,7449,82900,3488,23470,7833,5624,,,1912,14236,6694,20515,21218,0,1599,0,2962,19380,,,9955,2007-06-30
,,,,,,,,,,,,1,,31116,0,54500,28,15170,8972,4348,,,0,6301,11945,11465,4502,9924,5715,0,1450,9863,,,10157,2007-06-30
,,,,,,,,,,,,2397,5230,328425,1233,404798,1431,228374,0,71427,,,0,11413,103992,128093,7959,18312,27855,344,27635,106344,,,10250,2007-06-30
,,,,,,,,,,,,3581,38052,231254,0,309005,913,199751,,14145,,,0,3781,72531,75314,13668,22277,27535,0,2482,68329,,,10849,2007-06-30
,,,,,,,,,,,,18445,9309,310385,9069,395585,1922,126423,37847,56548,,,0,5811,68205,128052,47218,0,759,46449,36942,124849,,,10858,2007-06-30
,,,,,,,,,,,,578,15306,122017,1446,150250,662,108577,,3222,,,0,34061,6595,29533,6398,413,8834,0,7444,32688,,,11145,2007-06-30
,,,,,,,,,,,,434,19867,160392,867,272611,133,84023,29819,28876,,,0,5314,59288,46115,32297,16886,36096,0,17764,77519,,,11640,2007-06-30
,,,,,,,,,,,,0,,45144,7037,90592,10004,36613,,6829,,,0,22637,14677,24648,20004,302,3419,133,1208,9516,,,11837,2007-06-30
,,,,,,,,,,,,0,0,269835,23270,326467,0,205419,0,32583,,,0,25207,72611,108967,22756,19,50,0,20170,56548,,,12030,2007-06-30
,,,,,,,,,,,,0,1647,70738,730,100893,591,50812,5179,10603,,,0,6624,13271,33750,19440,0,3059,0,4060,22634,,,12058,2007-06-30
,,,,,,,,,,,,0,0,75147,5070,159139,3907,53508,,7883,,,105,31094,36341,23323,18786,32632,11988,301,11374,21905,,,12142,2007-06-30
