RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,43407,4636,67550,0,29300,0,684,,,0,8493,7352,25765,8060,2606,5556,0,10916,7918,,,37,2001-12-31
,,,,,,,,,,,,0,,15486,1797,25178,0,,,,,,0,4219,1725,8353,4586,20,2097,,,3117,,,242,2001-12-31
,,,,,,,,,,,,0,,25380,2714,100092,936,22333,0,578,,,186,6726,14980,51576,15125,46859,4793,0,2307,9657,,,279,2001-12-31
,,,,,,,,,,,,190,,3853,152,8483,0,,,,,,0,0,856,3077,3622,0,285,,,1809,,,354,2001-12-31
,,,,,,,,,,,,161,0,104690,8250,148011,0,67542,0,18917,,,0,13949,19552,48743,11990,5484,3732,0,10831,18558,,,439,2001-12-31
,,,,,,,,,,,,0,,11979,2962,20529,93,,,,,,0,1542,650,8769,2640,477,702,,,4835,,,457,2001-12-31
,,,,,,,,,,,,0,4000,159931,13071,255162,30,108665,0,24262,,,0,20886,31223,53423,15153,28019,17677,338,23770,82904,,,505,2001-12-31
,,,,,,,,,,,,2142,18113,256641,322,316167,8620,156239,,31068,,,0,28642,42956,84475,25436,1227,705,55425,13524,61315,,,1146,2001-12-31
,,,,,,,,,,,,10677,0,83364,3390,128307,23,40652,4348,22677,,,0,16318,15234,45302,17005,1085,12948,547,5725,7859,,,1155,2001-12-31
,,,,,,,,,,,,0,,46656,7545,90395,0,20981,3674,12073,,,159,6914,12291,33056,23859,0,4323,0,6222,2737,,,1351,2001-12-31
,,,,,,,,,,,,0,0,130719,26708,286790,10317,53777,4603,22557,,,0,43620,23189,50602,39646,37539,16609,1237,48502,71195,,,1454,2001-12-31
,,,,,,,,,,,,0,,17587,4991,35249,0,7699,7446,1380,,,0,3008,3834,14968,7851,0,2781,0,1041,3867,,,1557,2001-12-31
,,,,,,,,,,,,6887,10978,149550,55,191939,0,100745,8939,31759,,,0,10582,23387,31980,23100,3711,4258,0,8450,59851,,,1632,2001-12-31
,,,,,,,,,,,,0,673,64058,2044,246102,5849,38126,0,8511,,,0,39341,28580,78496,139883,197,9163,0,12405,30013,,,1669,2001-12-31
,,,,,,,,,,,,0,0,114787,0,247269,6280,80914,0,27363,,,9921,15112,20587,67270,14265,47743,40506,664,4528,54665,,,1829,2001-12-31
,,,,,,,,,,,,16,,3918,422,9121,646,,,,,,0,1615,1335,2599,300,2438,0,,,1418,,,1856,2001-12-31
,,,,,,,,,,,,29,,6234,576,17248,700,,,,,,0,0,522,3802,8516,0,0,,,6578,,,1959,2001-12-31
,,,,,,,,,,,,0,15418,97636,2290,125689,132,29264,0,58908,,,0,10953,16657,34711,3319,2620,13753,343,9123,25502,,,2040,2001-12-31
,,,,,,,,,,,,0,,51120,6513,93357,6701,32442,0,4608,,,0,16669,15722,24672,21337,1070,0,484,13585,13768,,,2161,2001-12-31
,,,,,,,,,,,,30579,0,361617,24626,710626,498,361360,0,0,,,0,26677,50217,327122,64557,201539,44004,0,257,159197,,,2376,2001-12-31
,,,,,,,,,,,,0,,10186,360,11961,16,,,,,,0,730,2018,4766,674,0,307,,,927,,,2451,2001-12-31
,,,,,,,,,,,,0,,3960,484,6466,0,,,,,,0,1404,474,2026,982,15,225,,,491,,,2554,2001-12-31
,,,,,,,,,,,,0,1024,290015,7841,401421,0,200539,0,83476,,,0,24899,89642,95871,23395,4,55064,0,6000,76910,,,2732,2001-12-31
,,,,,,,,,,,,57,,38606,2417,48293,0,13907,18146,3152,,,0,4106,7047,20630,2478,0,1447,0,1033,6145,,,2750,2001-12-31
,,,,,,,,,,,,27442,20000,203578,0,266616,136,130697,5151,48248,,,0,14120,27033,35205,31466,7242,4735,0,19479,71165,,,2938,2001-12-31
,,,,,,,,,,,,0,0,67650,6085,113307,218,57159,0,2550,,,0,12916,17287,47331,31430,135,2719,0,5230,16624,,,2956,2001-12-31
,,,,,,,,,,,,433,,55111,1411,85722,1000,10919,28700,9337,,,151,13319,10136,22365,16875,1487,3760,0,3976,16088,,,3252,2001-12-31
,,,,,,,,,,,,1519,,7909,1815,21049,2479,,,,,,0,3160,3253,6459,5993,0,786,,,1881,,,3458,2001-12-31
,,,,,,,,,,,,9478,12935,586370,12018,825405,0,487333,0,51504,,,43104,19906,29262,191581,34864,115839,22994,5,4424,378804,,,3506,2001-12-31
,,,,,,,,,,,,5666,17810,152612,737,200883,56,98332,0,33854,,,0,24728,30532,60953,2562,4274,22175,0,19406,27507,,,3579,2001-12-31
,,,,,,,,,,,,1901,8903,68747,936,124334,0,51333,5866,6879,,,0,22924,14997,33245,17768,17497,10871,0,5783,14211,,,3720,2001-12-31
