RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,43938,7384,79983,0,32316,0,1748,,,0,7780,12029,29942,14811,5116,6264,0,9264,10618,,,37,2004-03-31
,,,,,,,,,,,,0,,19405,1690,27253,100,13653,1929,1045,,,0,4278,2323,7888,3988,12,628,0,2651,4412,,,242,2004-03-31
,,,,,,,,,,,,0,31023,29700,1516,128295,1058,26780,0,449,,,344,8030,15798,41525,3464,79602,5530,0,1931,11449,,,279,2004-03-31
,,,,,,,,,,,,0,,4790,942,9056,0,2996,791,321,,,0,0,951,3333,3148,0,0,0,966,2378,,,354,2004-03-31
,,,,,,,,,,,,0,0,115310,6963,164255,0,85493,0,17395,,,0,17199,29228,42485,13134,11236,5482,0,7432,22918,,,439,2004-03-31
,,,,,,,,,,,,0,,20542,1476,26127,0,9878,3782,2988,,,0,1929,2299,8870,943,120,630,0,3603,6690,,,457,2004-03-31
,,,,,,,,,,,,0,17431,150326,0,282602,158,101523,0,18816,,,0,30319,21238,46301,44059,55472,14085,0,25831,101626,,,505,2004-03-31
,,,,,,,,,,,,2457,12009,255799,1108,353350,13781,176424,41,27068,,,0,46941,37032,51805,44888,10545,1615,40820,11330,108167,,,1146,2004-03-31
,,,,,,,,,,,,15287,3000,96703,816,147601,16,55249,2985,31078,,,0,31839,16483,43113,18544,424,17174,418,6970,13049,,,1155,2004-03-31
,,,,,,,,,,,,0,,54333,4317,100451,0,25019,4539,16086,,,25,10472,12571,36480,22595,3399,11638,0,8742,16872,,,1351,2004-03-31
,,,,,,,,,,,,0,0,134259,34716,323512,1837,69049,4183,23726,,,0,40003,32255,46189,79210,42337,9410,1544,27542,99210,,,1454,2004-03-31
,,,,,,,,,,,,226,,19000,1741,33273,50,8480,9035,714,,,0,2976,2934,12950,8056,0,2611,0,771,4361,,,1557,2004-03-31
,,,,,,,,,,,,8269,24000,216024,0,258569,191,149648,0,49959,,,0,9534,46274,33363,21560,1318,4761,0,11715,72150,,,1632,2004-03-31
,,,,,,,,,,,,0,223,66709,8818,231728,1807,48565,0,8572,,,0,37269,21756,64226,120669,86,9014,0,10261,30057,,,1669,2004-03-31
,,,,,,,,,,,,1684,9000,153742,0,308788,11540,121442,0,28202,,,20679,14514,33129,74965,20196,53279,34315,550,3222,79256,,,1829,2004-03-31
,,,,,,,,,,,,82784,,7609,575,155645,38,2752,960,2145,,,0,1376,20449,2696,22494,119222,0,0,1227,2070,,,1856,2004-03-31
,,,,,,,,,,,,1446,16528,115447,298,148489,81,50475,0,53492,,,0,17027,22586,31286,2517,1978,18311,354,6234,35029,,,2040,2004-03-31
,,,,,,,,,,,,0,,50719,5765,99398,10978,34427,0,5501,,,0,20811,22231,16969,24141,378,0,395,9537,17099,,,2161,2004-03-31
,,,,,,,,,,,,7956,138371,354188,19053,997564,699,353422,0,0,,,0,41261,65004,338894,17675,511460,66528,0,766,252010,,,2376,2004-03-31
,,,,,,,,,,,,0,,12587,1728,18922,3240,6446,1996,3349,,,0,2501,2962,5348,0,0,209,0,477,3901,,,2451,2004-03-31
,,,,,,,,,,,,0,,3367,275,7140,0,902,1324,520,,,0,1634,507,2371,2305,6,71,0,438,557,,,2554,2004-03-31
,,,,,,,,,,,,0,227,304590,18317,424792,0,221639,0,78682,,,0,76829,86112,76823,28010,0,44338,0,4269,100172,,,2732,2004-03-31
,,,,,,,,,,,,995,,27986,93,44932,1288,11363,13676,1595,,,0,4094,8024,15771,7758,5239,457,0,1352,5516,,,2750,2004-03-31
,,,,,,,,,,,,30357,40500,235950,0,299646,395,172597,8164,46439,,,0,4950,35166,20499,32718,5556,4889,0,14334,89805,,,2938,2004-03-31
,,,,,,,,,,,,0,0,60785,12231,115719,291,53700,0,1892,,,0,13118,13763,42496,35588,36,1647,0,3294,23895,,,2956,2004-03-31
,,,,,,,,,,,,0,,55243,2758,101509,3658,15729,27132,8123,,,305,14734,17347,18966,13829,10476,9356,0,4284,19854,,,3252,2004-03-31
,,,,,,,,,,,,464,,9835,1147,23184,2813,6302,706,1922,,,0,3660,3883,6991,4718,895,1739,0,675,3256,,,3458,2004-03-31
,,,,,,,,,,,,32287,33077,770390,2507,1379833,12,693697,0,76693,,,32841,6010,18005,261111,261305,116762,43835,0,3268,667195,,,3506,2004-03-31
