RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,44541,4758,79715,0,34177,,792,,,0,8590,12761,28221,16924,6031,5452,0,9540,8267,,,37,2007-03-31
,,,,,,,,,,,,0,,19623,2717,31963,100,13477,2572,1635,,,0,3707,2783,6765,6623,5,1681,0,2535,4759,,,242,2007-03-31
,,,,,,,,,,,,0,27265,55471,1276,125540,318,47565,,2925,,,340,9791,17038,39667,850,56531,5473,0,4162,10685,,,279,2007-03-31
,,,,,,,,,,,,261,,4349,6,7821,0,2809,527,885,,,0,0,526,2513,3339,0,0,0,0,2183,,,354,2007-03-31
,,,,,,,,,,,,0,0,141720,5671,196041,72,110109,,19539,,,0,16258,29578,44804,10469,10964,2235,0,5547,32548,,,439,2007-03-31
,,,,,,,,,,,,0,,22348,1682,27759,18,11985,4395,2716,,,0,2124,2884,9474,980,18,611,0,3129,6825,,,457,2007-03-31
,,,,,,,,,,,,0,21484,233592,619,315829,154,173770,0,15554,,,0,6758,32237,60817,18839,44628,4303,0,38561,125457,,,505,2007-03-31
,,,,,,,,,,,,4191,21824,380220,4983,608976,5276,303032,0,28801,,,0,48893,59829,111659,34444,13140,126,38956,9745,139937,,,1146,2007-03-31
,,,,,,,,,,,,20538,5571,122542,0,179889,997,75662,,33136,,,0,33767,31267,46766,19574,249,20050,505,6874,10591,,,1155,2007-03-31
,,,,,,,,,,,,0,0,57731,4961,109027,0,29282,5098,13978,,,139,12054,14962,33808,31106,244,12413,0,9206,22288,,,1351,2007-03-31
,,,,,,,,,,,,0,0,197822,26916,394089,386,129355,2998,33505,,,111,67711,36817,52082,79704,23849,34122,0,30241,111488,,,1454,2007-03-31
,,,,,,,,,,,,0,,18690,2883,35726,50,8434,8391,945,,,0,3545,5088,11493,10028,0,2342,0,920,4109,,,1557,2007-03-31
,,,,,,,,,,,,29219,3000,523138,0,587862,105,384378,4686,72132,,,0,9560,120881,116175,32010,1978,3231,0,13068,191352,,,1632,2007-03-31
,,,,,,,,,,,,0,278,71378,13668,219961,2649,50244,,10076,,,34,36613,26240,57338,104118,10,10477,0,10128,24093,,,1669,2007-03-31
,,,,,,,,,,,,10622,11799,214771,0,364379,900,182736,0,28254,,,24126,19130,43579,105612,11778,34642,54171,588,3163,75597,,,1829,2007-03-31
,,,,,,,,,,,,43398,83000,17786,399,212943,23,12018,1317,3792,,,0,1700,40258,27643,31824,156373,2171,0,2136,1964,,,1856,2007-03-31
,,,,,,,,,,,,411,21909,137174,3098,175265,210,113571,,17960,,,0,20043,18351,49861,3458,2612,20672,424,5453,36797,,,2040,2007-03-31
,,,,,,,,,,,,0,0,55017,5776,102769,5967,33940,,9415,,,0,23267,18526,15494,11756,9938,6242,381,9568,16527,,,2161,2007-03-31
,,,,,,,,,,,,39143,233293,689951,17352,1287129,231215,689148,0,425,,,0,11568,95876,332017,14632,254446,10499,0,378,246748,,,2376,2007-03-31
,,,,,,,,,,,,1,,31423,408,34848,164,16404,5030,8904,,,0,1423,3497,11879,0,0,0,0,1007,4568,,,2451,2007-03-31
,,,,,,,,,,,,0,,2939,1227,7506,0,840,1080,484,,,0,2354,610,2282,2599,2,50,0,495,461,,,2554,2007-03-31
,,,,,,,,,,,,0,173,394248,34771,511997,0,306609,0,83315,,,0,33927,162170,70742,15719,0,46374,0,3929,94280,,,2732,2007-03-31
,,,,,,,,,,,,131,,35335,440,52006,793,14784,16000,2365,,,0,5305,7269,16637,7340,4067,971,0,2011,8813,,,2750,2007-03-31
,,,,,,,,,,,,22097,12567,316363,205,381261,1744,224633,6763,73044,,,0,6296,31333,104002,39384,2262,2914,0,8735,118596,,,2938,2007-03-31
,,,,,,,,,,,,1998,2214,49574,572,101701,2646,17101,22232,6799,,,104,27098,12649,17936,12680,18311,11806,0,3442,14459,,,3252,2007-03-31
,,,,,,,,,,,,2771,,11174,1442,25785,2684,5652,832,3533,,,585,4672,4121,6633,7127,323,2117,0,469,2543,,,3458,2007-03-31
,,,,,,,,,,,,4088,4284,99402,5803,169848,0,80767,,7622,,,0,37995,16983,32974,34253,7560,13445,0,9776,29367,,,3720,2007-03-31
,,,,,,,,,,,,0,,83270,5549,100167,6,38912,18397,20165,,,32,8011,8196,15484,0,0,0,0,4636,37885,,,3953,2007-03-31
,,,,,,,,,,,,190,3194,136164,1651,187575,0,101044,,11851,,,0,20660,51931,42232,30804,0,3754,0,14153,32611,,,4138,2007-03-31
,,,,,,,,,,,,147,28550,112972,372,174236,161,68444,16183,22924,,,877,18918,18501,44429,17528,0,31771,0,4545,28445,,,4156,2007-03-31
,,,,,,,,,,,,2128,0,65288,142,121527,0,49830,,4067,,,0,9084,39987,25572,31769,13789,7254,0,6235,16599,,,4231,2007-03-31
,,,,,,,,,,,,3251,9822,164860,2214,220142,111,122408,,25227,,,0,19084,29167,41762,20429,1825,20793,0,16797,72466,,,4437,2007-03-31
,,,,,,,,,,,,11634,27524,194034,424,280182,250,180932,,9777,,,0,5795,71988,54342,9549,37762,24821,0,2447,49577,,,4839,2007-03-31
,,,,,,,,,,,,0,44220,278596,2666,380721,696,262116,0,16110,,,0,16150,64417,112162,28182,7432,36094,0,357,71755,,,5005,2007-03-31
,,,,,,,,,,,,1,0,258768,37439,312345,399,256852,0,1858,,,0,3156,120334,65242,987,0,1181,0,28,25042,,,5069,2007-03-31
,,,,,,,,,,,,0,8000,201334,25252,296424,47,139137,12365,34853,,,0,25084,115067,41252,27910,1850,2263,520,11961,23469,,,5135,2007-03-31
,,,,,,,,,,,,24691,176011,532852,0,950362,808,465370,3321,43007,,,0,31357,40966,233789,168912,107858,77246,0,11258,287405,,,5210,2007-03-31
,,,,,,,,,,,,68000,18961,164285,2922,336669,22,158197,0,3538,,,0,13439,28561,52894,94057,14055,37412,0,362,85633,,,5331,2007-03-31
,,,,,,,,,,,,236,28308,298026,190,418202,115,251612,910,41105,,,0,4915,33411,52862,44950,9262,34215,0,3986,140329,,,5461,2007-03-31
,,,,,,,,,,,,76,0,50362,1033,103423,0,14023,30478,3516,,,0,10275,12514,12046,25650,12727,9086,0,2033,41980,,,5751,2007-03-31
,,,,,,,,,,,,0,,51318,13286,89408,3867,28271,,14607,,,0,11291,19222,28737,13600,0,303,475,4240,9216,,,6039,2007-03-31
,,,,,,,,,,,,0,,12261,902,16571,17,8992,1610,1760,,,0,1481,1301,8834,2498,18,30,0,653,573,,,6057,2007-03-31
,,,,,,,,,,,,0,,17746,4907,37638,0,10830,1622,1246,,,0,7172,7687,6829,4502,4229,3727,0,4048,1314,,,6141,2007-03-31
,,,,,,,,,,,,868,4056,265611,13569,360218,340,158721,4479,35500,,,0,40128,110405,74284,20783,20396,7939,982,69705,37019,,,6329,2007-03-31
,,,,,,,,,,,,53549,40062,659765,1052,924992,0,537549,1543,103835,,,0,27844,47912,190245,192158,497,28454,0,5664,308782,,,6972,2007-03-31
,,,,,,,,,,,,0,0,225781,74722,469630,2000,0,0,49618,,,0,0,0,0,36530,0,97032,0,160417,329915,,,7009,2007-03-31
,,,,,,,,,,,,0,0,55356,1280,105645,5356,31589,4902,6013,,,0,22211,9231,25459,22058,0,15641,516,12072,23122,,,7045,2007-03-31
,,,,,,,,,,,,0,,20350,1805,35344,0,9788,2452,4323,,,16,2638,4590,12043,8088,634,3698,0,3751,7360,,,7157,2007-03-31
,,,,,,,,,,,,689,,23984,301,41773,0,5042,7898,8779,,,0,6118,3356,15306,12234,3558,60,0,1984,5846,,,7456,2007-03-31
,,,,,,,,,,,,2,,39870,3789,55408,100,17347,,16729,,,0,3307,21170,14315,3923,1362,3960,0,3420,3507,,,7634,2007-03-31
,,,,,,,,,,,,0,,72032,7098,90430,996,22826,6059,35336,,,0,7179,11325,19858,745,1708,0,0,7684,8287,,,8033,2007-03-31
,,,,,,,,,,,,0,,29374,12846,91597,0,5500,8653,7635,,,0,16603,27589,12677,24571,9639,7102,0,7159,4858,,,8462,2007-03-31
,,,,,,,,,,,,0,,30742,2553,51345,36,12752,,10829,,,0,6563,3874,13156,13347,0,0,0,7088,11574,,,8631,2007-03-31
,,,,,,,,,,,,7424,21751,230651,0,342939,256,113121,0,111334,,,0,6746,4454,2125,31052,144,968,0,5775,158202,,,9357,2007-03-31
,,,,,,,,,,,,133,,57320,26,65362,48,23045,28598,2758,,,0,8489,10046,22770,3212,0,175,0,1341,3062,,,9553,2007-03-31
,,,,,,,,,,,,153320,332377,2162196,24760,2881341,202951,2066960,0,93798,,,0,10456,231494,421356,257238,40946,169278,0,528,1258014,,,9807,2007-03-31
,,,,,,,,,,,,0,,41613,4555,81302,3586,22885,8313,5430,,,2108,15132,6747,19811,22545,0,1630,0,2877,17288,,,9955,2007-03-31
,,,,,,,,,,,,53,,28626,352,54352,30,13728,7681,4942,,,0,6613,7249,15874,5905,10488,5028,0,1459,10111,,,10157,2007-03-31
,,,,,,,,,,,,1474,8633,320536,2802,396246,1333,225069,0,65849,,,0,11229,99220,122757,7961,17598,28108,306,28597,106944,,,10250,2007-03-31
,,,,,,,,,,,,6576,38090,227137,0,303656,0,196008,,15337,,,0,4874,74685,70658,13679,23044,26811,0,2601,60948,,,10849,2007-03-31
,,,,,,,,,,,,18912,9329,291623,14416,392497,2029,120999,33948,57339,,,0,5891,69035,130108,52915,0,860,41349,37987,119966,,,10858,2007-03-31
,,,,,,,,,,,,12,15414,121158,5967,153216,29,107270,,3403,,,0,36076,9088,29125,7179,432,8974,0,7054,33064,,,11145,2007-03-31
,,,,,,,,,,,,39,10883,149936,4026,263453,169,83891,19225,29830,,,0,10918,46974,43748,26527,17751,39480,0,17393,93655,,,11640,2007-03-31
,,,,,,,,,,,,0,,49033,12302,99127,9841,39211,,8301,,,0,25213,14247,24606,19637,327,3703,132,1258,10223,,,11837,2007-03-31
,,,,,,,,,,,,0,0,265003,21972,321861,0,198921,0,32384,,,0,25871,69101,108600,22954,39,50,0,16470,56169,,,12030,2007-03-31
,,,,,,,,,,,,0,1065,68533,1483,100656,2172,49493,4722,10294,,,0,5977,9954,38088,19408,0,2679,0,4031,23036,,,12058,2007-03-31
,,,,,,,,,,,,0,1233,69541,7019,164454,8517,49427,,6998,,,124,37212,31849,24632,20929,34500,12769,290,11695,22297,,,12142,2007-03-31
,,,,,,,,,,,,3,5876,72774,5027,110208,56,64441,,3789,,,0,7306,20953,22469,5715,5581,15774,74,2955,25790,,,12245,2007-03-31
1793741,3413319,502842,34530357,125807,46818,2297951,149272,1818997,2021733,0,925448,,,23966612,,,,16393653,32598,4249181,,,,700110,4690591,4747007,,,,0,3063382,12875968,,,12311,2007-03-31
,,,,,,,,,,,,1939,,52629,202,69756,50,36801,5178,9203,,,0,4328,12580,14973,3528,2514,6745,0,906,16443,,,12647,2007-03-31
,,,,,,,,,,,,0,,9687,1544,12765,5,7289,929,623,,,48,1429,1653,4748,698,0,0,0,1017,1909,,,12656,2007-03-31
,,,,,,,,,,,,0,153,125412,0,166043,10062,111820,,10808,,,0,14484,59286,17255,14775,0,4208,0,2173,29400,,,12937,2007-03-31
,,,,,,,,,,,,3726,26686,329005,131,509307,979,272100,1633,29434,,,0,9160,112819,130060,48572,55549,39927,0,21958,161297,,,12946,2007-03-31
,,,,,,,,,,,,390,4167,88278,412,111743,23,70236,,14891,,,75,7429,22901,22764,4456,924,11328,9,1024,24145,,,12955,2007-03-31
,,,,,,,,,,,,0,0,47791,4249,102081,381,28212,,13368,,,0,9860,9710,32040,37707,4957,293,302,3121,21432,,,13037,2007-03-31
,,,,,,,,,,,,7662,256957,776584,489,1099845,349,555546,0,54385,,,0,37371,75122,185635,124555,96604,71536,0,166656,369093,,,13103,2007-03-31
,,,,,,,,,,,,0,,20891,2875,32561,1121,12238,1865,4252,,,0,1893,2231,10773,4453,103,1899,0,4401,10224,,,13251,2007-03-31
,,,,,,,,,,,,0,,11053,2920,20583,0,3916,5387,1214,,,51,2302,2684,3902,2099,0,2508,0,464,4189,,,13457,2007-03-31
,,,,,,,,,,,,0,,48725,7406,66859,0,35353,,9591,,,0,7894,9802,15335,5740,118,1720,0,3791,17923,,,14052,2007-03-31
,,,,,,,,,,,,278,6866,88850,868,108782,0,46624,16780,17648,,,0,11007,18890,27310,2509,664,4270,0,6055,22344,,,14155,2007-03-31
,,,,,,,,,,,,42827,0,718493,94920,900622,0,583450,5404,117175,,,0,36545,121073,44073,51773,9780,4200,0,10223,538240,,,14258,2007-03-31
2584681,3918521,854090,34910392,18696,55258,632798,316599,5930732,20247,0,644576,,,24725562,,,,12840868,0,5488606,,,,390578,3438040,3308951,,,,983869,4708844,14591385,,,14409,2007-03-31
,,,,,,,,,,,,0,,17552,1692,30877,0,11371,1658,4179,,,5240,1676,2674,8870,2318,562,0,0,343,9176,,,14454,2007-03-31
,,,,,,,,,,,,0,,15730,2485,26480,602,7396,,3437,,,330,5773,1271,5403,3419,78,710,0,4214,4698,,,14650,2007-03-31
,,,,,,,,,,,,403,,15003,18,30231,0,4030,8568,1663,,,0,2267,3827,10294,9176,2391,2920,0,742,4647,,,14753,2007-03-31
,,,,,,,,,,,,0,4983,120206,9534,187254,2782,67735,28785,13919,,,0,4742,14232,31825,10603,20882,11421,479,4075,87655,,,14865,2007-03-31
,,,,,,,,,,,,131014,0,3221369,1075,3840031,8750,2853545,0,130217,,,156719,57862,673782,921109,52394,180165,154201,0,7320,1238997,,,15536,2007-03-31
,,,,,,,,,,,,2334,34144,346498,2266,451605,445,265587,22,47735,,,0,9044,69663,120716,29934,12562,14167,0,33580,107828,,,16337,2007-03-31
,,,,,,,,,,,,764,3016,112897,4337,208392,7,92524,,17043,,,150,6523,15340,30684,31717,8585,35820,0,2554,83567,,,16458,2007-03-31
,,,,,,,,,,,,0,18714,134658,4353,158424,1647,111781,,13164,,,247,9326,41801,37321,6961,41,2100,0,5966,19664,,,16551,2007-03-31
,,,,,,,,,,,,0,,31893,2678,50078,27,19283,,4013,,,0,3899,4941,17661,5368,4051,933,0,8558,7543,,,16748,2007-03-31
,,,,,,,,,,,,0,,14759,2704,30322,0,11172,,1786,,,0,7054,975,4702,3136,46,7613,0,1294,8196,,,16944,2007-03-31
,,,,,,,,,,,,0,,12615,3854,30191,100,3987,3664,2670,,,0,3511,2042,9614,12211,0,272,0,2294,4403,,,16953,2007-03-31
,,,,,,,,,,,,0,0,89039,5191,166375,48213,1144,,4272,,,0,0,128209,17409,1249,0,17715,0,78513,11,,,17110,2007-03-31
,,,,,,,,,,,,103644,82047,713586,46644,997186,2061,451159,5317,181806,,,2581,68942,167757,170904,32612,83916,51909,0,65043,216975,,,17147,2007-03-31
,,,,,,,,,,,,1274,,32924,46,62345,0,21491,,3495,,,102,6870,7894,18740,14539,1442,9483,0,6821,11534,,,17259,2007-03-31
,,,,,,,,,,,,56333,191882,1897656,4567,2273512,6260,1378280,19056,432871,,,0,55543,184636,134645,19133,73637,13355,5329,52769,1102211,,,17464,2007-03-31
,,,,,,,,,,,,5866,5000,143157,675,196408,48,99486,,33698,,,0,19834,43975,32372,40067,3699,585,0,5375,42352,,,17839,2007-03-31
,,,,,,,,,,,,313,1221,114570,2254,173215,59,83295,11862,8567,,,300,29306,21327,29744,33537,3918,6722,0,7153,50649,,,17950,2007-03-31
,,,,,,,,,,,,32,567,158893,9945,289052,121,132219,,10000,,,0,12102,40649,57052,28618,43881,19874,0,11576,80155,,,18050,2007-03-31
,,,,,,,,,,,,58580,123874,968629,9849,1309392,2829,781589,0,114598,,,8846,183604,187020,166686,0,223676,8528,0,63596,333553,,,18078,2007-03-31
,,,,,,,,,,,,8181,18893,121720,6523,196970,236,65931,,38780,,,0,18771,25083,24865,28758,0,15363,0,17009,46359,,,18135,2007-03-31
