RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,24946,0,81624,7208,,,2669,13016,3589,0,11868,,,6253,6548,35381,0,4846,12307,27480,360,37,2018-03-31
,,,,,,,,,,,,0,,25821,1475,42750,2442,,3268,1931,9322,8613,0,6640,,,4232,0,6836,0,2576,9758,5595,2541,242,2018-03-31
,,,,,,,,,,,,0,18854,138583,1385,214641,3106,,,3035,107804,23985,78,35028,,,0,50172,10195,0,3342,41173,69926,8736,279,2018-03-31
,,,,,,,,,,,,0,,3503,2782,8381,853,,1128,952,329,571,0,0,,,504,0,0,0,528,2805,1926,0,354,2018-03-31
,,,,,,,,,,,,0,,41359,61,48054,3876,,9242,6666,11729,12254,0,3042,,,0,1,252,0,2918,19118,9010,0,457,2018-03-31
,,,,,,,,,,,,0,42542,399614,0,501791,929,,0,24679,168400,170181,0,14892,,,2962,43830,27360,0,26647,295324,26583,3356,505,2018-03-31
,,,,,,,,,,,,3530,0,176130,0,232685,13035,,8657,47265,40615,67907,0,109974,,,15478,21,10589,506,4780,10826,50746,9396,1155,2018-03-31
,,,,,,,,,,,,409,0,90414,0,151279,0,,6814,21508,20642,29903,0,15331,,,24427,1902,25563,0,10509,22721,56508,10982,1351,2018-03-31
,,,,,,,,,,,,0,0,253322,0,731497,38575,,4744,26650,101604,98537,2715,140636,,,315536,275,99497,0,19471,236292,57075,31946,1454,2018-03-31
,,,,,,,,,,,,0,0,129835,0,283815,16163,,,11699,71981,25749,1275,74367,,,85867,0,32240,0,15153,55207,40365,5311,1669,2018-03-31
,,,,,,,,,,,,0,37416,37357,890,120116,44480,,,8677,8028,16457,0,2218,,,3349,25050,3000,0,4134,18530,29859,3315,1856,2018-03-31
,,,,,,,,,,,,1066,22794,136285,4572,201269,2495,,,24484,20863,83198,0,22271,,,7314,7293,30144,0,1429,60717,34307,2699,2040,2018-03-31
,,,,,,,,,,,,0,0,99360,2319,151394,18803,,8358,12918,37881,12218,0,39419,,,0,4124,10922,302,7703,38764,18516,6200,2161,2018-03-31
,,,,,,,,,,,,30765,544863,3568280,0,4123065,7104,,0,20305,258845,3289114,0,211297,,,6750,322848,1005,0,15,1435159,965182,210330,2376,2018-03-31
,,,,,,,,,,,,9,,8651,0,14708,2016,,1121,1777,199,4709,0,2936,,,0,0,3978,0,405,2773,3176,0,2554,2018-03-31
,,,,,,,,,,,,0,0,447032,0,595524,52154,,0,43897,31740,371049,0,34649,,,49360,0,32407,0,776,190734,70567,75545,2732,2018-03-31
,,,,,,,,,,,,59,,43258,145,57853,752,,21143,1290,2258,12719,0,8637,,,500,1194,7206,0,522,16017,12614,2184,2750,2018-03-31
