RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,45563,3303,80860,0,32063,0,1458,,,0,7563,12064,30863,15036,7621,5865,0,9402,10301,,,37,2004-09-30
,,,,,,,,,,,,347,,19658,89,27658,100,13741,2314,984,,,0,4141,1938,7960,5852,11,627,0,2619,4315,,,242,2004-09-30
,,,,,,,,,,,,0,30711,34822,1527,126096,956,31519,0,417,,,331,7560,15098,39988,850,77142,5411,0,2315,13079,,,279,2004-09-30
,,,,,,,,,,,,64,,4621,80,8236,0,2963,751,307,,,0,0,872,2879,3619,0,0,0,807,2252,,,354,2004-09-30
,,,,,,,,,,,,240,0,122546,2710,165359,0,91955,0,18613,,,0,17157,28180,40148,11986,10678,6044,0,7256,24495,,,439,2004-09-30
,,,,,,,,,,,,29,,22708,188,26277,0,10777,4785,3204,,,0,1869,2438,8973,829,85,696,0,3764,6957,,,457,2004-09-30
,,,,,,,,,,,,0,25688,156062,0,292387,158,104943,0,17909,,,0,31373,24122,43721,39986,64533,12633,0,26443,99099,,,505,2004-09-30
,,,,,,,,,,,,5935,22755,296113,0,380275,12648,213525,41,24681,,,0,47907,41082,57321,27261,11437,1018,46200,11118,101869,,,1146,2004-09-30
,,,,,,,,,,,,18363,3000,102192,455,152991,18,58518,3631,32661,,,0,33785,18506,40341,18573,375,17006,439,6947,13361,,,1155,2004-09-30
,,,,,,,,,,,,0,,56781,3160,101042,0,27004,4650,16324,,,128,9233,13288,35927,23414,2887,10964,0,8675,17473,,,1351,2004-09-30
,,,,,,,,,,,,33,0,162315,13799,335637,343,87679,5596,30782,,,0,39682,27184,44897,82722,41422,8955,1548,28782,102330,,,1454,2004-09-30
