RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,44681,0,81533,0,,,2650,20087,12964,0,6535,13580,29889,10790,10279,10242,0,7874,7955,,,37,2009-06-30
,,,,,,,,,,,,0,,20999,2281,35028,1078,,3071,1871,7675,6297,0,5860,2633,7263,4356,0,4163,0,2737,6986,,,242,2009-06-30
,,,,,,,,,,,,0,31661,66998,2141,142984,538,,,3862,36255,15724,305,10834,24132,42197,3075,54658,9639,0,6864,13874,,,279,2009-06-30
,,,,,,,,,,,,0,,4290,527,8812,99,,628,344,1534,1111,0,0,709,2861,3623,0,0,0,664,2376,,,354,2009-06-30
,,,,,,,,,,,,191,,28196,372,33120,794,,5864,4408,7347,7317,0,2077,2099,10048,611,3,252,0,2773,9146,,,457,2009-06-30
,,,,,,,,,,,,0,45563,259746,3966,344847,5318,,0,15658,159542,44628,0,6913,30719,52166,5179,34578,25796,0,29254,141545,,,505,2009-06-30
,,,,,,,,,,,,14056,696,144016,0,193841,2196,,,42418,25815,56487,0,43295,30270,51093,20040,170,14154,527,6937,15476,,,1155,2009-06-30
,,,,,,,,,,,,0,0,68768,3993,132578,0,,4792,18527,11706,23429,48,10429,24825,42352,32682,452,23027,0,10262,23505,,,1351,2009-06-30
,,,,,,,,,,,,0,0,212535,0,463848,51855,,3082,30460,86966,62166,43,83718,53232,57035,91910,26908,55507,0,29482,134652,,,1454,2009-06-30
,,,,,,,,,,,,433,,25198,123,41779,1541,,12678,1265,2442,7943,0,4539,6060,11011,6743,0,5886,0,818,5832,,,1557,2009-06-30
,,,,,,,,,,,,21470,48956,678123,0,760002,61,,6402,95251,160759,385874,992,42295,172443,146210,28764,17899,1490,0,14434,213754,,,1632,2009-06-30
,,,,,,,,,,,,0,189,78526,7066,249214,16281,,,11193,45058,7667,0,48440,34280,54184,108222,3700,16364,0,11356,39999,,,1669,2009-06-30
,,,,,,,,,,,,10364,35078,231567,0,396826,17495,,0,24889,121033,82988,26442,16820,45968,100391,20718,44871,22101,636,1985,99902,,,1829,2009-06-30
,,,,,,,,,,,,316,67750,13114,1107,219070,7,,908,6401,1980,3010,0,1658,26587,111125,26691,163008,3871,0,1060,3673,,,1856,2009-06-30
,,,,,,,,,,,,3486,23775,153182,3722,207087,3,,,12281,37079,97928,0,29566,11453,74389,255,22204,19164,434,4695,32370,,,2040,2009-06-30
,,,,,,,,,,,,0,0,57730,5167,113019,1940,,,11902,31422,3598,0,23861,21109,18282,3001,21928,10118,322,8565,18752,,,2161,2009-06-30
,,,,,,,,,,,,4492,523953,1233981,0,1824080,72261,,0,11436,362317,859998,0,11055,223784,442116,130267,280670,5661,0,230,345843,,,2376,2009-06-30
,,,,,,,,,,,,0,,30930,526,39597,4658,,2806,4129,8174,11887,0,1222,3383,22038,0,0,0,0,917,4721,,,2451,2009-06-30
,,,,,,,,,,,,12,,4361,567,9777,2933,,1544,690,417,1614,0,1457,2698,1895,821,0,0,0,348,671,,,2554,2009-06-30
,,,,,,,,,,,,0,262,427702,0,524252,11298,,0,78837,24225,313337,0,35300,201758,60609,11769,0,46926,0,4962,78536,,,2732,2009-06-30
,,,,,,,,,,,,155,,40064,290,54116,345,,22891,2979,2912,9526,0,5568,11954,13890,2459,5338,2792,0,1689,8113,,,2750,2009-06-30
,,,,,,,,,,,,8946,29000,502336,24504,644889,238,,3416,96261,128975,258605,344,42321,169009,94620,49663,40655,2437,0,10629,206742,,,2938,2009-06-30
,,,,,,,,,,,,615,3500,73043,1037,143092,2655,,29834,8689,715,26373,128,60763,16760,18038,6604,40766,9670,0,4952,15018,,,3252,2009-06-30
,,,,,,,,,,,,4371,,12030,1515,30102,3163,,1311,2949,1401,4843,341,5264,4322,7489,7855,211,2790,0,488,2788,,,3458,2009-06-30
,,,,,,,,,,,,3177,5387,106312,976,184802,19056,,5360,10213,28356,51578,0,42850,27976,39206,8569,24072,15756,0,7652,44439,,,3720,2009-06-30
,,,,,,,,,,,,685,3998,111087,0,122440,47,,14697,37939,15763,38382,0,7864,20863,17653,0,0,0,0,5522,36053,,,3953,2009-06-30
,,,,,,,,,,,,1028,1644,138904,227,195567,3462,,,17322,60857,40811,0,16608,49384,42625,24062,7245,7730,0,11492,31474,,,4138,2009-06-30
,,,,,,,,,,,,619,32236,136869,244,204146,221,,9313,16080,37905,72034,1029,18461,36183,45669,14733,0,36792,0,3758,21832,,,4156,2009-06-30
,,,,,,,,,,,,61,0,80414,460,121294,1865,,,6473,13934,49426,0,9077,41751,28088,5708,18849,8750,0,8338,12673,,,4231,2009-06-30
,,,,,,,,,,,,3969,11114,179801,1964,247844,3564,,,16394,66651,83858,0,28082,35299,53729,10340,10482,26732,0,14349,71359,,,4437,2009-06-30
,,,,,,,,,,,,8405,38559,235001,2028,319203,181,,,8063,30424,193309,0,5437,68127,84868,3243,39401,21866,0,2185,53504,,,4839,2009-06-30
,,,,,,,,,,,,0,68689,346836,3507,450471,776,,0,21686,155391,169399,0,12175,95851,133238,4301,10958,42253,0,326,75876,,,5005,2009-06-30
,,,,,,,,,,,,0,0,428412,0,488279,27379,,0,5966,48704,373697,0,6013,236370,78283,1047,0,20651,0,20,45292,,,5069,2009-06-30
,,,,,,,,,,,,0,23833,249503,0,336432,27793,,19265,31435,62343,109031,0,25483,121580,42345,10127,900,2068,510,13472,27320,,,5135,2009-06-30
,,,,,,,,,,,,43190,88404,650354,0,933978,9383,,3345,43419,325038,248783,0,22395,61745,250366,25325,138518,44841,0,14508,297849,,,5210,2009-06-30
,,,,,,,,,,,,97060,30425,152857,5728,384433,1051,,0,2499,14430,131788,0,9031,37552,50923,86591,64987,38570,0,342,88209,,,5331,2009-06-30
,,,,,,,,,,,,0,34248,347745,0,429615,249,,1439,50616,33737,243764,0,6292,44138,15812,20636,2994,25023,0,10137,262103,,,5461,2009-06-30
,,,,,,,,,,,,7,0,49610,4542,118534,0,,22446,5045,9170,9224,958,11219,12597,12456,22400,28008,9868,0,2351,50774,,,5751,2009-06-30
,,,,,,,,,,,,0,,64830,1078,83222,2938,,,16140,6370,31098,0,11714,14058,27242,4309,457,442,454,4035,10229,,,6039,2009-06-30
,,,,,,,,,,,,0,,20342,7068,44139,0,,2460,651,5794,7482,0,10723,6693,8291,6185,2571,4218,0,3954,2537,,,6141,2009-06-30
,,,,,,,,,,,,0,0,366410,6715,452176,5,,5209,44165,82511,163513,0,29883,150926,131214,9394,12535,12992,1068,68966,34847,,,6329,2009-06-30
,,,,,,,,,,,,5812,86306,826760,8835,952806,169,,4307,158645,76375,555337,2057,26955,107405,165343,26197,1203,69384,0,9403,313329,,,6972,2009-06-30
,,,,,,,,,,,,0,0,173896,7398,642925,2000,,0,35059,0,0,0,0,0,0,364521,0,74317,0,135905,568148,,,7009,2009-06-30
,,,,,,,,,,,,42,0,66139,1887,116234,52,,4594,2600,23009,20975,0,24502,11942,21688,16029,0,24187,507,11484,24940,,,7045,2009-06-30
,,,,,,,,,,,,0,,23572,2103,40743,0,,2440,4386,8453,4077,25,2838,7939,13097,8365,205,5773,0,4215,7680,,,7157,2009-06-30
,,,,,,,,,,,,106,,30346,1566,49244,0,,7699,10358,2649,7532,0,8937,4358,15899,4534,10079,399,0,1997,6836,,,7456,2009-06-30
,,,,,,,,,,,,8,,67424,0,83941,654,,,28873,18121,12757,0,4888,31854,23778,2880,560,4338,0,5701,4968,,,7634,2009-06-30
,,,,,,,,,,,,0,22925,98710,4162,121661,1887,,4892,29846,20795,21727,0,10982,20586,23984,4673,3,1918,0,6956,6924,,,8033,2009-06-30
,,,,,,,,,,,,0,0,30135,12295,122312,2528,,7059,8936,1370,3647,0,19802,33570,13637,30522,25260,6646,0,8462,12551,,,8462,2009-06-30
,,,,,,,,,,,,0,,33613,0,54544,1271,,,6463,15095,4689,0,5645,8041,12977,12518,0,0,0,7298,11289,,,8631,2009-06-30
