RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,45574,37,82792,0,,,2952,22059,7449,0,5952,14157,29248,10688,7119,12303,0,7887,10033,,,37,2009-12-31
,,,,,,,,,,,,0,,21188,1093,34234,1164,,3664,1473,7721,6815,0,4785,2375,7086,4557,0,4080,0,2699,6721,,,242,2009-12-31
,,,,,,,,,,,,0,32637,70908,1952,146199,885,,,3957,41837,16517,276,12127,24532,41498,10368,45334,11106,0,6879,15031,,,279,2009-12-31
,,,,,,,,,,,,0,,4367,192,8648,99,,684,344,1453,1142,0,0,734,2889,3388,0,0,0,717,2051,,,354,2009-12-31
,,,,,,,,,,,,33,,31686,170,36611,656,,7088,5127,8204,7610,0,1964,2571,10361,514,2,250,0,3121,9968,,,457,2009-12-31
,,,,,,,,,,,,0,45500,253114,3000,373790,37263,,0,14760,153720,45532,0,7921,29357,51687,10802,34138,25308,0,28370,164093,,,505,2009-12-31
,,,,,,,,,,,,11642,0,149500,0,216166,16315,,,41601,26192,63345,0,49295,36780,53281,20188,159,10922,547,7675,15163,,,1155,2009-12-31
,,,,,,,,,,,,0,0,70735,2987,136156,0,,4685,19313,11784,24120,0,9339,26756,44908,27948,126,25662,0,10829,23033,,,1351,2009-12-31
,,,,,,,,,,,,0,0,209133,0,482708,61901,,2764,26676,85230,65875,0,82213,56541,54340,105003,22595,59878,0,28247,143744,,,1454,2009-12-31
,,,,,,,,,,,,66,,28690,633,43675,1433,,14686,1299,2621,9190,0,4465,8539,11341,5213,0,5525,0,847,4984,,,1557,2009-12-31
,,,,,,,,,,,,0,60000,662522,51647,778750,577,,7203,88750,160984,368319,948,27429,160663,201038,20910,16744,1120,0,14679,247249,,,1632,2009-12-31
,,,,,,,,,,,,0,116,80941,5023,247346,12917,,,9912,45501,9446,0,46052,32925,54688,105929,5227,17133,0,12316,41196,,,1669,2009-12-31
,,,,,,,,,,,,8662,31618,241887,0,401251,31864,,0,24258,126663,88200,27405,16918,43402,89002,19406,40058,21175,674,2050,115884,,,1829,2009-12-31
,,,,,,,,,,,,0,54000,12662,4906,207722,15053,,763,5884,1803,2807,0,1778,19239,107234,23594,108057,4735,0,1056,4447,,,1856,2009-12-31
,,,,,,,,,,,,3983,23300,159394,5581,219247,82,,,12590,34916,104513,0,29404,14955,71528,323,23282,20443,443,4654,38305,,,2040,2009-12-31
,,,,,,,,,,,,0,0,59747,3147,122111,5940,,3160,12927,31186,2857,0,28102,21944,18836,3274,26255,9706,325,9152,19795,,,2161,2009-12-31
,,,,,,,,,,,,9625,522553,1325881,0,1977308,27882,,0,19108,344289,962197,0,12313,242667,454594,287170,211223,5389,0,288,485227,,,2376,2009-12-31
,,,,,,,,,,,,0,,28747,2363,38122,5480,,2470,3460,7593,11735,0,1047,2942,22482,0,0,76,0,682,4846,,,2451,2009-12-31
,,,,,,,,,,,,91,,5821,123,9536,2764,,1937,643,473,2375,0,1655,2585,1735,0,0,0,0,336,663,,,2554,2009-12-31
,,,,,,,,,,,,0,230,417598,0,536415,14523,,0,83234,28290,301054,0,38892,201192,61136,10222,0,48009,0,4778,81726,,,2732,2009-12-31
,,,,,,,,,,,,43,,40573,274,55454,202,,23200,3133,3109,9048,0,5836,14035,14339,2276,5314,2893,0,1988,7955,,,2750,2009-12-31
,,,,,,,,,,,,6807,29000,482270,28788,607736,883,,3288,91158,123684,250061,348,9847,142462,86905,31703,38962,1796,0,9022,260512,,,2938,2009-12-31
,,,,,,,,,,,,516,3500,71382,3029,146869,2849,,28659,10514,859,26152,110,45618,30782,16780,7675,42480,9698,0,5198,19633,,,3252,2009-12-31
,,,,,,,,,,,,3209,,12772,204,29039,2186,,,3147,1339,5811,233,5302,4644,7281,7374,133,2637,0,718,2808,,,3458,2009-12-31
,,,,,,,,,,,,2945,5251,106785,0,188452,20945,,5615,10036,27815,53483,0,42535,27752,42833,11910,20551,14913,0,7986,23994,,,3720,2009-12-31
,,,,,,,,,,,,1236,13715,119931,0,130646,22,,15659,43926,17076,38597,0,8331,20789,17077,0,0,0,0,6134,35640,,,3953,2009-12-31
,,,,,,,,,,,,832,1539,131682,141,184214,5211,,,13617,60355,36970,0,13944,44797,40314,14720,10804,7591,0,11868,30090,,,4138,2009-12-31
,,,,,,,,,,,,190,25491,142307,3423,201517,102,,9080,13544,37178,78044,1242,25262,35021,52005,13941,0,27608,0,3503,24615,,,4156,2009-12-31
,,,,,,,,,,,,0,0,82689,538,117998,1609,,,6534,13869,52530,0,9526,39658,31363,4375,15518,8158,0,8348,12461,,,4231,2009-12-31
,,,,,,,,,,,,4063,10910,176941,9951,255259,2411,,,14877,72258,74331,0,29461,47308,50706,17924,5637,27065,0,12286,70167,,,4437,2009-12-31
,,,,,,,,,,,,7276,34381,237009,5962,318734,403,,0,7513,31311,194800,0,13685,66463,79926,13150,29100,17576,0,2302,53770,,,4839,2009-12-31
,,,,,,,,,,,,0,68153,337810,1806,419578,773,,0,20125,164610,152697,0,12087,83990,134503,6762,11746,41442,0,378,78134,,,5005,2009-12-31
,,,,,,,,,,,,0,2609,445657,0,520084,35795,,0,3463,46660,394305,0,6524,268460,69603,1068,0,19548,0,0,45702,,,5069,2009-12-31
,,,,,,,,,,,,0,21857,226814,0,315756,44521,,20898,24479,55179,99251,0,23672,116860,42045,20721,579,1850,511,11687,25251,,,5135,2009-12-31
,,,,,,,,,,,,52021,92486,646049,0,949965,28420,,3520,29689,333324,253399,0,23495,64790,235022,27285,132900,50708,0,14559,308201,,,5210,2009-12-31
,,,,,,,,,,,,95728,966,143037,1967,375260,11,,0,2287,13909,125980,0,10638,46308,46680,106650,48168,35681,0,380,90358,,,5331,2009-12-31
,,,,,,,,,,,,1,15501,351253,0,451517,276,,1397,49839,38872,240483,0,5842,50513,15770,30367,3315,21187,0,9719,294831,,,5461,2009-12-31
,,,,,,,,,,,,27,2297,51138,1526,114443,0,,23933,5159,9229,8555,922,10604,13533,12651,13871,31905,11613,0,2951,43086,,,5751,2009-12-31
,,,,,,,,,,,,0,,64192,600,84977,10554,,,14672,6291,33029,0,12633,14364,26627,3314,510,395,472,4695,10773,,,6039,2009-12-31
,,,,,,,,,,,,0,,21533,10297,48622,0,,2269,932,6465,7443,0,10025,8290,8272,6130,1960,4140,0,4408,2691,,,6141,2009-12-31
,,,,,,,,,,,,21,0,371514,8368,475839,7,,4324,46335,86944,158271,0,27593,172644,134738,9070,17725,11714,1139,73122,35846,,,6329,2009-12-31
,,,,,,,,,,,,2168,45983,776651,0,918707,12195,,4918,138592,75111,523235,2409,28078,109404,106819,33485,1194,63915,0,8447,357360,,,6972,2009-12-31
,,,,,,,,,,,,0,0,225733,0,572253,2000,,0,50427,0,0,0,0,0,0,249831,0,76062,0,171962,547495,,,7009,2009-12-31
,,,,,,,,,,,,0,0,72158,0,127968,46,,5856,2836,30053,19034,0,28227,12991,22134,14917,0,25349,517,11425,26805,,,7045,2009-12-31
,,,,,,,,,,,,0,,23986,2731,43101,0,,2437,4788,8329,4322,22,3216,8857,14159,6764,284,8110,0,4110,7845,,,7157,2009-12-31
,,,,,,,,,,,,0,,29645,5571,51173,0,,7164,9387,2530,8446,0,6003,5169,16156,3627,9322,509,0,2066,7969,,,7456,2009-12-31
,,,,,,,,,,,,0,,64234,0,82006,55,,,13108,17311,24776,0,4313,30046,26032,3294,446,3304,0,5093,4603,,,7634,2009-12-31
,,,,,,,,,,,,33,20079,113443,3083,129804,5153,,4100,26666,24881,41454,0,10779,11611,25326,4272,2,1991,0,7402,6733,,,8033,2009-12-31
,,,,,,,,,,,,0,0,29872,6746,119796,899,,7630,7798,1411,4286,0,19381,30175,13432,30061,26151,6455,0,8188,14001,,,8462,2009-12-31
,,,,,,,,,,,,0,,33537,2928,54278,258,,,6227,15392,4346,0,5688,8523,11691,12152,0,0,0,7572,11903,,,8631,2009-12-31
,,,,,,,,,,,,5725,58552,287765,401,349360,1038,,0,99759,129851,52274,0,5266,1860,1404,26604,15,1001,0,5645,140492,,,9357,2009-12-31
,,,,,,,,,,,,691,,66394,537,87089,5963,,32405,4343,6505,19238,0,8811,14773,23881,4478,0,3050,0,1565,11487,,,9553,2009-12-31
,,,,,,,,,,,,68844,305995,1821578,102174,2788599,293569,,0,88294,479711,1252195,0,13469,281586,511535,25355,195586,208729,0,690,1390429,,,9807,2009-12-31
,,,,,,,,,,,,0,,49612,0,98301,23373,,9045,9083,9217,18621,873,16794,10474,15613,8224,0,10697,0,2773,22678,,,9955,2009-12-31
,,,,,,,,,,,,21,,22354,123,34728,36,,3910,2920,1885,11493,0,4838,2566,8779,1346,8354,1426,0,1434,7963,,,10157,2009-12-31
,,,,,,,,,,,,0,34859,381146,8570,495153,580,,0,75234,84426,195924,0,17104,116742,143565,8115,31647,28546,291,24777,132395,,,10250,2009-12-31
,,,,,,,,,,,,428,22155,244970,0,325928,4240,,7766,15830,52165,171399,0,6788,99632,80224,6142,27811,25734,0,3181,66681,,,10849,2009-12-31
,,,,,,,,,,,,30826,26903,343702,18260,430759,587,,43877,91541,39419,116978,0,2177,72640,86542,22859,27596,1707,25631,22378,162681,,,10858,2009-12-31
,,,,,,,,,,,,0,9973,127674,572,161669,83,,,2102,77182,41318,0,35298,7279,43803,2613,1207,14278,0,4353,30415,,,11145,2009-12-31
,,,,,,,,,,,,861,41332,203094,6180,313058,1308,,39153,41190,22571,85035,0,9039,59339,48259,17455,12987,42405,0,15138,84288,,,11640,2009-12-31
,,,,,,,,,,,,0,7000,46988,1142,101836,4637,,,3173,7146,34973,0,27233,14881,26635,24986,8504,9941,103,708,9521,,,11837,2009-12-31
,,,,,,,,,,,,0,0,291364,6204,325737,10561,,0,30411,54161,161672,0,28052,89262,110845,5754,0,0,0,20512,33123,,,12030,2009-12-31
,,,,,,,,,,,,0,2000,100085,6302,157214,923,,,15222,26770,41077,125,5617,26341,22804,4244,22436,8342,368,12294,19301,,,12142,2009-12-31
,,,,,,,,,,,,1955,7900,84315,40,120873,53,,,4055,35457,40333,0,11745,16331,26570,1655,9897,19898,61,2823,26432,,,12245,2009-12-31
849713,2970989,14837,52094345,176169,336056,1174827,2845315,4151933,1563261,0,2054824,,,36150974,,,,,62642,7142333,13118577,11265998,,1504370,2684038,12778134,,,,0,3780367,21119651,,,12311,2009-12-31
,,,,,,,,,,,,0,,70076,0,98284,422,,6253,15011,24394,23724,0,5169,30877,14413,1269,1822,4002,0,695,20303,,,12647,2009-12-31
,,,,,,,,,,,,0,,11954,913,14474,105,,806,909,7370,1543,5,1864,3362,4452,706,0,0,0,1523,1426,,,12656,2009-12-31
,,,,,,,,,,,,0,4,166168,0,200826,15317,,,11906,55928,97721,0,13905,91650,13346,0,0,744,0,510,23172,,,12937,2009-12-31
,,,,,,,,,,,,267,19646,518582,5663,641014,1929,,1913,42983,140778,305290,0,32455,161161,137865,5675,19374,43265,0,24966,202556,,,12946,2009-12-31
,,,,,,,,,,,,653,6800,106967,2352,131525,36,,,11910,21348,71507,0,7694,28595,18020,3,5,3695,10,1609,32110,,,12955,2009-12-31
,,,,,,,,,,,,0,0,99501,6301,162677,385,,,15099,45282,28982,0,9824,14552,51953,19492,11213,3719,307,8811,30872,,,13037,2009-12-31
,,,,,,,,,,,,10469,135438,900248,339,1161347,7280,,0,68640,326557,309180,0,40166,129522,181317,52418,78775,76562,0,195874,445712,,,13103,2009-12-31
,,,,,,,,,,,,0,,20724,5338,37017,3198,,1966,5160,4162,6600,0,2894,1734,12375,2025,7,4279,0,2837,11304,,,13251,2009-12-31
,,,,,,,,,,,,0,,11523,2113,19696,877,,4903,1813,608,3783,0,2540,1915,4319,476,0,2668,0,412,3060,,,13457,2009-12-31
,,,,,,,,,,,,0,,48938,2537,68178,1587,,,4887,14274,24953,0,11678,10261,13907,902,4295,2663,0,1618,17736,,,14052,2009-12-31
,,,,,,,,,,,,508,11,95659,135,114249,0,,332,6219,33179,33223,0,13755,15863,21054,900,1508,3786,0,5248,18215,,,14155,2009-12-31
,,,,,,,,,,,,0,,10631,0,27784,2493,,1610,2008,1213,5454,1213,1429,1763,8034,380,6380,1670,0,315,8954,,,14454,2009-12-31
