RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,45918,5090,80709,0,33575,,1235,,,0,8578,12529,28630,15140,7313,5419,0,9814,9255,,,37,2006-06-30
,,,,,,,,,,,,11,,20635,429,29836,100,14113,2350,1790,,,0,3589,2691,7670,7119,7,858,0,2640,5155,,,242,2006-06-30
,,,,,,,,,,,,0,28241,46857,1355,124452,392,41319,,1271,,,263,8986,16333,38268,850,64670,5130,0,3627,12444,,,279,2006-06-30
,,,,,,,,,,,,235,,4025,58,8010,0,2610,574,216,,,0,0,522,2478,4010,0,0,0,611,2359,,,354,2006-06-30
,,,,,,,,,,,,0,0,130892,5903,187379,0,101610,,18698,,,0,16336,28758,44288,10836,12769,2255,0,5607,27983,,,439,2006-06-30
,,,,,,,,,,,,611,,24902,246,27798,12,12909,4799,3362,,,0,2122,3857,8442,904,32,660,0,3687,7322,,,457,2006-06-30
,,,,,,,,,,,,0,38591,221819,0,323046,153,161048,0,16399,,,0,57764,29459,57411,26508,53861,4513,0,37870,69454,,,505,2006-06-30
,,,,,,,,,,,,6750,32350,359069,0,477327,14459,287989,0,29649,,,0,50167,46039,83026,43073,22719,846,30010,10081,143001,,,1146,2006-06-30
,,,,,,,,,,,,19414,3899,119991,0,174166,1233,70799,,33585,,,0,33282,35556,43318,19142,280,18731,457,8911,9527,,,1155,2006-06-30
,,,,,,,,,,,,0,0,59316,3050,105279,0,29134,4872,16248,,,182,8940,15299,34028,30181,359,9392,0,8880,20954,,,1351,2006-06-30
,,,,,,,,,,,,338,0,193653,18774,393037,371,121858,5844,34518,,,132,64864,33641,45313,93934,26889,31684,1612,29169,120839,,,1454,2006-06-30
,,,,,,,,,,,,0,,17721,2846,34548,50,7355,9008,603,,,0,3373,4917,11181,11127,0,1235,0,755,4119,,,1557,2006-06-30
,,,,,,,,,,,,15115,31692,458233,5896,512865,137,387391,5686,51826,,,0,28200,120568,77035,27753,408,3864,0,14572,132600,,,1632,2006-06-30
,,,,,,,,,,,,0,288,69304,13535,223088,2532,49783,,8066,,,0,41885,23965,57933,111535,42,9620,0,9656,24114,,,1669,2006-06-30
,,,,,,,,,,,,4300,5000,166252,0,305724,5245,135657,0,28037,,,19403,14160,35010,90687,21509,39470,44976,540,1878,61193,,,1829,2006-06-30
,,,,,,,,,,,,12058,90802,15592,287,223824,51,11000,1268,2623,,,0,1617,40486,32972,0,199251,1984,0,2104,1921,,,1856,2006-06-30
,,,,,,,,,,,,710,20968,125567,735,160066,77,99332,,16708,,,0,23120,32188,30820,2501,3102,20920,416,6105,30914,,,2040,2006-06-30
,,,,,,,,,,,,0,0,56067,2653,97499,3396,34096,,11353,,,0,19178,17038,15115,11477,9564,6179,404,10186,17982,,,2161,2006-06-30
,,,,,,,,,,,,4745,174730,602145,1173,1011690,28,597925,0,3747,,,0,12334,76120,328763,17852,313169,10506,0,473,248109,,,2376,2006-06-30
,,,,,,,,,,,,3,,27808,461,30569,134,13654,4508,8836,,,0,1648,3500,11524,0,0,0,0,772,3534,,,2451,2006-06-30
,,,,,,,,,,,,0,,3125,605,6842,0,1014,1077,532,,,0,1582,510,2294,2489,3,50,0,432,503,,,2554,2006-06-30
,,,,,,,,,,,,0,217,425263,32007,537985,0,299734,0,86810,,,0,39415,142799,77756,22267,0,36338,0,38445,127182,,,2732,2006-06-30
,,,,,,,,,,,,612,,32364,1440,51424,1106,13670,14157,2250,,,0,5380,7677,16141,7802,5264,1147,0,2229,9835,,,2750,2006-06-30
,,,,,,,,,,,,19628,15500,304580,22,368252,2022,236528,4341,53481,,,0,6193,28519,105002,35811,3947,4670,0,7261,111363,,,2938,2006-06-30
