RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,45542,7914,80976,0,32097,0,1591,,,0,7923,11994,30105,14696,7537,6090,0,9817,9565,,,37,2004-12-31
,,,,,,,,,,,,82,,19672,759,28029,100,13814,2337,939,,,0,4200,2139,7633,5409,11,426,0,2515,4266,,,242,2004-12-31
,,,,,,,,,,,,0,29830,35302,1453,125351,875,31988,0,400,,,309,7680,15258,39525,850,75819,5338,0,2327,13130,,,279,2004-12-31
,,,,,,,,,,,,22,,4354,190,7955,0,2761,797,281,,,0,0,881,2658,3304,0,0,0,755,2154,,,354,2004-12-31
,,,,,,,,,,,,36,0,125340,3044,166538,0,94810,0,17913,,,0,16847,29982,39566,11331,9418,4956,0,7458,23250,,,439,2004-12-31
,,,,,,,,,,,,112,,23817,0,27063,0,11925,4363,3326,,,0,2098,2877,8654,820,75,680,0,3988,7051,,,457,2004-12-31
,,,,,,,,,,,,0,12986,167469,0,303631,154,113646,0,16989,,,0,32001,25996,42758,39898,62027,11986,0,28022,120117,,,505,2004-12-31
,,,,,,,,,,,,5525,36426,309574,0,411117,12137,223417,61,25502,,,0,53607,42939,58510,26805,12784,1005,48650,10998,97256,,,1146,2004-12-31
,,,,,,,,,,,,20024,3000,102757,2265,155950,15,58989,3615,33139,,,0,33380,19478,39448,18481,358,17341,436,6575,13917,,,1155,2004-12-31
,,,,,,,,,,,,0,,56610,4695,100634,0,27236,4697,15804,,,224,9991,13407,35269,19923,2760,10888,0,8648,17993,,,1351,2004-12-31
,,,,,,,,,,,,0,0,160918,35621,355206,350,90418,4545,28301,,,0,52387,28429,45193,83890,39292,8231,1618,28498,107930,,,1454,2004-12-31
,,,,,,,,,,,,0,,16615,3145,31715,50,7341,7931,661,,,0,3038,3524,11991,8580,0,1952,0,682,4730,,,1557,2004-12-31
,,,,,,,,,,,,6884,29000,289750,0,331341,207,220216,0,56233,,,0,10568,69865,46289,19355,1041,4760,0,12781,90924,,,1632,2004-12-31
,,,,,,,,,,,,0,257,67696,9497,225016,2143,48730,0,9719,,,0,38254,20229,59849,113493,47,9554,0,9615,27873,,,1669,2004-12-31
,,,,,,,,,,,,1644,9000,164544,0,313567,9935,131564,0,29892,,,21299,14844,31708,84529,20584,51190,33330,573,2306,74119,,,1829,2004-12-31
,,,,,,,,,,,,7198,,8255,567,232960,207,2183,1513,2876,,,0,1293,60081,2350,30548,191160,1995,0,1678,568,,,1856,2004-12-31
,,,,,,,,,,,,643,16508,113288,232,149138,47,47326,0,54439,,,0,18839,24388,29999,2987,1678,18963,414,6181,37685,,,2040,2004-12-31
,,,,,,,,,,,,0,,50328,2371,99391,11821,35474,0,5309,,,0,20475,21851,15115,23234,3252,274,395,9446,18150,,,2161,2004-12-31
,,,,,,,,,,,,3876,160351,405670,12747,1024907,100,405106,0,0,,,0,41871,63716,326488,25500,473330,69439,0,564,247517,,,2376,2004-12-31
,,,,,,,,,,,,2,,16281,216,20547,2314,7993,2705,4875,,,0,2227,3161,5927,0,0,0,0,737,4063,,,2451,2004-12-31
,,,,,,,,,,,,0,,3670,327,7472,0,1077,1674,607,,,0,1649,589,2378,2403,6,50,0,444,534,,,2554,2004-12-31
