RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,43751,4796,79401,0,32249,0,1392,,,0,7576,12240,30060,13807,8308,6153,0,10046,9545,,,37,2005-03-31
,,,,,,,,,,,,0,,18967,2007,29132,186,14598,1977,931,,,0,4432,2490,7502,6207,10,594,0,2445,4867,,,242,2005-03-31
,,,,,,,,,,,,0,29436,36320,1243,124561,906,32944,0,399,,,319,7522,16282,38264,850,74432,5270,0,2357,13498,,,279,2005-03-31
,,,,,,,,,,,,0,,4092,539,8067,0,2634,642,249,,,0,0,1000,2534,3330,0,0,0,687,2418,,,354,2005-03-31
,,,,,,,,,,,,0,0,127729,4864,170214,0,97795,0,16907,,,0,17853,28835,42939,11332,8902,4493,0,6415,23649,,,439,2005-03-31
,,,,,,,,,,,,0,,23003,548,27738,0,11707,4050,3009,,,0,2167,3125,8914,975,65,698,0,4039,6810,,,457,2005-03-31
,,,,,,,,,,,,0,20486,175573,58,304142,151,120487,0,17320,,,0,33310,30240,44446,39614,59426,11351,0,28594,108511,,,505,2005-03-31
,,,,,,,,,,,,3988,43383,314315,0,415814,9958,227886,59,24558,,,0,52773,42096,63511,26090,14040,979,50596,10622,93284,,,1146,2005-03-31
,,,,,,,,,,,,16916,5135,103725,0,155384,740,58446,3705,33721,,,0,33432,20125,39015,18217,341,17508,451,7405,13718,,,1155,2005-03-31
,,,,,,,,,,,,0,0,56907,5300,102758,0,27657,4719,16071,,,224,11246,12828,35678,23754,2629,10727,0,8236,18737,,,1351,2005-03-31
,,,,,,,,,,,,0,0,161585,32743,357435,355,92236,4180,29386,,,0,61003,34298,45767,90523,38935,7471,1562,28019,106606,,,1454,2005-03-31
,,,,,,,,,,,,0,,17839,2094,32324,50,7066,9283,815,,,0,3403,3564,12015,8963,0,1810,0,676,4555,,,1557,2005-03-31
,,,,,,,,,,,,11292,29444,317768,683,365990,224,250665,0,54365,,,0,11324,69360,47885,19340,946,4650,0,12778,116497,,,1632,2005-03-31
,,,,,,,,,,,,0,293,67607,7912,220200,2159,48425,0,10219,,,0,40286,20037,58639,110793,45,9180,0,9436,26558,,,1669,2005-03-31
,,,,,,,,,,,,2169,9113,160585,0,311272,7417,130380,0,27176,,,20857,17014,30737,88537,20568,48708,41192,550,2378,67891,,,1829,2005-03-31
,,,,,,,,,,,,7650,81000,11361,392,227283,127,5647,1677,2545,,,0,1272,65656,1903,31324,170719,1995,0,1490,2286,,,1856,2005-03-31
,,,,,,,,,,,,171,16468,113968,2602,149645,62,29104,0,78235,,,0,20120,16689,37586,2514,1791,20245,415,6205,32366,,,2040,2005-03-31
,,,,,,,,,,,,0,0,50343,2619,104307,14156,31223,0,5607,,,0,20550,26674,15055,24463,3545,911,403,9522,18568,,,2161,2005-03-31
,,,,,,,,,,,,4094,165507,429439,4976,1026651,0,428863,0,31,,,0,43773,64178,319478,25500,452333,69698,0,545,260832,,,2376,2005-03-31
,,,,,,,,,,,,13,,17505,192,20184,818,7897,2939,5894,,,0,2084,3258,5670,0,0,0,0,772,3139,,,2451,2005-03-31
,,,,,,,,,,,,0,,3437,372,7245,0,1046,1131,585,,,0,1623,608,2227,2403,4,10,0,429,535,,,2554,2005-03-31
,,,,,,,,,,,,0,205,390966,27494,516702,0,269619,0,83646,,,0,39437,104994,68984,27160,0,44236,0,37466,163243,,,2732,2005-03-31
,,,,,,,,,,,,1287,,30684,82,48193,1024,13196,14983,919,,,0,4921,8559,15309,7831,5913,417,0,1586,7378,,,2750,2005-03-31
,,,,,,,,,,,,22239,40500,271980,0,341503,392,209098,6582,50724,,,0,5012,69527,18198,37983,6534,4670,0,8491,98537,,,2938,2005-03-31
,,,,,,,,,,,,0,0,58713,4293,109350,0,52392,0,1951,,,0,13892,13949,38014,37302,32,1638,0,2811,23496,,,2956,2005-03-31
,,,,,,,,,,,,0,,44824,5935,89850,3192,13986,21090,5337,,,206,16377,9259,17814,13206,7493,7970,0,3573,17582,,,3252,2005-03-31
