RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,0,,36096,0,86285,4438,,,2842,17914,6105,0,7928,12144,28111,10387,12946,21891,0,5533,10220,,,37,2013-09-30
,,,,,,,,,,,,0,,23322,308,38852,473,,2653,1962,8291,7657,0,5418,2980,5668,4667,0,7249,0,2616,7978,,,242,2013-09-30
,,,,,,,,,,,,0,9696,83786,2415,145854,3822,,,3139,56903,18223,16,16552,28349,36777,0,32511,17550,0,5044,25553,,,279,2013-09-30
,,,,,,,,,,,,35,,3464,329,10526,150,,644,495,780,954,0,0,602,2722,5785,0,676,0,554,3180,,,354,2013-09-30
,,,,,,,,,,,,0,,35607,583,42094,3856,,7560,7188,8535,9169,0,2734,2360,9500,0,2,558,0,2634,16315,,,457,2013-09-30
,,,,,,,,,,,,0,35500,256280,0,388560,38737,,0,16424,141977,62429,0,9077,14994,30312,0,26736,42689,0,24063,214744,,,505,2013-09-30
,,,,,,,,,,,,12282,0,139557,0,216289,30095,,,40372,25897,59141,0,85338,24845,41952,18620,84,9015,545,7087,11184,,,1155,2013-09-30
,,,,,,,,,,,,158,0,74325,163,163945,0,,4302,14236,17297,28696,0,13172,39580,40032,34012,2895,47281,0,9794,23326,,,1351,2013-09-30
,,,,,,,,,,,,0,0,239286,0,651763,70240,,6165,30648,102284,73167,0,120765,55844,49005,212385,4836,99439,0,26234,199109,,,1454,2013-09-30
,,,,,,,,,,,,184,,36834,983,76979,4873,,20147,3928,2969,8217,0,0,4421,10907,4357,20394,6985,0,1615,13135,,,1557,2013-09-30
,,,,,,,,,,,,0,0,85223,0,254218,28089,,,6701,50270,12449,0,54280,22401,39454,97139,1570,22663,0,10515,46842,,,1669,2013-09-30
,,,,,,,,,,,,4647,5970,235346,0,404266,48108,,0,14810,120619,98205,19759,22850,33515,63204,13785,48657,24710,731,844,132416,,,1829,2013-09-30
,,,,,,,,,,,,0,30000,68230,0,122295,17201,,,37754,977,28585,0,1747,1449,34930,0,24580,0,0,535,3255,,,1856,2013-09-30
,,,,,,,,,,,,7596,0,114128,7493,197582,5222,,,19500,23493,67057,0,23485,5128,41694,10353,17411,33075,1,2180,78709,,,2040,2013-09-30
,,,,,,,,,,,,0,0,66914,11211,128480,7300,,4502,15482,35655,2924,0,31149,20337,12204,0,12359,15523,292,8724,26579,,,2161,2013-09-30
,,,,,,,,,,,,16540,852705,2245646,0,2782617,12504,,0,10998,152816,2076925,0,42422,165837,292588,9989,329542,0,0,5080,887779,,,2376,2013-09-30
,,,,,,,,,,,,0,,4213,0,13060,3554,,989,1598,312,1596,0,2289,591,3270,0,0,2731,0,355,743,,,2554,2013-09-30
,,,,,,,,,,,,0,0,311727,0,536222,107943,,0,30388,30803,248663,5070,56115,139303,47370,21605,0,69182,0,1821,123707,,,2732,2013-09-30
