RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3385,RCON3386,RCON3387,RCON3465,RCON3466,RCON3484,RCON3485,RCONA514,RCONA529,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17,IDRSSD,RCON9999
,,,,,,,,,,,,2006,,32632,2489,49771,100,21678,,7138,,,0,5168,5724,16804,2401,4095,3222,0,3754,6617,,,26149,2005-12-31
,,,,,,,,,,,,0,541,400171,25137,499775,449,164911,0,21365,,,0,66017,54908,171306,38771,1286,10005,0,213898,112028,,,26233,2005-12-31
,,,,,,,,,,,,12457,9697,182543,1044,355427,81,144725,4238,23294,,,0,18768,26096,81131,70177,25850,37427,763,12628,129849,,,26242,2005-12-31
,,,,,,,,,,,,0,,14400,40,23255,0,10548,958,411,,,0,2418,1478,5420,7736,0,150,0,707,8554,,,26457,2005-12-31
,,,,,,,,,,,,0,,10499,2022,17257,9,3632,3823,1403,,,0,1460,3025,3800,2337,0,524,226,1398,3679,,,26756,2005-12-31
,,,,,,,,,,,,0,,8615,2453,55466,3472,3826,1553,316,,,0,22832,9157,3883,30464,3660,4080,0,2597,5079,,,26765,2005-12-31
,,,,,,,,,,,,0,22719,263207,500,330885,45429,215684,194,45413,,,23,17966,50614,77046,0,67,0,0,2992,48215,,,26859,2005-12-31
,,,,,,,,,,,,48654,34000,270842,0,384912,783,231875,0,13105,,,16,31732,25943,57381,5471,72797,5139,2112,10507,77632,,,26916,2005-12-31
,,,,,,,,,,,,32633,45156,253478,800,417063,2861,207777,1218,31730,,,0,34024,50727,67138,36211,58347,20244,0,13462,91501,,,27548,2005-12-31
,,,,,,,,,,,,0,3093,134080,3243,255473,51,60745,,32432,,,0,29547,36710,60407,55212,7815,37465,278,40663,61210,,,27614,2005-12-31
,,,,,,,,,,,,3,7100,216985,12383,288040,36,150896,,64314,,,0,10646,56180,42371,17477,25305,1126,0,1539,128564,,,27838,2005-12-31
,,,,,,,,,,,,173,9233,134348,5500,216069,796,93499,,9690,,,45,33409,52572,65866,40675,19835,6992,493,23254,20510,,,27847,2005-12-31
,,,,,,,,,,,,226844,44554,385909,0,1424404,3210,372880,0,8727,,,0,37133,141367,283515,19977,925423,17086,0,3620,451159,,,28013,2005-12-31
,,,,,,,,,,,,70,,45220,894,62877,1819,34650,,5538,,,0,9063,2466,15457,4141,306,4819,0,3554,16886,,,28152,2005-12-31
,,,,,,,,,,,,0,0,58506,3020,111153,4272,29979,4573,20082,,,0,39215,11169,13984,4643,33252,0,0,3786,18291,,,28255,2005-12-31
