RCFA2170,RCFA3128,RCFA3792,RCFA5310,RCFA5311,RCFA7204,RCFA7205,RCFA7206,RCFA8274,RCFAA223,RCFAA224,RCFAB530,RCFAB596,RCFAH015,RCFAH036,RCFAH311,RCFAH313,RCFAH314,RCFAJJ30,RCFAJJ31,RCFAJJ32,RCFAKW00,RCFAKW03,RCFAKX77,RCFAKX78,RCFAKX79,RCFAKX80,RCFAKX81,RCFAKX82,RCFAKX83,RCFALB58,RCFALB59,RCFALB60,RCFALB61,RCFAP742,RCFAP793,RCFAP839,RCFAP840,RCFAP841,RCFAP842,RCFAP843,RCFAP844,RCFAP846,RCFAP847,RCFAP848,RCFAP849,RCFAP850,RCFAP852,RCFAP857,RCFAP858,RCFAP859,RCFAP860,RCFAP861,RCFAP862,RCFAP863,RCFAP864,RCFAP865,RCFAP866,RCFAP867,RCFAP868,RCFAP870,RCFAP872,RCFAP875,RCFAQ258,RCFAS540,RCFW3792,RCFW5310,RCFW5311,RCFW7205,RCFW7206,RCFWA223,RCFWH312,RCFWP793,RCFWP851,RCFWP852,RCFWP853,RCFWP854,RCFWP855,RCFWP856,RCFWP857,RCFWP858,RCFWP859,RCFWP870,RCOA2170,RCOA3128,RCOA3792,RCOA5310,RCOA5311,RCOA7204,RCOA7205,RCOA7206,RCOA8274,RCOAA223,RCOAA224,RCOAB530,RCOAB596,RCOAH311,RCOAH313,RCOAH314,RCOAJJ29,RCOAJJ30,RCOAJJ31,RCOAJJ32,RCOAKW00,RCOAKX77,RCOAKX78,RCOAKX79,RCOAKX80,RCOAKX81,RCOAKX82,RCOAKX83,RCOALB58,RCOALB59,RCOALB60,RCOALB61,RCOALE74,RCOANC99,RCOAP742,RCOAP793,RCOAP838,RCOAP839,RCOAP840,RCOAP841,RCOAP842,RCOAP843,RCOAP844,RCOAP846,RCOAP847,RCOAP848,RCOAP849,RCOAP850,RCOAP852,RCOAP857,RCOAP858,RCOAP859,RCOAP860,RCOAP861,RCOAP862,RCOAP863,RCOAP864,RCOAP865,RCOAP866,RCOAP867,RCOAP868,RCOAP870,RCOAP872,RCOAP875,RCOAQ258,RCOAS540,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20634,564,564,23.3543%,46.2138%,44.9506%,20070,44649,85937,1107,0,38.2138%,,,,,,,,,,,,,,,,,,,,,4700,44.9506%,1,0,21177,0,0,0,1107,0,0,0,,0,20070,0,0,20070,0,0,0,0,0,0,0,0,0,564,0,0,0,,37,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5351,185,185,12.8236%,20.9138%,20.1907%,5166,25586,40285,230,0,12.9138%,,,,,,,,,,,,,,,,,,,,,240,20.1907%,1,0,5396,0,0,0,230,0,0,0,,0,5166,0,0,5166,0,0,0,0,0,0,0,0,0,185,0,0,0,,242,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29097,942,942,14.4045%,25.2110%,24.3948%,28155,115414,195460,123,0,17.2110%,,,,,,,,,,,,,,,,,,,,,1,24.3948%,1,0,28278,0,0,0,123,0,0,0,,0,28155,0,0,28155,0,0,0,0,0,0,0,0,0,942,0,0,0,,279,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,52,52,10.4390%,24.5865%,23.3029%,944,4051,9043,40,0,16.5865%,,,,,,,,,,,,,,,,,,,,,525,23.3029%,1,0,1038,0,0,32,40,0,0,0,,0,966,22,22,944,0,0,0,0,22,0,0,0,0,52,0,54,0,,354,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4966,483,483,9.6612%,12.8533%,11.6032%,4483,38636,46402,1,0,4.8533%,,,,,,,,,,,,,,,,,,,,,4000,11.6032%,1,0,4484,0,0,0,1,0,0,0,,0,4483,0,0,4483,0,0,0,0,0,0,0,0,0,483,0,0,0,,457,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41058,3776,3776,9.0470%,13.6046%,12.3535%,37282,301794,412094,-1913,0,5.6046%,,,,,,,,,,,,,,,,,,,,,17133,12.3462%,1,0,36341,994,0,0,963,0,-2876,0,,0,37260,0,0,37260,0,0,22,22,0,22,0,0,0,3776,0,994,0,,505,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21416,2269,2269,8.8096%,11.8242%,10.5714%,19147,181120,217343,390,0,3.8242%,,,,,,,,,,,,,,,,,,,,,6500,10.5714%,1,0,19537,0,0,0,390,0,0,0,,0,19147,0,0,19147,0,0,0,0,0,0,0,0,0,2269,0,0,0,,1155,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24891,1245,1245,15.4035%,23.3427%,22.1751%,23646,106633,153511,20,0,15.3427%,,,,,,,,,,,,,,,,,,,,,770,22.1751%,1,0,23666,0,0,0,20,0,0,0,,0,23646,0,0,23646,0,0,0,0,0,0,0,0,0,1245,0,0,0,,1351,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82946,3457,3470,8.3350%,28.2870%,27.1036%,79476,293230,953516,3821,0,20.2870%,,,,,,,,,,,,,,,,,,,,,2214,27.1036%,1,0,83297,0,0,0,3821,0,0,0,,0,79476,0,0,79476,0,0,0,0,0,0,0,0,0,3470,0,0,0,,1454,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12242,647,647,16.1948%,23.6670%,22.4162%,11595,51726,71597,152,0,15.6670%,,,,,,,,,,,,,,,,,,,,,9824,22.4162%,1,0,11976,70,159,0,152,0,0,0,,0,11595,0,0,11595,0,0,0,0,0,0,0,0,0,647,0,229,0,,1557,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47864,1484,1484,16.6845%,40.8176%,39.5521%,46380,117263,277983,535,0,32.8176%,,,,,,,,,,,,,,,,,,,,,1600,39.5521%,1,0,46915,0,0,0,535,0,0,0,,0,46380,0,0,46380,0,0,0,0,0,0,0,0,0,1484,0,0,0,,1669,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43400,3746,3943,9.2076%,13.3250%,12.1144%,39457,325703,428525,2215,0,5.3250%,,,,,,,,,,,,,,,,,,,,,3490,12.1144%,1,0,49817,8144,0,0,2216,0,0,0,,0,39457,0,0,39457,0,0,0,0,0,0,0,0,0,3943,0,8144,0,,1829,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17296,718,718,13.3104%,30.2251%,28.9704%,16578,57224,124549,133,0,22.2251%,,,,,,,,,,,,,,,,,,,,,14782,28.9704%,1,0,16809,98,0,0,133,0,0,0,,0,16578,0,0,16578,0,0,0,0,0,0,0,0,0,718,0,98,0,,1856,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24112,1831,1831,11.2332%,16.6369%,15.3735%,22281,144931,198350,354,0,8.6369%,,,,,,,,,,,,,,,,,,,,,4750,15.3735%,1,0,23085,0,0,270,354,0,0,0,,0,22461,180,180,22281,0,0,0,0,180,0,0,0,0,1831,0,450,0,,2040,2016-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16952,784,784,11.7032%,20.6528%,19.6976%,16168,82081,138150,494,0,12.6528%,,,,,,,,,,,,,,,,,,,,,2356,19.6976%,1,0,16662,0,0,0,494,0,0,0,,0,16168,0,0,16168,0,0,0,0,0,0,0,0,0,784,0,0,0,,2161,2016-09-30
